record_key,stable_id,field_path,raw_value,enum_type,enum_label,value_origin
SpeciesCultureDefinitionSO|culture:adventurer-frontier,culture:adventurer-frontier,assimilationDays,120,,,explicit-serialized
SpeciesCultureDefinitionSO|culture:adventurer-frontier,culture:adventurer-frontier,preferredRoles,0,FacilityRole,None,implicit-csharp-default
SpeciesCultureDefinitionSO|culture:beastkin-pack,culture:beastkin-pack,m_Name,culture_beastkin-pack,,,explicit-serialized
SpeciesCultureDefinitionSO|culture:beastkin-pack,culture:beastkin-pack,stableId,culture:beastkin-pack,,,explicit-serialized
SpeciesCultureDefinitionSO|culture:beastkin-pack,culture:beastkin-pack,displayName,무리의 화로 문화,,,explicit-serialized
SpeciesCultureDefinitionSO|culture:beastkin-pack,culture:beastkin-pack,description,식사와 휴식을 무리 단위로 공유하고 홀로 남는 이를 먼저 챙긴다.,,,explicit-serialized
SpeciesCultureDefinitionSO|culture:beastkin-pack,culture:beastkin-pack,authoringRevision,1,,,explicit-serialized
SpeciesCultureDefinitionSO|culture:beastkin-pack,culture:beastkin-pack,sourceNote,V20 content-density expansion; hand-authored Korean source revision 1.,,,explicit-serialized
SpeciesCultureDefinitionSO|culture:beastkin-pack,culture:beastkin-pack,defaultSpeciesId,Beastkin,,,explicit-serialized
SpeciesCultureDefinitionSO|culture:beastkin-pack,culture:beastkin-pack,preferredItemIds.0,resource:meat,,,explicit-serialized
SpeciesCultureDefinitionSO|culture:beastkin-pack,culture:beastkin-pack,forbiddenItemIds.0,medicine:strong-perfume,,,explicit-serialized
SpeciesCultureDefinitionSO|culture:beastkin-pack,culture:beastkin-pack,preferredFacilityIds,[],,,explicit-serialized
SpeciesCultureDefinitionSO|culture:beastkin-pack,culture:beastkin-pack,environmentalPreferences.0,warm shared quarters,,,explicit-serialized
SpeciesCultureDefinitionSO|culture:beastkin-pack,culture:beastkin-pack,roomPreference.preferredRoles,5,FacilityRole,Meal | Rest,explicit-serialized
SpeciesCultureDefinitionSO|culture:beastkin-pack,culture:beastkin-pack,roomPreference.idealTemperatureC,24,,,explicit-serialized
SpeciesCultureDefinitionSO|culture:beastkin-pack,culture:beastkin-pack,roomPreference.temperatureToleranceC,8,,,explicit-serialized
SpeciesCultureDefinitionSO|culture:beastkin-pack,culture:beastkin-pack,roomPreference.minimumVentilation,35,,,explicit-serialized
SpeciesCultureDefinitionSO|culture:beastkin-pack,culture:beastkin-pack,roomPreference.minimumLighting,20,,,explicit-serialized
SpeciesCultureDefinitionSO|culture:beastkin-pack,culture:beastkin-pack,roomPreference.maximumLighting,80,,,explicit-serialized
SpeciesCultureDefinitionSO|culture:beastkin-pack,culture:beastkin-pack,roomPreference.minimumCleanliness,30,,,explicit-serialized
SpeciesCultureDefinitionSO|culture:beastkin-pack,culture:beastkin-pack,roomPreference.prefersSharedSpace,1,,,explicit-serialized
SpeciesCultureDefinitionSO|culture:beastkin-pack,culture:beastkin-pack,roomPreference.prefersPrivateSpace,0,,,explicit-serialized
SpeciesCultureDefinitionSO|culture:beastkin-pack,culture:beastkin-pack,etiquetteRules.0,상대의 냄새표식을 허락 없이 지우지 않는다.,,,explicit-serialized
SpeciesCultureDefinitionSO|culture:beastkin-pack,culture:beastkin-pack,ceremonyIds.0,practice:beastkin-pack-meal,,,explicit-serialized
SpeciesCultureDefinitionSO|culture:beastkin-pack,culture:beastkin-pack,ceremonyIds.1,practice:beastkin-scent-vigil,,,explicit-serialized
SpeciesCultureDefinitionSO|culture:beastkin-pack,culture:beastkin-pack,otherCultureAttitudes.0.id,culture:adventurer-frontier,,,explicit-serialized
SpeciesCultureDefinitionSO|culture:beastkin-pack,culture:beastkin-pack,otherCultureAttitudes.0.weight,0.92,,,explicit-serialized
SpeciesCultureDefinitionSO|culture:beastkin-pack,culture:beastkin-pack,otherCultureAttitudes.1.id,culture:demon-contract,,,explicit-serialized
SpeciesCultureDefinitionSO|culture:beastkin-pack,culture:beastkin-pack,otherCultureAttitudes.1.weight,0.98,,,explicit-serialized
SpeciesCultureDefinitionSO|culture:beastkin-pack,culture:beastkin-pack,otherCultureAttitudes.2.id,culture:golem-core,,,explicit-serialized
SpeciesCultureDefinitionSO|culture:beastkin-pack,culture:beastkin-pack,otherCultureAttitudes.2.weight,1.01,,,explicit-serialized
SpeciesCultureDefinitionSO|culture:beastkin-pack,culture:beastkin-pack,otherCultureAttitudes.3.id,culture:harpy-aerie,,,explicit-serialized
SpeciesCultureDefinitionSO|culture:beastkin-pack,culture:beastkin-pack,otherCultureAttitudes.3.weight,1.04,,,explicit-serialized
SpeciesCultureDefinitionSO|culture:beastkin-pack,culture:beastkin-pack,otherCultureAttitudes.4.id,culture:kobold-toolclan,,,explicit-serialized
SpeciesCultureDefinitionSO|culture:beastkin-pack,culture:beastkin-pack,otherCultureAttitudes.4.weight,1.07,,,explicit-serialized
SpeciesCultureDefinitionSO|culture:beastkin-pack,culture:beastkin-pack,otherCultureAttitudes.5.id,culture:myconid-grove,,,explicit-serialized
SpeciesCultureDefinitionSO|culture:beastkin-pack,culture:beastkin-pack,otherCultureAttitudes.5.weight,1.1,,,explicit-serialized
SpeciesCultureDefinitionSO|culture:beastkin-pack,culture:beastkin-pack,otherCultureAttitudes.6.id,culture:orc-vigil,,,explicit-serialized
SpeciesCultureDefinitionSO|culture:beastkin-pack,culture:beastkin-pack,otherCultureAttitudes.6.weight,1.13,,,explicit-serialized
SpeciesCultureDefinitionSO|culture:beastkin-pack,culture:beastkin-pack,otherCultureAttitudes.7.id,culture:slime-confluence,,,explicit-serialized
SpeciesCultureDefinitionSO|culture:beastkin-pack,culture:beastkin-pack,otherCultureAttitudes.7.weight,0.85,,,explicit-serialized
SpeciesCultureDefinitionSO|culture:beastkin-pack,culture:beastkin-pack,otherCultureAttitudes.8.id,culture:vampire-nightcourt,,,explicit-serialized
SpeciesCultureDefinitionSO|culture:beastkin-pack,culture:beastkin-pack,otherCultureAttitudes.8.weight,0.88,,,explicit-serialized
SpeciesCultureDefinitionSO|culture:beastkin-pack,culture:beastkin-pack,assimilationDays,120,,,explicit-serialized
SpeciesCultureDefinitionSO|culture:beastkin-pack,culture:beastkin-pack,preferredRoles,0,FacilityRole,None,implicit-csharp-default
SpeciesCultureDefinitionSO|culture:demon-contract,culture:demon-contract,m_Name,culture_demon-contract,,,explicit-serialized
SpeciesCultureDefinitionSO|culture:demon-contract,culture:demon-contract,stableId,culture:demon-contract,,,explicit-serialized
SpeciesCultureDefinitionSO|culture:demon-contract,culture:demon-contract,displayName,재의 계약 문화,,,explicit-serialized
SpeciesCultureDefinitionSO|culture:demon-contract,culture:demon-contract,description,말보다 기록된 약속을 중시하고 결연과 장례에 계약 소각을 쓴다.,,,explicit-serialized
SpeciesCultureDefinitionSO|culture:demon-contract,culture:demon-contract,authoringRevision,1,,,explicit-serialized
SpeciesCultureDefinitionSO|culture:demon-contract,culture:demon-contract,sourceNote,V20 content-density expansion; hand-authored Korean source revision 1.,,,explicit-serialized
SpeciesCultureDefinitionSO|culture:demon-contract,culture:demon-contract,defaultSpeciesId,Demon,,,explicit-serialized
SpeciesCultureDefinitionSO|culture:demon-contract,culture:demon-contract,preferredItemIds.0,food:spiced-stew,,,explicit-serialized
SpeciesCultureDefinitionSO|culture:demon-contract,culture:demon-contract,forbiddenItemIds.0,item:unsealed-oath,,,explicit-serialized
SpeciesCultureDefinitionSO|culture:demon-contract,culture:demon-contract,preferredFacilityIds,[],,,explicit-serialized
SpeciesCultureDefinitionSO|culture:demon-contract,culture:demon-contract,environmentalPreferences.0,warm dry rooms,,,explicit-serialized
SpeciesCultureDefinitionSO|culture:demon-contract,culture:demon-contract,roomPreference.preferredRoles,544,FacilityRole,Mana | Administration,explicit-serialized
SpeciesCultureDefinitionSO|culture:demon-contract,culture:demon-contract,roomPreference.idealTemperatureC,27,,,explicit-serialized
SpeciesCultureDefinitionSO|culture:demon-contract,culture:demon-contract,roomPreference.temperatureToleranceC,8,,,explicit-serialized
SpeciesCultureDefinitionSO|culture:demon-contract,culture:demon-contract,roomPreference.minimumVentilation,35,,,explicit-serialized
SpeciesCultureDefinitionSO|culture:demon-contract,culture:demon-contract,roomPreference.minimumLighting,20,,,explicit-serialized
SpeciesCultureDefinitionSO|culture:demon-contract,culture:demon-contract,roomPreference.maximumLighting,70,,,explicit-serialized
SpeciesCultureDefinitionSO|culture:demon-contract,culture:demon-contract,roomPreference.minimumCleanliness,40,,,explicit-serialized
SpeciesCultureDefinitionSO|culture:demon-contract,culture:demon-contract,roomPreference.prefersSharedSpace,0,,,explicit-serialized
SpeciesCultureDefinitionSO|culture:demon-contract,culture:demon-contract,roomPreference.prefersPrivateSpace,1,,,explicit-serialized
SpeciesCultureDefinitionSO|culture:demon-contract,culture:demon-contract,etiquetteRules.0,세 번 확인한 약속은 공개적으로 번복하지 않는다.,,,explicit-serialized
SpeciesCultureDefinitionSO|culture:demon-contract,culture:demon-contract,ceremonyIds.0,practice:demon-oath-embers,,,explicit-serialized
SpeciesCultureDefinitionSO|culture:demon-contract,culture:demon-contract,ceremonyIds.1,practice:demon-third-bell,,,explicit-serialized
SpeciesCultureDefinitionSO|culture:demon-contract,culture:demon-contract,otherCultureAttitudes.0.id,culture:adventurer-frontier,,,explicit-serialized
SpeciesCultureDefinitionSO|culture:demon-contract,culture:demon-contract,otherCultureAttitudes.0.weight,0.99,,,explicit-serialized
SpeciesCultureDefinitionSO|culture:demon-contract,culture:demon-contract,otherCultureAttitudes.1.id,culture:beastkin-pack,,,explicit-serialized
SpeciesCultureDefinitionSO|culture:demon-contract,culture:demon-contract,otherCultureAttitudes.1.weight,1.02,,,explicit-serialized
SpeciesCultureDefinitionSO|culture:demon-contract,culture:demon-contract,otherCultureAttitudes.2.id,culture:golem-core,,,explicit-serialized
SpeciesCultureDefinitionSO|culture:demon-contract,culture:demon-contract,otherCultureAttitudes.2.weight,1.08,,,explicit-serialized
SpeciesCultureDefinitionSO|culture:demon-contract,culture:demon-contract,otherCultureAttitudes.3.id,culture:harpy-aerie,,,explicit-serialized
SpeciesCultureDefinitionSO|culture:demon-contract,culture:demon-contract,otherCultureAttitudes.3.weight,1.11,,,explicit-serialized
SpeciesCultureDefinitionSO|culture:demon-contract,culture:demon-contract,otherCultureAttitudes.4.id,culture:kobold-toolclan,,,explicit-serialized
SpeciesCultureDefinitionSO|culture:demon-contract,culture:demon-contract,otherCultureAttitudes.4.weight,1.14,,,explicit-serialized
SpeciesCultureDefinitionSO|culture:demon-contract,culture:demon-contract,otherCultureAttitudes.5.id,culture:myconid-grove,,,explicit-serialized
SpeciesCultureDefinitionSO|culture:demon-contract,culture:demon-contract,otherCultureAttitudes.5.weight,0.86,,,explicit-serialized
SpeciesCultureDefinitionSO|culture:demon-contract,culture:demon-contract,otherCultureAttitudes.6.id,culture:orc-vigil,,,explicit-serialized
SpeciesCultureDefinitionSO|culture:demon-contract,culture:demon-contract,otherCultureAttitudes.6.weight,0.89,,,explicit-serialized
SpeciesCultureDefinitionSO|culture:demon-contract,culture:demon-contract,otherCultureAttitudes.7.id,culture:slime-confluence,,,explicit-serialized
SpeciesCultureDefinitionSO|culture:demon-contract,culture:demon-contract,otherCultureAttitudes.7.weight,0.92,,,explicit-serialized
SpeciesCultureDefinitionSO|culture:demon-contract,culture:demon-contract,otherCultureAttitudes.8.id,culture:vampire-nightcourt,,,explicit-serialized
SpeciesCultureDefinitionSO|culture:demon-contract,culture:demon-contract,otherCultureAttitudes.8.weight,0.95,,,explicit-serialized
SpeciesCultureDefinitionSO|culture:demon-contract,culture:demon-contract,assimilationDays,120,,,explicit-serialized
SpeciesCultureDefinitionSO|culture:demon-contract,culture:demon-contract,preferredRoles,0,FacilityRole,None,implicit-csharp-default
SpeciesCultureDefinitionSO|culture:golem-core,culture:golem-core,m_Name,culture_golem-core,,,explicit-serialized
SpeciesCultureDefinitionSO|culture:golem-core,culture:golem-core,stableId,culture:golem-core,,,explicit-serialized
SpeciesCultureDefinitionSO|culture:golem-core,culture:golem-core,displayName,핵 공명 문화,,,explicit-serialized
SpeciesCultureDefinitionSO|culture:golem-core,culture:golem-core,description,침묵의 정비와 기억 기록을 휴식으로 여기며 핵의 이력을 존중한다.,,,explicit-serialized
SpeciesCultureDefinitionSO|culture:golem-core,culture:golem-core,authoringRevision,1,,,explicit-serialized
SpeciesCultureDefinitionSO|culture:golem-core,culture:golem-core,sourceNote,V20 content-density expansion; hand-authored Korean source revision 1.,,,explicit-serialized
SpeciesCultureDefinitionSO|culture:golem-core,culture:golem-core,defaultSpeciesId,Golem,,,explicit-serialized
SpeciesCultureDefinitionSO|culture:golem-core,culture:golem-core,preferredItemIds.0,tool:maintenance-kit,,,explicit-serialized
SpeciesCultureDefinitionSO|culture:golem-core,culture:golem-core,forbiddenItemIds.0,resource:corrosive-slurry,,,explicit-serialized
SpeciesCultureDefinitionSO|culture:golem-core,culture:golem-core,preferredFacilityIds,[],,,explicit-serialized
SpeciesCultureDefinitionSO|culture:golem-core,culture:golem-core,environmentalPreferences.0,dry rune-powered alcoves,,,explicit-serialized
SpeciesCultureDefinitionSO|culture:golem-core,culture:golem-core,roomPreference.preferredRoles,96,FacilityRole,Mana | Logistics,explicit-serialized
SpeciesCultureDefinitionSO|culture:golem-core,culture:golem-core,roomPreference.idealTemperatureC,18,,,explicit-serialized
SpeciesCultureDefinitionSO|culture:golem-core,culture:golem-core,roomPreference.temperatureToleranceC,15,,,explicit-serialized
SpeciesCultureDefinitionSO|culture:golem-core,culture:golem-core,roomPreference.minimumVentilation,50,,,explicit-serialized
SpeciesCultureDefinitionSO|culture:golem-core,culture:golem-core,roomPreference.minimumLighting,30,,,explicit-serialized
SpeciesCultureDefinitionSO|culture:golem-core,culture:golem-core,roomPreference.maximumLighting,90,,,explicit-serialized
SpeciesCultureDefinitionSO|culture:golem-core,culture:golem-core,roomPreference.minimumCleanliness,60,,,explicit-serialized
SpeciesCultureDefinitionSO|culture:golem-core,culture:golem-core,roomPreference.prefersSharedSpace,0,,,explicit-serialized
SpeciesCultureDefinitionSO|culture:golem-core,culture:golem-core,roomPreference.prefersPrivateSpace,1,,,explicit-serialized
SpeciesCultureDefinitionSO|culture:golem-core,culture:golem-core,etiquetteRules.0,다른 골렘의 핵각인을 허락 없이 읽지 않는다.,,,explicit-serialized
SpeciesCultureDefinitionSO|culture:golem-core,culture:golem-core,ceremonyIds.0,practice:golem-core-polish,,,explicit-serialized
SpeciesCultureDefinitionSO|culture:golem-core,culture:golem-core,ceremonyIds.1,practice:golem-memory-plaque,,,explicit-serialized
SpeciesCultureDefinitionSO|culture:golem-core,culture:golem-core,otherCultureAttitudes.0.id,culture:adventurer-frontier,,,explicit-serialized
SpeciesCultureDefinitionSO|culture:golem-core,culture:golem-core,otherCultureAttitudes.0.weight,1.06,,,explicit-serialized
SpeciesCultureDefinitionSO|culture:golem-core,culture:golem-core,otherCultureAttitudes.1.id,culture:beastkin-pack,,,explicit-serialized
SpeciesCultureDefinitionSO|culture:golem-core,culture:golem-core,otherCultureAttitudes.1.weight,1.09,,,explicit-serialized
SpeciesCultureDefinitionSO|culture:golem-core,culture:golem-core,otherCultureAttitudes.2.id,culture:demon-contract,,,explicit-serialized
SpeciesCultureDefinitionSO|culture:golem-core,culture:golem-core,otherCultureAttitudes.2.weight,1.12,,,explicit-serialized
SpeciesCultureDefinitionSO|culture:golem-core,culture:golem-core,otherCultureAttitudes.3.id,culture:harpy-aerie,,,explicit-serialized
SpeciesCultureDefinitionSO|culture:golem-core,culture:golem-core,otherCultureAttitudes.3.weight,0.87,,,explicit-serialized
SpeciesCultureDefinitionSO|culture:golem-core,culture:golem-core,otherCultureAttitudes.4.id,culture:kobold-toolclan,,,explicit-serialized
SpeciesCultureDefinitionSO|culture:golem-core,culture:golem-core,otherCultureAttitudes.4.weight,0.9,,,explicit-serialized
SpeciesCultureDefinitionSO|culture:golem-core,culture:golem-core,otherCultureAttitudes.5.id,culture:myconid-grove,,,explicit-serialized
SpeciesCultureDefinitionSO|culture:golem-core,culture:golem-core,otherCultureAttitudes.5.weight,0.93,,,explicit-serialized
SpeciesCultureDefinitionSO|culture:golem-core,culture:golem-core,otherCultureAttitudes.6.id,culture:orc-vigil,,,explicit-serialized
SpeciesCultureDefinitionSO|culture:golem-core,culture:golem-core,otherCultureAttitudes.6.weight,0.96,,,explicit-serialized
SpeciesCultureDefinitionSO|culture:golem-core,culture:golem-core,otherCultureAttitudes.7.id,culture:slime-confluence,,,explicit-serialized
SpeciesCultureDefinitionSO|culture:golem-core,culture:golem-core,otherCultureAttitudes.7.weight,0.99,,,explicit-serialized
SpeciesCultureDefinitionSO|culture:golem-core,culture:golem-core,otherCultureAttitudes.8.id,culture:vampire-nightcourt,,,explicit-serialized
SpeciesCultureDefinitionSO|culture:golem-core,culture:golem-core,otherCultureAttitudes.8.weight,1.02,,,explicit-serialized
SpeciesCultureDefinitionSO|culture:golem-core,culture:golem-core,assimilationDays,120,,,explicit-serialized
SpeciesCultureDefinitionSO|culture:golem-core,culture:golem-core,preferredRoles,0,FacilityRole,None,implicit-csharp-default
SpeciesCultureDefinitionSO|culture:harpy-aerie,culture:harpy-aerie,m_Name,culture_harpy-aerie,,,explicit-serialized
SpeciesCultureDefinitionSO|culture:harpy-aerie,culture:harpy-aerie,stableId,culture:harpy-aerie,,,explicit-serialized
SpeciesCultureDefinitionSO|culture:harpy-aerie,culture:harpy-aerie,displayName,높은 둥지 문화,,,explicit-serialized
SpeciesCultureDefinitionSO|culture:harpy-aerie,culture:harpy-aerie,description,높은 공간과 바람길을 선호하며 소식과 노래를 공동 자산으로 여긴다.,,,explicit-serialized
SpeciesCultureDefinitionSO|culture:harpy-aerie,culture:harpy-aerie,authoringRevision,1,,,explicit-serialized
SpeciesCultureDefinitionSO|culture:harpy-aerie,culture:harpy-aerie,sourceNote,V20 content-density expansion; hand-authored Korean source revision 1.,,,explicit-serialized
SpeciesCultureDefinitionSO|culture:harpy-aerie,culture:harpy-aerie,defaultSpeciesId,Harpy,,,explicit-serialized
SpeciesCultureDefinitionSO|culture:harpy-aerie,culture:harpy-aerie,preferredItemIds.0,food:dried-fruit,,,explicit-serialized
SpeciesCultureDefinitionSO|culture:harpy-aerie,culture:harpy-aerie,forbiddenItemIds.0,food:heavy-oil-stew,,,explicit-serialized
SpeciesCultureDefinitionSO|culture:harpy-aerie,culture:harpy-aerie,preferredFacilityIds,[],,,explicit-serialized
SpeciesCultureDefinitionSO|culture:harpy-aerie,culture:harpy-aerie,environmentalPreferences.0,high airy rooms,,,explicit-serialized
SpeciesCultureDefinitionSO|culture:harpy-aerie,culture:harpy-aerie,roomPreference.preferredRoles,4,FacilityRole,Rest,explicit-serialized
SpeciesCultureDefinitionSO|culture:harpy-aerie,culture:harpy-aerie,roomPreference.idealTemperatureC,18,,,explicit-serialized
SpeciesCultureDefinitionSO|culture:harpy-aerie,culture:harpy-aerie,roomPreference.temperatureToleranceC,10,,,explicit-serialized
SpeciesCultureDefinitionSO|culture:harpy-aerie,culture:harpy-aerie,roomPreference.minimumVentilation,70,,,explicit-serialized
SpeciesCultureDefinitionSO|culture:harpy-aerie,culture:harpy-aerie,roomPreference.minimumLighting,50,,,explicit-serialized
SpeciesCultureDefinitionSO|culture:harpy-aerie,culture:harpy-aerie,roomPreference.maximumLighting,100,,,explicit-serialized
SpeciesCultureDefinitionSO|culture:harpy-aerie,culture:harpy-aerie,roomPreference.minimumCleanliness,35,,,explicit-serialized
SpeciesCultureDefinitionSO|culture:harpy-aerie,culture:harpy-aerie,roomPreference.prefersSharedSpace,1,,,explicit-serialized
SpeciesCultureDefinitionSO|culture:harpy-aerie,culture:harpy-aerie,roomPreference.prefersPrivateSpace,0,,,explicit-serialized
SpeciesCultureDefinitionSO|culture:harpy-aerie,culture:harpy-aerie,etiquetteRules.0,노래 중간에 말을 끊는 것은 공개적인 도전이다.,,,explicit-serialized
SpeciesCultureDefinitionSO|culture:harpy-aerie,culture:harpy-aerie,ceremonyIds.0,practice:harpy-dawn-chorus,,,explicit-serialized
SpeciesCultureDefinitionSO|culture:harpy-aerie,culture:harpy-aerie,ceremonyIds.1,practice:harpy-first-flight,,,explicit-serialized
SpeciesCultureDefinitionSO|culture:harpy-aerie,culture:harpy-aerie,otherCultureAttitudes.0.id,culture:adventurer-frontier,,,explicit-serialized
SpeciesCultureDefinitionSO|culture:harpy-aerie,culture:harpy-aerie,otherCultureAttitudes.0.weight,1.13,,,explicit-serialized
SpeciesCultureDefinitionSO|culture:harpy-aerie,culture:harpy-aerie,otherCultureAttitudes.1.id,culture:beastkin-pack,,,explicit-serialized
SpeciesCultureDefinitionSO|culture:harpy-aerie,culture:harpy-aerie,otherCultureAttitudes.1.weight,0.85,,,explicit-serialized
SpeciesCultureDefinitionSO|culture:harpy-aerie,culture:harpy-aerie,otherCultureAttitudes.2.id,culture:demon-contract,,,explicit-serialized
SpeciesCultureDefinitionSO|culture:harpy-aerie,culture:harpy-aerie,otherCultureAttitudes.2.weight,0.88,,,explicit-serialized
SpeciesCultureDefinitionSO|culture:harpy-aerie,culture:harpy-aerie,otherCultureAttitudes.3.id,culture:golem-core,,,explicit-serialized
SpeciesCultureDefinitionSO|culture:harpy-aerie,culture:harpy-aerie,otherCultureAttitudes.3.weight,0.91,,,explicit-serialized
SpeciesCultureDefinitionSO|culture:harpy-aerie,culture:harpy-aerie,otherCultureAttitudes.4.id,culture:kobold-toolclan,,,explicit-serialized
SpeciesCultureDefinitionSO|culture:harpy-aerie,culture:harpy-aerie,otherCultureAttitudes.4.weight,0.97,,,explicit-serialized
SpeciesCultureDefinitionSO|culture:harpy-aerie,culture:harpy-aerie,otherCultureAttitudes.5.id,culture:myconid-grove,,,explicit-serialized
SpeciesCultureDefinitionSO|culture:harpy-aerie,culture:harpy-aerie,otherCultureAttitudes.5.weight,1,,,explicit-serialized
