kind,slug,title,game_version
combat,apparel-23003,속셔츠,0.0.1v
combat,equipment-item-weapon-handgonne,수총,0.0.1v
combat,module-shield-ward-emitter,수호 방출기,0.0.1v
combat,equipment-item-weapon-arquebus,아쿼버스,0.0.1v
combat,apparel-23017,앞치마,0.0.1v
combat,apparel-23006,양말,0.0.1v
combat,equipment-item-weapon-estoc,에스터크,0.0.1v
combat,equipment-item-armor-smoke-hood,연기 두건,0.0.1v
combat,apparel-23030,연기 방호 두건,0.0.1v
combat,module-armor-smoke-filter,연기 여과기,0.0.1v
combat,module-armor-thermal-layer,열 차폐층,0.0.1v
combat,apparel-23038,예복 드레스,0.0.1v
combat,apparel-23032,외과 앞치마,0.0.1v
combat,apparel-23022,우비,0.0.1v
combat,apparel-23023,운반 멜빵,0.0.1v
combat,workwear-hauling-harness,운반 멜빵,0.0.1v
combat,apparel-23039,의식 로브,0.0.1v
combat,apparel-23019,일상 로브,0.0.1v
combat,module-armor-self-seal,자가 봉합재,0.0.1v
combat,apparel-23013,작업 셔츠,0.0.1v
combat,apparel-23008,잠옷 상의,0.0.1v
combat,apparel-23009,잠옷 하의,0.0.1v
combat,apparel-23048,장갑,0.0.1v
combat,equipment-item-weapon-longsword,장검,0.0.1v
combat,equipment-item-weapon-longbow,장궁,0.0.1v
combat,apparel-23049,장화,0.0.1v
combat,equipment-item-armor-jack-of-plates,잭 오브 플레이트,0.0.1v
combat,equipment-item-weapon-sniper-arquebus,저격 아쿼버스,0.0.1v
combat,equipment-item-weapon-warhammer,전투망치,0.0.1v
combat,module-weapon-precision-sight,정밀 조준기,0.0.1v
combat,apparel-23037,정장 외투,0.0.1v
combat,module-weapon-suppression-coil,제압 코일,0.0.1v
combat,apparel-23018,조끼,0.0.1v
combat,equipment-item-weapon-heavy-matchlock,중화승총,0.0.1v
combat,equipment-item-weapon-spear,창,0.0.1v
combat,module-weapon-execution-edge,처형 날,0.0.1v
combat,equipment-item-armor-cloth-hood,천 후드,0.0.1v
combat,equipment-item-shield-iron,철 방패,0.0.1v
combat,equipment-item-armor-iron-helmet,철 투구,0.0.1v
combat,equipment-item-armor-breastplate,철 흉갑,0.0.1v
combat,equipment-item-weapon-mace,철퇴,0.0.1v
combat,apparel-23041,축제 조끼,0.0.1v
combat,module-armor-impact-liner,충격 내피,0.0.1v
combat,module-shield-shock-grip,충격 손잡이,0.0.1v
combat,apparel-23015,치마,0.0.1v
combat,equipment-item-weapon-javelin,투창,0.0.1v
combat,equipment-item-weapon-throwing-axe,투척도끼,0.0.1v
combat,apparel-23011,튜닉,0.0.1v
combat,equipment-item-shield-pavise,파비스,0.0.1v
combat,module-armor-plate-web,판금 연결망,0.0.1v
combat,equipment-item-weapon-falchion,팔시온,0.0.1v
combat,equipment-item-armor-closed-plate-helm,폐쇄형 판금 투구,0.0.1v
combat,apparel-23029,포자 방호 두건,0.0.1v
combat,apparel-23046,포자 정원 망토,0.0.1v
combat,equipment-item-weapon-pollaxe,폴액스,0.0.1v
combat,apparel-23045,하늘 합창 숄,0.0.1v
combat,apparel-23001,하의 속옷,0.0.1v
combat,equipment-item-weapon-halberd,할버드,0.0.1v
combat,apparel-23002,허리 두름 속옷,0.0.1v
combat,apparel-23047,허리띠,0.0.1v
combat,equipment-item-weapon-matchlock-pistol,화승 권총,0.0.1v
combat,equipment-item-weapon-matchlock-long-gun,화승 장총,0.0.1v
combat,equipment-item-armor-powder-cuirass,화약수 흉갑,0.0.1v
combat,apparel-23020,후드 로브,0.0.1v
combat,equipment-item-armor-blacksteel-carapace,흑강 갑각,0.0.1v
combat,module-armor-blacksteel-rib,흑강 늑골,0.0.1v
combat,equipment-item-shield-blacksteel,흑강 방패,0.0.1v
combat,equipment-item-weapon-blacksteel-poleaxe,흑강 폴액스,0.0.1v
event,life-event-inherited-debt,가구에 남은 빚,0.0.1v
event,life-event-family-room,가족이 함께 살 방,0.0.1v
event,faction-chapter-myconid-2,갈색으로 변한 기억,0.0.1v
event,ending-steel-apotheosis,강철 신격화,0.0.1v
event,service-incident-contamination,객실 오염,0.0.1v
event,guest-request-winter-fuel-auction,겨울 연료 경매,0.0.1v
event,seasonal-autumn-caravan-rush,겨울 전 대상행렬,0.0.1v
event,faction-chapter-demon-4,계약을 고치는 손,0.0.1v
event,faction-chapter-kobold-4,공방 문을 여는 대가,0.0.1v
event,faction-chapter-kobold-6,공유 설계의 첫 장,0.0.1v
event,practice-myconid-shared-mist,공유 안개,0.0.1v
event,ending-monster-accord,괴물 대협약,0.0.1v
event,life-event-shift-saved,교대를 구한 손,0.0.1v
event,seasonal-winter-hungry-pack,굶주린 무리,0.0.1v
event,practice-adventurer-return-table,귀환자의 식탁,0.0.1v
event,faction-arc-myconid,균사정원,0.0.1v
event,faction-contract-myconid-crisis,균사정원 위기 대응 계약,0.0.1v
event,faction-contract-myconid-strategic,균사정원 장기 전략 계약,0.0.1v
event,faction-contract-myconid-supply,균사정원 정기 물자 계약,0.0.1v
event,guest-request-allergen-banquet,금기 없는 화합식,0.0.1v
event,service-incident-forbiddenmeal,금기 음식 제공,0.0.1v
event,faction-chapter-golem-2,기억 누락 보고,0.0.1v
event,practice-golem-memory-plaque,기억판 안치,0.0.1v
event,faction-arc-kobold,깊은톱니 굴,0.0.1v
event,faction-contract-kobold-crisis,깊은톱니 굴 위기 대응 계약,0.0.1v
event,faction-contract-kobold-strategic,깊은톱니 굴 장기 전략 계약,0.0.1v
event,faction-contract-kobold-supply,깊은톱니 굴 정기 물자 계약,0.0.1v
event,faction-chapter-harpy-1,끊어진 전령줄,0.0.1v
event,life-event-foundling-question,나는 어디서 왔어?,0.0.1v
event,service-incident-brawl,난투,0.0.1v
event,faction-chapter-myconid-1,낯선 향의 사절,0.0.1v
event,service-incident-sabotage,내부 파괴 공작,0.0.1v
event,life-event-elder-birthday,노년의 생일상,0.0.1v
event,life-event-disputed-thesis,논쟁적인 논문,0.0.1v
event,life-event-childhood-bully,놀림의 대가,0.0.1v
event,faction-chapter-harpy-4,높이를 나누는 법,0.0.1v
event,life-event-clinic-shortage,누구를 먼저 치료할 것인가,0.0.1v
event,faction-chapter-beastkin-4,누구의 무리인가,0.0.1v
event,life-event-household-meal,늦은 가족 식사,0.0.1v
event,life-event-stolen-design,닮은 설계도,0.0.1v
event,guest-request-plague-screening,대상단 검역,0.0.1v
event,life-event-captains-test,대장의 시험,0.0.1v
event,ending-dungeon-sovereignty,던전 주권국,0.0.1v
event,life-event-retirement-request,도구를 내려놓는 날,0.0.1v
event,faction-chapter-golem-3,도구씨족의 설계권,0.0.1v
event,faction-chapter-kobold-2,도제의 이름 없는 설계,0.0.1v
event,life-event-apprentice-mistake,도제의 큰 실수,0.0.1v
event,faction-arc-golem,돌맥 주조소,0.0.1v
event,faction-contract-golem-crisis,돌맥 주조소 위기 대응 계약,0.0.1v
event,faction-contract-golem-strategic,돌맥 주조소 장기 전략 계약,0.0.1v
event,faction-contract-golem-supply,돌맥 주조소 정기 물자 계약,0.0.1v
event,faction-chapter-demon-3,돌맥 주조소의 담보,0.0.1v
event,seasonal-winter-frozen-pipes,동결 배관,0.0.1v
event,seasonal-winter-cave-flu-wave,동굴 독감 유행,0.0.1v
event,practice-vampire-consent-cup,동의의 잔,0.0.1v
event,seasonal-spring-nesting-season,둥지철,0.0.1v
event,seasonal-spring-seed-exchange,떠돌이 종자상,0.0.1v
event,seasonal-summer-mana-lightning,마나 번개,0.0.1v
event,seasonal-summer-dry-well,마르는 수원,0.0.1v
event,life-event-last-lesson,마지막 수업,0.0.1v
event,practice-slime-clear-water,맑은물 합류,0.0.1v
event,practice-demon-oath-embers,맹세의 잿불,0.0.1v
event,faction-chapter-golem-1,멈춘 운반자,0.0.1v
event,guest-request-coronation-feast,몰락 귀족의 대관 만찬,0.0.1v
event,life-event-grave-visit,묘비 앞의 약속,0.0.1v
event,practice-orc-weapon-vigil,무기 철야,0.0.1v
event,practice-beastkin-pack-meal,무리 한솥,0.0.1v
event,faction-chapter-myconid-3,무리의 불길,0.0.1v
event,service-incident-culturalinsult,문화적 모욕,0.0.1v
event,life-event-tool-inheritance,물려받은 도구,0.0.1v
event,guest-request-militia-arms,민병대 긴급 무장,0.0.1v
event,seasonal-winter-whiteout,백색 암흑,0.0.1v
event,guest-request-flood-refuge,범람 피난민,0.0.1v
event,life-event-guardian-oath,보호자의 맹세,0.0.1v
event,faction-chapter-kobold-5,복제된 대가의 도장,0.0.1v
event,seasonal-spring-fever-camp,봄열 피난민,0.0.1v
event,guest-request-sealed-archive,봉인 기록 판독,0.0.1v
event,ending-sealed-paradise,봉인된 낙원,0.0.1v
event,seasonal-summer-wounded-mercenaries,부상 용병대,0.0.1v
event,faction-chapter-demon-5,불타지 않는 조항,0.0.1v
event,faction-arc-beastkin,붉은발톱 교역소,0.0.1v
event,faction-contract-beastkin-crisis,붉은발톱 교역소 위기 대응 계약,0.0.1v
event,faction-contract-beastkin-strategic,붉은발톱 교역소 장기 전략 계약,0.0.1v
event,faction-contract-beastkin-supply,붉은발톱 교역소 정기 물자 계약,0.0.1v
event,faction-chapter-beastkin-2,비어 가는 사냥터,0.0.1v
event,guest-request-monster-circus,비전 생물 시연,0.0.1v
event,ending-arcane-ascension,비전 승천,0.0.1v
event,seasonal-autumn-spoiled-silage,사일리지 발열,0.0.1v
event,guest-request-bodyguard-kit,사절 호위 장비,0.0.1v
event,guest-request-emergency-surgery,사절의 응급 수술,0.0.1v
event,life-event-newborn-welcome,새 생명의 환영,0.0.1v
event,faction-chapter-myconid-6,새 정원의 경계,0.0.1v
event,faction-chapter-beastkin-6,새로운 사냥 경계,0.0.1v
event,practice-harpy-dawn-chorus,새벽 합창,0.0.1v
event,life-event-shared-lullaby,서로 다른 자장가,0.0.1v
event,faction-chapter-demon-2,서명 없는 채무,0.0.1v
event,faction-chapter-demon-1,세 번 접힌 계약,0.0.1v
event,practice-demon-third-bell,세 번째 종,0.0.1v
event,faction-chapter-golem-4,수리인가 해방인가,0.0.1v
event,seasonal-autumn-harvest-dispute,수확 몫 분쟁,0.0.1v
event,faction-chapter-golem-6,스스로 선택한 형상,0.0.1v
event,life-event-mentor-favor,스승의 편애,0.0.1v
event,ending-timeless-sanctuary,시간 없는 성역,0.0.1v
event,life-event-cultural-petition,식탁의 금기,0.0.1v
event,seasonal-winter-deep-echo,심층의 메아리,0.0.1v
event,seasonal-autumn-rot-cart,썩은 수레,0.0.1v
event,seasonal-spring-washed-road,씻겨나간 길,0.0.1v
event,faction-chapter-myconid-4,어디까지 잘라낼까,0.0.1v
event,seasonal-winter-fuel-demand,연료 쟁탈,0.0.1v
event,seasonal-summer-smoke-valley,연무 계곡,0.0.1v
event,faction-chapter-harpy-6,열린 바람의 맹세,0.0.1v
event,ending-eternal-lineage,영원한 계보,0.0.1v
event,service-incident-envoyconflict,외교 사절 충돌,0.0.1v
event,faction-chapter-beastkin-5,우두머리의 실종,0.0.1v
