source_type,source_id,source_record_key,kind,target_id,amount,duration,field_path,semantic_label,target_category,resolution_status,target_record_keys,source_path
FacilitySynthesisRecipeSO,recipe_commerce_secure_display_2,FacilitySynthesisRecipeSO|recipe_commerce_secure_display_2,references,building:1014,,,resultBuilding,Unity asset reference,content-reference,resolved-content,BuildingSO|building:1014,Assets/Resources/SO/Synthesis/P1/RS_SecureDisplay.asset
FacilitySynthesisRecipeSO,recipe_commerce_secure_display_2,FacilitySynthesisRecipeSO|recipe_commerce_secure_display_2,references,building:1015,,,materialBuildings.1,Unity asset reference,content-reference,resolved-content,BuildingSO|building:1015,Assets/Resources/SO/Synthesis/P1/RS_SecureDisplay.asset
FacilitySynthesisRecipeSO,recipe_commercial_grill_1,FacilitySynthesisRecipeSO|recipe_commercial_grill_1,references,building:1000,,,materialBuildings.0,Unity asset reference,content-reference,resolved-content,BuildingSO|building:1000,Assets/Resources/SO/Synthesis/P1/RS_CommercialGrill.asset
FacilitySynthesisRecipeSO,recipe_commercial_grill_1,FacilitySynthesisRecipeSO|recipe_commercial_grill_1,references,building:1001,,,resultBuilding,Unity asset reference,content-reference,resolved-content,BuildingSO|building:1001,Assets/Resources/SO/Synthesis/P1/RS_CommercialGrill.asset
FacilitySynthesisRecipeSO,recipe_commercial_grill_1,FacilitySynthesisRecipeSO|recipe_commercial_grill_1,references,building:1002,,,materialBuildings.1,Unity asset reference,content-reference,resolved-content,BuildingSO|building:1002,Assets/Resources/SO/Synthesis/P1/RS_CommercialGrill.asset
FacilitySynthesisRecipeSO,recipe_fortress_banner_2,FacilitySynthesisRecipeSO|recipe_fortress_banner_2,references,building:1046,,,materialBuildings.0,Unity asset reference,content-reference,resolved-content,BuildingSO|building:1046,Assets/Resources/SO/Synthesis/P1/RS_BattleBanner.asset
FacilitySynthesisRecipeSO,recipe_fortress_banner_2,FacilitySynthesisRecipeSO|recipe_fortress_banner_2,references,building:1048,,,resultBuilding,Unity asset reference,content-reference,resolved-content,BuildingSO|building:1048,Assets/Resources/SO/Synthesis/P1/RS_BattleBanner.asset
FacilitySynthesisRecipeSO,recipe_fortress_banner_2,FacilitySynthesisRecipeSO|recipe_fortress_banner_2,references,building:1068,,,materialBuildings.1,Unity asset reference,content-reference,resolved-content,BuildingSO|building:1068,Assets/Resources/SO/Synthesis/P1/RS_BattleBanner.asset
FacilitySynthesisRecipeSO,recipe_fortress_patrol_1,FacilitySynthesisRecipeSO|recipe_fortress_patrol_1,references,building:1045,,,materialBuildings.0,Unity asset reference,content-reference,resolved-content,BuildingSO|building:1045,Assets/Resources/SO/Synthesis/P1/RS_PatrolBoard.asset
FacilitySynthesisRecipeSO,recipe_fortress_patrol_1,FacilitySynthesisRecipeSO|recipe_fortress_patrol_1,references,building:1046,,,resultBuilding,Unity asset reference,content-reference,resolved-content,BuildingSO|building:1046,Assets/Resources/SO/Synthesis/P1/RS_PatrolBoard.asset
FacilitySynthesisRecipeSO,recipe_fortress_patrol_1,FacilitySynthesisRecipeSO|recipe_fortress_patrol_1,references,building:1068,,,materialBuildings.1,Unity asset reference,content-reference,resolved-content,BuildingSO|building:1068,Assets/Resources/SO/Synthesis/P1/RS_PatrolBoard.asset
FacilitySynthesisRecipeSO,recipe_fortress_tactical_1,FacilitySynthesisRecipeSO|recipe_fortress_tactical_1,references,building:1042,,,materialBuildings.1,Unity asset reference,content-reference,resolved-content,BuildingSO|building:1042,Assets/Resources/SO/Synthesis/P1/RS_TacticalTable.asset
FacilitySynthesisRecipeSO,recipe_fortress_tactical_1,FacilitySynthesisRecipeSO|recipe_fortress_tactical_1,references,building:1044,,,materialBuildings.0,Unity asset reference,content-reference,resolved-content,BuildingSO|building:1044,Assets/Resources/SO/Synthesis/P1/RS_TacticalTable.asset
FacilitySynthesisRecipeSO,recipe_fortress_tactical_1,FacilitySynthesisRecipeSO|recipe_fortress_tactical_1,references,building:1047,,,resultBuilding,Unity asset reference,content-reference,resolved-content,BuildingSO|building:1047,Assets/Resources/SO/Synthesis/P1/RS_TacticalTable.asset
FacilitySynthesisRecipeSO,recipe_logistics_shelf_1,FacilitySynthesisRecipeSO|recipe_logistics_shelf_1,references,building:1009,,,materialBuildings.0,Unity asset reference,content-reference,resolved-content,BuildingSO|building:1009,Assets/Resources/SO/Synthesis/P1/RS_LogisticsShelf.asset
FacilitySynthesisRecipeSO,recipe_logistics_shelf_1,FacilitySynthesisRecipeSO|recipe_logistics_shelf_1,references,building:1050,,,resultBuilding,Unity asset reference,content-reference,resolved-content,BuildingSO|building:1050,Assets/Resources/SO/Synthesis/P1/RS_LogisticsShelf.asset
FacilitySynthesisRecipeSO,recipe_logistics_shelf_1,FacilitySynthesisRecipeSO|recipe_logistics_shelf_1,references,building:1051,,,materialBuildings.1,Unity asset reference,content-reference,resolved-content,BuildingSO|building:1051,Assets/Resources/SO/Synthesis/P1/RS_LogisticsShelf.asset
