"faction_chapter_id","faction_id","chapter_number","kind","cross_faction_id","choice_count","choice_contracts","final_value_source","static_status"
"faction-chapter:demon:6","faction:dungeon:demon","6","5","—","3","support{bom=tool:administrative-seal×9;kg=21.15;market=576;facilities=1;effects=세력 신뢰:faction:dungeon:demon×11/0d|작업 지연:faction-work:demon:6×1/0d} || bargain{bom=tool:administrative-seal×5;kg=11.75;market=320;facilities=1;effects=세력 신뢰:faction:dungeon:demon×5/0d|세력 의무:faction:dungeon:demon×1/0d|작업 지연:faction-work:demon:6:bargain×1/0d} || refuse{bom=—;kg=0;market=0;facilities=0;effects=세력 원한:faction:dungeon:demon×9/0d|위협도:faction-followup:demon:6×1/0d}","serialized FactionChapterDefinitionSO asset + item-numeric-ledger.csv","locked"
"faction-chapter:golem:1","faction:dungeon:golem","1","0","—","3","support{bom=component:machine-parts×4;kg=8.4;market=364;facilities=1;effects=세력 신뢰:faction:dungeon:golem×6/0d|작업 지연:faction-work:golem:1×2/0d} || bargain{bom=component:machine-parts×2;kg=4.2;market=182;facilities=1;effects=세력 신뢰:faction:dungeon:golem×2/0d|세력 의무:faction:dungeon:golem×1/0d|작업 지연:faction-work:golem:1:bargain×1/0d} || refuse{bom=—;kg=0;market=0;facilities=0;effects=세력 원한:faction:dungeon:golem×4/0d|위협도:faction-followup:golem:1×1/0d}","serialized FactionChapterDefinitionSO asset + item-numeric-ledger.csv","locked"
"faction-chapter:golem:2","faction:dungeon:golem","2","1","—","3","support{bom=tool:maintenance-kit×5;kg=11.75;market=540;facilities=1;effects=세력 신뢰:faction:dungeon:golem×7/0d|작업 지연:faction-work:golem:2×3/0d} || bargain{bom=tool:maintenance-kit×3;kg=7.05;market=324;facilities=1;effects=세력 신뢰:faction:dungeon:golem×3/0d|세력 의무:faction:dungeon:golem×1/0d|작업 지연:faction-work:golem:2:bargain×1/0d} || refuse{bom=—;kg=0;market=0;facilities=0;effects=세력 원한:faction:dungeon:golem×5/0d|위협도:faction-followup:golem:2×1/0d}","serialized FactionChapterDefinitionSO asset + item-numeric-ledger.csv","locked"
"faction-chapter:golem:3","faction:dungeon:golem","3","2","faction:dungeon:kobold","3","support{bom=component:rune-conductor×6;kg=14.4;market=2070;facilities=1;effects=세력 신뢰:faction:dungeon:golem×8/0d|작업 지연:faction-work:golem:3×1/0d|세력 원한:faction:dungeon:kobold×3/0d} || bargain{bom=component:rune-conductor×3;kg=7.2;market=1035;facilities=1;effects=세력 신뢰:faction:dungeon:golem×3/0d|세력 의무:faction:dungeon:golem×1/0d|작업 지연:faction-work:golem:3:bargain×1/0d|세력 신뢰:faction:dungeon:kobold×1/0d} || refuse{bom=—;kg=0;market=0;facilities=0;effects=세력 원한:faction:dungeon:golem×6/0d|위협도:faction-followup:golem:3×1/0d|세력 신뢰:faction:dungeon:kobold×2/0d}","serialized FactionChapterDefinitionSO asset + item-numeric-ledger.csv","locked"
"faction-chapter:golem:4","faction:dungeon:golem","4","3","—","3","support{bom=component:machine-parts×7;kg=14.7;market=637;facilities=1;effects=세력 신뢰:faction:dungeon:golem×9/0d|작업 지연:faction-work:golem:4×2/0d} || bargain{bom=component:machine-parts×4;kg=8.4;market=364;facilities=1;effects=세력 신뢰:faction:dungeon:golem×4/0d|세력 의무:faction:dungeon:golem×1/0d|작업 지연:faction-work:golem:4:bargain×1/0d} || refuse{bom=—;kg=0;market=0;facilities=0;effects=세력 원한:faction:dungeon:golem×7/0d|위협도:faction-followup:golem:4×1/0d}","serialized FactionChapterDefinitionSO asset + item-numeric-ledger.csv","locked"
"faction-chapter:golem:5","faction:dungeon:golem","5","4","—","3","support{bom=tool:maintenance-kit×8;kg=18.8;market=864;facilities=1;effects=세력 신뢰:faction:dungeon:golem×10/0d|작업 지연:faction-work:golem:5×3/0d} || bargain{bom=tool:maintenance-kit×4;kg=9.4;market=432;facilities=1;effects=세력 신뢰:faction:dungeon:golem×4/0d|세력 의무:faction:dungeon:golem×1/0d|작업 지연:faction-work:golem:5:bargain×1/0d} || refuse{bom=—;kg=0;market=0;facilities=0;effects=세력 원한:faction:dungeon:golem×8/0d|위협도:faction-followup:golem:5×1/0d}","serialized FactionChapterDefinitionSO asset + item-numeric-ledger.csv","locked"
"faction-chapter:golem:6","faction:dungeon:golem","6","5","—","3","support{bom=component:rune-conductor×9;kg=21.6;market=3105;facilities=1;effects=세력 신뢰:faction:dungeon:golem×11/0d|작업 지연:faction-work:golem:6×1/0d} || bargain{bom=component:rune-conductor×5;kg=12;market=1725;facilities=1;effects=세력 신뢰:faction:dungeon:golem×5/0d|세력 의무:faction:dungeon:golem×1/0d|작업 지연:faction-work:golem:6:bargain×1/0d} || refuse{bom=—;kg=0;market=0;facilities=0;effects=세력 원한:faction:dungeon:golem×9/0d|위협도:faction-followup:golem:6×1/0d}","serialized FactionChapterDefinitionSO asset + item-numeric-ledger.csv","locked"
"faction-chapter:harpy:1","faction:dungeon:harpy","1","0","—","3","support{bom=material:rope×4;kg=3.6;market=28;facilities=1;effects=세력 신뢰:faction:dungeon:harpy×6/0d|작업 지연:faction-work:harpy:1×2/0d} || bargain{bom=material:rope×2;kg=1.8;market=14;facilities=1;effects=세력 신뢰:faction:dungeon:harpy×2/0d|세력 의무:faction:dungeon:harpy×1/0d|작업 지연:faction-work:harpy:1:bargain×1/0d} || refuse{bom=—;kg=0;market=0;facilities=0;effects=세력 원한:faction:dungeon:harpy×4/0d|위협도:faction-followup:harpy:1×1/0d}","serialized FactionChapterDefinitionSO asset + item-numeric-ledger.csv","locked"
"faction-chapter:harpy:2","faction:dungeon:harpy","2","1","—","3","support{bom=medicine:antiseptic×5;kg=1.4;market=75;facilities=1;effects=세력 신뢰:faction:dungeon:harpy×7/0d|작업 지연:faction-work:harpy:2×3/0d} || bargain{bom=medicine:antiseptic×3;kg=0.84;market=45;facilities=1;effects=세력 신뢰:faction:dungeon:harpy×3/0d|세력 의무:faction:dungeon:harpy×1/0d|작업 지연:faction-work:harpy:2:bargain×1/0d} || refuse{bom=—;kg=0;market=0;facilities=0;effects=세력 원한:faction:dungeon:harpy×5/0d|위협도:faction-followup:harpy:2×1/0d}","serialized FactionChapterDefinitionSO asset + item-numeric-ledger.csv","locked"
"faction-chapter:harpy:3","faction:dungeon:harpy","3","2","faction:dungeon:myconid","3","support{bom=tool:weather-observation-kit×6;kg=14.1;market=2172;facilities=1;effects=세력 신뢰:faction:dungeon:harpy×8/0d|작업 지연:faction-work:harpy:3×1/0d|세력 원한:faction:dungeon:myconid×3/0d} || bargain{bom=tool:weather-observation-kit×3;kg=7.05;market=1086;facilities=1;effects=세력 신뢰:faction:dungeon:harpy×3/0d|세력 의무:faction:dungeon:harpy×1/0d|작업 지연:faction-work:harpy:3:bargain×1/0d|세력 신뢰:faction:dungeon:myconid×1/0d} || refuse{bom=—;kg=0;market=0;facilities=0;effects=세력 원한:faction:dungeon:harpy×6/0d|위협도:faction-followup:harpy:3×1/0d|세력 신뢰:faction:dungeon:myconid×2/0d}","serialized FactionChapterDefinitionSO asset + item-numeric-ledger.csv","locked"
"faction-chapter:harpy:4","faction:dungeon:harpy","4","3","—","3","support{bom=material:rope×7;kg=6.3;market=49;facilities=1;effects=세력 신뢰:faction:dungeon:harpy×9/0d|작업 지연:faction-work:harpy:4×2/0d} || bargain{bom=material:rope×4;kg=3.6;market=28;facilities=1;effects=세력 신뢰:faction:dungeon:harpy×4/0d|세력 의무:faction:dungeon:harpy×1/0d|작업 지연:faction-work:harpy:4:bargain×1/0d} || refuse{bom=—;kg=0;market=0;facilities=0;effects=세력 원한:faction:dungeon:harpy×7/0d|위협도:faction-followup:harpy:4×1/0d}","serialized FactionChapterDefinitionSO asset + item-numeric-ledger.csv","locked"
"faction-chapter:harpy:5","faction:dungeon:harpy","5","4","—","3","support{bom=medicine:antiseptic×8;kg=2.24;market=120;facilities=1;effects=세력 신뢰:faction:dungeon:harpy×10/0d|작업 지연:faction-work:harpy:5×3/0d} || bargain{bom=medicine:antiseptic×4;kg=1.12;market=60;facilities=1;effects=세력 신뢰:faction:dungeon:harpy×4/0d|세력 의무:faction:dungeon:harpy×1/0d|작업 지연:faction-work:harpy:5:bargain×1/0d} || refuse{bom=—;kg=0;market=0;facilities=0;effects=세력 원한:faction:dungeon:harpy×8/0d|위협도:faction-followup:harpy:5×1/0d}","serialized FactionChapterDefinitionSO asset + item-numeric-ledger.csv","locked"
"faction-chapter:harpy:6","faction:dungeon:harpy","6","5","—","3","support{bom=tool:weather-observation-kit×9;kg=21.15;market=3258;facilities=1;effects=세력 신뢰:faction:dungeon:harpy×11/0d|작업 지연:faction-work:harpy:6×1/0d} || bargain{bom=tool:weather-observation-kit×5;kg=11.75;market=1810;facilities=1;effects=세력 신뢰:faction:dungeon:harpy×5/0d|세력 의무:faction:dungeon:harpy×1/0d|작업 지연:faction-work:harpy:6:bargain×1/0d} || refuse{bom=—;kg=0;market=0;facilities=0;effects=세력 원한:faction:dungeon:harpy×9/0d|위협도:faction-followup:harpy:6×1/0d}","serialized FactionChapterDefinitionSO asset + item-numeric-ledger.csv","locked"
"faction-chapter:kobold:1","faction:dungeon:kobold","1","0","—","3","support{bom=component:machine-parts×4;kg=8.4;market=364;facilities=1;effects=세력 신뢰:faction:dungeon:kobold×6/0d|작업 지연:faction-work:kobold:1×2/0d} || bargain{bom=component:machine-parts×2;kg=4.2;market=182;facilities=1;effects=세력 신뢰:faction:dungeon:kobold×2/0d|세력 의무:faction:dungeon:kobold×1/0d|작업 지연:faction-work:kobold:1:bargain×1/0d} || refuse{bom=—;kg=0;market=0;facilities=0;effects=세력 원한:faction:dungeon:kobold×4/0d|위협도:faction-followup:kobold:1×1/0d}","serialized FactionChapterDefinitionSO asset + item-numeric-ledger.csv","locked"
"faction-chapter:kobold:2","faction:dungeon:kobold","2","1","—","3","support{bom=tool:field-repair-kit×5;kg=12.5;market=540;facilities=1;effects=세력 신뢰:faction:dungeon:kobold×7/0d|작업 지연:faction-work:kobold:2×3/0d} || bargain{bom=tool:field-repair-kit×3;kg=7.5;market=324;facilities=1;effects=세력 신뢰:faction:dungeon:kobold×3/0d|세력 의무:faction:dungeon:kobold×1/0d|작업 지연:faction-work:kobold:2:bargain×1/0d} || refuse{bom=—;kg=0;market=0;facilities=0;effects=세력 원한:faction:dungeon:kobold×5/0d|위협도:faction-followup:kobold:2×1/0d}","serialized FactionChapterDefinitionSO asset + item-numeric-ledger.csv","locked"
"faction-chapter:kobold:3","faction:dungeon:kobold","3","2","faction:dungeon:harpy","3","support{bom=component:engineering-drawing×6;kg=5.4;market=132;facilities=1;effects=세력 신뢰:faction:dungeon:kobold×8/0d|작업 지연:faction-work:kobold:3×1/0d|세력 원한:faction:dungeon:harpy×3/0d} || bargain{bom=component:engineering-drawing×3;kg=2.7;market=66;facilities=1;effects=세력 신뢰:faction:dungeon:kobold×3/0d|세력 의무:faction:dungeon:kobold×1/0d|작업 지연:faction-work:kobold:3:bargain×1/0d|세력 신뢰:faction:dungeon:harpy×1/0d} || refuse{bom=—;kg=0;market=0;facilities=0;effects=세력 원한:faction:dungeon:kobold×6/0d|위협도:faction-followup:kobold:3×1/0d|세력 신뢰:faction:dungeon:harpy×2/0d}","serialized FactionChapterDefinitionSO asset + item-numeric-ledger.csv","locked"
"faction-chapter:kobold:4","faction:dungeon:kobold","4","3","—","3","support{bom=component:machine-parts×7;kg=14.7;market=637;facilities=1;effects=세력 신뢰:faction:dungeon:kobold×9/0d|작업 지연:faction-work:kobold:4×2/0d} || bargain{bom=component:machine-parts×4;kg=8.4;market=364;facilities=1;effects=세력 신뢰:faction:dungeon:kobold×4/0d|세력 의무:faction:dungeon:kobold×1/0d|작업 지연:faction-work:kobold:4:bargain×1/0d} || refuse{bom=—;kg=0;market=0;facilities=0;effects=세력 원한:faction:dungeon:kobold×7/0d|위협도:faction-followup:kobold:4×1/0d}","serialized FactionChapterDefinitionSO asset + item-numeric-ledger.csv","locked"
"faction-chapter:kobold:5","faction:dungeon:kobold","5","4","—","3","support{bom=tool:field-repair-kit×8;kg=20;market=864;facilities=1;effects=세력 신뢰:faction:dungeon:kobold×10/0d|작업 지연:faction-work:kobold:5×3/0d} || bargain{bom=tool:field-repair-kit×4;kg=10;market=432;facilities=1;effects=세력 신뢰:faction:dungeon:kobold×4/0d|세력 의무:faction:dungeon:kobold×1/0d|작업 지연:faction-work:kobold:5:bargain×1/0d} || refuse{bom=—;kg=0;market=0;facilities=0;effects=세력 원한:faction:dungeon:kobold×8/0d|위협도:faction-followup:kobold:5×1/0d}","serialized FactionChapterDefinitionSO asset + item-numeric-ledger.csv","locked"
"faction-chapter:kobold:6","faction:dungeon:kobold","6","5","—","3","support{bom=component:engineering-drawing×9;kg=8.1;market=198;facilities=1;effects=세력 신뢰:faction:dungeon:kobold×11/0d|작업 지연:faction-work:kobold:6×1/0d} || bargain{bom=component:engineering-drawing×5;kg=4.5;market=110;facilities=1;effects=세력 신뢰:faction:dungeon:kobold×5/0d|세력 의무:faction:dungeon:kobold×1/0d|작업 지연:faction-work:kobold:6:bargain×1/0d} || refuse{bom=—;kg=0;market=0;facilities=0;effects=세력 원한:faction:dungeon:kobold×9/0d|위협도:faction-followup:kobold:6×1/0d}","serialized FactionChapterDefinitionSO asset + item-numeric-ledger.csv","locked"
"faction-chapter:myconid:1","faction:dungeon:myconid","1","0","—","3","support{bom=resource:cave-mushroom×4;kg=1;market=8;facilities=1;effects=세력 신뢰:faction:dungeon:myconid×6/0d|작업 지연:faction-work:myconid:1×2/0d} || bargain{bom=resource:cave-mushroom×2;kg=0.5;market=4;facilities=1;effects=세력 신뢰:faction:dungeon:myconid×2/0d|세력 의무:faction:dungeon:myconid×1/0d|작업 지연:faction-work:myconid:1:bargain×1/0d} || refuse{bom=—;kg=0;market=0;facilities=0;effects=세력 원한:faction:dungeon:myconid×4/0d|위협도:faction-followup:myconid:1×1/0d}","serialized FactionChapterDefinitionSO asset + item-numeric-ledger.csv","locked"
"faction-chapter:myconid:2","faction:dungeon:myconid","2","1","—","3","support{bom=supply:fungicide×5;kg=5.75;market=105;facilities=1;effects=세력 신뢰:faction:dungeon:myconid×7/0d|작업 지연:faction-work:myconid:2×3/0d} || bargain{bom=supply:fungicide×3;kg=3.45;market=63;facilities=1;effects=세력 신뢰:faction:dungeon:myconid×3/0d|세력 의무:faction:dungeon:myconid×1/0d|작업 지연:faction-work:myconid:2:bargain×1/0d} || refuse{bom=—;kg=0;market=0;facilities=0;effects=세력 원한:faction:dungeon:myconid×5/0d|위협도:faction-followup:myconid:2×1/0d}","serialized FactionChapterDefinitionSO asset + item-numeric-ledger.csv","locked"
"faction-chapter:myconid:3","faction:dungeon:myconid","3","2","faction:dungeon:beastkin","3","support{bom=tool:weather-observation-kit×6;kg=14.1;market=2172;facilities=1;effects=세력 신뢰:faction:dungeon:myconid×8/0d|작업 지연:faction-work:myconid:3×1/0d|세력 원한:faction:dungeon:beastkin×3/0d} || bargain{bom=tool:weather-observation-kit×3;kg=7.05;market=1086;facilities=1;effects=세력 신뢰:faction:dungeon:myconid×3/0d|세력 의무:faction:dungeon:myconid×1/0d|작업 지연:faction-work:myconid:3:bargain×1/0d|세력 신뢰:faction:dungeon:beastkin×1/0d} || refuse{bom=—;kg=0;market=0;facilities=0;effects=세력 원한:faction:dungeon:myconid×6/0d|위협도:faction-followup:myconid:3×1/0d|세력 신뢰:faction:dungeon:beastkin×2/0d}","serialized FactionChapterDefinitionSO asset + item-numeric-ledger.csv","locked"
"faction-chapter:myconid:4","faction:dungeon:myconid","4","3","—","3","support{bom=resource:cave-mushroom×7;kg=1.75;market=14;facilities=1;effects=세력 신뢰:faction:dungeon:myconid×9/0d|작업 지연:faction-work:myconid:4×2/0d} || bargain{bom=resource:cave-mushroom×4;kg=1;market=8;facilities=1;effects=세력 신뢰:faction:dungeon:myconid×4/0d|세력 의무:faction:dungeon:myconid×1/0d|작업 지연:faction-work:myconid:4:bargain×1/0d} || refuse{bom=—;kg=0;market=0;facilities=0;effects=세력 원한:faction:dungeon:myconid×7/0d|위협도:faction-followup:myconid:4×1/0d}","serialized FactionChapterDefinitionSO asset + item-numeric-ledger.csv","locked"
"faction-chapter:myconid:5","faction:dungeon:myconid","5","4","—","3","support{bom=supply:fungicide×8;kg=9.2;market=168;facilities=1;effects=세력 신뢰:faction:dungeon:myconid×10/0d|작업 지연:faction-work:myconid:5×3/0d} || bargain{bom=supply:fungicide×4;kg=4.6;market=84;facilities=1;effects=세력 신뢰:faction:dungeon:myconid×4/0d|세력 의무:faction:dungeon:myconid×1/0d|작업 지연:faction-work:myconid:5:bargain×1/0d} || refuse{bom=—;kg=0;market=0;facilities=0;effects=세력 원한:faction:dungeon:myconid×8/0d|위협도:faction-followup:myconid:5×1/0d}","serialized FactionChapterDefinitionSO asset + item-numeric-ledger.csv","locked"
"faction-chapter:myconid:6","faction:dungeon:myconid","6","5","—","3","support{bom=tool:weather-observation-kit×9;kg=21.15;market=3258;facilities=1;effects=세력 신뢰:faction:dungeon:myconid×11/0d|작업 지연:faction-work:myconid:6×1/0d} || bargain{bom=tool:weather-observation-kit×5;kg=11.75;market=1810;facilities=1;effects=세력 신뢰:faction:dungeon:myconid×5/0d|세력 의무:faction:dungeon:myconid×1/0d|작업 지연:faction-work:myconid:6:bargain×1/0d} || refuse{bom=—;kg=0;market=0;facilities=0;effects=세력 원한:faction:dungeon:myconid×9/0d|위협도:faction-followup:myconid:6×1/0d}","serialized FactionChapterDefinitionSO asset + item-numeric-ledger.csv","locked"
