group,content_type,record_key,stable_id,display_name,description,mechanics,relations,existence_reason,reason_basis,review_status,review_reason,lifecycle_status,catalog_memberships,runtime_status,runtime_evidence,save_evidence,incoming_reference_count,incoming_source_types,system_role,strategic_niche,costs_and_risks,comparison_group,alternative_candidates,removal_impact,rationale_evidence,source_path,asset_guid,authored__aptitudeModifier,authored__authoringRevision,authored__category,authored__category__enum,authored__category__label,authored__category__origin,authored__compatibleSpeciesTags,authored__compatibleSpeciesTags__count,authored__consequences,authored__consequences__count,authored__description,authored__displayName,authored__incompatibilityGroup,authored__kind,authored__kind__enum,authored__kind__label,authored__kind__origin,authored__m_Name,authored__sourceNote,authored__traitId
characters-traits,HeritableTraitDefinitionSO,HeritableTraitDefinitionSO|heritable:heat-shedding,heritable:heat-shedding,열 배출 피부,고온 작업의 열 축적을 줄인다.,범주 1; 결과 1,,"개체 차이의 내용은 '고온 작업의 열 축적을 줄인다'이다. 효과 0개, 정체성 규칙 0개, 유효 구형 보정 0개, 전투 능력 0개, 환경 보호 0개, 행동 선호 0개, 기분 반응 0개, 사건 가중치 0개, 유전 결과 1개로 반영한다.",trait-description-and-bindings,근거 확인,,active-authored,Assets/Resources/SO/Content/GameDomainContentCatalog.asset; Assets/Resources/SO/GameContentCatalog.asset,catalog-registered-static-consumer,Assets/Scripts/Services/Character/CharacterNarrativeCatalog.cs; Assets/Scripts/Services/Character/CharacterNarrativeContracts.cs; Assets/Scripts/Services/Character/CharacterNarrativeRuntime.cs; Assets/Scripts/Services/Character/HeritableTraitRuntimeEffects.cs; Assets/Scripts/Services/Offense/EnemyIndividualRuntime.cs,Assets/Scripts/Services/Character/CharacterNarrativeContracts.cs; Assets/Scripts/Services/Character/CharacterNarrativeRuntime.cs; Assets/Scripts/Services/Offense/EnemyIndividualRuntime.cs,0,,"개체 차이의 내용은 '고온 작업의 열 축적을 줄인다'이다. 효과 0개, 정체성 규칙 0개, 유효 구형 보정 0개, 전투 능력 0개, 환경 보호 0개, 행동 선호 0개, 기분 반응 0개, 사건 가중치 0개, 유전 결과 1개로 반영한다.",인물·특성 영역의 HeritableTraitDefinitionSO 규칙을 분리해 재사용한다.,작성 자산에서 직접 비용·위험 수치를 확인할 수 없음,HeritableTraitDefinitionSO:category:1,"비교 후보(대체 가능성 미검증): HeritableTraitDefinitionSO:heritable:cold-blood-adaptation, HeritableTraitDefinitionSO:heritable:efficient-digestion, HeritableTraitDefinitionSO:heritable:rapid-burn, HeritableTraitDefinitionSO:heritable:toxin-filter, HeritableTraitDefinitionSO:heritable:water-retention",정적 콘텐츠 역참조는 확인되지 않음; 런타임 직접 조회와 설계상 공백은 별도 검증 필요,trait-description-and-bindings; niche=type-contract; cost=type-contract,Assets/Resources/SO/V20/Traits/Heritable/heritable_heat-shedding.asset,fd8deda16db49cf46ab247e086b4c72c,3,1,1,HeritableTraitCategory,Metabolism,explicit-serialized,[],0,"[{""kind"":2,""multiplierDelta"":0.15,""targetId"":""heat""}]",1,고온 작업의 열 축적을 줄인다.,열 배출 피부,metabolism:cold-blood,0,HeritableTraitConsequenceKind,None,implicit-csharp-default,heritable_heat-shedding,V20 hand-authored hereditary trait manifest.,heritable:heat-shedding
characters-traits,HeritableTraitDefinitionSO,HeritableTraitDefinitionSO|heritable:hollow-bone,heritable:hollow-bone,공동 골격,가볍고 민첩하지만 압궤 손상에 취약하다.,범주 0; 결과 1,,"개체 차이의 내용은 '가볍고 민첩하지만 압궤 손상에 취약하다'이다. 효과 0개, 정체성 규칙 0개, 유효 구형 보정 0개, 전투 능력 0개, 환경 보호 0개, 행동 선호 0개, 기분 반응 0개, 사건 가중치 0개, 유전 결과 1개로 반영한다.",trait-description-and-bindings,근거 확인,,active-authored,Assets/Resources/SO/Content/GameDomainContentCatalog.asset; Assets/Resources/SO/GameContentCatalog.asset,catalog-registered-static-consumer,Assets/Scripts/Services/Character/CharacterNarrativeCatalog.cs; Assets/Scripts/Services/Character/CharacterNarrativeContracts.cs; Assets/Scripts/Services/Character/CharacterNarrativeRuntime.cs; Assets/Scripts/Services/Character/HeritableTraitRuntimeEffects.cs; Assets/Scripts/Services/Offense/EnemyIndividualRuntime.cs,Assets/Scripts/Services/Character/CharacterNarrativeContracts.cs; Assets/Scripts/Services/Character/CharacterNarrativeRuntime.cs; Assets/Scripts/Services/Offense/EnemyIndividualRuntime.cs,0,,"개체 차이의 내용은 '가볍고 민첩하지만 압궤 손상에 취약하다'이다. 효과 0개, 정체성 규칙 0개, 유효 구형 보정 0개, 전투 능력 0개, 환경 보호 0개, 행동 선호 0개, 기분 반응 0개, 사건 가중치 0개, 유전 결과 1개로 반영한다.",인물·특성 영역의 HeritableTraitDefinitionSO 규칙을 분리해 재사용한다.,작성 자산에서 직접 비용·위험 수치를 확인할 수 없음,HeritableTraitDefinitionSO:category:0,"비교 후보(대체 가능성 미검증): HeritableTraitDefinitionSO:heritable:dense-bone, HeritableTraitDefinitionSO:heritable:expanded-lung, HeritableTraitDefinitionSO:heritable:flexible-joints, HeritableTraitDefinitionSO:heritable:regrowing-tissue, HeritableTraitDefinitionSO:heritable:reinforced-joints",정적 콘텐츠 역참조는 확인되지 않음; 런타임 직접 조회와 설계상 공백은 별도 검증 필요,trait-description-and-bindings; niche=type-contract; cost=type-contract,Assets/Resources/SO/V20/Traits/Heritable/heritable_hollow-bone.asset,182ae2cc96ea6434dbcd8cfa20923700,4,1,0,HeritableTraitCategory,Anatomy,explicit-serialized,[],0,"[{""kind"":6,""multiplierDelta"":0.12,""targetId"":""mobility""}]",1,가볍고 민첩하지만 압궤 손상에 취약하다.,공동 골격,anatomy:dense-bone,0,HeritableTraitConsequenceKind,None,implicit-csharp-default,heritable_hollow-bone,V20 hand-authored hereditary trait manifest.,heritable:hollow-bone
characters-traits,HeritableTraitDefinitionSO,HeritableTraitDefinitionSO|heritable:mana-grounding,heritable:mana-grounding,마나 접지맥,비전 교란을 흘려보내지만 주문 증폭은 약하다.,범주 2; 결과 1,,"개체 차이의 내용은 '비전 교란을 흘려보내지만 주문 증폭은 약하다'이다. 효과 0개, 정체성 규칙 0개, 유효 구형 보정 0개, 전투 능력 0개, 환경 보호 0개, 행동 선호 0개, 기분 반응 0개, 사건 가중치 0개, 유전 결과 1개로 반영한다.",trait-description-and-bindings,근거 확인,,active-authored,Assets/Resources/SO/Content/GameDomainContentCatalog.asset; Assets/Resources/SO/GameContentCatalog.asset,catalog-registered-static-consumer,Assets/Scripts/Services/Character/CharacterNarrativeCatalog.cs; Assets/Scripts/Services/Character/CharacterNarrativeContracts.cs; Assets/Scripts/Services/Character/CharacterNarrativeRuntime.cs; Assets/Scripts/Services/Character/HeritableTraitRuntimeEffects.cs; Assets/Scripts/Services/Offense/EnemyIndividualRuntime.cs,Assets/Scripts/Services/Character/CharacterNarrativeContracts.cs; Assets/Scripts/Services/Character/CharacterNarrativeRuntime.cs; Assets/Scripts/Services/Offense/EnemyIndividualRuntime.cs,0,,"개체 차이의 내용은 '비전 교란을 흘려보내지만 주문 증폭은 약하다'이다. 효과 0개, 정체성 규칙 0개, 유효 구형 보정 0개, 전투 능력 0개, 환경 보호 0개, 행동 선호 0개, 기분 반응 0개, 사건 가중치 0개, 유전 결과 1개로 반영한다.",인물·특성 영역의 HeritableTraitDefinitionSO 규칙을 분리해 재사용한다.,작성 자산에서 직접 비용·위험 수치를 확인할 수 없음,HeritableTraitDefinitionSO:category:2,"비교 후보(대체 가능성 미검증): HeritableTraitDefinitionSO:heritable:dream-reception, HeritableTraitDefinitionSO:heritable:mana-reservoir, HeritableTraitDefinitionSO:heritable:rune-sight",정적 콘텐츠 역참조는 확인되지 않음; 런타임 직접 조회와 설계상 공백은 별도 검증 필요,trait-description-and-bindings; niche=type-contract; cost=type-contract,Assets/Resources/SO/V20/Traits/Heritable/heritable_mana-grounding.asset,b98c0d4e33d97d846a3ff51a89ca2b54,5,1,2,HeritableTraitCategory,Arcane,explicit-serialized,[],0,"[{""kind"":7,""multiplierDelta"":0.15,""targetId"":""stability""}]",1,비전 교란을 흘려보내지만 주문 증폭은 약하다.,마나 접지맥,arcane:mana-reservoir,0,HeritableTraitConsequenceKind,None,implicit-csharp-default,heritable_mana-grounding,V20 hand-authored hereditary trait manifest.,heritable:mana-grounding
characters-traits,HeritableTraitDefinitionSO,HeritableTraitDefinitionSO|heritable:mana-reservoir,heritable:mana-reservoir,마나 저장낭,마나 수용량이 늘지만 폭주 시 손상도 커진다.,범주 2; 결과 2,,"개체 차이의 내용은 '마나 수용량이 늘지만 폭주 시 손상도 커진다'이다. 효과 0개, 정체성 규칙 0개, 유효 구형 보정 0개, 전투 능력 0개, 환경 보호 0개, 행동 선호 0개, 기분 반응 0개, 사건 가중치 0개, 유전 결과 2개로 반영한다.",trait-description-and-bindings,근거 확인,,active-authored,Assets/Resources/SO/Content/GameDomainContentCatalog.asset; Assets/Resources/SO/GameContentCatalog.asset,catalog-registered-static-consumer,Assets/Scripts/Services/Character/CharacterNarrativeCatalog.cs; Assets/Scripts/Services/Character/CharacterNarrativeContracts.cs; Assets/Scripts/Services/Character/CharacterNarrativeRuntime.cs; Assets/Scripts/Services/Character/HeritableTraitRuntimeEffects.cs; Assets/Scripts/Services/Offense/EnemyIndividualRuntime.cs,Assets/Scripts/Services/Character/CharacterNarrativeContracts.cs; Assets/Scripts/Services/Character/CharacterNarrativeRuntime.cs; Assets/Scripts/Services/Offense/EnemyIndividualRuntime.cs,0,,"개체 차이의 내용은 '마나 수용량이 늘지만 폭주 시 손상도 커진다'이다. 효과 0개, 정체성 규칙 0개, 유효 구형 보정 0개, 전투 능력 0개, 환경 보호 0개, 행동 선호 0개, 기분 반응 0개, 사건 가중치 0개, 유전 결과 2개로 반영한다.",인물·특성 영역의 HeritableTraitDefinitionSO 규칙을 분리해 재사용한다.,작성 자산에서 직접 비용·위험 수치를 확인할 수 없음,HeritableTraitDefinitionSO:category:2,"비교 후보(대체 가능성 미검증): HeritableTraitDefinitionSO:heritable:dream-reception, HeritableTraitDefinitionSO:heritable:mana-grounding, HeritableTraitDefinitionSO:heritable:rune-sight",정적 콘텐츠 역참조는 확인되지 않음; 런타임 직접 조회와 설계상 공백은 별도 검증 필요,trait-description-and-bindings; niche=type-contract; cost=type-contract,Assets/Resources/SO/V20/Traits/Heritable/heritable_mana-reservoir.asset,5a7282aa6ccb8e041a20c08d9c026a50,6,1,2,HeritableTraitCategory,Arcane,explicit-serialized,[],0,"[{""kind"":7,""multiplierDelta"":0.15,""targetId"":""capacity""},{""kind"":10,""multiplierDelta"":0.15,""targetId"":""mana-exposure""}]",2,마나 수용량이 늘지만 폭주 시 손상도 커진다.,마나 저장낭,arcane:mana-grounding,0,HeritableTraitConsequenceKind,None,implicit-csharp-default,heritable_mana-reservoir,V20 hand-authored hereditary trait manifest.,heritable:mana-reservoir
characters-traits,HeritableTraitDefinitionSO,HeritableTraitDefinitionSO|heritable:rapid-burn,heritable:rapid-burn,고속 대사,순간 작업 능률이 높지만 식량 요구가 늘어난다.,범주 1; 결과 2,,"개체 차이의 내용은 '순간 작업 능률이 높지만 식량 요구가 늘어난다'이다. 효과 0개, 정체성 규칙 0개, 유효 구형 보정 0개, 전투 능력 0개, 환경 보호 0개, 행동 선호 0개, 기분 반응 0개, 사건 가중치 0개, 유전 결과 2개로 반영한다.",trait-description-and-bindings,근거 확인,,active-authored,Assets/Resources/SO/Content/GameDomainContentCatalog.asset; Assets/Resources/SO/GameContentCatalog.asset,catalog-registered-static-consumer,Assets/Scripts/Services/Character/CharacterNarrativeCatalog.cs; Assets/Scripts/Services/Character/CharacterNarrativeContracts.cs; Assets/Scripts/Services/Character/CharacterNarrativeRuntime.cs; Assets/Scripts/Services/Character/HeritableTraitRuntimeEffects.cs; Assets/Scripts/Services/Offense/EnemyIndividualRuntime.cs,Assets/Scripts/Services/Character/CharacterNarrativeContracts.cs; Assets/Scripts/Services/Character/CharacterNarrativeRuntime.cs; Assets/Scripts/Services/Offense/EnemyIndividualRuntime.cs,0,,"개체 차이의 내용은 '순간 작업 능률이 높지만 식량 요구가 늘어난다'이다. 효과 0개, 정체성 규칙 0개, 유효 구형 보정 0개, 전투 능력 0개, 환경 보호 0개, 행동 선호 0개, 기분 반응 0개, 사건 가중치 0개, 유전 결과 2개로 반영한다.",인물·특성 영역의 HeritableTraitDefinitionSO 규칙을 분리해 재사용한다.,작성 자산에서 직접 비용·위험 수치를 확인할 수 없음,HeritableTraitDefinitionSO:category:1,"비교 후보(대체 가능성 미검증): HeritableTraitDefinitionSO:heritable:cold-blood-adaptation, HeritableTraitDefinitionSO:heritable:efficient-digestion, HeritableTraitDefinitionSO:heritable:heat-shedding, HeritableTraitDefinitionSO:heritable:toxin-filter, HeritableTraitDefinitionSO:heritable:water-retention",정적 콘텐츠 역참조는 확인되지 않음; 런타임 직접 조회와 설계상 공백은 별도 검증 필요,trait-description-and-bindings; niche=type-contract; cost=type-contract,Assets/Resources/SO/V20/Traits/Heritable/heritable_rapid-burn.asset,33e2794dea1a95c4b8aa0d9b99d2cda4,6,1,1,HeritableTraitCategory,Metabolism,explicit-serialized,[],0,"[{""kind"":1,""multiplierDelta"":0.1,""targetId"":""work-burst""},{""kind"":8,""multiplierDelta"":0.12,""targetId"":""hunger""}]",2,순간 작업 능률이 높지만 식량 요구가 늘어난다.,고속 대사,metabolism:efficient-digestion,0,HeritableTraitConsequenceKind,None,implicit-csharp-default,heritable_rapid-burn,V20 hand-authored hereditary trait manifest.,heritable:rapid-burn
characters-traits,HeritableTraitDefinitionSO,HeritableTraitDefinitionSO|heritable:rapid-repair,heritable:rapid-repair,고속 면역 복구,감염 후 장기 손상 회복이 빠르지만 세포 노화 부담이 늘어난다.,범주 4; 결과 2,,"개체 차이의 내용은 '감염 후 장기 손상 회복이 빠르지만 세포 노화 부담이 늘어난다'이다. 효과 0개, 정체성 규칙 0개, 유효 구형 보정 0개, 전투 능력 0개, 환경 보호 0개, 행동 선호 0개, 기분 반응 0개, 사건 가중치 0개, 유전 결과 2개로 반영한다.",trait-description-and-bindings,근거 확인,,active-authored,Assets/Resources/SO/Content/GameDomainContentCatalog.asset; Assets/Resources/SO/GameContentCatalog.asset,catalog-registered-static-consumer,Assets/Scripts/Services/Character/CharacterNarrativeCatalog.cs; Assets/Scripts/Services/Character/CharacterNarrativeContracts.cs; Assets/Scripts/Services/Character/CharacterNarrativeRuntime.cs; Assets/Scripts/Services/Character/HeritableTraitRuntimeEffects.cs; Assets/Scripts/Services/Offense/EnemyIndividualRuntime.cs,Assets/Scripts/Services/Character/CharacterNarrativeContracts.cs; Assets/Scripts/Services/Character/CharacterNarrativeRuntime.cs; Assets/Scripts/Services/Offense/EnemyIndividualRuntime.cs,0,,"개체 차이의 내용은 '감염 후 장기 손상 회복이 빠르지만 세포 노화 부담이 늘어난다'이다. 효과 0개, 정체성 규칙 0개, 유효 구형 보정 0개, 전투 능력 0개, 환경 보호 0개, 행동 선호 0개, 기분 반응 0개, 사건 가중치 0개, 유전 결과 2개로 반영한다.",인물·특성 영역의 HeritableTraitDefinitionSO 규칙을 분리해 재사용한다.,작성 자산에서 직접 비용·위험 수치를 확인할 수 없음,HeritableTraitDefinitionSO:category:4,"비교 후보(대체 가능성 미검증): HeritableTraitDefinitionSO:heritable:broad-immunity, HeritableTraitDefinitionSO:heritable:focused-antibodies, HeritableTraitDefinitionSO:heritable:slow-aging",정적 콘텐츠 역참조는 확인되지 않음; 런타임 직접 조회와 설계상 공백은 별도 검증 필요,trait-description-and-bindings; niche=type-contract; cost=type-contract,Assets/Resources/SO/V20/Traits/Heritable/heritable_rapid-repair.asset,eb92c6e1cd91c424cbf7f402c2f1e5a5,5,1,4,HeritableTraitCategory,Immunity Longevity,explicit-serialized,[],0,"[{""kind"":3,""multiplierDelta"":0.15,""targetId"":""recovery""},{""kind"":5,""multiplierDelta"":0.08,""targetId"":""biological-age""}]",2,감염 후 장기 손상 회복이 빠르지만 세포 노화 부담이 늘어난다.,고속 면역 복구,longevity:slow-aging,0,HeritableTraitConsequenceKind,None,implicit-csharp-default,heritable_rapid-repair,V20 hand-authored hereditary trait manifest.,heritable:rapid-repair
characters-traits,HeritableTraitDefinitionSO,HeritableTraitDefinitionSO|heritable:regrowing-tissue,heritable:regrowing-tissue,재생 조직,경미한 조직 손상을 빠르게 복구하지만 영양 소모가 늘어난다.,범주 0; 결과 2,,"개체 차이의 내용은 '경미한 조직 손상을 빠르게 복구하지만 영양 소모가 늘어난다'이다. 효과 0개, 정체성 규칙 0개, 유효 구형 보정 0개, 전투 능력 0개, 환경 보호 0개, 행동 선호 0개, 기분 반응 0개, 사건 가중치 0개, 유전 결과 2개로 반영한다.",trait-description-and-bindings,근거 확인,,active-authored,Assets/Resources/SO/Content/GameDomainContentCatalog.asset; Assets/Resources/SO/GameContentCatalog.asset,catalog-registered-static-consumer,Assets/Scripts/Services/Character/CharacterNarrativeCatalog.cs; Assets/Scripts/Services/Character/CharacterNarrativeContracts.cs; Assets/Scripts/Services/Character/CharacterNarrativeRuntime.cs; Assets/Scripts/Services/Character/HeritableTraitRuntimeEffects.cs; Assets/Scripts/Services/Offense/EnemyIndividualRuntime.cs,Assets/Scripts/Services/Character/CharacterNarrativeContracts.cs; Assets/Scripts/Services/Character/CharacterNarrativeRuntime.cs; Assets/Scripts/Services/Offense/EnemyIndividualRuntime.cs,0,,"개체 차이의 내용은 '경미한 조직 손상을 빠르게 복구하지만 영양 소모가 늘어난다'이다. 효과 0개, 정체성 규칙 0개, 유효 구형 보정 0개, 전투 능력 0개, 환경 보호 0개, 행동 선호 0개, 기분 반응 0개, 사건 가중치 0개, 유전 결과 2개로 반영한다.",인물·특성 영역의 HeritableTraitDefinitionSO 규칙을 분리해 재사용한다.,작성 자산에서 직접 비용·위험 수치를 확인할 수 없음,HeritableTraitDefinitionSO:category:0,"비교 후보(대체 가능성 미검증): HeritableTraitDefinitionSO:heritable:dense-bone, HeritableTraitDefinitionSO:heritable:expanded-lung, HeritableTraitDefinitionSO:heritable:flexible-joints, HeritableTraitDefinitionSO:heritable:hollow-bone, HeritableTraitDefinitionSO:heritable:reinforced-joints",정적 콘텐츠 역참조는 확인되지 않음; 런타임 직접 조회와 설계상 공백은 별도 검증 필요,trait-description-and-bindings; niche=type-contract; cost=type-contract,Assets/Resources/SO/V20/Traits/Heritable/heritable_regrowing-tissue.asset,83dd0f31cf837384c84340358ac38dc3,4,1,0,HeritableTraitCategory,Anatomy,explicit-serialized,[],0,"[{""kind"":6,""multiplierDelta"":0.1,""targetId"":""regeneration""},{""kind"":8,""multiplierDelta"":0.08,""targetId"":""hunger""}]",2,경미한 조직 손상을 빠르게 복구하지만 영양 소모가 늘어난다.,재생 조직,,0,HeritableTraitConsequenceKind,None,implicit-csharp-default,heritable_regrowing-tissue,V20 hand-authored hereditary trait manifest.,heritable:regrowing-tissue
characters-traits,HeritableTraitDefinitionSO,HeritableTraitDefinitionSO|heritable:reinforced-joints,heritable:reinforced-joints,강화 관절,관절 지지조직이 튼튼해 운반과 착지 충격에 강하다.,범주 0; 결과 1,,"개체 차이의 내용은 '관절 지지조직이 튼튼해 운반과 착지 충격에 강하다'이다. 효과 0개, 정체성 규칙 0개, 유효 구형 보정 0개, 전투 능력 0개, 환경 보호 0개, 행동 선호 0개, 기분 반응 0개, 사건 가중치 0개, 유전 결과 1개로 반영한다.",trait-description-and-bindings,근거 확인,,active-authored,Assets/Resources/SO/Content/GameDomainContentCatalog.asset; Assets/Resources/SO/GameContentCatalog.asset,catalog-registered-static-consumer,Assets/Scripts/Services/Character/CharacterNarrativeCatalog.cs; Assets/Scripts/Services/Character/CharacterNarrativeContracts.cs; Assets/Scripts/Services/Character/CharacterNarrativeRuntime.cs; Assets/Scripts/Services/Character/HeritableTraitRuntimeEffects.cs; Assets/Scripts/Services/Offense/EnemyIndividualRuntime.cs,Assets/Scripts/Services/Character/CharacterNarrativeContracts.cs; Assets/Scripts/Services/Character/CharacterNarrativeRuntime.cs; Assets/Scripts/Services/Offense/EnemyIndividualRuntime.cs,0,,"개체 차이의 내용은 '관절 지지조직이 튼튼해 운반과 착지 충격에 강하다'이다. 효과 0개, 정체성 규칙 0개, 유효 구형 보정 0개, 전투 능력 0개, 환경 보호 0개, 행동 선호 0개, 기분 반응 0개, 사건 가중치 0개, 유전 결과 1개로 반영한다.",인물·특성 영역의 HeritableTraitDefinitionSO 규칙을 분리해 재사용한다.,작성 자산에서 직접 비용·위험 수치를 확인할 수 없음,HeritableTraitDefinitionSO:category:0,"비교 후보(대체 가능성 미검증): HeritableTraitDefinitionSO:heritable:dense-bone, HeritableTraitDefinitionSO:heritable:expanded-lung, HeritableTraitDefinitionSO:heritable:flexible-joints, HeritableTraitDefinitionSO:heritable:hollow-bone, HeritableTraitDefinitionSO:heritable:regrowing-tissue",정적 콘텐츠 역참조는 확인되지 않음; 런타임 직접 조회와 설계상 공백은 별도 검증 필요,trait-description-and-bindings; niche=type-contract; cost=type-contract,Assets/Resources/SO/V20/Traits/Heritable/heritable_reinforced-joints.asset,e27d7f225e7474747b7b7c8c9a028f40,5,1,0,HeritableTraitCategory,Anatomy,explicit-serialized,[],0,"[{""kind"":6,""multiplierDelta"":0.12,""targetId"":""joints""}]",1,관절 지지조직이 튼튼해 운반과 착지 충격에 강하다.,강화 관절,anatomy:flexible-joints,0,HeritableTraitConsequenceKind,None,implicit-csharp-default,heritable_reinforced-joints,V20 hand-authored hereditary trait manifest.,heritable:reinforced-joints
characters-traits,HeritableTraitDefinitionSO,HeritableTraitDefinitionSO|heritable:rune-sight,heritable:rune-sight,룬시,미세한 룬 오차를 감지해 조율 작업에 유리하다.,범주 2; 결과 1,,"개체 차이의 내용은 '미세한 룬 오차를 감지해 조율 작업에 유리하다'이다. 효과 0개, 정체성 규칙 0개, 유효 구형 보정 0개, 전투 능력 0개, 환경 보호 0개, 행동 선호 0개, 기분 반응 0개, 사건 가중치 0개, 유전 결과 1개로 반영한다.",trait-description-and-bindings,근거 확인,,active-authored,Assets/Resources/SO/Content/GameDomainContentCatalog.asset; Assets/Resources/SO/GameContentCatalog.asset,catalog-registered-static-consumer,Assets/Scripts/Services/Character/CharacterNarrativeCatalog.cs; Assets/Scripts/Services/Character/CharacterNarrativeContracts.cs; Assets/Scripts/Services/Character/CharacterNarrativeRuntime.cs; Assets/Scripts/Services/Character/HeritableTraitRuntimeEffects.cs; Assets/Scripts/Services/Offense/EnemyIndividualRuntime.cs,Assets/Scripts/Services/Character/CharacterNarrativeContracts.cs; Assets/Scripts/Services/Character/CharacterNarrativeRuntime.cs; Assets/Scripts/Services/Offense/EnemyIndividualRuntime.cs,0,,"개체 차이의 내용은 '미세한 룬 오차를 감지해 조율 작업에 유리하다'이다. 효과 0개, 정체성 규칙 0개, 유효 구형 보정 0개, 전투 능력 0개, 환경 보호 0개, 행동 선호 0개, 기분 반응 0개, 사건 가중치 0개, 유전 결과 1개로 반영한다.",인물·특성 영역의 HeritableTraitDefinitionSO 규칙을 분리해 재사용한다.,작성 자산에서 직접 비용·위험 수치를 확인할 수 없음,HeritableTraitDefinitionSO:category:2,"비교 후보(대체 가능성 미검증): HeritableTraitDefinitionSO:heritable:dream-reception, HeritableTraitDefinitionSO:heritable:mana-grounding, HeritableTraitDefinitionSO:heritable:mana-reservoir",정적 콘텐츠 역참조는 확인되지 않음; 런타임 직접 조회와 설계상 공백은 별도 검증 필요,trait-description-and-bindings; niche=type-contract; cost=type-contract,Assets/Resources/SO/V20/Traits/Heritable/heritable_rune-sight.asset,80596f25f30781c4a8258756ca8f1761,8,1,2,HeritableTraitCategory,Arcane,explicit-serialized,[],0,"[{""kind"":1,""multiplierDelta"":0.12,""targetId"":""rune-tuning""}]",1,미세한 룬 오차를 감지해 조율 작업에 유리하다.,룬시,,0,HeritableTraitConsequenceKind,None,implicit-csharp-default,heritable_rune-sight,V20 hand-authored hereditary trait manifest.,heritable:rune-sight
characters-traits,HeritableTraitDefinitionSO,HeritableTraitDefinitionSO|heritable:slow-aging,heritable:slow-aging,완만한 노화,성년 이후 생물학적 노화 속도가 소폭 느려진다.,범주 4; 결과 1,,"개체 차이의 내용은 '성년 이후 생물학적 노화 속도가 소폭 느려진다'이다. 효과 0개, 정체성 규칙 0개, 유효 구형 보정 0개, 전투 능력 0개, 환경 보호 0개, 행동 선호 0개, 기분 반응 0개, 사건 가중치 0개, 유전 결과 1개로 반영한다.",trait-description-and-bindings,근거 확인,,active-authored,Assets/Resources/SO/Content/GameDomainContentCatalog.asset; Assets/Resources/SO/GameContentCatalog.asset,catalog-registered-static-consumer,Assets/Scripts/Services/Character/CharacterNarrativeCatalog.cs; Assets/Scripts/Services/Character/CharacterNarrativeContracts.cs; Assets/Scripts/Services/Character/CharacterNarrativeRuntime.cs; Assets/Scripts/Services/Character/HeritableTraitRuntimeEffects.cs; Assets/Scripts/Services/Offense/EnemyIndividualRuntime.cs,Assets/Scripts/Services/Character/CharacterNarrativeContracts.cs; Assets/Scripts/Services/Character/CharacterNarrativeRuntime.cs; Assets/Scripts/Services/Offense/EnemyIndividualRuntime.cs,0,,"개체 차이의 내용은 '성년 이후 생물학적 노화 속도가 소폭 느려진다'이다. 효과 0개, 정체성 규칙 0개, 유효 구형 보정 0개, 전투 능력 0개, 환경 보호 0개, 행동 선호 0개, 기분 반응 0개, 사건 가중치 0개, 유전 결과 1개로 반영한다.",인물·특성 영역의 HeritableTraitDefinitionSO 규칙을 분리해 재사용한다.,작성 자산에서 직접 비용·위험 수치를 확인할 수 없음,HeritableTraitDefinitionSO:category:4,"비교 후보(대체 가능성 미검증): HeritableTraitDefinitionSO:heritable:broad-immunity, HeritableTraitDefinitionSO:heritable:focused-antibodies, HeritableTraitDefinitionSO:heritable:rapid-repair",정적 콘텐츠 역참조는 확인되지 않음; 런타임 직접 조회와 설계상 공백은 별도 검증 필요,trait-description-and-bindings; niche=type-contract; cost=type-contract,Assets/Resources/SO/V20/Traits/Heritable/heritable_slow-aging.asset,0cb8e885b972e3c49935f7338c29208d,3,1,4,HeritableTraitCategory,Immunity Longevity,explicit-serialized,[],0,"[{""kind"":5,""multiplierDelta"":-0.12,""targetId"":""biological-age""}]",1,성년 이후 생물학적 노화 속도가 소폭 느려진다.,완만한 노화,longevity:rapid-repair,0,HeritableTraitConsequenceKind,None,implicit-csharp-default,heritable_slow-aging,V20 hand-authored hereditary trait manifest.,heritable:slow-aging
