"research_id","required_wu","maximum_researchers","prerequisite_count","required_facility_count","direct_unlock_count","first_activation_target_days","final_value_source","static_status"
"research:cuisine:kitchen-hygiene","84","1","2","2","3","5–20 early | 20–60 middle | 60–180 late","serialized ResearchProject asset","serialized-authority"
"research:cuisine:lavish","84","1","4","2","0","5–20 early | 20–60 middle | 60–180 late","serialized ResearchProject asset","serialized-authority"
"research:cuisine:livestock","42","1","2","2","2","5–20 early | 20–60 middle | 60–180 late","serialized ResearchProject asset","serialized-authority"
"research:cuisine:milling","28","1","1","1","2","5–20 early | 20–60 middle | 60–180 late","serialized ResearchProject asset","serialized-authority"
"research:cuisine:vegan","42","1","2","2","0","5–20 early | 20–60 middle | 60–180 late","serialized ResearchProject asset","serialized-authority"
"research:defense:alliance-signals","153","1","2","3","1","5–20 early | 20–60 middle | 60–180 late","serialized ResearchProject asset","serialized-authority"
"research:defense:corridor-mechanisms","60","1","2","2","1","5–20 early | 20–60 middle | 60–180 late","serialized ResearchProject asset","serialized-authority"
"research:defense:fortification","28","1","1","2","4","5–20 early | 20–60 middle | 60–180 late","serialized ResearchProject asset","serialized-authority"
"research:defense:ranged-positions","42","1","1","2","1","5–20 early | 20–60 middle | 60–180 late","serialized ResearchProject asset","serialized-authority"
"research:defense:remote-control","84","1","2","2","2","5–20 early | 20–60 middle | 60–180 late","serialized ResearchProject asset","serialized-authority"
"research:defense:rune-identification","84","1","2","2","1","5–20 early | 20–60 middle | 60–180 late","serialized ResearchProject asset","serialized-authority"
"research:defense:siege-fortification","115","1","3","3","1","5–20 early | 20–60 middle | 60–180 late","serialized ResearchProject asset","serialized-authority"
"research:defense:supply","42","1","2","2","2","5–20 early | 20–60 middle | 60–180 late","serialized ResearchProject asset","serialized-authority"
"research:defense:tactical-command","60","1","1","2","3","5–20 early | 20–60 middle | 60–180 late","serialized ResearchProject asset","serialized-authority"
"research:defense:watch","17","1","0","2","1","5–20 early | 20–60 middle | 60–180 late","serialized ResearchProject asset","serialized-authority"
"research:environment:cold-work","42","1","2","2","7","5–20 early | 20–60 middle | 60–180 late","serialized ResearchProject asset","serialized-authority"
"research:environment:rune-insulation","84","1","2","2","2","5–20 early | 20–60 middle | 60–180 late","serialized ResearchProject asset","serialized-authority"
"research:equipment:armor-tailoring","60","1","1","2","1","5–20 early | 20–60 middle | 60–180 late","serialized ResearchProject asset","serialized-authority"
"research:equipment:articulated-plate","115","1","2","3","1","5–20 early | 20–60 middle | 60–180 late","serialized ResearchProject asset","serialized-authority"
"research:equipment:ballistics","255","1","2","3","1","5–20 early | 20–60 middle | 60–180 late","serialized ResearchProject asset","serialized-authority"
"research:equipment:black-powder","191","1","2","3","1","5–20 early | 20–60 middle | 60–180 late","serialized ResearchProject asset","serialized-authority"
"research:equipment:bowyery","60","1","2","2","1","5–20 early | 20–60 middle | 60–180 late","serialized ResearchProject asset","serialized-authority"
"research:equipment:field-maintenance","84","1","2","2","1","5–20 early | 20–60 middle | 60–180 late","serialized ResearchProject asset","serialized-authority"
"research:equipment:ignition-mechanisms","255","1","2","3","0","5–20 early | 20–60 middle | 60–180 late","serialized ResearchProject asset","serialized-authority"
"research:equipment:industrial-metrology","437","1","2","3","1","5–20 early | 20–60 middle | 60–180 late","serialized ResearchProject asset","serialized-authority"
"research:equipment:lineage-binding","546","1","1","4","1","5–20 early | 20–60 middle | 60–180 late","serialized ResearchProject asset","serialized-authority"
"research:equipment:mail-weaving","84","1","2","2","1","5–20 early | 20–60 middle | 60–180 late","serialized ResearchProject asset","serialized-authority"
"research:equipment:material-testing","255","1","2","3","1","5–20 early | 20–60 middle | 60–180 late","serialized ResearchProject asset","serialized-authority"
"research:equipment:mechanical-projectiles","84","1","2","2","1","5–20 early | 20–60 middle | 60–180 late","serialized ResearchProject asset","serialized-authority"
"research:equipment:modular-frames","437","1","1","3","1","5–20 early | 20–60 middle | 60–180 late","serialized ResearchProject asset","serialized-authority"
"research:equipment:powered-armor","546","1","2","3","0","5–20 early | 20–60 middle | 60–180 late","serialized ResearchProject asset","serialized-authority"
"research:equipment:precision-fitting","328","1","2","3","1","5–20 early | 20–60 middle | 60–180 late","serialized ResearchProject asset","serialized-authority"
"research:equipment:pressure-barrels","655","1","4","3","0","5–20 early | 20–60 middle | 60–180 late","serialized ResearchProject asset","serialized-authority"
"research:equipment:prototype-engineering","328","1","1","3","1","5–20 early | 20–60 middle | 60–180 late","serialized ResearchProject asset","serialized-authority"
"research:equipment:relic-appraisal","306","1","4","4","2","5–20 early | 20–60 middle | 60–180 late","serialized ResearchProject asset","serialized-authority"
"research:equipment:rune-module-tuning","546","1","2","3","1","5–20 early | 20–60 middle | 60–180 late","serialized ResearchProject asset","serialized-authority"
"research:equipment:standard-ammunition","328","1","2","3","1","5–20 early | 20–60 middle | 60–180 late","serialized ResearchProject asset","serialized-authority"
"research:equipment:weapon-patterns","42","1","2","2","1","5–20 early | 20–60 middle | 60–180 late","serialized ResearchProject asset","serialized-authority"
"research:forestry:charcoal","42","1","1","2","1","5–20 early | 20–60 middle | 60–180 late","serialized ResearchProject asset","serialized-authority"
"research:forestry:fungal","84","1","2","2","1","5–20 early | 20–60 middle | 60–180 late","serialized ResearchProject asset","serialized-authority"
"research:forestry:logging","28","1","1","1","1","5–20 early | 20–60 middle | 60–180 late","serialized ResearchProject asset","serialized-authority"
"research:forestry:sawmill","28","1","1","1","2","5–20 early | 20–60 middle | 60–180 late","serialized ResearchProject asset","serialized-authority"
"research:forestry:tools","17","1","0","1","1","5–20 early | 20–60 middle | 60–180 late","serialized ResearchProject asset","serialized-authority"
"research:forestry:treated","60","1","1","2","1","5–20 early | 20–60 middle | 60–180 late","serialized ResearchProject asset","serialized-authority"
"research:genetics:controlled-heredity","819","1","2","3","1","5–20 early | 20–60 middle | 60–180 late","serialized ResearchProject asset","serialized-authority"
"research:genetics:cross-lineage-stabilization","4364","1","4","3","1","5–20 early | 20–60 middle | 60–180 late","serialized ResearchProject asset","serialized-authority"
"research:genetics:hereditary-records","691","1","2","4","2","5–20 early | 20–60 middle | 60–180 late","serialized ResearchProject asset","serialized-authority"
"research:health:isolation-medicine","255","1","3","3","1","5–20 early | 20–60 middle | 60–180 late","serialized ResearchProject asset","serialized-authority"
"research:health:pathogen-observation","519","1","1","3","2","5–20 early | 20–60 middle | 60–180 late","serialized ResearchProject asset","serialized-authority"
"research:health:vaccination","982","1","2","3","2","5–20 early | 20–60 middle | 60–180 late","serialized ResearchProject asset","serialized-authority"
"research:hospitality-operations","42","1","2","2","2","5–20 early | 20–60 middle | 60–180 late","serialized ResearchProject asset","serialized-authority"
"research:housing:room-assignment","237","1","2","2","2","5–20 early | 20–60 middle | 60–180 late","serialized ResearchProject asset","serialized-authority"
"research:husbandry:breeding","60","1","1","2","1","5–20 early | 20–60 middle | 60–180 late","serialized ResearchProject asset","serialized-authority"
"research:husbandry:capture","17","1","0","1","1","5–20 early | 20–60 middle | 60–180 late","serialized ResearchProject asset","serialized-authority"
"research:husbandry:feed","42","1","1","2","2","5–20 early | 20–60 middle | 60–180 late","serialized ResearchProject asset","serialized-authority"
"research:husbandry:seasonal-breeding","191","1","2","3","1","5–20 early | 20–60 middle | 60–180 late","serialized ResearchProject asset","serialized-authority"
"research:husbandry:selective","84","1","2","2","1","5–20 early | 20–60 middle | 60–180 late","serialized ResearchProject asset","serialized-authority"
"research:husbandry:stable","28","1","1","1","1","5–20 early | 20–60 middle | 60–180 late","serialized ResearchProject asset","serialized-authority"
"research:husbandry:taming","42","1","1","2","1","5–20 early | 20–60 middle | 60–180 late","serialized ResearchProject asset","serialized-authority"
"research:industry:assisted-processing","328","1","1","3","14","5–20 early | 20–60 middle | 60–180 late","serialized ResearchProject asset","serialized-authority"
"research:industry:automatic-bills","873","1","2","3","1","5–20 early | 20–60 middle | 60–180 late","serialized ResearchProject asset","serialized-authority"
"research:industry:automatic-sanitation","873","1","2","3","3","5–20 early | 20–60 middle | 60–180 late","serialized ResearchProject asset","serialized-authority"
"research:industry:breakers","582","1","1","3","2","5–20 early | 20–60 middle | 60–180 late","serialized ResearchProject asset","serialized-authority"
"research:industry:conveyor","582","1","2","3","6","5–20 early | 20–60 middle | 60–180 late","serialized ResearchProject asset","serialized-authority"
"research:industry:dark-foundry","546","1","2","3","1","5–20 early | 20–60 middle | 60–180 late","serialized ResearchProject asset","serialized-authority"
"research:industry:electric-lighting","328","1","2","3","1","5–20 early | 20–60 middle | 60–180 late","serialized ResearchProject asset","serialized-authority"
"research:industry:electric-smelting","655","1","2","3","2","5–20 early | 20–60 middle | 60–180 late","serialized ResearchProject asset","serialized-authority"
"research:industry:junctions","910","1","1","3","4","5–20 early | 20–60 middle | 60–180 late","serialized ResearchProject asset","serialized-authority"
"research:industry:lifts","1200","1","2","3","3","5–20 early | 20–60 middle | 60–180 late","serialized ResearchProject asset","serialized-authority"
"research:industry:line-balancing","873","1","3","3","2","5–20 early | 20–60 middle | 60–180 late","serialized ResearchProject asset","serialized-authority"
"research:industry:mana-power","764","1","2","3","2","5–20 early | 20–60 middle | 60–180 late","serialized ResearchProject asset","serialized-authority"
"research:industry:powered-tools","700","1","4","3","3","5–20 early | 20–60 middle | 60–180 late","serialized ResearchProject asset","serialized-authority"
"research:industry:precision","437","1","2","3","1","5–20 early | 20–60 middle | 60–180 late","serialized ResearchProject asset","serialized-authority"
"research:industry:rune-automation","546","1","2","3","1","5–20 early | 20–60 middle | 60–180 late","serialized ResearchProject asset","serialized-authority"
"research:industry:steam-power","446","1","2","3","2","5–20 early | 20–60 middle | 60–180 late","serialized ResearchProject asset","serialized-authority"
"research:industry:storage","582","1","1","3","2","5–20 early | 20–60 middle | 60–180 late","serialized ResearchProject asset","serialized-authority"
"research:industry:waterwheel","255","1","2","3","1","5–20 early | 20–60 middle | 60–180 late","serialized ResearchProject asset","serialized-authority"
"research:life:seasonal-calendar","84","1","2","4","1","5–20 early | 20–60 middle | 60–180 late","serialized ResearchProject asset","serialized-authority"
"research:medical-reception","42","1","2","2","2","5–20 early | 20–60 middle | 60–180 late","serialized ResearchProject asset","serialized-authority"
"research:medical:aberrant-augmentation","153","1","3","3","2","5–20 early | 20–60 middle | 60–180 late","serialized ResearchProject asset","serialized-authority"
"research:medical:anatomy","42","1","1","2","1","5–20 early | 20–60 middle | 60–180 late","serialized ResearchProject asset","serialized-authority"
"research:medical:avian-prosthetics","84","1","2","2","0","5–20 early | 20–60 middle | 60–180 late","serialized ResearchProject asset","serialized-authority"
"research:medical:blood-rejuvenation","2182","1","2","3","1","5–20 early | 20–60 middle | 60–180 late","serialized ResearchProject asset","serialized-authority"
"research:medical:bloodcraft-augmentation","115","1","1","3","0","5–20 early | 20–60 middle | 60–180 late","serialized ResearchProject asset","serialized-authority"
"research:medical:construct-core-engineering","115","1","1","3","1","5–20 early | 20–60 middle | 60–180 late","serialized ResearchProject asset","serialized-authority"
"research:medical:construct-core-maintenance","84","1","2","2","0","5–20 early | 20–60 middle | 60–180 late","serialized ResearchProject asset","serialized-authority"
"research:medical:geriatric-medicine","582","1","2","3","2","5–20 early | 20–60 middle | 60–180 late","serialized ResearchProject asset","serialized-authority"
"research:medical:gerontology","519","1","4","3","2","5–20 early | 20–60 middle | 60–180 late","serialized ResearchProject asset","serialized-authority"
"research:medical:mana-core-engineering","115","1","1","3","0","5–20 early | 20–60 middle | 60–180 late","serialized ResearchProject asset","serialized-authority"
"research:medical:mycelial-grafting","84","1","2","2","0","5–20 early | 20–60 middle | 60–180 late","serialized ResearchProject asset","serialized-authority"
"research:medical:organ-preservation","84","1","1","2","1","5–20 early | 20–60 middle | 60–180 late","serialized ResearchProject asset","serialized-authority"
"research:medical:organ-regeneration","3273","1","2","3","1","5–20 early | 20–60 middle | 60–180 late","serialized ResearchProject asset","serialized-authority"
"research:medical:prosthetics","84","1","2","2","2","5–20 early | 20–60 middle | 60–180 late","serialized ResearchProject asset","serialized-authority"
"research:medical:regenerative-culture","2182","1","3","3","1","5–20 early | 20–60 middle | 60–180 late","serialized ResearchProject asset","serialized-authority"
"research:medical:reproductive-medicine","255","1","3","3","1","5–20 early | 20–60 middle | 60–180 late","serialized ResearchProject asset","serialized-authority"
"research:medical:rune-hibernation","2182","1","3","4","1","5–20 early | 20–60 middle | 60–180 late","serialized ResearchProject asset","serialized-authority"
"research:medical:slime-bioengineering","84","1","1","2","0","5–20 early | 20–60 middle | 60–180 late","serialized ResearchProject asset","serialized-authority"
"research:medical:surgery","60","1","2","2","3","5–20 early | 20–60 middle | 60–180 late","serialized ResearchProject asset","serialized-authority"
"research:medical:temporal-stasis","5455","1","4","4","1","5–20 early | 20–60 middle | 60–180 late","serialized ResearchProject asset","serialized-authority"
"research:medical:trauma-medicine","255","1","3","3","1","5–20 early | 20–60 middle | 60–180 late","serialized ResearchProject asset","serialized-authority"
"research:medical:whole-body-regeneration","5455","1","3","3","1","5–20 early | 20–60 middle | 60–180 late","serialized ResearchProject asset","serialized-authority"
"research:medical:xenotransplant","115","1","3","3","3","5–20 early | 20–60 middle | 60–180 late","serialized ResearchProject asset","serialized-authority"
"research:metallurgy:advanced","60","1","1","2","0","5–20 early | 20–60 middle | 60–180 late","serialized ResearchProject asset","serialized-authority"
"research:metallurgy:blacksteel","84","1","2","2","2","5–20 early | 20–60 middle | 60–180 late","serialized ResearchProject asset","serialized-authority"
"research:metallurgy:iron","28","1","1","1","2","5–20 early | 20–60 middle | 60–180 late","serialized ResearchProject asset","serialized-authority"
"research:metallurgy:precious","84","1","2","2","2","5–20 early | 20–60 middle | 60–180 late","serialized ResearchProject asset","serialized-authority"
"research:metallurgy:primitive","17","1","0","1","2","5–20 early | 20–60 middle | 60–180 late","serialized ResearchProject asset","serialized-authority"
"research:metallurgy:steel","42","1","2","2","1","5–20 early | 20–60 middle | 60–180 late","serialized ResearchProject asset","serialized-authority"
"research:mining:deep","60","1","1","3","0","5–20 early | 20–60 middle | 60–180 late","serialized ResearchProject asset","serialized-authority"
"research:mining:mana","84","1","2","2","0","5–20 early | 20–60 middle | 60–180 late","serialized ResearchProject asset","serialized-authority"
"research:mining:quarry","28","1","1","1","1","5–20 early | 20–60 middle | 60–180 late","serialized ResearchProject asset","serialized-authority"
"research:mining:sorting","42","1","1","2","1","5–20 early | 20–60 middle | 60–180 late","serialized ResearchProject asset","serialized-authority"
"research:mining:stonecutting","42","1","1","2","2","5–20 early | 20–60 middle | 60–180 late","serialized ResearchProject asset","serialized-authority"
"research:mining:surface","17","1","0","1","0","5–20 early | 20–60 middle | 60–180 late","serialized ResearchProject asset","serialized-authority"
"research:pharmacology:advanced","84","1","2","3","0","5–20 early | 20–60 middle | 60–180 late","serialized ResearchProject asset","serialized-authority"
"research:pharmacology:anesthesia","60","1","1","3","0","5–20 early | 20–60 middle | 60–180 late","serialized ResearchProject asset","serialized-authority"
"research:pharmacology:antiseptic","28","1","2","2","2","5–20 early | 20–60 middle | 60–180 late","serialized ResearchProject asset","serialized-authority"
"research:pharmacology:distillation","42","1","2","2","1","5–20 early | 20–60 middle | 60–180 late","serialized ResearchProject asset","serialized-authority"
"research:pharmacology:herbalism","17","1","0","2","1","5–20 early | 20–60 middle | 60–180 late","serialized ResearchProject asset","serialized-authority"
"research:pharmacology:stimulants","60","1","1","3","0","5–20 early | 20–60 middle | 60–180 late","serialized ResearchProject asset","serialized-authority"
"research:plumbing:basics","130","1","2","3","4","5–20 early | 20–60 middle | 60–180 late","serialized ResearchProject asset","serialized-authority"
"research:plumbing:reuse","115","1","2","3","1","5–20 early | 20–60 middle | 60–180 late","serialized ResearchProject asset","serialized-authority"
"research:plumbing:rune-purification","153","1","2","3","1","5–20 early | 20–60 middle | 60–180 late","serialized ResearchProject asset","serialized-authority"
"research:plumbing:sewer","228","1","3","3","4","5–20 early | 20–60 middle | 60–180 late","serialized ResearchProject asset","serialized-authority"
"research:service-automation","328","1","4","3","7","5–20 early | 20–60 middle | 60–180 late","serialized ResearchProject asset","serialized-authority"
"research:service-flow","28","1","1","1","3","5–20 early | 20–60 middle | 60–180 late","serialized ResearchProject asset","serialized-authority"
"research:service:dining-operations","84","1","2","2","1","5–20 early | 20–60 middle | 60–180 late","serialized ResearchProject asset","serialized-authority"
"research:society:career-records","115","1","2","2","1","5–20 early | 20–60 middle | 60–180 late","serialized ResearchProject asset","serialized-authority"
"research:society:child-education","408","1","2","2","2","5–20 early | 20–60 middle | 60–180 late","serialized ResearchProject asset","serialized-authority"
"research:society:corpse-care","306","1","2","1","2","5–20 early | 20–60 middle | 60–180 late","serialized ResearchProject asset","serialized-authority"
"research:society:generation-management","691","1","3","2","2","5–20 early | 20–60 middle | 60–180 late","serialized ResearchProject asset","serialized-authority"
"research:society:household-records","199","1","2","2","2","5–20 early | 20–60 middle | 60–180 late","serialized ResearchProject asset","serialized-authority"
"research:society:retirement","628","1","3","2","2","5–20 early | 20–60 middle | 60–180 late","serialized ResearchProject asset","serialized-authority"
"research:survival:field-rations","60","1","2","1","0","5–20 early | 20–60 middle | 60–180 late","serialized ResearchProject asset","serialized-authority"
"research:survival:medical","60","1","2","2","1","5–20 early | 20–60 middle | 60–180 late","serialized ResearchProject asset","serialized-authority"
"research:survival:preservation","42","1","1","1","3","5–20 early | 20–60 middle | 60–180 late","serialized ResearchProject asset","serialized-authority"
"research:survival:sanitation","17","1","0","1","1","5–20 early | 20–60 middle | 60–180 late","serialized ResearchProject asset","serialized-authority"
"research:survival:seasonal-storage","153","1","2","1","1","5–20 early | 20–60 middle | 60–180 late","serialized ResearchProject asset","serialized-authority"
"research:survival:support","28","1","1","1","7","5–20 early | 20–60 middle | 60–180 late","serialized ResearchProject asset","serialized-authority"
"research:textile:dreamweave","84","1","2","2","1","5–20 early | 20–60 middle | 60–180 late","serialized ResearchProject asset","serialized-authority"
"research:textile:fiber","17","1","0","1","23","5–20 early | 20–60 middle | 60–180 late","serialized ResearchProject asset","serialized-authority"
"research:textile:layered","60","1","1","2","18","5–20 early | 20–60 middle | 60–180 late","serialized ResearchProject asset","serialized-authority"
"research:textile:rune-leather","60","1","2","2","0","5–20 early | 20–60 middle | 60–180 late","serialized ResearchProject asset","serialized-authority"
"research:textile:tailoring","42","1","1","2","46","5–20 early | 20–60 middle | 60–180 late","serialized ResearchProject asset","serialized-authority"
"research:textile:tanning","28","1","1","1","1","5–20 early | 20–60 middle | 60–180 late","serialized ResearchProject asset","serialized-authority"
