path,line,owner_type,owner_symbol,receiver,event_type,type_resolution,game_event_bus,evidence
Assets/Scripts/Services/Character/Work/WorkTaskExecutor.cs,3662,WorkTaskExecutor,SettlementLaborContribution,identityEvents,WorkCompletedIdentityEvent,new-expression,likely:name-convention,identityEvents.Publish(new WorkCompletedIdentityEvent(
Assets/Scripts/Services/Character/Work/WorkTaskExecutor.cs,3825,WorkTaskExecutor,SettlementLaborContribution,identityEvents,CharacterInjuredIdentityEvent,new-expression,likely:name-convention,identityEvents.Publish(new CharacterInjuredIdentityEvent(
Assets/Scripts/Services/Codex/CodexRuntimeApplicationAdapter.cs,68,CodexRuntimeApplicationAdapter,CodexRuntimeApplicationAdapter,gameEventBus,CodexUpdatedEvent,lexical-variable-declaration,yes:declared-IGameEventBus,gameEventBus.Publish(updatedEvent);
Assets/Scripts/Services/Combat/Buildings/EquipmentCraftingBuildingAbilityHandler.cs,140,EquipmentCraftingBuildingAbilityHandler,BuildingActivitySnapshot,identityEvents,WorkCompletedIdentityEvent,new-expression,likely:name-convention,identityEvents.Publish(new WorkCompletedIdentityEvent(
Assets/Scripts/Services/Combat/CharacterBodyHealthRuntime.cs,1637,CharacterBodyHealthRuntime,<unknown>,gameEventBus,HealthThresholdCrossedEvent,new-expression,yes:declared-IGameEventBus,gameEventBus.Publish(new HealthThresholdCrossedEvent(
Assets/Scripts/Services/Combat/CharacterBodyHealthRuntime.cs,1649,CharacterBodyHealthRuntime,<unknown>,gameEventBus,CharacterDiedEvent,new-expression,yes:declared-IGameEventBus,"gameEventBus.Publish(new CharacterDiedEvent(id, causeId, day));"
Assets/Scripts/Services/Combat/CharacterBodyHealthRuntime.cs,1722,CharacterBodyHealthRuntime,<unknown>,gameEventBus,CharacterBodyHealthDownedEvent,new-expression,yes:declared-IGameEventBus,gameEventBus.Publish(new CharacterBodyHealthDownedEvent(actor));
Assets/Scripts/Services/Combat/CharacterBodyHealthRuntime.cs,1737,CharacterBodyHealthRuntime,<unknown>,gameEventBus,CharacterBodyHealthRecoveredEvent,new-expression,yes:declared-IGameEventBus,gameEventBus.Publish(new CharacterBodyHealthRecoveredEvent(actor));
Assets/Scripts/Services/Combat/CharacterBodyHealthStateRules.cs,1256,CharacterVitalsSideEffectAdapter,CharacterVitalsSnapshot,<complex-or-unresolved>,CharacterDeathEvent,resolved-death-event-factory-chain,yes:death-event-factory-chain,.Publish((deathEventFactory
Assets/Scripts/Services/Combat/CharacterCombatCommandRuntime.cs,1259,CharacterCombatCommandRuntime,<unknown>,gameEventBus,CharacterCombatCommandTerminatedEvent,new-expression,yes:declared-IGameEventBus,gameEventBus.Publish(new CharacterCombatCommandTerminatedEvent(
Assets/Scripts/Services/Combat/CharacterMedicalRuntime.cs,696,CharacterMedicalRuntime,<unknown>,gameEventBus,CharacterInfectionBurdenRequestedEvent,new-expression,yes:declared-IGameEventBus,"gameEventBus.Publish(new CharacterInfectionBurdenRequestedEvent(patient, 8f));"
Assets/Scripts/Services/Combat/CharacterMedicalRuntime.cs,867,CharacterMedicalRuntime,<unknown>,gameEventBus,CharacterInfectionBurdenReductionRequestedEvent,new-expression,yes:declared-IGameEventBus,gameEventBus.Publish(
Assets/Scripts/Services/Combat/CharacterMedicalRuntime.cs,885,CharacterMedicalRuntime,CharacterInfectionBurdenReductionRequestedEvent,gameEventBus,CharacterMedicalBloodContactEvent,new-expression,yes:declared-IGameEventBus,gameEventBus.Publish(new CharacterMedicalBloodContactEvent(
Assets/Scripts/Services/Combat/CharacterMedicalRuntime.cs,919,CharacterMedicalRuntime,CharacterInfectionBurdenReductionRequestedEvent,gameEventBus,CharacterInfectionBurdenRequestedEvent,new-expression,yes:declared-IGameEventBus,gameEventBus.Publish(new CharacterInfectionBurdenRequestedEvent(
Assets/Scripts/Services/Combat/CharacterMedicalRuntime.cs,922,CharacterMedicalRuntime,CharacterInfectionBurdenReductionRequestedEvent,gameEventBus,CharacterMentalInstabilityBurdenRequestedEvent,new-expression,yes:declared-IGameEventBus,gameEventBus.Publish(
Assets/Scripts/Services/Combat/CombatCommandResultApplier.cs,150,CombatCommandResultApplier,CombatCommandResultApplier,identityEvents,CharacterInjuredIdentityEvent,new-expression,likely:name-convention,identityEvents?.Publish(new CharacterInjuredIdentityEvent(
Assets/Scripts/Services/Combat/CombatCommandResultApplier.cs,237,CombatCommandResultApplier,CombatCommandResultApplier,gameEvents,VisitorFacilityCombatDamageCommittedEvent,new-expression,yes:declared-IGameEventBus,gameEvents.Publish(
Assets/Scripts/Services/Combat/CombatCommandResultApplier.cs,251,CombatCommandResultApplier,VisitorFacilityCombatDamageCommittedEvent,gameEvents,SocialConflictEvent,new-expression,yes:declared-IGameEventBus,gameEvents.Publish(new SocialConflictEvent(
Assets/Scripts/Services/Combat/CombatCommandResultApplier.cs,321,CombatCommandResultApplier,VisitorFacilityCombatDamageCommittedEvent,gameEvents,CharacterKilledEvent,new-expression,yes:declared-IGameEventBus,gameEvents.Publish(new CharacterKilledEvent(
Assets/Scripts/Services/Combat/CombatEquipmentCraftingRuntime.cs,1031,CombatEquipmentCraftingRuntime,<unknown>,identityEvents,ProductQualityResolvedEvent,new-expression,likely:name-convention,identityEvents.Publish(new ProductQualityResolvedEvent(
Assets/Scripts/Services/Debugging/DungeonDebugCommandProviders.cs,122,DungeonDebugEconomyCommandProvider,DungeonDebugEconomyCommandProvider,gameEventBus,OperatingDayStartedEvent,new-expression,yes:declared-IGameEventBus,gameEventBus.Publish(new OperatingDayStartedEvent(nextDay));
Assets/Scripts/Services/Defense/DefenseFacilityRuntime.cs,921,DefenseFacilityRuntime,DomainFailure,events,DefenseFacilityStateChangedEvent,new-expression,yes:declared-IGameEventBus,events.Publish(new DefenseFacilityStateChangedEvent(
Assets/Scripts/Services/Defense/DefenseFacilitySystem.cs,345,DefenseFacility,DefenseFacilityTriggeredEvent,<complex-or-unresolved>,DefenseFacilityTriggeredEvent,new-expression,no:known-non-event-complex-publisher,.Publish(new DefenseFacilityTriggeredEvent(report));
Assets/Scripts/Services/Economy/CertifiedSeedRuntime.cs,1373,CertifiedSeedApplicationAdapter,CertifiedSeedApplicationAdapter,events,EventAlertRequestedEvent,new-expression,yes:declared-IGameEventBus,events.Publish(new EventAlertRequestedEvent(new EventAlertRequest(
Assets/Scripts/Services/Economy/ProductionBillSceneFacade.cs,327,ProductionBillSceneFacade,DomainFailure,identityEvents,WorkCompletedIdentityEvent,new-expression,likely:name-convention,identityEvents.Publish(new WorkCompletedIdentityEvent(
Assets/Scripts/Services/FacilityEvolution/FacilityEvolutionRuntime.cs,1662,FacilityEvolutionRuntime,<unknown>,<complex-or-unresolved>,FacilityEvolutionCompletedEvent,new-expression,no:known-non-event-complex-publisher,.Publish(new FacilityEvolutionCompletedEvent(result));
Assets/Scripts/Services/FacilityShop/DailyFacilityShopRuntime.cs,265,DailyFacilityShopRuntime,<unknown>,gameEventBus,FacilityShopPurchasedEvent,new-expression,yes:declared-IGameEventBus,gameEventBus.Publish(new FacilityShopPurchasedEvent(result));
Assets/Scripts/Services/Factions/FactionRuntime.cs,244,PendingFactionCargoPublication,FactionRuntimeApplicationAdapter,events,FactionTrustChangedEvent,new-expression,yes:declared-IGameEventBus,events.Publish(new FactionTrustChangedEvent(
Assets/Scripts/Services/Factions/FactionRuntime.cs,356,PendingFactionCargoPublication,FactionRuntimeApplicationAdapter,events,FactionTrustChangedEvent,new-expression,yes:declared-IGameEventBus,events.Publish(new FactionTrustChangedEvent(
Assets/Scripts/Services/Factions/FactionRuntime.cs,490,PendingFactionCargoPublication,FactionRuntimeApplicationAdapter,events,FactionTrustChangedEvent,new-expression,yes:declared-IGameEventBus,events.Publish(new FactionTrustChangedEvent(
Assets/Scripts/Services/Factions/FactionRuntime.cs,1543,PendingFactionCargoPublication,FactionHexCoord,events,FactionRouteArrivedEvent,new-expression,yes:declared-IGameEventBus,events.Publish(new FactionRouteArrivedEvent(
Assets/Scripts/Services/Factions/FactionRuntime.cs,1828,PendingFactionCargoPublication,FactionHexCoord,characterFactory,<non-game-event-method>,resolved-non-event-publisher,no:known-non-event-publisher,characterFactory.Publish(instance);
Assets/Scripts/Services/Foundation/Events/GameEventBus.cs,34,GameEventBus,Dictionary,<complex-or-unresolved>,<generic:TEvent>,internal-event-channel-generic-dispatch,no:internal-event-channel-dispatch,((EventChannel<TEvent>)channel).Publish(gameEvent);
Assets/Scripts/Services/Infrastructure/BlueprintResearchApplicationAdapter.cs,51,BlueprintResearchApplicationAdapter,BlueprintResearchState,gameEventBus,<generic:TEvent>,generic-wrapper-type-parameter,yes:declared-IGameEventBus,gameEventBus.Publish(eventData);
Assets/Scripts/Services/Infrastructure/BlueprintResearchRuntime.cs,330,BlueprintResearchRuntime,<unknown>,identityEvents,ResearchProgressEvent,new-expression,likely:name-convention,identityEvents.Publish(new ResearchProgressEvent(
Assets/Scripts/Services/Infrastructure/BlueprintResearchRuntime.cs,348,BlueprintResearchRuntime,<unknown>,identityEvents,ResearchOutcomeEvent,new-expression,likely:name-convention,identityEvents.Publish(new ResearchOutcomeEvent(
Assets/Scripts/Services/Infrastructure/BlueprintResearchRuntime.cs,901,BlueprintResearchRuntime,<unknown>,applicationAdapter,BlueprintResearchCompletedEvent,new-expression,no:known-non-event-publisher,applicationAdapter.Publish(
Assets/Scripts/Services/Infrastructure/BlueprintResearchRuntime.cs,929,BlueprintResearchRuntime,BlueprintResearchCompletedEvent,applicationAdapter,BlueprintResearchCompletedEvent,new-expression,no:known-non-event-publisher,applicationAdapter.Publish(
Assets/Scripts/Services/Infrastructure/Core/Captivity/CaptivityPerformerDefaultPort.cs,26,CaptivityPerformerDefaultPort,CaptivityPerformerDefaultPort,events,CaptivePerformerMilestoneEvent,lexical-variable-declaration,likely:name-convention,events.Publish(gameEvent);
Assets/Scripts/Services/Infrastructure/Diagnostics/GameplayPerformanceWorldConfigurator.cs,560,GameplayPerformanceWorldConfigurator,Vector2Int,characterObjectFactory,<non-game-event-method>,resolved-non-event-publisher,no:known-non-event-publisher,characterObjectFactory.Publish(actorObject);
Assets/Scripts/Services/Infrastructure/Environment/ApparelWorkOrderRuntime.cs,1695,AuthorityState,<unknown>,identityEvents,ProductQualityResolvedEvent,new-expression,likely:name-convention,identityEvents.Publish(new ProductQualityResolvedEvent(
Assets/Scripts/Services/Infrastructure/Environment/CharacterApparelRuntime.cs,1841,CharacterApparelAggregate,<unknown>,identityEvents,ApparelChangedEvent,new-expression,likely:name-convention,identityEvents.Publish(new ApparelChangedEvent(
Assets/Scripts/Services/Infrastructure/Exterior/ExteriorActivityRuntime.cs,399,ExteriorActivityRuntime,ExteriorActivityRuntime,restoreCoordinator,<non-game-event-method>,resolved-non-event-publisher,no:known-non-event-publisher,restoreCoordinator.Publish();
Assets/Scripts/Services/Infrastructure/Exterior/ExteriorIncidentHandlers.cs,286,ExteriorIncidentActorService,CharacterSpeciesId,objectFactory,<non-game-event-method>,resolved-non-event-publisher,no:known-non-event-publisher,objectFactory.Publish(instance);
Assets/Scripts/Services/Infrastructure/Exterior/ExteriorIncidentHandlers.cs,508,ExteriorIncidentHandlerBase,ExteriorIncidentHandlerBase,EventBus,ExteriorVisitorReceptionAppliedEvent,new-expression,yes:declared-IGameEventBus,EventBus.Publish(new ExteriorVisitorReceptionAppliedEvent(
Assets/Scripts/Services/Infrastructure/GameSessionRuntimeServices.cs,49,GameCalendarRuntime,GameCalendarRuntime,gameEventBus,OperatingDayStartedEvent,new-expression,yes:declared-IGameEventBus,gameEventBus.Publish(new OperatingDayStartedEvent(Day));
Assets/Scripts/Services/Infrastructure/GameSessionRuntimeServices.cs,63,GameCalendarRuntime,GameCalendarRuntime,gameEventBus,OperatingDayEndedEvent,new-expression,yes:declared-IGameEventBus,gameEventBus.Publish(new OperatingDayEndedEvent(state.day.Value));
Assets/Scripts/Services/Infrastructure/GameSessionRuntimeServices.cs,66,GameCalendarRuntime,GameCalendarRuntime,gameEventBus,OperatingDayStartedEvent,new-expression,yes:declared-IGameEventBus,gameEventBus.Publish(new OperatingDayStartedEvent(state.day.Value));
Assets/Scripts/Services/Infrastructure/Rooms/RoomEnvironmentExperienceAdapter.cs,184,RoomEnvironmentExperienceService,RoomEnvironmentExperienceService,events,RoomConditionChangedEvent,new-expression,yes:declared-IGameEventBus,events.Publish(new RoomConditionChangedEvent(
Assets/Scripts/Services/Infrastructure/Rooms/RoomEnvironmentExperienceAdapter.cs,212,RoomEnvironmentExperienceService,RoomEnvironmentExperienceService,events,PopulationDiseaseRouteExposureEvent,new-expression,yes:declared-IGameEventBus,events.Publish(new PopulationDiseaseRouteExposureEvent(
Assets/Scripts/Services/Invasion/DefenseEngagementCombatRuntime.cs,202,DefenseEngagementCombatRuntime,DefenseEngagementCombatRuntime,events,DefenseFrontCollapsedEvent,new-expression,yes:declared-IGameEventBus,"events.Publish(new DefenseFrontCollapsedEvent(engagement, reason));"
Assets/Scripts/Services/Invasion/InvasionCombatReportRuntime.cs,130,InvasionCombatReportRuntime,<unknown>,<complex-or-unresolved>,InvasionCombatReportReadyEvent,new-expression,no:known-non-event-complex-publisher,.Publish(new InvasionCombatReportReadyEvent(completedReport));
Assets/Scripts/Services/Invasion/InvasionDirectorRuntime.cs,295,InvasionDirectorRuntime,<unknown>,factory,<non-game-event-method>,resolved-non-event-publisher,no:known-non-event-publisher,factory.Publish(runtime);
Assets/Scripts/Services/Invasion/InvasionDirectorRuntime.cs,311,InvasionDirectorRuntime,<unknown>,gameEventBus,InvasionStartedEvent,new-expression,yes:declared-IGameEventBus,gameEventBus.Publish(new InvasionStartedEvent(
Assets/Scripts/Services/Invasion/InvasionDirectorRuntime.cs,314,InvasionDirectorRuntime,<unknown>,gameEventBus,InvasionSpawnedEvent,new-expression,yes:declared-IGameEventBus,gameEventBus.Publish(new InvasionSpawnedEvent(
Assets/Scripts/Services/Invasion/InvasionDirectorRuntime.cs,319,InvasionDirectorRuntime,<unknown>,gameEventBus,BossInvasionStartedEvent,new-expression,yes:declared-IGameEventBus,gameEventBus.Publish(new BossInvasionStartedEvent(
Assets/Scripts/Services/Invasion/InvasionDirectorRuntime.cs,596,InvasionDirectorRuntime,<unknown>,restoreCoordinator,<non-game-event-method>,resolved-non-event-publisher,no:known-non-event-publisher,public void PublishRestoreCandidates() => restoreCoordinator.Publish();
Assets/Scripts/Services/Invasion/InvasionIntruderExecutionCoordinator.cs,80,InvasionIntruderExecutionCoordinator,InvasionIntruderExecutionCoordinator,host.GameEventBus,InvasionFinalCombatStartedEvent,new-expression,yes:declared-IGameEventBus,"host.GameEventBus.Publish(new InvasionFinalCombatStartedEvent(host.Actor, owner));"
Assets/Scripts/Services/Invasion/InvasionIntruderExecutionCoordinator.cs,83,InvasionIntruderExecutionCoordinator,InvasionIntruderExecutionCoordinator,host.GameEventBus,InvasionResolvedEvent,new-expression,yes:declared-IGameEventBus,host.GameEventBus.Publish(new InvasionResolvedEvent(
Assets/Scripts/Services/Invasion/InvasionIntruderExecutionCoordinator.cs,127,InvasionIntruderExecutionCoordinator,InvasionIntruderExecutionCoordinator,host.GameEventBus,InvasionDungeonBreachedEvent,new-expression,yes:declared-IGameEventBus,host.GameEventBus.Publish(new InvasionDungeonBreachedEvent(
Assets/Scripts/Services/Invasion/InvasionIntruderExecutionCoordinator.cs,670,InvasionIntruderExecutionCoordinator,<unknown>,host.GameEventBus,InvasionResolvedEvent,new-expression,yes:declared-IGameEventBus,host.GameEventBus.Publish(new InvasionResolvedEvent(
Assets/Scripts/Services/Invasion/InvasionIntruderExecutionCoordinator.cs,694,InvasionIntruderExecutionCoordinator,<unknown>,host.GameEventBus,InvasionResolvedEvent,new-expression,yes:declared-IGameEventBus,host.GameEventBus.Publish(new InvasionResolvedEvent(
Assets/Scripts/Services/Invasion/InvasionIntruderFactory.cs,124,InvasionIntruderRuntimeFactory,InvasionIntruderRuntimeFactory,characterObjectFactory,<non-game-event-method>,resolved-non-event-publisher,no:known-non-event-publisher,characterObjectFactory.Publish(runtime.gameObject);
Assets/Scripts/Services/Invasion/InvasionIntruderSystem.cs,610,InvasionIntruderRuntime,<unknown>,RestoreCoordinator,<non-game-event-method>,resolved-non-event-publisher,no:known-non-event-publisher,public void PublishPreparedRestore() => RestoreCoordinator.Publish();
Assets/Scripts/Services/Invasion/InvasionIntruderSystem.cs,716,InvasionIntruderRuntime,<unknown>,gameEventBus,InvasionFacilityDamagedEvent,new-expression,yes:declared-IGameEventBus,"gameEventBus.Publish(new InvasionFacilityDamagedEvent(intruderActor, target));"
Assets/Scripts/Services/Invasion/InvasionIntruderSystem.cs,748,InvasionIntruderRuntime,<unknown>,gameEventBus,InvasionResolvedEvent,new-expression,yes:declared-IGameEventBus,gameEventBus.Publish(new InvasionResolvedEvent(
Assets/Scripts/Services/Invasion/InvasionIntruderSystem.cs,779,InvasionIntruderRuntime,<unknown>,gameEventBus,InvasionResolvedEvent,new-expression,yes:declared-IGameEventBus,gameEventBus.Publish(new InvasionResolvedEvent(
Assets/Scripts/Services/Invasion/InvasionThreatRuntime.cs,391,InvasionThreatRuntime,InvasionThreatEndlessCrisisOwnershipState,gameEventBus,InvasionCandidateEvent,new-expression,yes:declared-IGameEventBus,gameEventBus.Publish(new InvasionCandidateEvent(snapshot));
Assets/Scripts/Services/Invasion/InvasionThreatRuntime.cs,542,InvasionThreatRuntime,InvasionThreatEndlessCrisisOwnershipState,gameEventBus,InvasionThreatWarningEvent,new-expression,yes:declared-IGameEventBus,gameEventBus.Publish(new InvasionThreatWarningEvent(snapshot));
Assets/Scripts/Services/Invasion/InvasionThreatRuntime.cs,587,InvasionThreatRuntime,<unknown>,gameEventBus,InvasionCandidateEvent,new-expression,yes:declared-IGameEventBus,gameEventBus.Publish(new InvasionCandidateEvent(snapshot));
Assets/Scripts/Services/Items/Diagnostics/FacilityOutputExactRouteDebugScenarios.cs,36,FacilityOutputExactRouteDebugScenarios,<unknown>,fixture,<non-game-event-method>,resolved-non-event-publisher,no:known-non-event-publisher,fixture.Publish(quantity: 5);
