target_type,target_record_key,source_type,source_id,source_record_key,kind,target_id,amount,duration,field_path,semantic_label,target_category,resolution_status,target_record_keys,source_path
ResourceItemDefinitionSO,ResourceItemDefinitionSO|textile:insulating-cloth,CombatArmorSO,equipment-item:armor:powder-cuirass,CombatArmorSO|equipment-item:armor:powder-cuirass,requires,textile:insulating-cloth,1,,requiredComponentInputs.1.itemId,item Id,content-reference,resolved-content,ResourceItemDefinitionSO|textile:insulating-cloth,Assets/Resources/SO/Combat/Equipment/A19_PowderCuirass.asset
ResourceItemDefinitionSO,ResourceItemDefinitionSO|component:growth-frame,CombatArmorSO,equipment-item:armor:powered-harness,CombatArmorSO|equipment-item:armor:powered-harness,requires,component:growth-frame,1,,requiredComponentInputs.0.itemId,item Id,content-reference,resolved-content,ResourceItemDefinitionSO|component:growth-frame,Assets/Resources/SO/Combat/Equipment/A15_PoweredHarness.asset
ResourceItemDefinitionSO,ResourceItemDefinitionSO|component:machine-parts,CombatArmorSO,equipment-item:armor:powered-harness,CombatArmorSO|equipment-item:armor:powered-harness,requires,component:machine-parts,2,,requiredComponentInputs.1.itemId,item Id,content-reference,resolved-content,ResourceItemDefinitionSO|component:machine-parts,Assets/Resources/SO/Combat/Equipment/A15_PoweredHarness.asset
ResourceItemDefinitionSO,ResourceItemDefinitionSO|component:powered-armor-joint,CombatArmorSO,equipment-item:armor:powered-harness,CombatArmorSO|equipment-item:armor:powered-harness,requires,component:powered-armor-joint,2,,requiredComponentInputs.3.itemId,item Id,content-reference,resolved-content,ResourceItemDefinitionSO|component:powered-armor-joint,Assets/Resources/SO/Combat/Equipment/A15_PoweredHarness.asset
ResourceItemDefinitionSO,ResourceItemDefinitionSO|component:precision-parts,CombatArmorSO,equipment-item:armor:powered-harness,CombatArmorSO|equipment-item:armor:powered-harness,requires,component:precision-parts,2,,requiredComponentInputs.2.itemId,item Id,content-reference,resolved-content,ResourceItemDefinitionSO|component:precision-parts,Assets/Resources/SO/Combat/Equipment/A15_PoweredHarness.asset
ResourceItemDefinitionSO,ResourceItemDefinitionSO|component:prototype-package,CombatArmorSO,equipment-item:armor:powered-harness,CombatArmorSO|equipment-item:armor:powered-harness,requires,component:prototype-package,1,,requiredComponentInputs.4.itemId,item Id,content-reference,resolved-content,ResourceItemDefinitionSO|component:prototype-package,Assets/Resources/SO/Combat/Equipment/A15_PoweredHarness.asset
ResourceItemDefinitionSO,ResourceItemDefinitionSO|component:dreamweave-rune-lining,CombatArmorSO,equipment-item:armor:rune-ward-mail,CombatArmorSO|equipment-item:armor:rune-ward-mail,requires,component:dreamweave-rune-lining,1,,requiredComponentInputs.4.itemId,item Id,content-reference,resolved-content,ResourceItemDefinitionSO|component:dreamweave-rune-lining,Assets/Resources/SO/Combat/Equipment/A16_RuneWardMail.asset
ResourceItemDefinitionSO,ResourceItemDefinitionSO|component:growth-frame,CombatArmorSO,equipment-item:armor:rune-ward-mail,CombatArmorSO|equipment-item:armor:rune-ward-mail,requires,component:growth-frame,1,,requiredComponentInputs.0.itemId,item Id,content-reference,resolved-content,ResourceItemDefinitionSO|component:growth-frame,Assets/Resources/SO/Combat/Equipment/A16_RuneWardMail.asset
ResourceItemDefinitionSO,ResourceItemDefinitionSO|component:rune-conductor,CombatArmorSO,equipment-item:armor:rune-ward-mail,CombatArmorSO|equipment-item:armor:rune-ward-mail,requires,component:rune-conductor,1,,requiredComponentInputs.3.itemId,item Id,content-reference,resolved-content,ResourceItemDefinitionSO|component:rune-conductor,Assets/Resources/SO/Combat/Equipment/A16_RuneWardMail.asset
ResourceItemDefinitionSO,ResourceItemDefinitionSO|component:rune-leather-lining,CombatArmorSO,equipment-item:armor:rune-ward-mail,CombatArmorSO|equipment-item:armor:rune-ward-mail,requires,component:rune-leather-lining,1,,requiredComponentInputs.5.itemId,item Id,content-reference,resolved-content,ResourceItemDefinitionSO|component:rune-leather-lining,Assets/Resources/SO/Combat/Equipment/A16_RuneWardMail.asset
ResourceItemDefinitionSO,ResourceItemDefinitionSO|material:chain-mesh,CombatArmorSO,equipment-item:armor:rune-ward-mail,CombatArmorSO|equipment-item:armor:rune-ward-mail,requires,material:chain-mesh,1,,requiredComponentInputs.1.itemId,item Id,content-reference,resolved-content,ResourceItemDefinitionSO|material:chain-mesh,Assets/Resources/SO/Combat/Equipment/A16_RuneWardMail.asset
ResourceItemDefinitionSO,ResourceItemDefinitionSO|material:mana-alloy,CombatArmorSO,equipment-item:armor:rune-ward-mail,CombatArmorSO|equipment-item:armor:rune-ward-mail,requires,material:mana-alloy,1,,requiredComponentInputs.2.itemId,item Id,content-reference,resolved-content,ResourceItemDefinitionSO|material:mana-alloy,Assets/Resources/SO/Combat/Equipment/A16_RuneWardMail.asset
ResourceItemDefinitionSO,ResourceItemDefinitionSO|component:growth-frame,CombatArmorSO,equipment-item:armor:scale-coat,CombatArmorSO|equipment-item:armor:scale-coat,requires,component:growth-frame,1,,requiredComponentInputs.0.itemId,item Id,content-reference,resolved-content,ResourceItemDefinitionSO|component:growth-frame,Assets/Resources/SO/Combat/Equipment/A10_ScaleCoat.asset
ResourceItemDefinitionSO,ResourceItemDefinitionSO|material:chain-mesh,CombatArmorSO,equipment-item:armor:scale-coat,CombatArmorSO|equipment-item:armor:scale-coat,requires,material:chain-mesh,1,,requiredComponentInputs.1.itemId,item Id,content-reference,resolved-content,ResourceItemDefinitionSO|material:chain-mesh,Assets/Resources/SO/Combat/Equipment/A10_ScaleCoat.asset
ResourceItemDefinitionSO,ResourceItemDefinitionSO|textile:insulating-cloth,CombatArmorSO,equipment-item:armor:smoke-hood,CombatArmorSO|equipment-item:armor:smoke-hood,requires,textile:insulating-cloth,1,,requiredComponentInputs.1.itemId,item Id,content-reference,resolved-content,ResourceItemDefinitionSO|textile:insulating-cloth,Assets/Resources/SO/Combat/Equipment/A14_SmokeHood.asset
ResourceItemDefinitionSO,ResourceItemDefinitionSO|textile:sterile-cloth,CombatArmorSO,equipment-item:armor:smoke-hood,CombatArmorSO|equipment-item:armor:smoke-hood,requires,textile:sterile-cloth,1,,requiredComponentInputs.0.itemId,item Id,content-reference,resolved-content,ResourceItemDefinitionSO|textile:sterile-cloth,Assets/Resources/SO/Combat/Equipment/A14_SmokeHood.asset
ResourceItemDefinitionSO,ResourceItemDefinitionSO|material:blacksteel-ingot,CombatShieldSO,equipment-item:shield:blacksteel,CombatShieldSO|equipment-item:shield:blacksteel,requires,material:blacksteel-ingot,2,,requiredComponentInputs.0.itemId,item Id,content-reference,resolved-content,CraftMaterialDefinitionSO|material:blacksteel-ingot; ResourceItemDefinitionSO|material:blacksteel-ingot,Assets/Resources/SO/Combat/Equipment/S07_BlacksteelShield.asset
ResourceItemDefinitionSO,ResourceItemDefinitionSO|component:growth-frame,CombatShieldSO,equipment-item:shield:buckler,CombatShieldSO|equipment-item:shield:buckler,requires,component:growth-frame,1,,requiredComponentInputs.0.itemId,item Id,content-reference,resolved-content,ResourceItemDefinitionSO|component:growth-frame,Assets/Resources/SO/Combat/Equipment/S03_Buckler.asset
ResourceItemDefinitionSO,ResourceItemDefinitionSO|component:growth-frame,CombatShieldSO,equipment-item:shield:iron,CombatShieldSO|equipment-item:shield:iron,requires,component:growth-frame,1,,requiredComponentInputs.0.itemId,item Id,content-reference,resolved-content,ResourceItemDefinitionSO|component:growth-frame,Assets/Resources/SO/Combat/Equipment/S02_IronShield.asset
ResourceItemDefinitionSO,ResourceItemDefinitionSO|component:rune-conductor,CombatShieldSO,equipment-item:shield:mana-buckler,CombatShieldSO|equipment-item:shield:mana-buckler,requires,component:rune-conductor,1,,requiredComponentInputs.1.itemId,item Id,content-reference,resolved-content,ResourceItemDefinitionSO|component:rune-conductor,Assets/Resources/SO/Combat/Equipment/S08_ManaBuckler.asset
ResourceItemDefinitionSO,ResourceItemDefinitionSO|material:mana-alloy,CombatShieldSO,equipment-item:shield:mana-buckler,CombatShieldSO|equipment-item:shield:mana-buckler,requires,material:mana-alloy,1,,requiredComponentInputs.0.itemId,item Id,content-reference,resolved-content,ResourceItemDefinitionSO|material:mana-alloy,Assets/Resources/SO/Combat/Equipment/S08_ManaBuckler.asset
ResourceItemDefinitionSO,ResourceItemDefinitionSO|material:laminated-lumber,CombatShieldSO,equipment-item:shield:pavise,CombatShieldSO|equipment-item:shield:pavise,requires,material:laminated-lumber,2,,requiredComponentInputs.0.itemId,item Id,content-reference,resolved-content,ResourceItemDefinitionSO|material:laminated-lumber,Assets/Resources/SO/Combat/Equipment/S09_Pavise.asset
ResourceItemDefinitionSO,ResourceItemDefinitionSO|material:plate-blank,CombatShieldSO,equipment-item:shield:pavise,CombatShieldSO|equipment-item:shield:pavise,requires,material:plate-blank,1,,requiredComponentInputs.1.itemId,item Id,content-reference,resolved-content,ResourceItemDefinitionSO|material:plate-blank,Assets/Resources/SO/Combat/Equipment/S09_Pavise.asset
ResourceItemDefinitionSO,ResourceItemDefinitionSO|component:growth-frame,CombatShieldSO,equipment-item:shield:powered,CombatShieldSO|equipment-item:shield:powered,requires,component:growth-frame,1,,requiredComponentInputs.0.itemId,item Id,content-reference,resolved-content,ResourceItemDefinitionSO|component:growth-frame,Assets/Resources/SO/Combat/Equipment/S06_PoweredShield.asset
ResourceItemDefinitionSO,ResourceItemDefinitionSO|component:machine-parts,CombatShieldSO,equipment-item:shield:powered,CombatShieldSO|equipment-item:shield:powered,requires,component:machine-parts,2,,requiredComponentInputs.2.itemId,item Id,content-reference,resolved-content,ResourceItemDefinitionSO|component:machine-parts,Assets/Resources/SO/Combat/Equipment/S06_PoweredShield.asset
ResourceItemDefinitionSO,ResourceItemDefinitionSO|material:plate-blank,CombatShieldSO,equipment-item:shield:powered,CombatShieldSO|equipment-item:shield:powered,requires,material:plate-blank,2,,requiredComponentInputs.1.itemId,item Id,content-reference,resolved-content,ResourceItemDefinitionSO|material:plate-blank,Assets/Resources/SO/Combat/Equipment/S06_PoweredShield.asset
ResourceItemDefinitionSO,ResourceItemDefinitionSO|component:growth-frame,CombatShieldSO,equipment-item:shield:rune,CombatShieldSO|equipment-item:shield:rune,requires,component:growth-frame,1,,requiredComponentInputs.0.itemId,item Id,content-reference,resolved-content,ResourceItemDefinitionSO|component:growth-frame,Assets/Resources/SO/Combat/Equipment/S05_RuneShield.asset
ResourceItemDefinitionSO,ResourceItemDefinitionSO|component:rune-conductor,CombatShieldSO,equipment-item:shield:rune,CombatShieldSO|equipment-item:shield:rune,requires,component:rune-conductor,1,,requiredComponentInputs.1.itemId,item Id,content-reference,resolved-content,ResourceItemDefinitionSO|component:rune-conductor,Assets/Resources/SO/Combat/Equipment/S05_RuneShield.asset
ResourceItemDefinitionSO,ResourceItemDefinitionSO|component:rune-control-panel,CombatShieldSO,equipment-item:shield:rune,CombatShieldSO|equipment-item:shield:rune,requires,component:rune-control-panel,1,,requiredComponentInputs.4.itemId,item Id,content-reference,resolved-content,ResourceItemDefinitionSO|component:rune-control-panel,Assets/Resources/SO/Combat/Equipment/S05_RuneShield.asset
ResourceItemDefinitionSO,ResourceItemDefinitionSO|component:rune-leather-strap,CombatShieldSO,equipment-item:shield:rune,CombatShieldSO|equipment-item:shield:rune,requires,component:rune-leather-strap,1,,requiredComponentInputs.3.itemId,item Id,content-reference,resolved-content,ResourceItemDefinitionSO|component:rune-leather-strap,Assets/Resources/SO/Combat/Equipment/S05_RuneShield.asset
ResourceItemDefinitionSO,ResourceItemDefinitionSO|component:rune-tuning-shield,CombatShieldSO,equipment-item:shield:rune,CombatShieldSO|equipment-item:shield:rune,requires,component:rune-tuning-shield,1,,requiredComponentInputs.2.itemId,item Id,content-reference,resolved-content,ResourceItemDefinitionSO|component:rune-tuning-shield,Assets/Resources/SO/Combat/Equipment/S05_RuneShield.asset
ResourceItemDefinitionSO,ResourceItemDefinitionSO|ammo:armor-piercing-cartridge,CombatWeaponSO,equipment-item:weapon:arquebus,CombatWeaponSO|equipment-item:weapon:arquebus,references,ammo:armor-piercing-cartridge,,,compatibleAmmunitionItemIds,compatible Ammunition Item Ids,content-reference,resolved-content,ResourceItemDefinitionSO|ammo:armor-piercing-cartridge,Assets/Resources/SO/Combat/Equipment/W18_Arquebus.asset
ResourceItemDefinitionSO,ResourceItemDefinitionSO|ammo:paper-cartridge,CombatWeaponSO,equipment-item:weapon:arquebus,CombatWeaponSO|equipment-item:weapon:arquebus,references,ammo:paper-cartridge,,,compatibleAmmunitionItemIds,compatible Ammunition Item Ids,content-reference,resolved-content,ResourceItemDefinitionSO|ammo:paper-cartridge,Assets/Resources/SO/Combat/Equipment/W18_Arquebus.asset
ResourceItemDefinitionSO,ResourceItemDefinitionSO|ammo:rune-cartridge,CombatWeaponSO,equipment-item:weapon:arquebus,CombatWeaponSO|equipment-item:weapon:arquebus,references,ammo:rune-cartridge,,,compatibleAmmunitionItemIds,compatible Ammunition Item Ids,content-reference,resolved-content,ResourceItemDefinitionSO|ammo:rune-cartridge,Assets/Resources/SO/Combat/Equipment/W18_Arquebus.asset
ResourceItemDefinitionSO,ResourceItemDefinitionSO|ammo:scatter-cartridge,CombatWeaponSO,equipment-item:weapon:arquebus,CombatWeaponSO|equipment-item:weapon:arquebus,references,ammo:scatter-cartridge,,,compatibleAmmunitionItemIds,compatible Ammunition Item Ids,content-reference,resolved-content,ResourceItemDefinitionSO|ammo:scatter-cartridge,Assets/Resources/SO/Combat/Equipment/W18_Arquebus.asset
ResourceItemDefinitionSO,ResourceItemDefinitionSO|ammo:signal-flare,CombatWeaponSO,equipment-item:weapon:arquebus,CombatWeaponSO|equipment-item:weapon:arquebus,references,ammo:signal-flare,,,compatibleAmmunitionItemIds,compatible Ammunition Item Ids,content-reference,resolved-content,ResourceItemDefinitionSO|ammo:signal-flare,Assets/Resources/SO/Combat/Equipment/W18_Arquebus.asset
ResourceItemDefinitionSO,ResourceItemDefinitionSO|ammo:smoke-cartridge,CombatWeaponSO,equipment-item:weapon:arquebus,CombatWeaponSO|equipment-item:weapon:arquebus,references,ammo:smoke-cartridge,,,compatibleAmmunitionItemIds,compatible Ammunition Item Ids,content-reference,resolved-content,ResourceItemDefinitionSO|ammo:smoke-cartridge,Assets/Resources/SO/Combat/Equipment/W18_Arquebus.asset
ResourceItemDefinitionSO,ResourceItemDefinitionSO|component:engineering-drawing,CombatWeaponSO,equipment-item:weapon:arquebus,CombatWeaponSO|equipment-item:weapon:arquebus,requires,component:engineering-drawing,1,,requiredComponentInputs.2.itemId,item Id,content-reference,resolved-content,ResourceItemDefinitionSO|component:engineering-drawing,Assets/Resources/SO/Combat/Equipment/W18_Arquebus.asset
ResourceItemDefinitionSO,ResourceItemDefinitionSO|component:machine-parts,CombatWeaponSO,equipment-item:weapon:arquebus,CombatWeaponSO|equipment-item:weapon:arquebus,requires,component:machine-parts,1,,requiredComponentInputs.0.itemId,item Id,content-reference,resolved-content,ResourceItemDefinitionSO|component:machine-parts,Assets/Resources/SO/Combat/Equipment/W18_Arquebus.asset
ResourceItemDefinitionSO,ResourceItemDefinitionSO|component:precision-parts,CombatWeaponSO,equipment-item:weapon:arquebus,CombatWeaponSO|equipment-item:weapon:arquebus,requires,component:precision-parts,1,,requiredComponentInputs.1.itemId,item Id,content-reference,resolved-content,ResourceItemDefinitionSO|component:precision-parts,Assets/Resources/SO/Combat/Equipment/W18_Arquebus.asset
ResourceItemDefinitionSO,ResourceItemDefinitionSO|component:growth-frame,CombatWeaponSO,equipment-item:weapon:blacksteel-poleaxe,CombatWeaponSO|equipment-item:weapon:blacksteel-poleaxe,requires,component:growth-frame,1,,requiredComponentInputs.0.itemId,item Id,content-reference,resolved-content,ResourceItemDefinitionSO|component:growth-frame,Assets/Resources/SO/Combat/Equipment/W28_BlacksteelPoleaxe.asset
ResourceItemDefinitionSO,ResourceItemDefinitionSO|material:blacksteel-ingot,CombatWeaponSO,equipment-item:weapon:blacksteel-poleaxe,CombatWeaponSO|equipment-item:weapon:blacksteel-poleaxe,requires,material:blacksteel-ingot,2,,requiredComponentInputs.1.itemId,item Id,content-reference,resolved-content,CraftMaterialDefinitionSO|material:blacksteel-ingot; ResourceItemDefinitionSO|material:blacksteel-ingot,Assets/Resources/SO/Combat/Equipment/W28_BlacksteelPoleaxe.asset
ResourceItemDefinitionSO,ResourceItemDefinitionSO|material:spring-steel,CombatWeaponSO,equipment-item:weapon:blacksteel-poleaxe,CombatWeaponSO|equipment-item:weapon:blacksteel-poleaxe,requires,material:spring-steel,1,,requiredComponentInputs.2.itemId,item Id,content-reference,resolved-content,ResourceItemDefinitionSO|material:spring-steel,Assets/Resources/SO/Combat/Equipment/W28_BlacksteelPoleaxe.asset
ResourceItemDefinitionSO,ResourceItemDefinitionSO|ammo:arrow-bone,CombatWeaponSO,equipment-item:weapon:composite-bow,CombatWeaponSO|equipment-item:weapon:composite-bow,references,ammo:arrow-bone,,,compatibleAmmunitionItemIds,compatible Ammunition Item Ids,content-reference,resolved-content,ResourceItemDefinitionSO|ammo:arrow-bone,Assets/Resources/SO/Combat/Equipment/W14_CompositeBow.asset
ResourceItemDefinitionSO,ResourceItemDefinitionSO|ammo:arrow-iron,CombatWeaponSO,equipment-item:weapon:composite-bow,CombatWeaponSO|equipment-item:weapon:composite-bow,references,ammo:arrow-iron,,,compatibleAmmunitionItemIds,compatible Ammunition Item Ids,content-reference,resolved-content,ResourceItemDefinitionSO|ammo:arrow-iron,Assets/Resources/SO/Combat/Equipment/W14_CompositeBow.asset
ResourceItemDefinitionSO,ResourceItemDefinitionSO|ammo:arrow-rune,CombatWeaponSO,equipment-item:weapon:composite-bow,CombatWeaponSO|equipment-item:weapon:composite-bow,references,ammo:arrow-rune,,,compatibleAmmunitionItemIds,compatible Ammunition Item Ids,content-reference,resolved-content,ResourceItemDefinitionSO|ammo:arrow-rune,Assets/Resources/SO/Combat/Equipment/W14_CompositeBow.asset
ResourceItemDefinitionSO,ResourceItemDefinitionSO|ammo:arrow-steel,CombatWeaponSO,equipment-item:weapon:composite-bow,CombatWeaponSO|equipment-item:weapon:composite-bow,references,ammo:arrow-steel,,,compatibleAmmunitionItemIds,compatible Ammunition Item Ids,content-reference,resolved-content,ResourceItemDefinitionSO|ammo:arrow-steel,Assets/Resources/SO/Combat/Equipment/W14_CompositeBow.asset
ResourceItemDefinitionSO,ResourceItemDefinitionSO|ammo:incendiary-arrow,CombatWeaponSO,equipment-item:weapon:composite-bow,CombatWeaponSO|equipment-item:weapon:composite-bow,references,ammo:incendiary-arrow,,,compatibleAmmunitionItemIds,compatible Ammunition Item Ids,content-reference,resolved-content,ResourceItemDefinitionSO|ammo:incendiary-arrow,Assets/Resources/SO/Combat/Equipment/W14_CompositeBow.asset
ResourceItemDefinitionSO,ResourceItemDefinitionSO|material:bowstring,CombatWeaponSO,equipment-item:weapon:composite-bow,CombatWeaponSO|equipment-item:weapon:composite-bow,requires,material:bowstring,1,,requiredComponentInputs.0.itemId,item Id,content-reference,resolved-content,ResourceItemDefinitionSO|material:bowstring,Assets/Resources/SO/Combat/Equipment/W14_CompositeBow.asset
ResourceItemDefinitionSO,ResourceItemDefinitionSO|material:laminated-lumber,CombatWeaponSO,equipment-item:weapon:composite-bow,CombatWeaponSO|equipment-item:weapon:composite-bow,requires,material:laminated-lumber,1,,requiredComponentInputs.2.itemId,item Id,content-reference,resolved-content,ResourceItemDefinitionSO|material:laminated-lumber,Assets/Resources/SO/Combat/Equipment/W14_CompositeBow.asset
