"portfolio_id","horizon_day","research_id","closure_role","required_wu","maximum_researchers","target_chain","source_path","numeric_authority","static_status"
"hospitality","960","research:commerce:retail","explicit-target","28","1","research:commerce:expansion|research:commerce:retail|research:commerce:secure-trade|research:control:blood-show|research:control:show","Assets/Resources/SO/Research/Projects/commerce_retail.asset","research-numeric-ledger.csv","closure-resolved"
"hospitality","960","research:commerce:secure-trade","explicit-target","60","1","research:commerce:secure-trade","Assets/Resources/SO/Research/Projects/commerce_secure_trade.asset","research-numeric-ledger.csv","closure-resolved"
"hospitality","960","research:control:blood-show","explicit-target","60","1","research:control:blood-show","Assets/Resources/SO/Research/Projects/control_blood_show.asset","research-numeric-ledger.csv","closure-resolved"
"hospitality","960","research:control:labor","prerequisite-closure","28","1","research:control:blood-show|research:control:show","Assets/Resources/SO/Research/Projects/control_labor.asset","research-numeric-ledger.csv","closure-resolved"
"hospitality","960","research:control:restraints","prerequisite-closure","17","1","research:control:blood-show|research:control:show","Assets/Resources/SO/Research/Projects/control_restraints.asset","research-numeric-ledger.csv","closure-resolved"
"hospitality","960","research:control:show","explicit-target","42","1","research:control:blood-show|research:control:show","Assets/Resources/SO/Research/Projects/control_show.asset","research-numeric-ledger.csv","closure-resolved"
"hospitality","960","research:cuisine:crops","prerequisite-closure","17","1","research:service:dining-operations","Assets/Resources/SO/Research/Projects/cuisine_crops.asset","research-numeric-ledger.csv","closure-resolved"
"hospitality","960","research:cuisine:livestock","prerequisite-closure","42","1","research:service:dining-operations","Assets/Resources/SO/Research/Projects/cuisine_livestock.asset","research-numeric-ledger.csv","closure-resolved"
"hospitality","960","research:cuisine:milling","prerequisite-closure","28","1","research:service:dining-operations","Assets/Resources/SO/Research/Projects/cuisine_milling.asset","research-numeric-ledger.csv","closure-resolved"
"hospitality","960","research:cuisine:vegan","prerequisite-closure","42","1","research:service:dining-operations","Assets/Resources/SO/Research/Projects/cuisine_vegan.asset","research-numeric-ledger.csv","closure-resolved"
"hospitality","960","research:defense:fortification","prerequisite-closure","28","1","research:commerce:secure-trade","Assets/Resources/SO/Research/Projects/defense_fortification.asset","research-numeric-ledger.csv","closure-resolved"
"hospitality","960","research:defense:watch","prerequisite-closure","17","1","research:authority:ritual|research:commerce:secure-trade|research:control:blood-show","Assets/Resources/SO/Research/Projects/defense_watch.asset","research-numeric-ledger.csv","closure-resolved"
"hospitality","960","research:forestry:charcoal","prerequisite-closure","42","1","research:service-automation","Assets/Resources/SO/Research/Projects/forestry_charcoal.asset","research-numeric-ledger.csv","closure-resolved"
"hospitality","960","research:forestry:logging","prerequisite-closure","28","1","research:service-automation","Assets/Resources/SO/Research/Projects/forestry_logging.asset","research-numeric-ledger.csv","closure-resolved"
"hospitality","960","research:forestry:sawmill","prerequisite-closure","28","1","research:service-automation","Assets/Resources/SO/Research/Projects/forestry_sawmill.asset","research-numeric-ledger.csv","closure-resolved"
"hospitality","960","research:forestry:tools","prerequisite-closure","17","1","research:service-automation","Assets/Resources/SO/Research/Projects/forestry_tools.asset","research-numeric-ledger.csv","closure-resolved"
"hospitality","960","research:hospitality-operations","explicit-target","42","1","research:hospitality-operations|research:service-automation","Assets/Resources/SO/Research/Projects/hospitality_operations.asset","research-numeric-ledger.csv","closure-resolved"
"hospitality","960","research:husbandry:capture","prerequisite-closure","17","1","research:service:dining-operations","Assets/Resources/SO/Research/Projects/husbandry_capture.asset","research-numeric-ledger.csv","closure-resolved"
"hospitality","960","research:husbandry:feed","prerequisite-closure","42","1","research:service:dining-operations","Assets/Resources/SO/Research/Projects/husbandry_feed.asset","research-numeric-ledger.csv","closure-resolved"
"hospitality","960","research:husbandry:stable","prerequisite-closure","28","1","research:service:dining-operations","Assets/Resources/SO/Research/Projects/husbandry_stable.asset","research-numeric-ledger.csv","closure-resolved"
"hospitality","960","research:industry:steam-power","prerequisite-closure","446","1","research:service-automation","Assets/Resources/SO/Research/Projects/industry_steam_power.asset","research-numeric-ledger.csv","closure-resolved"
"hospitality","960","research:medical-reception","prerequisite-closure","42","1","research:service-automation","Assets/Resources/SO/Research/Projects/medical_reception.asset","research-numeric-ledger.csv","closure-resolved"
"hospitality","960","research:metallurgy:iron","prerequisite-closure","28","1","research:service-automation","Assets/Resources/SO/Research/Projects/metallurgy_iron.asset","research-numeric-ledger.csv","closure-resolved"
"hospitality","960","research:metallurgy:primitive","prerequisite-closure","17","1","research:service-automation","Assets/Resources/SO/Research/Projects/metallurgy_primitive.asset","research-numeric-ledger.csv","closure-resolved"
"hospitality","960","research:service-automation","explicit-target","328","1","research:service-automation","Assets/Resources/SO/Research/Projects/service_automation.asset","research-numeric-ledger.csv","closure-resolved"
"hospitality","960","research:service-flow","prerequisite-closure","28","1","research:hospitality-operations|research:service-automation|research:service:dining-operations","Assets/Resources/SO/Research/Projects/service_flow.asset","research-numeric-ledger.csv","closure-resolved"
"hospitality","960","research:service:dining-operations","explicit-target","84","1","research:service:dining-operations","Assets/Resources/SO/Research/Projects/service_dining_operations.asset","research-numeric-ledger.csv","closure-resolved"
"hospitality","960","research:survival:medical","prerequisite-closure","60","1","research:service-automation","Assets/Resources/SO/Research/Projects/survival_medical.asset","research-numeric-ledger.csv","closure-resolved"
"hospitality","960","research:survival:preservation","prerequisite-closure","42","1","research:service-automation","Assets/Resources/SO/Research/Projects/survival_preservation.asset","research-numeric-ledger.csv","closure-resolved"
"hospitality","960","research:survival:sanitation","prerequisite-closure","17","1","research:service-automation","Assets/Resources/SO/Research/Projects/survival_sanitation.asset","research-numeric-ledger.csv","closure-resolved"
"hospitality","960","research:survival:support","prerequisite-closure","28","1","research:service-automation","Assets/Resources/SO/Research/Projects/survival_support.asset","research-numeric-ledger.csv","closure-resolved"
