"portfolio_id","horizon_day","research_id","closure_role","required_wu","maximum_researchers","target_chain","source_path","numeric_authority","static_status"
"industrial","960","research:industry:junctions","prerequisite-closure","910","1","research:industry:lifts|research:industry:line-balancing","Assets/Resources/SO/Research/Projects/industry_junctions.asset","research-numeric-ledger.csv","closure-resolved"
"industrial","960","research:industry:lifts","explicit-target","1200","1","research:industry:lifts","Assets/Resources/SO/Research/Projects/industry_lifts.asset","research-numeric-ledger.csv","closure-resolved"
"industrial","960","research:industry:line-balancing","explicit-target","873","1","research:industry:line-balancing","Assets/Resources/SO/Research/Projects/industry_line_balancing.asset","research-numeric-ledger.csv","closure-resolved"
"industrial","960","research:industry:powered-tools","prerequisite-closure","700","1","research:industry:assisted-processing|research:industry:automatic-bills|research:industry:electric-smelting|research:industry:line-balancing|research:industry:storage","Assets/Resources/SO/Research/Projects/industry_powered_tools.asset","research-numeric-ledger.csv","closure-resolved"
"industrial","960","research:industry:steam-power","explicit-target","446","1","research:industry:assisted-processing|research:industry:automatic-bills|research:industry:conveyor|research:industry:electric-smelting|research:industry:lifts|research:industry:line-balancing|research:industry:steam-power|research:industry:storage","Assets/Resources/SO/Research/Projects/industry_steam_power.asset","research-numeric-ledger.csv","closure-resolved"
"industrial","960","research:industry:storage","explicit-target","582","1","research:industry:storage","Assets/Resources/SO/Research/Projects/industry_storage.asset","research-numeric-ledger.csv","closure-resolved"
"industrial","960","research:metallurgy:iron","explicit-target","28","1","research:industry:assisted-processing|research:industry:automatic-bills|research:industry:conveyor|research:industry:electric-smelting|research:industry:lifts|research:industry:line-balancing|research:industry:steam-power|research:industry:storage|research:metallurgy:iron","Assets/Resources/SO/Research/Projects/metallurgy_iron.asset","research-numeric-ledger.csv","closure-resolved"
"industrial","960","research:metallurgy:primitive","explicit-target","17","1","research:industry:assisted-processing|research:industry:automatic-bills|research:industry:conveyor|research:industry:electric-smelting|research:industry:lifts|research:industry:line-balancing|research:industry:steam-power|research:industry:storage|research:metallurgy:iron|research:metallurgy:primitive","Assets/Resources/SO/Research/Projects/metallurgy_primitive.asset","research-numeric-ledger.csv","closure-resolved"
"industrial","960","research:metallurgy:steel","prerequisite-closure","42","1","research:industry:assisted-processing|research:industry:automatic-bills|research:industry:electric-smelting|research:industry:lifts|research:industry:line-balancing|research:industry:storage","Assets/Resources/SO/Research/Projects/metallurgy_steel.asset","research-numeric-ledger.csv","closure-resolved"
"industrial","960","research:mining:quarry","explicit-target","28","1","research:mining:quarry","Assets/Resources/SO/Research/Projects/mining_quarry.asset","research-numeric-ledger.csv","closure-resolved"
"industrial","960","research:mining:surface","explicit-target","17","1","research:mining:quarry|research:mining:surface","Assets/Resources/SO/Research/Projects/mining_surface.asset","research-numeric-ledger.csv","closure-resolved"
"industrial","960","research:pharmacology:antiseptic","prerequisite-closure","28","1","research:industry:electric-smelting","Assets/Resources/SO/Research/Projects/pharmacology_antiseptic.asset","research-numeric-ledger.csv","closure-resolved"
"industrial","960","research:pharmacology:distillation","prerequisite-closure","42","1","research:industry:electric-smelting","Assets/Resources/SO/Research/Projects/pharmacology_distillation.asset","research-numeric-ledger.csv","closure-resolved"
"industrial","960","research:pharmacology:herbalism","prerequisite-closure","17","1","research:industry:electric-smelting","Assets/Resources/SO/Research/Projects/pharmacology_herbalism.asset","research-numeric-ledger.csv","closure-resolved"
"industrial","960","research:plumbing:basics","prerequisite-closure","130","1","research:industry:electric-smelting","Assets/Resources/SO/Research/Projects/plumbing_basics.asset","research-numeric-ledger.csv","closure-resolved"
"industrial","960","research:plumbing:reuse","prerequisite-closure","115","1","research:industry:electric-smelting","Assets/Resources/SO/Research/Projects/plumbing_reuse.asset","research-numeric-ledger.csv","closure-resolved"
"industrial","960","research:plumbing:sewer","prerequisite-closure","228","1","research:industry:electric-smelting","Assets/Resources/SO/Research/Projects/plumbing_sewer.asset","research-numeric-ledger.csv","closure-resolved"
"industrial","960","research:survival:sanitation","prerequisite-closure","17","1","research:industry:electric-smelting","Assets/Resources/SO/Research/Projects/survival_sanitation.asset","research-numeric-ledger.csv","closure-resolved"
"industrial","960","research:survival:support","prerequisite-closure","28","1","research:industry:electric-smelting","Assets/Resources/SO/Research/Projects/survival_support.asset","research-numeric-ledger.csv","closure-resolved"
"industrial","960","research:textile:fiber","prerequisite-closure","17","1","research:industry:electric-smelting","Assets/Resources/SO/Research/Projects/textile_fiber.asset","research-numeric-ledger.csv","closure-resolved"
