"portfolio_id","horizon_day","research_id","closure_role","required_wu","maximum_researchers","target_chain","source_path","numeric_authority","static_status"
"arcane","960","research:forestry:tools","prerequisite-closure","17","1","research:equipment:rune-module-tuning|research:genetics:hereditary-records|research:industry:mana-power|research:medical:organ-regeneration|research:medical:regenerative-culture|research:medical:temporal-stasis|research:medical:whole-body-regeneration","Assets/Resources/SO/Research/Projects/forestry_tools.asset","research-numeric-ledger.csv","closure-resolved"
"arcane","960","research:forestry:treated","prerequisite-closure","60","1","research:medical:organ-regeneration|research:medical:regenerative-culture|research:medical:temporal-stasis|research:medical:whole-body-regeneration","Assets/Resources/SO/Research/Projects/forestry_treated.asset","research-numeric-ledger.csv","closure-resolved"
"arcane","960","research:genetics:controlled-heredity","prerequisite-closure","819","1","research:medical:temporal-stasis","Assets/Resources/SO/Research/Projects/genetics_controlled_heredity.asset","research-numeric-ledger.csv","closure-resolved"
"arcane","960","research:genetics:cross-lineage-stabilization","prerequisite-closure","4364","1","research:medical:temporal-stasis","Assets/Resources/SO/Research/Projects/genetics_cross_lineage_stabilization.asset","research-numeric-ledger.csv","closure-resolved"
"arcane","960","research:genetics:hereditary-records","explicit-target","691","1","research:genetics:hereditary-records|research:medical:temporal-stasis","Assets/Resources/SO/Research/Projects/genetics_hereditary_records.asset","research-numeric-ledger.csv","closure-resolved"
"arcane","960","research:husbandry:breeding","prerequisite-closure","60","1","research:genetics:hereditary-records|research:medical:organ-regeneration|research:medical:temporal-stasis|research:medical:whole-body-regeneration","Assets/Resources/SO/Research/Projects/husbandry_breeding.asset","research-numeric-ledger.csv","closure-resolved"
"arcane","960","research:husbandry:capture","prerequisite-closure","17","1","research:genetics:hereditary-records|research:medical:organ-regeneration|research:medical:temporal-stasis|research:medical:whole-body-regeneration","Assets/Resources/SO/Research/Projects/husbandry_capture.asset","research-numeric-ledger.csv","closure-resolved"
"arcane","960","research:husbandry:feed","prerequisite-closure","42","1","research:genetics:hereditary-records|research:medical:organ-regeneration|research:medical:temporal-stasis|research:medical:whole-body-regeneration","Assets/Resources/SO/Research/Projects/husbandry_feed.asset","research-numeric-ledger.csv","closure-resolved"
"arcane","960","research:husbandry:selective","prerequisite-closure","84","1","research:genetics:hereditary-records|research:medical:organ-regeneration|research:medical:temporal-stasis|research:medical:whole-body-regeneration","Assets/Resources/SO/Research/Projects/husbandry_selective.asset","research-numeric-ledger.csv","closure-resolved"
"arcane","960","research:husbandry:stable","prerequisite-closure","28","1","research:genetics:hereditary-records|research:medical:organ-regeneration|research:medical:temporal-stasis|research:medical:whole-body-regeneration","Assets/Resources/SO/Research/Projects/husbandry_stable.asset","research-numeric-ledger.csv","closure-resolved"
"arcane","960","research:husbandry:taming","prerequisite-closure","42","1","research:genetics:hereditary-records|research:medical:organ-regeneration|research:medical:temporal-stasis|research:medical:whole-body-regeneration","Assets/Resources/SO/Research/Projects/husbandry_taming.asset","research-numeric-ledger.csv","closure-resolved"
"arcane","960","research:industry:assisted-processing","prerequisite-closure","328","1","research:equipment:rune-module-tuning|research:industry:mana-power|research:medical:temporal-stasis|research:medical:whole-body-regeneration","Assets/Resources/SO/Research/Projects/industry_assisted_processing.asset","research-numeric-ledger.csv","closure-resolved"
"arcane","960","research:industry:automatic-bills","prerequisite-closure","873","1","research:equipment:rune-module-tuning|research:industry:mana-power|research:medical:temporal-stasis|research:medical:whole-body-regeneration","Assets/Resources/SO/Research/Projects/industry_automatic_bills.asset","research-numeric-ledger.csv","closure-resolved"
"arcane","960","research:industry:breakers","prerequisite-closure","582","1","research:equipment:rune-module-tuning|research:industry:mana-power|research:medical:temporal-stasis|research:medical:whole-body-regeneration","Assets/Resources/SO/Research/Projects/industry_breakers.asset","research-numeric-ledger.csv","closure-resolved"
"arcane","960","research:industry:conveyor","prerequisite-closure","582","1","research:equipment:rune-module-tuning|research:industry:mana-power|research:medical:temporal-stasis|research:medical:whole-body-regeneration","Assets/Resources/SO/Research/Projects/industry_conveyor.asset","research-numeric-ledger.csv","closure-resolved"
"arcane","960","research:industry:electric-smelting","prerequisite-closure","655","1","research:medical:temporal-stasis|research:medical:whole-body-regeneration","Assets/Resources/SO/Research/Projects/industry_electric_smelting.asset","research-numeric-ledger.csv","closure-resolved"
"arcane","960","research:industry:mana-power","explicit-target","764","1","research:equipment:rune-module-tuning|research:industry:mana-power|research:medical:temporal-stasis|research:medical:whole-body-regeneration","Assets/Resources/SO/Research/Projects/industry_mana_power.asset","research-numeric-ledger.csv","closure-resolved"
"arcane","960","research:industry:powered-tools","prerequisite-closure","700","1","research:equipment:rune-module-tuning|research:genetics:hereditary-records|research:industry:mana-power|research:medical:organ-regeneration|research:medical:regenerative-culture|research:medical:temporal-stasis|research:medical:whole-body-regeneration","Assets/Resources/SO/Research/Projects/industry_powered_tools.asset","research-numeric-ledger.csv","closure-resolved"
"arcane","960","research:industry:precision","prerequisite-closure","437","1","research:medical:temporal-stasis","Assets/Resources/SO/Research/Projects/industry_precision.asset","research-numeric-ledger.csv","closure-resolved"
"arcane","960","research:industry:steam-power","prerequisite-closure","446","1","research:equipment:rune-module-tuning|research:genetics:hereditary-records|research:industry:mana-power|research:medical:organ-regeneration|research:medical:regenerative-culture|research:medical:temporal-stasis|research:medical:whole-body-regeneration","Assets/Resources/SO/Research/Projects/industry_steam_power.asset","research-numeric-ledger.csv","closure-resolved"
"arcane","960","research:industry:storage","prerequisite-closure","582","1","research:equipment:rune-module-tuning|research:industry:mana-power|research:medical:temporal-stasis|research:medical:whole-body-regeneration","Assets/Resources/SO/Research/Projects/industry_storage.asset","research-numeric-ledger.csv","closure-resolved"
"arcane","960","research:life:seasonal-calendar","prerequisite-closure","84","1","research:medical:temporal-stasis","Assets/Resources/SO/Research/Projects/life_seasonal_calendar.asset","research-numeric-ledger.csv","closure-resolved"
"arcane","960","research:medical:anatomy","prerequisite-closure","42","1","research:genetics:hereditary-records|research:medical:organ-regeneration|research:medical:regenerative-culture|research:medical:temporal-stasis|research:medical:whole-body-regeneration","Assets/Resources/SO/Research/Projects/medical_anatomy.asset","research-numeric-ledger.csv","closure-resolved"
"arcane","960","research:medical:blood-rejuvenation","prerequisite-closure","2182","1","research:medical:temporal-stasis|research:medical:whole-body-regeneration","Assets/Resources/SO/Research/Projects/medical_blood_rejuvenation.asset","research-numeric-ledger.csv","closure-resolved"
"arcane","960","research:medical:bloodcraft-augmentation","prerequisite-closure","115","1","research:medical:temporal-stasis|research:medical:whole-body-regeneration","Assets/Resources/SO/Research/Projects/medical_bloodcraft_augmentation.asset","research-numeric-ledger.csv","closure-resolved"
"arcane","960","research:medical:gerontology","prerequisite-closure","519","1","research:genetics:hereditary-records|research:medical:organ-regeneration|research:medical:regenerative-culture|research:medical:temporal-stasis|research:medical:whole-body-regeneration","Assets/Resources/SO/Research/Projects/medical_gerontology.asset","research-numeric-ledger.csv","closure-resolved"
"arcane","960","research:medical:mycelial-grafting","prerequisite-closure","84","1","research:medical:organ-regeneration|research:medical:regenerative-culture|research:medical:temporal-stasis|research:medical:whole-body-regeneration","Assets/Resources/SO/Research/Projects/medical_mycelial_grafting.asset","research-numeric-ledger.csv","closure-resolved"
"arcane","960","research:medical:organ-preservation","prerequisite-closure","84","1","research:medical:organ-regeneration|research:medical:regenerative-culture|research:medical:temporal-stasis|research:medical:whole-body-regeneration","Assets/Resources/SO/Research/Projects/medical_organ_preservation.asset","research-numeric-ledger.csv","closure-resolved"
"arcane","960","research:medical:organ-regeneration","explicit-target","3273","1","research:medical:organ-regeneration|research:medical:temporal-stasis|research:medical:whole-body-regeneration","Assets/Resources/SO/Research/Projects/medical_organ_regeneration.asset","research-numeric-ledger.csv","closure-resolved"
"arcane","960","research:medical:regenerative-culture","explicit-target","2182","1","research:medical:organ-regeneration|research:medical:regenerative-culture|research:medical:temporal-stasis|research:medical:whole-body-regeneration","Assets/Resources/SO/Research/Projects/medical_regenerative_culture.asset","research-numeric-ledger.csv","closure-resolved"
"arcane","960","research:medical:reproductive-medicine","prerequisite-closure","255","1","research:medical:temporal-stasis","Assets/Resources/SO/Research/Projects/medical_reproductive_medicine.asset","research-numeric-ledger.csv","closure-resolved"
"arcane","960","research:medical:rune-hibernation","prerequisite-closure","2182","1","research:medical:temporal-stasis|research:medical:whole-body-regeneration","Assets/Resources/SO/Research/Projects/medical_rune_hibernation.asset","research-numeric-ledger.csv","closure-resolved"
"arcane","960","research:medical:slime-bioengineering","prerequisite-closure","84","1","research:medical:temporal-stasis|research:medical:whole-body-regeneration","Assets/Resources/SO/Research/Projects/medical_slime_bioengineering.asset","research-numeric-ledger.csv","closure-resolved"
"arcane","960","research:medical:surgery","prerequisite-closure","60","1","research:medical:organ-regeneration|research:medical:regenerative-culture|research:medical:temporal-stasis|research:medical:whole-body-regeneration","Assets/Resources/SO/Research/Projects/medical_surgery.asset","research-numeric-ledger.csv","closure-resolved"
"arcane","960","research:medical:temporal-stasis","explicit-target","5455","1","research:medical:temporal-stasis","Assets/Resources/SO/Research/Projects/medical_temporal_stasis.asset","research-numeric-ledger.csv","closure-resolved"
"arcane","960","research:medical:whole-body-regeneration","explicit-target","5455","1","research:medical:temporal-stasis|research:medical:whole-body-regeneration","Assets/Resources/SO/Research/Projects/medical_whole_body_regeneration.asset","research-numeric-ledger.csv","closure-resolved"
"arcane","960","research:medical:xenotransplant","prerequisite-closure","115","1","research:medical:organ-regeneration|research:medical:temporal-stasis|research:medical:whole-body-regeneration","Assets/Resources/SO/Research/Projects/medical_xenotransplant.asset","research-numeric-ledger.csv","closure-resolved"
"arcane","960","research:metallurgy:advanced","prerequisite-closure","60","1","research:equipment:rune-module-tuning|research:genetics:hereditary-records|research:medical:organ-regeneration|research:medical:regenerative-culture|research:medical:temporal-stasis|research:medical:whole-body-regeneration","Assets/Resources/SO/Research/Projects/metallurgy_advanced.asset","research-numeric-ledger.csv","closure-resolved"
"arcane","960","research:metallurgy:iron","prerequisite-closure","28","1","research:equipment:rune-module-tuning|research:genetics:hereditary-records|research:industry:mana-power|research:medical:organ-regeneration|research:medical:regenerative-culture|research:medical:temporal-stasis|research:medical:whole-body-regeneration","Assets/Resources/SO/Research/Projects/metallurgy_iron.asset","research-numeric-ledger.csv","closure-resolved"
"arcane","960","research:metallurgy:primitive","prerequisite-closure","17","1","research:equipment:rune-module-tuning|research:genetics:hereditary-records|research:industry:mana-power|research:medical:organ-regeneration|research:medical:regenerative-culture|research:medical:temporal-stasis|research:medical:whole-body-regeneration","Assets/Resources/SO/Research/Projects/metallurgy_primitive.asset","research-numeric-ledger.csv","closure-resolved"
"arcane","960","research:metallurgy:steel","prerequisite-closure","42","1","research:equipment:rune-module-tuning|research:genetics:hereditary-records|research:industry:mana-power|research:medical:organ-regeneration|research:medical:regenerative-culture|research:medical:temporal-stasis|research:medical:whole-body-regeneration","Assets/Resources/SO/Research/Projects/metallurgy_steel.asset","research-numeric-ledger.csv","closure-resolved"
"arcane","960","research:pharmacology:advanced","prerequisite-closure","84","1","research:genetics:hereditary-records|research:medical:organ-regeneration|research:medical:regenerative-culture|research:medical:temporal-stasis|research:medical:whole-body-regeneration","Assets/Resources/SO/Research/Projects/pharmacology_advanced.asset","research-numeric-ledger.csv","closure-resolved"
"arcane","960","research:pharmacology:anesthesia","prerequisite-closure","60","1","research:genetics:hereditary-records|research:medical:organ-regeneration|research:medical:regenerative-culture|research:medical:temporal-stasis|research:medical:whole-body-regeneration","Assets/Resources/SO/Research/Projects/pharmacology_anesthesia.asset","research-numeric-ledger.csv","closure-resolved"
"arcane","960","research:pharmacology:antiseptic","prerequisite-closure","28","1","research:genetics:hereditary-records|research:medical:organ-regeneration|research:medical:regenerative-culture|research:medical:temporal-stasis|research:medical:whole-body-regeneration","Assets/Resources/SO/Research/Projects/pharmacology_antiseptic.asset","research-numeric-ledger.csv","closure-resolved"
"arcane","960","research:pharmacology:distillation","prerequisite-closure","42","1","research:genetics:hereditary-records|research:medical:organ-regeneration|research:medical:regenerative-culture|research:medical:temporal-stasis|research:medical:whole-body-regeneration","Assets/Resources/SO/Research/Projects/pharmacology_distillation.asset","research-numeric-ledger.csv","closure-resolved"
"arcane","960","research:pharmacology:herbalism","prerequisite-closure","17","1","research:genetics:hereditary-records|research:medical:organ-regeneration|research:medical:regenerative-culture|research:medical:temporal-stasis|research:medical:whole-body-regeneration","Assets/Resources/SO/Research/Projects/pharmacology_herbalism.asset","research-numeric-ledger.csv","closure-resolved"
"arcane","960","research:pharmacology:stimulants","prerequisite-closure","60","1","research:genetics:hereditary-records|research:medical:organ-regeneration|research:medical:regenerative-culture|research:medical:temporal-stasis|research:medical:whole-body-regeneration","Assets/Resources/SO/Research/Projects/pharmacology_stimulants.asset","research-numeric-ledger.csv","closure-resolved"
"arcane","960","research:plumbing:basics","prerequisite-closure","130","1","research:medical:temporal-stasis|research:medical:whole-body-regeneration","Assets/Resources/SO/Research/Projects/plumbing_basics.asset","research-numeric-ledger.csv","closure-resolved"
"arcane","960","research:plumbing:reuse","prerequisite-closure","115","1","research:medical:temporal-stasis|research:medical:whole-body-regeneration","Assets/Resources/SO/Research/Projects/plumbing_reuse.asset","research-numeric-ledger.csv","closure-resolved"
"arcane","960","research:plumbing:sewer","prerequisite-closure","228","1","research:medical:temporal-stasis|research:medical:whole-body-regeneration","Assets/Resources/SO/Research/Projects/plumbing_sewer.asset","research-numeric-ledger.csv","closure-resolved"
"arcane","960","research:society:household-records","prerequisite-closure","199","1","research:genetics:hereditary-records|research:medical:organ-regeneration|research:medical:regenerative-culture|research:medical:temporal-stasis|research:medical:whole-body-regeneration","Assets/Resources/SO/Research/Projects/society_household_records.asset","research-numeric-ledger.csv","closure-resolved"
"arcane","960","research:survival:medical","prerequisite-closure","60","1","research:genetics:hereditary-records|research:medical:organ-regeneration|research:medical:regenerative-culture|research:medical:temporal-stasis|research:medical:whole-body-regeneration","Assets/Resources/SO/Research/Projects/survival_medical.asset","research-numeric-ledger.csv","closure-resolved"
"arcane","960","research:survival:preservation","prerequisite-closure","42","1","research:genetics:hereditary-records|research:medical:organ-regeneration|research:medical:regenerative-culture|research:medical:temporal-stasis|research:medical:whole-body-regeneration","Assets/Resources/SO/Research/Projects/survival_preservation.asset","research-numeric-ledger.csv","closure-resolved"
"arcane","960","research:survival:sanitation","prerequisite-closure","17","1","research:genetics:hereditary-records|research:medical:organ-regeneration|research:medical:regenerative-culture|research:medical:temporal-stasis|research:medical:whole-body-regeneration","Assets/Resources/SO/Research/Projects/survival_sanitation.asset","research-numeric-ledger.csv","closure-resolved"
"arcane","960","research:survival:support","prerequisite-closure","28","1","research:genetics:hereditary-records|research:medical:organ-regeneration|research:medical:regenerative-culture|research:medical:temporal-stasis|research:medical:whole-body-regeneration","Assets/Resources/SO/Research/Projects/survival_support.asset","research-numeric-ledger.csv","closure-resolved"
"arcane","960","research:textile:fiber","prerequisite-closure","17","1","research:equipment:rune-module-tuning|research:genetics:hereditary-records|research:medical:organ-regeneration|research:medical:regenerative-culture|research:medical:temporal-stasis|research:medical:whole-body-regeneration","Assets/Resources/SO/Research/Projects/textile_fiber.asset","research-numeric-ledger.csv","closure-resolved"
"arcane","960","research:textile:rune-leather","prerequisite-closure","60","1","research:medical:temporal-stasis","Assets/Resources/SO/Research/Projects/textile_rune_leather.asset","research-numeric-ledger.csv","closure-resolved"
"arcane","960","research:textile:tailoring","prerequisite-closure","42","1","research:equipment:rune-module-tuning|research:medical:temporal-stasis","Assets/Resources/SO/Research/Projects/textile_tailoring.asset","research-numeric-ledger.csv","closure-resolved"
"arcane","960","research:textile:tanning","prerequisite-closure","28","1","research:equipment:rune-module-tuning|research:medical:temporal-stasis","Assets/Resources/SO/Research/Projects/textile_tanning.asset","research-numeric-ledger.csv","closure-resolved"
