"portfolio_id","horizon_day","research_id","closure_role","required_wu","maximum_researchers","target_chain","source_path","numeric_authority","static_status"
"expeditionary","960","research:equipment:field-maintenance","explicit-target","84","1","research:equipment:field-maintenance","Assets/Resources/SO/Research/Projects/equipment_field_maintenance.asset","research-numeric-ledger.csv","closure-resolved"
"expeditionary","960","research:equipment:ignition-mechanisms","explicit-target","255","1","research:equipment:ballistics|research:equipment:ignition-mechanisms|research:equipment:pressure-barrels","Assets/Resources/SO/Research/Projects/equipment_ignition_mechanisms.asset","research-numeric-ledger.csv","closure-resolved"
"expeditionary","960","research:equipment:mechanical-projectiles","explicit-target","84","1","research:equipment:mechanical-projectiles","Assets/Resources/SO/Research/Projects/equipment_mechanical_projectiles.asset","research-numeric-ledger.csv","closure-resolved"
"expeditionary","960","research:equipment:pressure-barrels","explicit-target","655","1","research:equipment:pressure-barrels","Assets/Resources/SO/Research/Projects/equipment_pressure_barrels.asset","research-numeric-ledger.csv","closure-resolved"
"expeditionary","960","research:equipment:standard-ammunition","explicit-target","328","1","research:equipment:standard-ammunition","Assets/Resources/SO/Research/Projects/equipment_standard_ammunition.asset","research-numeric-ledger.csv","closure-resolved"
"expeditionary","960","research:equipment:weapon-patterns","explicit-target","42","1","research:equipment:weapon-patterns","Assets/Resources/SO/Research/Projects/equipment_weapon_patterns.asset","research-numeric-ledger.csv","closure-resolved"
"expeditionary","960","research:forestry:charcoal","prerequisite-closure","42","1","research:defense:siege-fortification|research:equipment:ballistics|research:equipment:black-powder|research:equipment:bowyery|research:equipment:ignition-mechanisms|research:equipment:mechanical-projectiles|research:equipment:pressure-barrels|research:equipment:standard-ammunition","Assets/Resources/SO/Research/Projects/forestry_charcoal.asset","research-numeric-ledger.csv","closure-resolved"
"expeditionary","960","research:forestry:logging","prerequisite-closure","28","1","research:defense:siege-fortification|research:equipment:ballistics|research:equipment:black-powder|research:equipment:bowyery|research:equipment:ignition-mechanisms|research:equipment:mechanical-projectiles|research:equipment:pressure-barrels|research:equipment:standard-ammunition","Assets/Resources/SO/Research/Projects/forestry_logging.asset","research-numeric-ledger.csv","closure-resolved"
"expeditionary","960","research:forestry:sawmill","prerequisite-closure","28","1","research:defense:siege-fortification|research:equipment:ballistics|research:equipment:black-powder|research:equipment:bowyery|research:equipment:ignition-mechanisms|research:equipment:mechanical-projectiles|research:equipment:pressure-barrels|research:equipment:standard-ammunition","Assets/Resources/SO/Research/Projects/forestry_sawmill.asset","research-numeric-ledger.csv","closure-resolved"
"expeditionary","960","research:forestry:tools","prerequisite-closure","17","1","research:defense:siege-fortification|research:equipment:ballistics|research:equipment:black-powder|research:equipment:bowyery|research:equipment:ignition-mechanisms|research:equipment:mechanical-projectiles|research:equipment:pressure-barrels|research:equipment:standard-ammunition|research:equipment:weapon-patterns","Assets/Resources/SO/Research/Projects/forestry_tools.asset","research-numeric-ledger.csv","closure-resolved"
"expeditionary","960","research:forestry:treated","prerequisite-closure","60","1","research:equipment:bowyery|research:equipment:mechanical-projectiles","Assets/Resources/SO/Research/Projects/forestry_treated.asset","research-numeric-ledger.csv","closure-resolved"
"expeditionary","960","research:industry:powered-tools","prerequisite-closure","700","1","research:equipment:ballistics|research:equipment:ignition-mechanisms|research:equipment:pressure-barrels|research:equipment:standard-ammunition","Assets/Resources/SO/Research/Projects/industry_powered_tools.asset","research-numeric-ledger.csv","closure-resolved"
"expeditionary","960","research:industry:steam-power","prerequisite-closure","446","1","research:defense:siege-fortification|research:equipment:ballistics|research:equipment:ignition-mechanisms|research:equipment:pressure-barrels|research:equipment:standard-ammunition","Assets/Resources/SO/Research/Projects/industry_steam_power.asset","research-numeric-ledger.csv","closure-resolved"
"expeditionary","960","research:metallurgy:advanced","prerequisite-closure","60","1","research:equipment:pressure-barrels","Assets/Resources/SO/Research/Projects/metallurgy_advanced.asset","research-numeric-ledger.csv","closure-resolved"
"expeditionary","960","research:metallurgy:iron","prerequisite-closure","28","1","research:defense:siege-fortification|research:equipment:ballistics|research:equipment:ignition-mechanisms|research:equipment:mechanical-projectiles|research:equipment:pressure-barrels|research:equipment:standard-ammunition","Assets/Resources/SO/Research/Projects/metallurgy_iron.asset","research-numeric-ledger.csv","closure-resolved"
"expeditionary","960","research:metallurgy:primitive","prerequisite-closure","17","1","research:defense:siege-fortification|research:equipment:ballistics|research:equipment:ignition-mechanisms|research:equipment:mechanical-projectiles|research:equipment:pressure-barrels|research:equipment:standard-ammunition|research:equipment:weapon-patterns","Assets/Resources/SO/Research/Projects/metallurgy_primitive.asset","research-numeric-ledger.csv","closure-resolved"
"expeditionary","960","research:metallurgy:steel","prerequisite-closure","42","1","research:defense:siege-fortification|research:equipment:ballistics|research:equipment:ignition-mechanisms|research:equipment:pressure-barrels|research:equipment:standard-ammunition","Assets/Resources/SO/Research/Projects/metallurgy_steel.asset","research-numeric-ledger.csv","closure-resolved"
"expeditionary","960","research:pharmacology:antiseptic","prerequisite-closure","28","1","research:equipment:ballistics|research:equipment:black-powder|research:equipment:ignition-mechanisms|research:equipment:pressure-barrels|research:equipment:standard-ammunition","Assets/Resources/SO/Research/Projects/pharmacology_antiseptic.asset","research-numeric-ledger.csv","closure-resolved"
"expeditionary","960","research:pharmacology:distillation","prerequisite-closure","42","1","research:equipment:ballistics|research:equipment:black-powder|research:equipment:ignition-mechanisms|research:equipment:pressure-barrels|research:equipment:standard-ammunition","Assets/Resources/SO/Research/Projects/pharmacology_distillation.asset","research-numeric-ledger.csv","closure-resolved"
"expeditionary","960","research:pharmacology:herbalism","prerequisite-closure","17","1","research:equipment:ballistics|research:equipment:black-powder|research:equipment:ignition-mechanisms|research:equipment:pressure-barrels|research:equipment:standard-ammunition","Assets/Resources/SO/Research/Projects/pharmacology_herbalism.asset","research-numeric-ledger.csv","closure-resolved"
"expeditionary","960","research:survival:preservation","prerequisite-closure","42","1","research:equipment:pressure-barrels","Assets/Resources/SO/Research/Projects/survival_preservation.asset","research-numeric-ledger.csv","closure-resolved"
"expeditionary","960","research:survival:sanitation","prerequisite-closure","17","1","research:equipment:pressure-barrels","Assets/Resources/SO/Research/Projects/survival_sanitation.asset","research-numeric-ledger.csv","closure-resolved"
"expeditionary","960","research:survival:support","prerequisite-closure","28","1","research:equipment:pressure-barrels","Assets/Resources/SO/Research/Projects/survival_support.asset","research-numeric-ledger.csv","closure-resolved"
"expeditionary","960","research:textile:fiber","prerequisite-closure","17","1","research:equipment:ballistics|research:equipment:black-powder|research:equipment:bowyery|research:equipment:field-maintenance|research:equipment:ignition-mechanisms|research:equipment:mechanical-projectiles|research:equipment:pressure-barrels|research:equipment:standard-ammunition","Assets/Resources/SO/Research/Projects/textile_fiber.asset","research-numeric-ledger.csv","closure-resolved"
"expeditionary","960","research:textile:layered","prerequisite-closure","60","1","research:equipment:pressure-barrels","Assets/Resources/SO/Research/Projects/textile_layered.asset","research-numeric-ledger.csv","closure-resolved"
"expeditionary","960","research:textile:tailoring","prerequisite-closure","42","1","research:equipment:field-maintenance|research:equipment:pressure-barrels","Assets/Resources/SO/Research/Projects/textile_tailoring.asset","research-numeric-ledger.csv","closure-resolved"
"expeditionary","960","research:textile:tanning","prerequisite-closure","28","1","research:equipment:field-maintenance|research:equipment:pressure-barrels","Assets/Resources/SO/Research/Projects/textile_tanning.asset","research-numeric-ledger.csv","closure-resolved"
