record_key,stable_id,field_path,raw_value,enum_type,enum_label,value_origin
SurgicalProcedureSO|procedure:amputation,procedure:amputation,references.RefIds.0.data.effectId,RemoveSurgicalNodeEffect,,,explicit-serialized
SurgicalProcedureSO|procedure:amputation,procedure:amputation,references.RefIds.0.data.createExtractedPart,0,,,explicit-serialized
SurgicalProcedureSO|procedure:arcane-modification,procedure:arcane-modification,m_Name,procedure_arcane-modification,,,explicit-serialized
SurgicalProcedureSO|procedure:arcane-modification,procedure:arcane-modification,procedureId,procedure:arcane-modification,,,explicit-serialized
SurgicalProcedureSO|procedure:arcane-modification,procedure:arcane-modification,displayName,이형 개조,,,explicit-serialized
SurgicalProcedureSO|procedure:arcane-modification,procedure:arcane-modification,description,비전 기관을 결합해 신체의 한계를 넘기지만 돌연변이 부담을 남긴다.,,,explicit-serialized
SurgicalProcedureSO|procedure:arcane-modification,procedure:arcane-modification,kind,9,SurgicalProcedureKind,Arcane Modification,explicit-serialized
SurgicalProcedureSO|procedure:arcane-modification,procedure:arcane-modification,family,0,MedicalProcedureFamily,Biological,explicit-serialized
SurgicalProcedureSO|procedure:arcane-modification,procedure:arcane-modification,urgency,2,MedicalProcedureUrgency,Required,explicit-serialized
SurgicalProcedureSO|procedure:arcane-modification,procedure:arcane-modification,allowedAnatomyFamilies,[],,,explicit-serialized
SurgicalProcedureSO|procedure:arcane-modification,procedure:arcane-modification,allowedSpeciesIds,[],,,explicit-serialized
SurgicalProcedureSO|procedure:arcane-modification,procedure:arcane-modification,operatorRequirement.stats,[],,,explicit-serialized
SurgicalProcedureSO|procedure:arcane-modification,procedure:arcane-modification,operatorRequirement.minimumWeightedScore,3,,,explicit-serialized
SurgicalProcedureSO|procedure:arcane-modification,procedure:arcane-modification,targetNodeId,,,,explicit-serialized
SurgicalProcedureSO|procedure:arcane-modification,procedure:arcane-modification,requiredResearchId,research:medical:aberrant-augmentation,,,explicit-serialized
SurgicalProcedureSO|procedure:arcane-modification,procedure:arcane-modification,requiredFacilityTags,6160,SurgeryFacilityTag,Anesthesia | Arcane Surgery | Rune Suture,explicit-serialized
SurgicalProcedureSO|procedure:arcane-modification,procedure:arcane-modification,requiredWork,88,,,explicit-serialized
SurgicalProcedureSO|procedure:arcane-modification,procedure:arcane-modification,difficultyPenalty,0.32,,,explicit-serialized
SurgicalProcedureSO|procedure:arcane-modification,procedure:arcane-modification,baseInfectionRisk,0.18,,,explicit-serialized
SurgicalProcedureSO|procedure:arcane-modification,procedure:arcane-modification,baseBleedingRisk,0.24,,,explicit-serialized
SurgicalProcedureSO|procedure:arcane-modification,procedure:arcane-modification,requiresAnesthesia,1,,,explicit-serialized
SurgicalProcedureSO|procedure:arcane-modification,procedure:arcane-modification,requiresRestraintForUnwilling,1,,,explicit-serialized
SurgicalProcedureSO|procedure:arcane-modification,procedure:arcane-modification,allowsLivingSubject,1,,,explicit-serialized
SurgicalProcedureSO|procedure:arcane-modification,procedure:arcane-modification,allowsCorpseSubject,0,,,explicit-serialized
SurgicalProcedureSO|procedure:arcane-modification,procedure:arcane-modification,allowsWildlife,0,,,explicit-serialized
SurgicalProcedureSO|procedure:arcane-modification,procedure:arcane-modification,materials.0.itemId,resource:mana-crystal,,,explicit-serialized
SurgicalProcedureSO|procedure:arcane-modification,procedure:arcane-modification,materials.0.quantity,3,,,explicit-serialized
SurgicalProcedureSO|procedure:arcane-modification,procedure:arcane-modification,materials.0.optional,0,,,explicit-serialized
SurgicalProcedureSO|procedure:arcane-modification,procedure:arcane-modification,materials.1.itemId,medicine:standard,,,explicit-serialized
SurgicalProcedureSO|procedure:arcane-modification,procedure:arcane-modification,materials.1.quantity,2,,,explicit-serialized
SurgicalProcedureSO|procedure:arcane-modification,procedure:arcane-modification,materials.1.optional,0,,,explicit-serialized
SurgicalProcedureSO|procedure:arcane-modification,procedure:arcane-modification,effects.0.rid,7737212199327498844,,,explicit-serialized
SurgicalProcedureSO|procedure:arcane-modification,procedure:arcane-modification,effects.1.rid,7737212199327498845,,,explicit-serialized
SurgicalProcedureSO|procedure:arcane-modification,procedure:arcane-modification,references.version,2,,,explicit-serialized
SurgicalProcedureSO|procedure:arcane-modification,procedure:arcane-modification,references.RefIds.0.rid,7737212199327498844,,,explicit-serialized
SurgicalProcedureSO|procedure:arcane-modification,procedure:arcane-modification,references.RefIds.0.type.class,InstallSurgicalPartEffect,,,explicit-serialized
SurgicalProcedureSO|procedure:arcane-modification,procedure:arcane-modification,references.RefIds.0.type.ns,,,,explicit-serialized
SurgicalProcedureSO|procedure:arcane-modification,procedure:arcane-modification,references.RefIds.0.type.asm,DungeonStory.Medical,,,explicit-serialized
SurgicalProcedureSO|procedure:arcane-modification,procedure:arcane-modification,references.RefIds.0.data.effectId,InstallSurgicalPartEffect,,,explicit-serialized
SurgicalProcedureSO|procedure:arcane-modification,procedure:arcane-modification,references.RefIds.0.data.partKind,3,,,explicit-serialized
SurgicalProcedureSO|procedure:arcane-modification,procedure:arcane-modification,references.RefIds.0.data.efficiency,1.2,,,explicit-serialized
SurgicalProcedureSO|procedure:arcane-modification,procedure:arcane-modification,references.RefIds.1.rid,7737212199327498845,,,explicit-serialized
SurgicalProcedureSO|procedure:arcane-modification,procedure:arcane-modification,references.RefIds.1.type.class,ApplySurgicalBurdenEffect,,,explicit-serialized
SurgicalProcedureSO|procedure:arcane-modification,procedure:arcane-modification,references.RefIds.1.type.ns,,,,explicit-serialized
SurgicalProcedureSO|procedure:arcane-modification,procedure:arcane-modification,references.RefIds.1.type.asm,DungeonStory.Medical,,,explicit-serialized
SurgicalProcedureSO|procedure:arcane-modification,procedure:arcane-modification,references.RefIds.1.data.effectId,ApplySurgicalBurdenEffect,,,explicit-serialized
SurgicalProcedureSO|procedure:arcane-modification,procedure:arcane-modification,references.RefIds.1.data.rejection,12,,,explicit-serialized
SurgicalProcedureSO|procedure:arcane-modification,procedure:arcane-modification,references.RefIds.1.data.mutation,18,,,explicit-serialized
SurgicalProcedureSO|procedure:arcane-modification,procedure:arcane-modification,references.RefIds.1.data.infection,6,,,explicit-serialized
SurgicalProcedureSO|procedure:beastkin-sprint-joint,procedure:beastkin-sprint-joint,m_Name,procedure_beastkin-sprint-joint,,,explicit-serialized
SurgicalProcedureSO|procedure:beastkin-sprint-joint,procedure:beastkin-sprint-joint,procedureId,procedure:beastkin-sprint-joint,,,explicit-serialized
SurgicalProcedureSO|procedure:beastkin-sprint-joint,procedure:beastkin-sprint-joint,displayName,질주 관절 보강,,,explicit-serialized
SurgicalProcedureSO|procedure:beastkin-sprint-joint,procedure:beastkin-sprint-joint,description,질주 관절 보강을(를) 종족 해부 구조에 맞춰 시행한다.,,,explicit-serialized
SurgicalProcedureSO|procedure:beastkin-sprint-joint,procedure:beastkin-sprint-joint,kind,13,SurgicalProcedureKind,Species Augmentation,explicit-serialized
SurgicalProcedureSO|procedure:beastkin-sprint-joint,procedure:beastkin-sprint-joint,family,0,MedicalProcedureFamily,Biological,explicit-serialized
SurgicalProcedureSO|procedure:beastkin-sprint-joint,procedure:beastkin-sprint-joint,urgency,1,MedicalProcedureUrgency,Elective,explicit-serialized
SurgicalProcedureSO|procedure:beastkin-sprint-joint,procedure:beastkin-sprint-joint,allowedAnatomyFamilies.0,humanoid,,,explicit-serialized
SurgicalProcedureSO|procedure:beastkin-sprint-joint,procedure:beastkin-sprint-joint,allowedSpeciesIds.0,beastkin,,,explicit-serialized
SurgicalProcedureSO|procedure:beastkin-sprint-joint,procedure:beastkin-sprint-joint,operatorRequirement.stats,[],,,explicit-serialized
SurgicalProcedureSO|procedure:beastkin-sprint-joint,procedure:beastkin-sprint-joint,operatorRequirement.minimumWeightedScore,3,,,explicit-serialized
SurgicalProcedureSO|procedure:beastkin-sprint-joint,procedure:beastkin-sprint-joint,targetNodeId,,,,explicit-serialized
SurgicalProcedureSO|procedure:beastkin-sprint-joint,procedure:beastkin-sprint-joint,requiredResearchId,research:medical:prosthetics,,,explicit-serialized
SurgicalProcedureSO|procedure:beastkin-sprint-joint,procedure:beastkin-sprint-joint,requiredFacilityTags,12,SurgeryFacilityTag,General Surgery | Sterilization,explicit-serialized
SurgicalProcedureSO|procedure:beastkin-sprint-joint,procedure:beastkin-sprint-joint,requiredWork,34,,,explicit-serialized
SurgicalProcedureSO|procedure:beastkin-sprint-joint,procedure:beastkin-sprint-joint,difficultyPenalty,0.12,,,explicit-serialized
SurgicalProcedureSO|procedure:beastkin-sprint-joint,procedure:beastkin-sprint-joint,baseInfectionRisk,0.08,,,explicit-serialized
SurgicalProcedureSO|procedure:beastkin-sprint-joint,procedure:beastkin-sprint-joint,baseBleedingRisk,0.08,,,explicit-serialized
SurgicalProcedureSO|procedure:beastkin-sprint-joint,procedure:beastkin-sprint-joint,requiresAnesthesia,0,,,explicit-serialized
SurgicalProcedureSO|procedure:beastkin-sprint-joint,procedure:beastkin-sprint-joint,requiresRestraintForUnwilling,0,,,explicit-serialized
SurgicalProcedureSO|procedure:beastkin-sprint-joint,procedure:beastkin-sprint-joint,allowsLivingSubject,1,,,explicit-serialized
SurgicalProcedureSO|procedure:beastkin-sprint-joint,procedure:beastkin-sprint-joint,allowsCorpseSubject,0,,,explicit-serialized
SurgicalProcedureSO|procedure:beastkin-sprint-joint,procedure:beastkin-sprint-joint,allowsWildlife,0,,,explicit-serialized
SurgicalProcedureSO|procedure:beastkin-sprint-joint,procedure:beastkin-sprint-joint,materials.0.itemId,medicine:standard,,,explicit-serialized
SurgicalProcedureSO|procedure:beastkin-sprint-joint,procedure:beastkin-sprint-joint,materials.0.quantity,1,,,explicit-serialized
SurgicalProcedureSO|procedure:beastkin-sprint-joint,procedure:beastkin-sprint-joint,materials.0.optional,0,,,explicit-serialized
SurgicalProcedureSO|procedure:beastkin-sprint-joint,procedure:beastkin-sprint-joint,effects.0.rid,7737212199327498902,,,explicit-serialized
SurgicalProcedureSO|procedure:beastkin-sprint-joint,procedure:beastkin-sprint-joint,references.version,2,,,explicit-serialized
SurgicalProcedureSO|procedure:beastkin-sprint-joint,procedure:beastkin-sprint-joint,references.RefIds.0.rid,7737212199327498902,,,explicit-serialized
SurgicalProcedureSO|procedure:beastkin-sprint-joint,procedure:beastkin-sprint-joint,references.RefIds.0.type.class,HealSurgicalNodeEffect,,,explicit-serialized
SurgicalProcedureSO|procedure:beastkin-sprint-joint,procedure:beastkin-sprint-joint,references.RefIds.0.type.ns,,,,explicit-serialized
SurgicalProcedureSO|procedure:beastkin-sprint-joint,procedure:beastkin-sprint-joint,references.RefIds.0.type.asm,DungeonStory.Medical,,,explicit-serialized
SurgicalProcedureSO|procedure:beastkin-sprint-joint,procedure:beastkin-sprint-joint,references.RefIds.0.data.effectId,HealSurgicalNodeEffect,,,explicit-serialized
SurgicalProcedureSO|procedure:beastkin-sprint-joint,procedure:beastkin-sprint-joint,references.RefIds.0.data.health,26,,,explicit-serialized
SurgicalProcedureSO|procedure:beastkin-sprint-joint,procedure:beastkin-sprint-joint,references.RefIds.0.data.infectionReduction,10,,,explicit-serialized
SurgicalProcedureSO|procedure:beastkin-tail-reconstruction,procedure:beastkin-tail-reconstruction,m_Name,procedure_beastkin-tail-reconstruction,,,explicit-serialized
SurgicalProcedureSO|procedure:beastkin-tail-reconstruction,procedure:beastkin-tail-reconstruction,procedureId,procedure:beastkin-tail-reconstruction,,,explicit-serialized
SurgicalProcedureSO|procedure:beastkin-tail-reconstruction,procedure:beastkin-tail-reconstruction,displayName,균형 꼬리 재건,,,explicit-serialized
SurgicalProcedureSO|procedure:beastkin-tail-reconstruction,procedure:beastkin-tail-reconstruction,description,균형 꼬리 재건을(를) 종족 해부 구조에 맞춰 시행한다.,,,explicit-serialized
SurgicalProcedureSO|procedure:beastkin-tail-reconstruction,procedure:beastkin-tail-reconstruction,kind,13,SurgicalProcedureKind,Species Augmentation,explicit-serialized
SurgicalProcedureSO|procedure:beastkin-tail-reconstruction,procedure:beastkin-tail-reconstruction,family,0,MedicalProcedureFamily,Biological,explicit-serialized
SurgicalProcedureSO|procedure:beastkin-tail-reconstruction,procedure:beastkin-tail-reconstruction,urgency,1,MedicalProcedureUrgency,Elective,explicit-serialized
SurgicalProcedureSO|procedure:beastkin-tail-reconstruction,procedure:beastkin-tail-reconstruction,allowedAnatomyFamilies.0,humanoid,,,explicit-serialized
SurgicalProcedureSO|procedure:beastkin-tail-reconstruction,procedure:beastkin-tail-reconstruction,allowedSpeciesIds.0,beastkin,,,explicit-serialized
SurgicalProcedureSO|procedure:beastkin-tail-reconstruction,procedure:beastkin-tail-reconstruction,operatorRequirement.stats,[],,,explicit-serialized
SurgicalProcedureSO|procedure:beastkin-tail-reconstruction,procedure:beastkin-tail-reconstruction,operatorRequirement.minimumWeightedScore,3,,,explicit-serialized
SurgicalProcedureSO|procedure:beastkin-tail-reconstruction,procedure:beastkin-tail-reconstruction,targetNodeId,,,,explicit-serialized
SurgicalProcedureSO|procedure:beastkin-tail-reconstruction,procedure:beastkin-tail-reconstruction,requiredResearchId,research:medical:prosthetics,,,explicit-serialized
SurgicalProcedureSO|procedure:beastkin-tail-reconstruction,procedure:beastkin-tail-reconstruction,requiredFacilityTags,12,SurgeryFacilityTag,General Surgery | Sterilization,explicit-serialized
SurgicalProcedureSO|procedure:beastkin-tail-reconstruction,procedure:beastkin-tail-reconstruction,requiredWork,34,,,explicit-serialized
SurgicalProcedureSO|procedure:beastkin-tail-reconstruction,procedure:beastkin-tail-reconstruction,difficultyPenalty,0.12,,,explicit-serialized
SurgicalProcedureSO|procedure:beastkin-tail-reconstruction,procedure:beastkin-tail-reconstruction,baseInfectionRisk,0.08,,,explicit-serialized
SurgicalProcedureSO|procedure:beastkin-tail-reconstruction,procedure:beastkin-tail-reconstruction,baseBleedingRisk,0.08,,,explicit-serialized
SurgicalProcedureSO|procedure:beastkin-tail-reconstruction,procedure:beastkin-tail-reconstruction,requiresAnesthesia,0,,,explicit-serialized
SurgicalProcedureSO|procedure:beastkin-tail-reconstruction,procedure:beastkin-tail-reconstruction,requiresRestraintForUnwilling,0,,,explicit-serialized
SurgicalProcedureSO|procedure:beastkin-tail-reconstruction,procedure:beastkin-tail-reconstruction,allowsLivingSubject,1,,,explicit-serialized
SurgicalProcedureSO|procedure:beastkin-tail-reconstruction,procedure:beastkin-tail-reconstruction,allowsCorpseSubject,0,,,explicit-serialized
SurgicalProcedureSO|procedure:beastkin-tail-reconstruction,procedure:beastkin-tail-reconstruction,allowsWildlife,0,,,explicit-serialized
SurgicalProcedureSO|procedure:beastkin-tail-reconstruction,procedure:beastkin-tail-reconstruction,materials.0.itemId,medicine:standard,,,explicit-serialized
SurgicalProcedureSO|procedure:beastkin-tail-reconstruction,procedure:beastkin-tail-reconstruction,materials.0.quantity,1,,,explicit-serialized
SurgicalProcedureSO|procedure:beastkin-tail-reconstruction,procedure:beastkin-tail-reconstruction,materials.0.optional,0,,,explicit-serialized
SurgicalProcedureSO|procedure:beastkin-tail-reconstruction,procedure:beastkin-tail-reconstruction,effects.0.rid,7737212199327498841,,,explicit-serialized
SurgicalProcedureSO|procedure:beastkin-tail-reconstruction,procedure:beastkin-tail-reconstruction,references.version,2,,,explicit-serialized
SurgicalProcedureSO|procedure:beastkin-tail-reconstruction,procedure:beastkin-tail-reconstruction,references.RefIds.0.rid,7737212199327498841,,,explicit-serialized
SurgicalProcedureSO|procedure:beastkin-tail-reconstruction,procedure:beastkin-tail-reconstruction,references.RefIds.0.type.class,HealSurgicalNodeEffect,,,explicit-serialized
SurgicalProcedureSO|procedure:beastkin-tail-reconstruction,procedure:beastkin-tail-reconstruction,references.RefIds.0.type.ns,,,,explicit-serialized
SurgicalProcedureSO|procedure:beastkin-tail-reconstruction,procedure:beastkin-tail-reconstruction,references.RefIds.0.type.asm,DungeonStory.Medical,,,explicit-serialized
SurgicalProcedureSO|procedure:beastkin-tail-reconstruction,procedure:beastkin-tail-reconstruction,references.RefIds.0.data.effectId,HealSurgicalNodeEffect,,,explicit-serialized
SurgicalProcedureSO|procedure:beastkin-tail-reconstruction,procedure:beastkin-tail-reconstruction,references.RefIds.0.data.health,28,,,explicit-serialized
SurgicalProcedureSO|procedure:beastkin-tail-reconstruction,procedure:beastkin-tail-reconstruction,references.RefIds.0.data.infectionReduction,10,,,explicit-serialized
SurgicalProcedureSO|procedure:blood-rejuvenation,procedure:blood-rejuvenation,m_Name,procedure_blood-rejuvenation,,,explicit-serialized
SurgicalProcedureSO|procedure:blood-rejuvenation,procedure:blood-rejuvenation,procedureId,procedure:blood-rejuvenation,,,explicit-serialized
SurgicalProcedureSO|procedure:blood-rejuvenation,procedure:blood-rejuvenation,displayName,혈액 회춘,,,explicit-serialized
SurgicalProcedureSO|procedure:blood-rejuvenation,procedure:blood-rejuvenation,description,회춘 혈청을 수혈해 생물학적 나이를 낮춘다.,,,explicit-serialized
SurgicalProcedureSO|procedure:blood-rejuvenation,procedure:blood-rejuvenation,kind,1,SurgicalProcedureKind,Transfusion,explicit-serialized
SurgicalProcedureSO|procedure:blood-rejuvenation,procedure:blood-rejuvenation,family,7,MedicalProcedureFamily,Arcane,explicit-serialized
SurgicalProcedureSO|procedure:blood-rejuvenation,procedure:blood-rejuvenation,urgency,1,MedicalProcedureUrgency,Elective,explicit-serialized
SurgicalProcedureSO|procedure:blood-rejuvenation,procedure:blood-rejuvenation,allowedAnatomyFamilies,[],,,explicit-serialized
SurgicalProcedureSO|procedure:blood-rejuvenation,procedure:blood-rejuvenation,allowedSpeciesIds,[],,,explicit-serialized
SurgicalProcedureSO|procedure:blood-rejuvenation,procedure:blood-rejuvenation,operatorRequirement.stats,[],,,explicit-serialized
SurgicalProcedureSO|procedure:blood-rejuvenation,procedure:blood-rejuvenation,operatorRequirement.minimumWeightedScore,3,,,explicit-serialized
SurgicalProcedureSO|procedure:blood-rejuvenation,procedure:blood-rejuvenation,targetNodeId,,,,explicit-serialized
SurgicalProcedureSO|procedure:blood-rejuvenation,procedure:blood-rejuvenation,requiredResearchId,research:medical:blood-rejuvenation,,,explicit-serialized
SurgicalProcedureSO|procedure:blood-rejuvenation,procedure:blood-rejuvenation,requiredFacilityTags,8192,SurgeryFacilityTag,Age Treatment,explicit-serialized
SurgicalProcedureSO|procedure:blood-rejuvenation,procedure:blood-rejuvenation,requiredWork,72,,,explicit-serialized
SurgicalProcedureSO|procedure:blood-rejuvenation,procedure:blood-rejuvenation,difficultyPenalty,0.16,,,explicit-serialized
SurgicalProcedureSO|procedure:blood-rejuvenation,procedure:blood-rejuvenation,baseInfectionRisk,0.02,,,explicit-serialized
SurgicalProcedureSO|procedure:blood-rejuvenation,procedure:blood-rejuvenation,baseBleedingRisk,0,,,explicit-serialized
SurgicalProcedureSO|procedure:blood-rejuvenation,procedure:blood-rejuvenation,requiresAnesthesia,0,,,explicit-serialized
SurgicalProcedureSO|procedure:blood-rejuvenation,procedure:blood-rejuvenation,requiresRestraintForUnwilling,0,,,explicit-serialized
SurgicalProcedureSO|procedure:blood-rejuvenation,procedure:blood-rejuvenation,allowsLivingSubject,1,,,explicit-serialized
SurgicalProcedureSO|procedure:blood-rejuvenation,procedure:blood-rejuvenation,allowsCorpseSubject,0,,,explicit-serialized
SurgicalProcedureSO|procedure:blood-rejuvenation,procedure:blood-rejuvenation,allowsWildlife,0,,,explicit-serialized
SurgicalProcedureSO|procedure:blood-rejuvenation,procedure:blood-rejuvenation,materials.0.itemId,medical:rejuvenation-serum,,,explicit-serialized
SurgicalProcedureSO|procedure:blood-rejuvenation,procedure:blood-rejuvenation,materials.0.quantity,1,,,explicit-serialized
SurgicalProcedureSO|procedure:blood-rejuvenation,procedure:blood-rejuvenation,materials.0.optional,0,,,explicit-serialized
SurgicalProcedureSO|procedure:blood-rejuvenation,procedure:blood-rejuvenation,effects.0.rid,7737212199327498892,,,explicit-serialized
SurgicalProcedureSO|procedure:blood-rejuvenation,procedure:blood-rejuvenation,references.version,2,,,explicit-serialized
SurgicalProcedureSO|procedure:blood-rejuvenation,procedure:blood-rejuvenation,references.RefIds.0.rid,7737212199327498892,,,explicit-serialized
SurgicalProcedureSO|procedure:blood-rejuvenation,procedure:blood-rejuvenation,references.RefIds.0.type.class,ApplyAgeTreatmentEffect,,,explicit-serialized
SurgicalProcedureSO|procedure:blood-rejuvenation,procedure:blood-rejuvenation,references.RefIds.0.type.ns,,,,explicit-serialized
SurgicalProcedureSO|procedure:blood-rejuvenation,procedure:blood-rejuvenation,references.RefIds.0.type.asm,DungeonStory.Medical,,,explicit-serialized
SurgicalProcedureSO|procedure:blood-rejuvenation,procedure:blood-rejuvenation,references.RefIds.0.data.effectId,ApplyAgeTreatmentEffect,,,explicit-serialized
SurgicalProcedureSO|procedure:blood-rejuvenation,procedure:blood-rejuvenation,references.RefIds.0.data.treatment,1,,,explicit-serialized
SurgicalProcedureSO|procedure:blood-transfusion,procedure:blood-transfusion,m_Name,procedure_blood-transfusion,,,explicit-serialized
SurgicalProcedureSO|procedure:blood-transfusion,procedure:blood-transfusion,procedureId,procedure:blood-transfusion,,,explicit-serialized
SurgicalProcedureSO|procedure:blood-transfusion,procedure:blood-transfusion,displayName,수혈,,,explicit-serialized
SurgicalProcedureSO|procedure:blood-transfusion,procedure:blood-transfusion,description,혈액 제제를 투여해 급격한 혈액 손실을 완화한다.,,,explicit-serialized
SurgicalProcedureSO|procedure:blood-transfusion,procedure:blood-transfusion,kind,1,SurgicalProcedureKind,Transfusion,explicit-serialized
SurgicalProcedureSO|procedure:blood-transfusion,procedure:blood-transfusion,family,0,MedicalProcedureFamily,Biological,explicit-serialized
SurgicalProcedureSO|procedure:blood-transfusion,procedure:blood-transfusion,urgency,2,MedicalProcedureUrgency,Required,explicit-serialized
SurgicalProcedureSO|procedure:blood-transfusion,procedure:blood-transfusion,allowedAnatomyFamilies,[],,,explicit-serialized
SurgicalProcedureSO|procedure:blood-transfusion,procedure:blood-transfusion,allowedSpeciesIds,[],,,explicit-serialized
SurgicalProcedureSO|procedure:blood-transfusion,procedure:blood-transfusion,operatorRequirement.stats,[],,,explicit-serialized
SurgicalProcedureSO|procedure:blood-transfusion,procedure:blood-transfusion,operatorRequirement.minimumWeightedScore,3,,,explicit-serialized
SurgicalProcedureSO|procedure:blood-transfusion,procedure:blood-transfusion,targetNodeId,,,,explicit-serialized
SurgicalProcedureSO|procedure:blood-transfusion,procedure:blood-transfusion,requiredResearchId,research:survival:medical,,,explicit-serialized
SurgicalProcedureSO|procedure:blood-transfusion,procedure:blood-transfusion,requiredFacilityTags,1,SurgeryFacilityTag,Emergency,explicit-serialized
SurgicalProcedureSO|procedure:blood-transfusion,procedure:blood-transfusion,requiredWork,10,,,explicit-serialized
SurgicalProcedureSO|procedure:blood-transfusion,procedure:blood-transfusion,difficultyPenalty,0.05,,,explicit-serialized
SurgicalProcedureSO|procedure:blood-transfusion,procedure:blood-transfusion,baseInfectionRisk,0.12,,,explicit-serialized
SurgicalProcedureSO|procedure:blood-transfusion,procedure:blood-transfusion,baseBleedingRisk,0.05,,,explicit-serialized
SurgicalProcedureSO|procedure:blood-transfusion,procedure:blood-transfusion,requiresAnesthesia,0,,,explicit-serialized
SurgicalProcedureSO|procedure:blood-transfusion,procedure:blood-transfusion,requiresRestraintForUnwilling,0,,,explicit-serialized
SurgicalProcedureSO|procedure:blood-transfusion,procedure:blood-transfusion,allowsLivingSubject,1,,,explicit-serialized
SurgicalProcedureSO|procedure:blood-transfusion,procedure:blood-transfusion,allowsCorpseSubject,0,,,explicit-serialized
SurgicalProcedureSO|procedure:blood-transfusion,procedure:blood-transfusion,allowsWildlife,1,,,explicit-serialized
SurgicalProcedureSO|procedure:blood-transfusion,procedure:blood-transfusion,materials.0.itemId,medicine:blood-pack,,,explicit-serialized
SurgicalProcedureSO|procedure:blood-transfusion,procedure:blood-transfusion,materials.0.quantity,1,,,explicit-serialized
SurgicalProcedureSO|procedure:blood-transfusion,procedure:blood-transfusion,materials.0.optional,0,,,explicit-serialized
SurgicalProcedureSO|procedure:blood-transfusion,procedure:blood-transfusion,effects.0.rid,7737212199327498830,,,explicit-serialized
SurgicalProcedureSO|procedure:blood-transfusion,procedure:blood-transfusion,references.version,2,,,explicit-serialized
