"stable_id","display_name","research_project_id","unlock_role","source_design_intent","singleton_reason","reward_category_presentation","target_side_requirement_bindings","portfolio_commitment","activation_receipt_and_authority","binding_gap_and_status"
"research:medical:geriatric-medicine","medical_geriatric_medicine","research:medical:geriatric-medicine","Service Package","노인의학과 만성 관리에 필요한 이론, 제작 절차, 안전 기준과 운용 보상을 하나의 완결된 연구 패키지로 통합한다.","","핵심 시설 · 신규 재료 · 작물과 종자 · 생산 조합식 · 제작 아이템 · 설치 부품 · 무기·방어구·방패 · 환경 작업복 · 탄약과 전투 소모품 · 의료 시술","명시적 target-side definition 없음","서비스 품질·방문객·생활 조건을 위해 운영 인력·방·재고를 배정한다. 즉시 생산량·방어·확장보다 관계와 안정성을 택한다.","연구 완료 영수증 → target-side requiredResearchId가 research:medical:geriatric-medicine인 정의의 해금 판정 → 시설 설치·제작 주문·장착·파종·시술 등 실제 소비 행동의 영수증. 이 CSV의 reward category는 보상 화면 분류 권위다.","명시적 target-side 참조 0개. BuildingSO의 구체 해금 조건은 추출된 building authority에 없으므로 건물 결속 OPEN; 보상 표시·실행·저장·수치 검증 OPEN"
"research:medical:gerontology","medical_gerontology","research:medical:gerontology","Service Package","노인학과 생물학적 연령 계측에 필요한 이론, 제작 절차, 안전 기준과 운용 보상을 하나의 완결된 연구 패키지로 통합한다.","","핵심 시설 · 신규 재료 · 작물과 종자 · 생산 조합식 · 제작 아이템 · 설치 부품 · 무기·방어구·방패 · 환경 작업복 · 탄약과 전투 소모품 · 의료 시술","명시적 target-side definition 없음","서비스 품질·방문객·생활 조건을 위해 운영 인력·방·재고를 배정한다. 즉시 생산량·방어·확장보다 관계와 안정성을 택한다.","연구 완료 영수증 → target-side requiredResearchId가 research:medical:gerontology인 정의의 해금 판정 → 시설 설치·제작 주문·장착·파종·시술 등 실제 소비 행동의 영수증. 이 CSV의 reward category는 보상 화면 분류 권위다.","명시적 target-side 참조 0개. BuildingSO의 구체 해금 조건은 추출된 building authority에 없으므로 건물 결속 OPEN; 보상 표시·실행·저장·수치 검증 OPEN"
"research:medical:mana-core-engineering","medical_mana_core_engineering","research:medical:mana-core-engineering","Service Package","마핵과 열낭에 룬 구속을 적용해 비전 개조를 안정화한다.","","핵심 시설 · 신규 재료 · 작물과 종자 · 생산 조합식 · 제작 아이템 · 설치 부품 · 무기·방어구·방패 · 환경 작업복 · 탄약과 전투 소모품 · 의료 시술","ProductionRecipeSO:recipe:medical:mana-core-case | SurgicalProcedureSO:procedure:demon-heat-sac | SurgicalProcedureSO:procedure:demon-mana-core-suture","서비스 품질·방문객·생활 조건을 위해 운영 인력·방·재고를 배정한다. 즉시 생산량·방어·확장보다 관계와 안정성을 택한다.","연구 완료 영수증 → target-side requiredResearchId가 research:medical:mana-core-engineering인 정의의 해금 판정 → 시설 설치·제작 주문·장착·파종·시술 등 실제 소비 행동의 영수증. 이 CSV의 reward category는 보상 화면 분류 권위다.","명시적 target-side 참조 3개. BuildingSO의 구체 해금 조건은 추출된 building authority에 없으므로 건물 결속 OPEN; 보상 표시·실행·저장·수치 검증 OPEN"
"research:medical:mycelial-grafting","medical_mycelial_grafting","research:medical:mycelial-grafting","Service Package","균사 군체와 포자낭을 세정하고 재배양한다.","","핵심 시설 · 신규 재료 · 작물과 종자 · 생산 조합식 · 제작 아이템 · 설치 부품 · 무기·방어구·방패 · 환경 작업복 · 탄약과 전투 소모품 · 의료 시술","ProductionRecipeSO:recipe:medical:sterile-mycelium-graft | SurgicalProcedureSO:procedure:myconid-core-graft | SurgicalProcedureSO:procedure:myconid-hypha-binding | SurgicalProcedureSO:procedure:myconid-regrowth | SurgicalProcedureSO:procedure:myconid-spore-cleaning","서비스 품질·방문객·생활 조건을 위해 운영 인력·방·재고를 배정한다. 즉시 생산량·방어·확장보다 관계와 안정성을 택한다.","연구 완료 영수증 → target-side requiredResearchId가 research:medical:mycelial-grafting인 정의의 해금 판정 → 시설 설치·제작 주문·장착·파종·시술 등 실제 소비 행동의 영수증. 이 CSV의 reward category는 보상 화면 분류 권위다.","명시적 target-side 참조 5개. BuildingSO의 구체 해금 조건은 추출된 building authority에 없으므로 건물 결속 OPEN; 보상 표시·실행·저장·수치 검증 OPEN"
"research:medical:organ-preservation","medical_organ_preservation","research:medical:organ-preservation","Service Package","적출 기관의 기증자 기록과 신선도를 유지하는 저온 보관법을 확립한다.","","핵심 시설 · 신규 재료 · 작물과 종자 · 생산 조합식 · 제작 아이템 · 설치 부품 · 무기·방어구·방패 · 환경 작업복 · 탄약과 전투 소모품 · 의료 시술","ProductionRecipeSO:recipe:medical:organ-preservation-canister","서비스 품질·방문객·생활 조건을 위해 운영 인력·방·재고를 배정한다. 즉시 생산량·방어·확장보다 관계와 안정성을 택한다.","연구 완료 영수증 → target-side requiredResearchId가 research:medical:organ-preservation인 정의의 해금 판정 → 시설 설치·제작 주문·장착·파종·시술 등 실제 소비 행동의 영수증. 이 CSV의 reward category는 보상 화면 분류 권위다.","명시적 target-side 참조 1개. BuildingSO의 구체 해금 조건은 추출된 building authority에 없으므로 건물 결속 OPEN; 보상 표시·실행·저장·수치 검증 OPEN"
"research:medical:organ-regeneration","medical_organ_regeneration","research:medical:organ-regeneration","Service Package","재생 배양과 수술, 이종 이식으로 손상 장기를 교체한다.","","핵심 시설 · 신규 재료 · 작물과 종자 · 생산 조합식 · 제작 아이템 · 설치 부품 · 무기·방어구·방패 · 환경 작업복 · 탄약과 전투 소모품 · 의료 시술","ProductionRecipeSO:recipe:medical:organ-regeneration-scaffold | SurgicalProcedureSO:procedure:organ-regeneration","서비스 품질·방문객·생활 조건을 위해 운영 인력·방·재고를 배정한다. 즉시 생산량·방어·확장보다 관계와 안정성을 택한다.","연구 완료 영수증 → target-side requiredResearchId가 research:medical:organ-regeneration인 정의의 해금 판정 → 시설 설치·제작 주문·장착·파종·시술 등 실제 소비 행동의 영수증. 이 CSV의 reward category는 보상 화면 분류 권위다.","명시적 target-side 참조 2개. BuildingSO의 구체 해금 조건은 추출된 building authority에 없으므로 건물 결속 OPEN; 보상 표시·실행·저장·수치 검증 OPEN"
"research:medical:prosthetics","medical_prosthetics","research:medical:prosthetics","Service Package","결손된 팔다리와 감각 기관을 금속과 목재 보철로 대체한다.","","핵심 시설 · 신규 재료 · 작물과 종자 · 생산 조합식 · 제작 아이템 · 설치 부품 · 무기·방어구·방패 · 환경 작업복 · 탄약과 전투 소모품 · 의료 시술","ProductionRecipeSO:recipe:surgery:artificial-eye | ProductionRecipeSO:recipe:surgery:prosthetic-arm | ProductionRecipeSO:recipe:surgery:prosthetic-leg | SurgicalProcedureSO:procedure:beastkin-sprint-joint | SurgicalProcedureSO:procedure:beastkin-tail-reconstruction | SurgicalProcedureSO:procedure:human-neural-assist | SurgicalProcedureSO:procedure:human-precision-prosthetic | SurgicalProcedureSO:procedure:implant-installation | SurgicalProcedureSO:procedure:kobold-precision-hand | SurgicalProcedureSO:procedure:kobold-tail-balance | SurgicalProcedureSO:procedure:prosthetic-installation | SurgicalProcedureSO:procedure:rehabilitation","서비스 품질·방문객·생활 조건을 위해 운영 인력·방·재고를 배정한다. 즉시 생산량·방어·확장보다 관계와 안정성을 택한다.","연구 완료 영수증 → target-side requiredResearchId가 research:medical:prosthetics인 정의의 해금 판정 → 시설 설치·제작 주문·장착·파종·시술 등 실제 소비 행동의 영수증. 이 CSV의 reward category는 보상 화면 분류 권위다.","명시적 target-side 참조 12개. BuildingSO의 구체 해금 조건은 추출된 building authority에 없으므로 건물 결속 OPEN; 보상 표시·실행·저장·수치 검증 OPEN"
"research:medical:regenerative-culture","medical_regenerative_culture","research:medical:regenerative-culture","Service Package","생물학적 연령 계측, 장기 보존과 균사 이식으로 재생 조직을 배양한다.","","핵심 시설 · 신규 재료 · 작물과 종자 · 생산 조합식 · 제작 아이템 · 설치 부품 · 무기·방어구·방패 · 환경 작업복 · 탄약과 전투 소모품 · 의료 시술","ProductionRecipeSO:recipe:material:sterile-composite | ProductionRecipeSO:recipe:medical:regenerative-medium","서비스 품질·방문객·생활 조건을 위해 운영 인력·방·재고를 배정한다. 즉시 생산량·방어·확장보다 관계와 안정성을 택한다.","연구 완료 영수증 → target-side requiredResearchId가 research:medical:regenerative-culture인 정의의 해금 판정 → 시설 설치·제작 주문·장착·파종·시술 등 실제 소비 행동의 영수증. 이 CSV의 reward category는 보상 화면 분류 권위다.","명시적 target-side 참조 2개. BuildingSO의 구체 해금 조건은 추출된 building authority에 없으므로 건물 결속 OPEN; 보상 표시·실행·저장·수치 검증 OPEN"
"research:medical:reproductive-medicine","medical_reproductive_medicine","research:medical:reproductive-medicine","Service Package","영아 돌봄, 해부학과 마취를 산과 진료에 적용한다.","","핵심 시설 · 신규 재료 · 작물과 종자 · 생산 조합식 · 제작 아이템 · 설치 부품 · 무기·방어구·방패 · 환경 작업복 · 탄약과 전투 소모품 · 의료 시술","ProductionRecipeSO:recipe:medical:fertility-treatment","서비스 품질·방문객·생활 조건을 위해 운영 인력·방·재고를 배정한다. 즉시 생산량·방어·확장보다 관계와 안정성을 택한다.","연구 완료 영수증 → target-side requiredResearchId가 research:medical:reproductive-medicine인 정의의 해금 판정 → 시설 설치·제작 주문·장착·파종·시술 등 실제 소비 행동의 영수증. 이 CSV의 reward category는 보상 화면 분류 권위다.","명시적 target-side 참조 1개. BuildingSO의 구체 해금 조건은 추출된 building authority에 없으므로 건물 결속 OPEN; 보상 표시·실행·저장·수치 검증 OPEN"
"research:medical:rune-hibernation","medical_rune_hibernation","research:medical:rune-hibernation","Service Package","생물학적 연령 계측과 공명, 룬 전력·냉각을 동면 유지에 통합한다.","","핵심 시설 · 신규 재료 · 작물과 종자 · 생산 조합식 · 제작 아이템 · 설치 부품 · 무기·방어구·방패 · 환경 작업복 · 탄약과 전투 소모품 · 의료 시술","ProductionRecipeSO:recipe:medical:rune-hibernation-catalyst | SurgicalProcedureSO:procedure:rune-hibernation","서비스 품질·방문객·생활 조건을 위해 운영 인력·방·재고를 배정한다. 즉시 생산량·방어·확장보다 관계와 안정성을 택한다.","연구 완료 영수증 → target-side requiredResearchId가 research:medical:rune-hibernation인 정의의 해금 판정 → 시설 설치·제작 주문·장착·파종·시술 등 실제 소비 행동의 영수증. 이 CSV의 reward category는 보상 화면 분류 권위다.","명시적 target-side 참조 2개. BuildingSO의 구체 해금 조건은 추출된 building authority에 없으므로 건물 결속 OPEN; 보상 표시·실행·저장·수치 검증 OPEN"
"research:medical:slime-bioengineering","medical_slime_bioengineering","research:medical:slime-bioengineering","Service Package","점액 외피와 응집핵을 안정화하고 재성형한다.","","핵심 시설 · 신규 재료 · 작물과 종자 · 생산 조합식 · 제작 아이템 · 설치 부품 · 무기·방어구·방패 · 환경 작업복 · 탄약과 전투 소모품 · 의료 시술","ProductionRecipeSO:recipe:medical:slime-coagulation-frame | SurgicalProcedureSO:procedure:slime-core-stabilization | SurgicalProcedureSO:procedure:slime-membrane-suture | SurgicalProcedureSO:procedure:slime-pseudopod-reshape | SurgicalProcedureSO:procedure:slime-replenishment","서비스 품질·방문객·생활 조건을 위해 운영 인력·방·재고를 배정한다. 즉시 생산량·방어·확장보다 관계와 안정성을 택한다.","연구 완료 영수증 → target-side requiredResearchId가 research:medical:slime-bioengineering인 정의의 해금 판정 → 시설 설치·제작 주문·장착·파종·시술 등 실제 소비 행동의 영수증. 이 CSV의 reward category는 보상 화면 분류 권위다.","명시적 target-side 참조 5개. BuildingSO의 구체 해금 조건은 추출된 building authority에 없으므로 건물 결속 OPEN; 보상 표시·실행·저장·수치 검증 OPEN"
"research:medical:surgery","medical_surgery","research:medical:surgery","Service Package","마취, 절개와 봉합을 표준화해 생체 수술을 가능하게 한다.","","핵심 시설 · 신규 재료 · 작물과 종자 · 생산 조합식 · 제작 아이템 · 설치 부품 · 무기·방어구·방패 · 환경 작업복 · 탄약과 전투 소모품 · 의료 시술","ProductionRecipeSO:recipe:medical:sterile-bandage | ProductionRecipeSO:recipe:textile:sterile-cloth | SurgicalProcedureSO:procedure:amputation | SurgicalProcedureSO:procedure:live-organ-extraction | SurgicalProcedureSO:procedure:orc-combat-heart | SurgicalProcedureSO:procedure:orc-skeletal-reinforcement | SurgicalProcedureSO:procedure:organ-repair","서비스 품질·방문객·생활 조건을 위해 운영 인력·방·재고를 배정한다. 즉시 생산량·방어·확장보다 관계와 안정성을 택한다.","연구 완료 영수증 → target-side requiredResearchId가 research:medical:surgery인 정의의 해금 판정 → 시설 설치·제작 주문·장착·파종·시술 등 실제 소비 행동의 영수증. 이 CSV의 reward category는 보상 화면 분류 권위다.","명시적 target-side 참조 7개. BuildingSO의 구체 해금 조건은 추출된 building authority에 없으므로 건물 결속 OPEN; 보상 표시·실행·저장·수치 검증 OPEN"
"research:medical:temporal-stasis","medical_temporal_stasis","research:medical:temporal-stasis","Capstone","전신 재생과 시각 항법, 교차계통 안정화, 룬 조율로 생물학적 시간을 고정한다.","게임 규칙을 바꾸는 최종 기술이므로 핵심 보상 하나만으로도 완결된다.","핵심 시설 · 신규 재료 · 작물과 종자 · 생산 조합식 · 제작 아이템 · 설치 부품 · 무기·방어구·방패 · 환경 작업복 · 탄약과 전투 소모품 · 의료 시술","ProductionRecipeSO:recipe:component:temporal-stasis-seal | SurgicalProcedureSO:procedure:temporal-stasis","여러 선행 체계가 만든 잉여를 하나의 후기 운영 능력으로 통합한다. 완성 이전의 모든 투자와 유지 부담을 감수하고 다른 종결 경로를 늦춘다.","연구 완료 영수증 → target-side requiredResearchId가 research:medical:temporal-stasis인 정의의 해금 판정 → 시설 설치·제작 주문·장착·파종·시술 등 실제 소비 행동의 영수증. 이 CSV의 reward category는 보상 화면 분류 권위다.","명시적 target-side 참조 2개. BuildingSO의 구체 해금 조건은 추출된 building authority에 없으므로 건물 결속 OPEN; 보상 표시·실행·저장·수치 검증 OPEN"
"research:medical:trauma-medicine","medical_trauma_medicine","research:medical:trauma-medicine","Service Package","의료 접수와 고급 약학, 가구 기록으로 심리 외상을 상담한다.","","핵심 시설 · 신규 재료 · 작물과 종자 · 생산 조합식 · 제작 아이템 · 설치 부품 · 무기·방어구·방패 · 환경 작업복 · 탄약과 전투 소모품 · 의료 시술","ProductionRecipeSO:recipe:medical:trauma-care-kit","서비스 품질·방문객·생활 조건을 위해 운영 인력·방·재고를 배정한다. 즉시 생산량·방어·확장보다 관계와 안정성을 택한다.","연구 완료 영수증 → target-side requiredResearchId가 research:medical:trauma-medicine인 정의의 해금 판정 → 시설 설치·제작 주문·장착·파종·시술 등 실제 소비 행동의 영수증. 이 CSV의 reward category는 보상 화면 분류 권위다.","명시적 target-side 참조 1개. BuildingSO의 구체 해금 조건은 추출된 building authority에 없으므로 건물 결속 OPEN; 보상 표시·실행·저장·수치 검증 OPEN"
"research:medical:whole-body-regeneration","medical_whole_body_regeneration","research:medical:whole-body-regeneration","Capstone","장기 재생, 혈액 회춘, 룬 동면과 점액 생체공학을 전신 치료로 통합한다.","게임 규칙을 바꾸는 최종 기술이므로 핵심 보상 하나만으로도 완결된다.","핵심 시설 · 신규 재료 · 작물과 종자 · 생산 조합식 · 제작 아이템 · 설치 부품 · 무기·방어구·방패 · 환경 작업복 · 탄약과 전투 소모품 · 의료 시술","ProductionRecipeSO:recipe:medical:whole-body-regeneration-medium | SurgicalProcedureSO:procedure:whole-body-regeneration","여러 선행 체계가 만든 잉여를 하나의 후기 운영 능력으로 통합한다. 완성 이전의 모든 투자와 유지 부담을 감수하고 다른 종결 경로를 늦춘다.","연구 완료 영수증 → target-side requiredResearchId가 research:medical:whole-body-regeneration인 정의의 해금 판정 → 시설 설치·제작 주문·장착·파종·시술 등 실제 소비 행동의 영수증. 이 CSV의 reward category는 보상 화면 분류 권위다.","명시적 target-side 참조 2개. BuildingSO의 구체 해금 조건은 추출된 building authority에 없으므로 건물 결속 OPEN; 보상 표시·실행·저장·수치 검증 OPEN"
"research:medical:xenotransplant","medical_xenotransplant","research:medical:xenotransplant","Service Package","다른 종의 기관을 순환계에 연결하고 거부 반응을 통제한다.","","핵심 시설 · 신규 재료 · 작물과 종자 · 생산 조합식 · 제작 아이템 · 설치 부품 · 무기·방어구·방패 · 환경 작업복 · 탄약과 전투 소모품 · 의료 시술","SurgicalProcedureSO:procedure:natural-organ-transplant | SurgicalProcedureSO:procedure:xenograft","서비스 품질·방문객·생활 조건을 위해 운영 인력·방·재고를 배정한다. 즉시 생산량·방어·확장보다 관계와 안정성을 택한다.","연구 완료 영수증 → target-side requiredResearchId가 research:medical:xenotransplant인 정의의 해금 판정 → 시설 설치·제작 주문·장착·파종·시술 등 실제 소비 행동의 영수증. 이 CSV의 reward category는 보상 화면 분류 권위다.","명시적 target-side 참조 2개. BuildingSO의 구체 해금 조건은 추출된 building authority에 없으므로 건물 결속 OPEN; 보상 표시·실행·저장·수치 검증 OPEN"

