"stable_id","display_name","source_declared_function","composition_evidence","portfolio_commitment","same_era_alternative_candidates","activation_and_fit_receipt","build_conflict","reconfiguration","status"
"apparel:23011","튜닉","작성 목적은 '튜닉. 실제 부착점·크기·레이어·개조와 한 종류의 주원단으로 성능을 결정한다'이다.","소재 Woven; 신체형 Humanoid; 맞춤 Adjustable; 레이어 Inner; 점유 알 수 없음 (104); 연구 research:textile:tailoring; 용도 Daily","Inner 레이어의 알 수 없음 (104) 점유를 이 Humanoid형 의복에 배정한다. 용도 태그 Daily에 맞는 일상·수면·보호·부속 장비의 재료, 제작 노동, 보관 재고와 경쟁한다.","비교 후보(대체 가능성 미검증): ApparelDefinitionSO:apparel:23017, ApparelDefinitionSO:apparel:23047, ApparelDefinitionSO:apparel:23012, ApparelDefinitionSO:apparel:23049, ApparelDefinitionSO:apparel:23038, ApparelDefinitionSO:apparel:23004, ApparelDefinitionSO:apparel:23021, ApparelDefinitionSO:apparel:23025, ApparelDefinitionSO:apparel:23043, ApparelDefinitionSO:apparel:23019, ApparelDefinitionSO:apparel:23042, ApparelDefinitionSO:apparel:23035 외 43개","연구 research:textile:tailoring 완료 뒤 물리 아이템 apparel:tunic를 Humanoid 대상에게 Adjustable 조건으로 맞추고 Inner 레이어의 알 수 없음 (104) 점유에 장착한다.","같은 신체형·레이어·점유를 요구하는 정의는 동시에 채택할 수 없으므로, 해당 자리를 다른 의복·보호 장비·운반 장비에 양보하거나 재편성한다. 내보내기가 알 수 없음으로 보인 열거값은 런타임 장착 규칙 확정 전 원본 enum 매핑을 확인한다.","장착 해제 후 물리 아이템을 재고로 회수하고, 다른 신체형·레이어·점유 조합으로 다시 배정한다. 세탁·수리·개조의 실행 경로는 원본 정의와 저장 검증에서 별도 확인한다.","전수 설계; 장착·점유·효과·세탁·수리·저장 실행 검증 OPEN; enum label 해석 OPEN"
"apparel:23012","블라우스","작성 목적은 '블라우스. 실제 부착점·크기·레이어·개조와 한 종류의 주원단으로 성능을 결정한다'이다.","소재 Woven; 신체형 Humanoid; 맞춤 Sized; 레이어 Inner; 점유 알 수 없음 (104); 연구 research:textile:tailoring; 용도 Daily","Inner 레이어의 알 수 없음 (104) 점유를 이 Humanoid형 의복에 배정한다. 용도 태그 Daily에 맞는 일상·수면·보호·부속 장비의 재료, 제작 노동, 보관 재고와 경쟁한다.","비교 후보(대체 가능성 미검증): ApparelDefinitionSO:apparel:23017, ApparelDefinitionSO:apparel:23047, ApparelDefinitionSO:apparel:23049, ApparelDefinitionSO:apparel:23038, ApparelDefinitionSO:apparel:23004, ApparelDefinitionSO:apparel:23021, ApparelDefinitionSO:apparel:23025, ApparelDefinitionSO:apparel:23043, ApparelDefinitionSO:apparel:23019, ApparelDefinitionSO:apparel:23042, ApparelDefinitionSO:apparel:23035, ApparelDefinitionSO:apparel:23041 외 43개","연구 research:textile:tailoring 완료 뒤 물리 아이템 apparel:blouse를 Humanoid 대상에게 Sized 조건으로 맞추고 Inner 레이어의 알 수 없음 (104) 점유에 장착한다.","같은 신체형·레이어·점유를 요구하는 정의는 동시에 채택할 수 없으므로, 해당 자리를 다른 의복·보호 장비·운반 장비에 양보하거나 재편성한다. 내보내기가 알 수 없음으로 보인 열거값은 런타임 장착 규칙 확정 전 원본 enum 매핑을 확인한다.","장착 해제 후 물리 아이템을 재고로 회수하고, 다른 신체형·레이어·점유 조합으로 다시 배정한다. 세탁·수리·개조의 실행 경로는 원본 정의와 저장 검증에서 별도 확인한다.","전수 설계; 장착·점유·효과·세탁·수리·저장 실행 검증 OPEN; enum label 해석 OPEN"
"apparel:23013","작업 셔츠","작성 목적은 '작업 셔츠. 실제 부착점·크기·레이어·개조와 한 종류의 주원단으로 성능을 결정한다'이다.","소재 Woven; 신체형 Humanoid; 맞춤 Adjustable; 레이어 Inner; 점유 알 수 없음 (104); 연구 research:textile:tailoring; 용도 알 수 없음 (12)","Inner 레이어의 알 수 없음 (104) 점유를 이 Humanoid형 의복에 배정한다. 용도 태그 알 수 없음 (12)에 맞는 일상·수면·보호·부속 장비의 재료, 제작 노동, 보관 재고와 경쟁한다.","비교 후보(대체 가능성 미검증): ApparelDefinitionSO:apparel:23017, ApparelDefinitionSO:apparel:23047, ApparelDefinitionSO:apparel:23012, ApparelDefinitionSO:apparel:23049, ApparelDefinitionSO:apparel:23038, ApparelDefinitionSO:apparel:23004, ApparelDefinitionSO:apparel:23021, ApparelDefinitionSO:apparel:23025, ApparelDefinitionSO:apparel:23043, ApparelDefinitionSO:apparel:23019, ApparelDefinitionSO:apparel:23042, ApparelDefinitionSO:apparel:23035 외 43개","연구 research:textile:tailoring 완료 뒤 물리 아이템 apparel:work-shirt를 Humanoid 대상에게 Adjustable 조건으로 맞추고 Inner 레이어의 알 수 없음 (104) 점유에 장착한다.","같은 신체형·레이어·점유를 요구하는 정의는 동시에 채택할 수 없으므로, 해당 자리를 다른 의복·보호 장비·운반 장비에 양보하거나 재편성한다. 내보내기가 알 수 없음으로 보인 열거값은 런타임 장착 규칙 확정 전 원본 enum 매핑을 확인한다.","장착 해제 후 물리 아이템을 재고로 회수하고, 다른 신체형·레이어·점유 조합으로 다시 배정한다. 세탁·수리·개조의 실행 경로는 원본 정의와 저장 검증에서 별도 확인한다.","전수 설계; 장착·점유·효과·세탁·수리·저장 실행 검증 OPEN; enum label 해석 OPEN"
"apparel:23014","바지","작성 목적은 '바지. 실제 부착점·크기·레이어·개조와 한 종류의 주원단으로 성능을 결정한다'이다.","소재 Woven; 신체형 Humanoid; 맞춤 Sized; 레이어 Inner; 점유 알 수 없음 (1552); 연구 research:textile:tailoring; 용도 Daily","Inner 레이어의 알 수 없음 (1552) 점유를 이 Humanoid형 의복에 배정한다. 용도 태그 Daily에 맞는 일상·수면·보호·부속 장비의 재료, 제작 노동, 보관 재고와 경쟁한다.","비교 후보(대체 가능성 미검증): ApparelDefinitionSO:apparel:23017, ApparelDefinitionSO:apparel:23047, ApparelDefinitionSO:apparel:23012, ApparelDefinitionSO:apparel:23049, ApparelDefinitionSO:apparel:23038, ApparelDefinitionSO:apparel:23004, ApparelDefinitionSO:apparel:23021, ApparelDefinitionSO:apparel:23025, ApparelDefinitionSO:apparel:23043, ApparelDefinitionSO:apparel:23019, ApparelDefinitionSO:apparel:23042, ApparelDefinitionSO:apparel:23035 외 43개","연구 research:textile:tailoring 완료 뒤 물리 아이템 apparel:trousers를 Humanoid 대상에게 Sized 조건으로 맞추고 Inner 레이어의 알 수 없음 (1552) 점유에 장착한다.","같은 신체형·레이어·점유를 요구하는 정의는 동시에 채택할 수 없으므로, 해당 자리를 다른 의복·보호 장비·운반 장비에 양보하거나 재편성한다. 내보내기가 알 수 없음으로 보인 열거값은 런타임 장착 규칙 확정 전 원본 enum 매핑을 확인한다.","장착 해제 후 물리 아이템을 재고로 회수하고, 다른 신체형·레이어·점유 조합으로 다시 배정한다. 세탁·수리·개조의 실행 경로는 원본 정의와 저장 검증에서 별도 확인한다.","전수 설계; 장착·점유·효과·세탁·수리·저장 실행 검증 OPEN; enum label 해석 OPEN"
"apparel:23015","치마","작성 목적은 '치마. 실제 부착점·크기·레이어·개조와 한 종류의 주원단으로 성능을 결정한다'이다.","소재 Woven; 신체형 Humanoid; 맞춤 Adjustable; 레이어 Inner; 점유 알 수 없음 (1552); 연구 research:textile:tailoring; 용도 Daily","Inner 레이어의 알 수 없음 (1552) 점유를 이 Humanoid형 의복에 배정한다. 용도 태그 Daily에 맞는 일상·수면·보호·부속 장비의 재료, 제작 노동, 보관 재고와 경쟁한다.","비교 후보(대체 가능성 미검증): ApparelDefinitionSO:apparel:23017, ApparelDefinitionSO:apparel:23047, ApparelDefinitionSO:apparel:23012, ApparelDefinitionSO:apparel:23049, ApparelDefinitionSO:apparel:23038, ApparelDefinitionSO:apparel:23004, ApparelDefinitionSO:apparel:23021, ApparelDefinitionSO:apparel:23025, ApparelDefinitionSO:apparel:23043, ApparelDefinitionSO:apparel:23019, ApparelDefinitionSO:apparel:23042, ApparelDefinitionSO:apparel:23035 외 43개","연구 research:textile:tailoring 완료 뒤 물리 아이템 apparel:skirt를 Humanoid 대상에게 Adjustable 조건으로 맞추고 Inner 레이어의 알 수 없음 (1552) 점유에 장착한다.","같은 신체형·레이어·점유를 요구하는 정의는 동시에 채택할 수 없으므로, 해당 자리를 다른 의복·보호 장비·운반 장비에 양보하거나 재편성한다. 내보내기가 알 수 없음으로 보인 열거값은 런타임 장착 규칙 확정 전 원본 enum 매핑을 확인한다.","장착 해제 후 물리 아이템을 재고로 회수하고, 다른 신체형·레이어·점유 조합으로 다시 배정한다. 세탁·수리·개조의 실행 경로는 원본 정의와 저장 검증에서 별도 확인한다.","전수 설계; 장착·점유·효과·세탁·수리·저장 실행 검증 OPEN; enum label 해석 OPEN"
"apparel:23016","반바지","작성 목적은 '반바지. 실제 부착점·크기·레이어·개조와 한 종류의 주원단으로 성능을 결정한다'이다.","소재 Woven; 신체형 Humanoid; 맞춤 Sized; 레이어 Inner; 점유 알 수 없음 (1552); 연구 research:textile:tailoring; 용도 알 수 없음 (36)","Inner 레이어의 알 수 없음 (1552) 점유를 이 Humanoid형 의복에 배정한다. 용도 태그 알 수 없음 (36)에 맞는 일상·수면·보호·부속 장비의 재료, 제작 노동, 보관 재고와 경쟁한다.","비교 후보(대체 가능성 미검증): ApparelDefinitionSO:apparel:23017, ApparelDefinitionSO:apparel:23047, ApparelDefinitionSO:apparel:23012, ApparelDefinitionSO:apparel:23049, ApparelDefinitionSO:apparel:23038, ApparelDefinitionSO:apparel:23004, ApparelDefinitionSO:apparel:23021, ApparelDefinitionSO:apparel:23025, ApparelDefinitionSO:apparel:23043, ApparelDefinitionSO:apparel:23019, ApparelDefinitionSO:apparel:23042, ApparelDefinitionSO:apparel:23035 외 43개","연구 research:textile:tailoring 완료 뒤 물리 아이템 apparel:shorts를 Humanoid 대상에게 Sized 조건으로 맞추고 Inner 레이어의 알 수 없음 (1552) 점유에 장착한다.","같은 신체형·레이어·점유를 요구하는 정의는 동시에 채택할 수 없으므로, 해당 자리를 다른 의복·보호 장비·운반 장비에 양보하거나 재편성한다. 내보내기가 알 수 없음으로 보인 열거값은 런타임 장착 규칙 확정 전 원본 enum 매핑을 확인한다.","장착 해제 후 물리 아이템을 재고로 회수하고, 다른 신체형·레이어·점유 조합으로 다시 배정한다. 세탁·수리·개조의 실행 경로는 원본 정의와 저장 검증에서 별도 확인한다.","전수 설계; 장착·점유·효과·세탁·수리·저장 실행 검증 OPEN; enum label 해석 OPEN"
"apparel:23017","앞치마","작성 목적은 '앞치마. 실제 부착점·크기·레이어·개조와 한 종류의 주원단으로 성능을 결정한다'이다.","소재 알 수 없음 (3); 신체형 Humanoid; 맞춤 Adjustable; 레이어 Outer; 점유 알 수 없음 (24); 연구 research:textile:tailoring; 용도 알 수 없음 (12)","Outer 레이어의 알 수 없음 (24) 점유를 이 Humanoid형 의복에 배정한다. 용도 태그 알 수 없음 (12)에 맞는 일상·수면·보호·부속 장비의 재료, 제작 노동, 보관 재고와 경쟁한다.","비교 후보(대체 가능성 미검증): ApparelDefinitionSO:apparel:23047, ApparelDefinitionSO:apparel:23012, ApparelDefinitionSO:apparel:23049, ApparelDefinitionSO:apparel:23038, ApparelDefinitionSO:apparel:23004, ApparelDefinitionSO:apparel:23021, ApparelDefinitionSO:apparel:23025, ApparelDefinitionSO:apparel:23043, ApparelDefinitionSO:apparel:23019, ApparelDefinitionSO:apparel:23042, ApparelDefinitionSO:apparel:23035, ApparelDefinitionSO:apparel:23041 외 43개","연구 research:textile:tailoring 완료 뒤 물리 아이템 apparel:apron를 Humanoid 대상에게 Adjustable 조건으로 맞추고 Outer 레이어의 알 수 없음 (24) 점유에 장착한다.","같은 신체형·레이어·점유를 요구하는 정의는 동시에 채택할 수 없으므로, 해당 자리를 다른 의복·보호 장비·운반 장비에 양보하거나 재편성한다. 내보내기가 알 수 없음으로 보인 열거값은 런타임 장착 규칙 확정 전 원본 enum 매핑을 확인한다.","장착 해제 후 물리 아이템을 재고로 회수하고, 다른 신체형·레이어·점유 조합으로 다시 배정한다. 세탁·수리·개조의 실행 경로는 원본 정의와 저장 검증에서 별도 확인한다.","전수 설계; 장착·점유·효과·세탁·수리·저장 실행 검증 OPEN; enum label 해석 OPEN"
"apparel:23018","조끼","작성 목적은 '조끼. 실제 부착점·크기·레이어·개조와 한 종류의 주원단으로 성능을 결정한다'이다.","소재 Woven; 신체형 Humanoid; 맞춤 Adjustable; 레이어 Outer; 점유 Hand Left; 연구 research:textile:tailoring; 용도 Daily","Outer 레이어의 Hand Left 점유를 이 Humanoid형 의복에 배정한다. 용도 태그 Daily에 맞는 일상·수면·보호·부속 장비의 재료, 제작 노동, 보관 재고와 경쟁한다.","비교 후보(대체 가능성 미검증): ApparelDefinitionSO:apparel:23017, ApparelDefinitionSO:apparel:23047, ApparelDefinitionSO:apparel:23012, ApparelDefinitionSO:apparel:23049, ApparelDefinitionSO:apparel:23038, ApparelDefinitionSO:apparel:23004, ApparelDefinitionSO:apparel:23021, ApparelDefinitionSO:apparel:23025, ApparelDefinitionSO:apparel:23043, ApparelDefinitionSO:apparel:23019, ApparelDefinitionSO:apparel:23042, ApparelDefinitionSO:apparel:23035 외 43개","연구 research:textile:tailoring 완료 뒤 물리 아이템 apparel:vest를 Humanoid 대상에게 Adjustable 조건으로 맞추고 Outer 레이어의 Hand Left 점유에 장착한다.","같은 신체형·레이어·점유를 요구하는 정의는 동시에 채택할 수 없으므로, 해당 자리를 다른 의복·보호 장비·운반 장비에 양보하거나 재편성한다.","장착 해제 후 물리 아이템을 재고로 회수하고, 다른 신체형·레이어·점유 조합으로 다시 배정한다. 세탁·수리·개조의 실행 경로는 원본 정의와 저장 검증에서 별도 확인한다.","전수 설계; 장착·점유·효과·세탁·수리·저장 실행 검증 OPEN"
"apparel:23019","일상 로브","작성 목적은 '일상 로브. 실제 부착점·크기·레이어·개조와 한 종류의 주원단으로 성능을 결정한다'이다.","소재 Woven; 신체형 Humanoid; 맞춤 Adjustable; 레이어 Outer; 점유 알 수 없음 (9848); 연구 research:textile:tailoring; 용도 Daily","Outer 레이어의 알 수 없음 (9848) 점유를 이 Humanoid형 의복에 배정한다. 용도 태그 Daily에 맞는 일상·수면·보호·부속 장비의 재료, 제작 노동, 보관 재고와 경쟁한다.","비교 후보(대체 가능성 미검증): ApparelDefinitionSO:apparel:23017, ApparelDefinitionSO:apparel:23047, ApparelDefinitionSO:apparel:23012, ApparelDefinitionSO:apparel:23049, ApparelDefinitionSO:apparel:23038, ApparelDefinitionSO:apparel:23004, ApparelDefinitionSO:apparel:23021, ApparelDefinitionSO:apparel:23025, ApparelDefinitionSO:apparel:23043, ApparelDefinitionSO:apparel:23042, ApparelDefinitionSO:apparel:23035, ApparelDefinitionSO:apparel:23041 외 43개","연구 research:textile:tailoring 완료 뒤 물리 아이템 apparel:daily-robe를 Humanoid 대상에게 Adjustable 조건으로 맞추고 Outer 레이어의 알 수 없음 (9848) 점유에 장착한다.","같은 신체형·레이어·점유를 요구하는 정의는 동시에 채택할 수 없으므로, 해당 자리를 다른 의복·보호 장비·운반 장비에 양보하거나 재편성한다. 내보내기가 알 수 없음으로 보인 열거값은 런타임 장착 규칙 확정 전 원본 enum 매핑을 확인한다.","장착 해제 후 물리 아이템을 재고로 회수하고, 다른 신체형·레이어·점유 조합으로 다시 배정한다. 세탁·수리·개조의 실행 경로는 원본 정의와 저장 검증에서 별도 확인한다.","전수 설계; 장착·점유·효과·세탁·수리·저장 실행 검증 OPEN; enum label 해석 OPEN"
"apparel:23020","후드 로브","작성 목적은 '후드 로브. 실제 부착점·크기·레이어·개조와 한 종류의 주원단으로 성능을 결정한다'이다.","소재 Woven; 신체형 Humanoid; 맞춤 Adjustable; 레이어 Outer; 점유 알 수 없음 (9849); 연구 research:textile:tailoring; 용도 알 수 없음 (20)","Outer 레이어의 알 수 없음 (9849) 점유를 이 Humanoid형 의복에 배정한다. 용도 태그 알 수 없음 (20)에 맞는 일상·수면·보호·부속 장비의 재료, 제작 노동, 보관 재고와 경쟁한다.","비교 후보(대체 가능성 미검증): ApparelDefinitionSO:apparel:23017, ApparelDefinitionSO:apparel:23047, ApparelDefinitionSO:apparel:23012, ApparelDefinitionSO:apparel:23049, ApparelDefinitionSO:apparel:23038, ApparelDefinitionSO:apparel:23004, ApparelDefinitionSO:apparel:23021, ApparelDefinitionSO:apparel:23025, ApparelDefinitionSO:apparel:23043, ApparelDefinitionSO:apparel:23019, ApparelDefinitionSO:apparel:23042, ApparelDefinitionSO:apparel:23035 외 43개","연구 research:textile:tailoring 완료 뒤 물리 아이템 apparel:hooded-robe를 Humanoid 대상에게 Adjustable 조건으로 맞추고 Outer 레이어의 알 수 없음 (9849) 점유에 장착한다.","같은 신체형·레이어·점유를 요구하는 정의는 동시에 채택할 수 없으므로, 해당 자리를 다른 의복·보호 장비·운반 장비에 양보하거나 재편성한다. 내보내기가 알 수 없음으로 보인 열거값은 런타임 장착 규칙 확정 전 원본 enum 매핑을 확인한다.","장착 해제 후 물리 아이템을 재고로 회수하고, 다른 신체형·레이어·점유 조합으로 다시 배정한다. 세탁·수리·개조의 실행 경로는 원본 정의와 저장 검증에서 별도 확인한다.","전수 설계; 장착·점유·효과·세탁·수리·저장 실행 검증 OPEN; enum label 해석 OPEN"
"apparel:23021","망토","작성 목적은 '망토. 실제 부착점·크기·레이어·개조와 한 종류의 주원단으로 성능을 결정한다'이다.","소재 알 수 없음 (3); 신체형 Humanoid; 맞춤 Adjustable; 레이어 Outer; 점유 알 수 없음 (8200); 연구 research:textile:tailoring; 용도 알 수 없음 (20)","Outer 레이어의 알 수 없음 (8200) 점유를 이 Humanoid형 의복에 배정한다. 용도 태그 알 수 없음 (20)에 맞는 일상·수면·보호·부속 장비의 재료, 제작 노동, 보관 재고와 경쟁한다.","비교 후보(대체 가능성 미검증): ApparelDefinitionSO:apparel:23017, ApparelDefinitionSO:apparel:23047, ApparelDefinitionSO:apparel:23012, ApparelDefinitionSO:apparel:23049, ApparelDefinitionSO:apparel:23038, ApparelDefinitionSO:apparel:23004, ApparelDefinitionSO:apparel:23025, ApparelDefinitionSO:apparel:23043, ApparelDefinitionSO:apparel:23019, ApparelDefinitionSO:apparel:23042, ApparelDefinitionSO:apparel:23035, ApparelDefinitionSO:apparel:23041 외 43개","연구 research:textile:tailoring 완료 뒤 물리 아이템 apparel:cloak를 Humanoid 대상에게 Adjustable 조건으로 맞추고 Outer 레이어의 알 수 없음 (8200) 점유에 장착한다.","같은 신체형·레이어·점유를 요구하는 정의는 동시에 채택할 수 없으므로, 해당 자리를 다른 의복·보호 장비·운반 장비에 양보하거나 재편성한다. 내보내기가 알 수 없음으로 보인 열거값은 런타임 장착 규칙 확정 전 원본 enum 매핑을 확인한다.","장착 해제 후 물리 아이템을 재고로 회수하고, 다른 신체형·레이어·점유 조합으로 다시 배정한다. 세탁·수리·개조의 실행 경로는 원본 정의와 저장 검증에서 별도 확인한다.","전수 설계; 장착·점유·효과·세탁·수리·저장 실행 검증 OPEN; enum label 해석 OPEN"
"apparel:23022","우비","작성 목적은 '우비. 실제 부착점·크기·레이어·개조와 한 종류의 주원단으로 성능을 결정한다'이다.","소재 알 수 없음 (3); 신체형 Humanoid; 맞춤 Adjustable; 레이어 Outer; 점유 알 수 없음 (9848); 연구 research:textile:layered; 용도 알 수 없음 (2116)","Outer 레이어의 알 수 없음 (9848) 점유를 이 Humanoid형 의복에 배정한다. 용도 태그 알 수 없음 (2116)에 맞는 일상·수면·보호·부속 장비의 재료, 제작 노동, 보관 재고와 경쟁한다.","비교 후보(대체 가능성 미검증): ApparelDefinitionSO:apparel:23017, ApparelDefinitionSO:apparel:23047, ApparelDefinitionSO:apparel:23012, ApparelDefinitionSO:apparel:23049, ApparelDefinitionSO:apparel:23038, ApparelDefinitionSO:apparel:23004, ApparelDefinitionSO:apparel:23021, ApparelDefinitionSO:apparel:23025, ApparelDefinitionSO:apparel:23043, ApparelDefinitionSO:apparel:23019, ApparelDefinitionSO:apparel:23042, ApparelDefinitionSO:apparel:23035 외 43개","연구 research:textile:layered 완료 뒤 물리 아이템 apparel:raincoat를 Humanoid 대상에게 Adjustable 조건으로 맞추고 Outer 레이어의 알 수 없음 (9848) 점유에 장착한다.","같은 신체형·레이어·점유를 요구하는 정의는 동시에 채택할 수 없으므로, 해당 자리를 다른 의복·보호 장비·운반 장비에 양보하거나 재편성한다. 내보내기가 알 수 없음으로 보인 열거값은 런타임 장착 규칙 확정 전 원본 enum 매핑을 확인한다.","장착 해제 후 물리 아이템을 재고로 회수하고, 다른 신체형·레이어·점유 조합으로 다시 배정한다. 세탁·수리·개조의 실행 경로는 원본 정의와 저장 검증에서 별도 확인한다.","전수 설계; 장착·점유·효과·세탁·수리·저장 실행 검증 OPEN; enum label 해석 OPEN"
"apparel:23023","운반 멜빵","작성 목적은 '운반 멜빵. 실제 부착점·크기·레이어·개조와 한 종류의 주원단으로 성능을 결정한다'이다.","소재 알 수 없음 (3); 신체형 Humanoid; 맞춤 Adjustable; 레이어 Accessory; 점유 알 수 없음 (8200); 연구 research:commerce:logistics; 용도 알 수 없음 (1032)","Accessory 레이어의 알 수 없음 (8200) 점유를 이 Humanoid형 의복에 배정한다. 용도 태그 알 수 없음 (1032)에 맞는 일상·수면·보호·부속 장비의 재료, 제작 노동, 보관 재고와 경쟁한다.","비교 후보(대체 가능성 미검증): ApparelDefinitionSO:apparel:23017, ApparelDefinitionSO:apparel:23047, ApparelDefinitionSO:apparel:23012, ApparelDefinitionSO:apparel:23049, ApparelDefinitionSO:apparel:23038, ApparelDefinitionSO:apparel:23004, ApparelDefinitionSO:apparel:23021, ApparelDefinitionSO:apparel:23025, ApparelDefinitionSO:apparel:23043, ApparelDefinitionSO:apparel:23019, ApparelDefinitionSO:apparel:23042, ApparelDefinitionSO:apparel:23035 외 43개","연구 research:commerce:logistics 완료 뒤 물리 아이템 tool:hauling-harness를 Humanoid 대상에게 Adjustable 조건으로 맞추고 Accessory 레이어의 알 수 없음 (8200) 점유에 장착한다.","같은 신체형·레이어·점유를 요구하는 정의는 동시에 채택할 수 없으므로, 해당 자리를 다른 의복·보호 장비·운반 장비에 양보하거나 재편성한다. 내보내기가 알 수 없음으로 보인 열거값은 런타임 장착 규칙 확정 전 원본 enum 매핑을 확인한다.","장착 해제 후 물리 아이템을 재고로 회수하고, 다른 신체형·레이어·점유 조합으로 다시 배정한다. 세탁·수리·개조의 실행 경로는 원본 정의와 저장 검증에서 별도 확인한다.","전수 설계; 장착·점유·효과·세탁·수리·저장 실행 검증 OPEN; enum label 해석 OPEN"
"apparel:23024","보온 점액 패드","작성 목적은 '보온 점액 패드. 실제 부착점·크기·레이어·개조와 한 종류의 주원단으로 성능을 결정한다'이다.","소재 Woven; 신체형 Humanoid; 맞춤 Adjustable; 레이어 Inner; 점유 Hand Left; 연구 research:environment:cold-work; 용도 알 수 없음 (24)","Inner 레이어의 Hand Left 점유를 이 Humanoid형 의복에 배정한다. 용도 태그 알 수 없음 (24)에 맞는 일상·수면·보호·부속 장비의 재료, 제작 노동, 보관 재고와 경쟁한다.","비교 후보(대체 가능성 미검증): ApparelDefinitionSO:apparel:23017, ApparelDefinitionSO:apparel:23047, ApparelDefinitionSO:apparel:23012, ApparelDefinitionSO:apparel:23049, ApparelDefinitionSO:apparel:23038, ApparelDefinitionSO:apparel:23004, ApparelDefinitionSO:apparel:23021, ApparelDefinitionSO:apparel:23025, ApparelDefinitionSO:apparel:23043, ApparelDefinitionSO:apparel:23019, ApparelDefinitionSO:apparel:23042, ApparelDefinitionSO:apparel:23035 외 43개","연구 research:environment:cold-work 완료 뒤 물리 아이템 equipment:slime-warming-pad를 Humanoid 대상에게 Adjustable 조건으로 맞추고 Inner 레이어의 Hand Left 점유에 장착한다.","같은 신체형·레이어·점유를 요구하는 정의는 동시에 채택할 수 없으므로, 해당 자리를 다른 의복·보호 장비·운반 장비에 양보하거나 재편성한다. 내보내기가 알 수 없음으로 보인 열거값은 런타임 장착 규칙 확정 전 원본 enum 매핑을 확인한다.","장착 해제 후 물리 아이템을 재고로 회수하고, 다른 신체형·레이어·점유 조합으로 다시 배정한다. 세탁·수리·개조의 실행 경로는 원본 정의와 저장 검증에서 별도 확인한다.","전수 설계; 장착·점유·효과·세탁·수리·저장 실행 검증 OPEN; enum label 해석 OPEN"
"apparel:23025","방한 작업복","작성 목적은 '방한 작업복. 실제 부착점·크기·레이어·개조와 한 종류의 주원단으로 성능을 결정한다'이다.","소재 알 수 없음 (3); 신체형 Humanoid; 맞춤 Adjustable; 레이어 Outer; 점유 알 수 없음 (9848); 연구 research:environment:cold-work; 용도 알 수 없음 (2072)","Outer 레이어의 알 수 없음 (9848) 점유를 이 Humanoid형 의복에 배정한다. 용도 태그 알 수 없음 (2072)에 맞는 일상·수면·보호·부속 장비의 재료, 제작 노동, 보관 재고와 경쟁한다.","비교 후보(대체 가능성 미검증): ApparelDefinitionSO:apparel:23017, ApparelDefinitionSO:apparel:23047, ApparelDefinitionSO:apparel:23012, ApparelDefinitionSO:apparel:23049, ApparelDefinitionSO:apparel:23038, ApparelDefinitionSO:apparel:23004, ApparelDefinitionSO:apparel:23021, ApparelDefinitionSO:apparel:23043, ApparelDefinitionSO:apparel:23019, ApparelDefinitionSO:apparel:23042, ApparelDefinitionSO:apparel:23035, ApparelDefinitionSO:apparel:23041 외 43개","연구 research:environment:cold-work 완료 뒤 물리 아이템 equipment:cold-work-suit를 Humanoid 대상에게 Adjustable 조건으로 맞추고 Outer 레이어의 알 수 없음 (9848) 점유에 장착한다.","같은 신체형·레이어·점유를 요구하는 정의는 동시에 채택할 수 없으므로, 해당 자리를 다른 의복·보호 장비·운반 장비에 양보하거나 재편성한다. 내보내기가 알 수 없음으로 보인 열거값은 런타임 장착 규칙 확정 전 원본 enum 매핑을 확인한다.","장착 해제 후 물리 아이템을 재고로 회수하고, 다른 신체형·레이어·점유 조합으로 다시 배정한다. 세탁·수리·개조의 실행 경로는 원본 정의와 저장 검증에서 별도 확인한다.","전수 설계; 장착·점유·효과·세탁·수리·저장 실행 검증 OPEN; enum label 해석 OPEN"
