source_type,source_id,source_record_key,kind,target_id,amount,duration,field_path,semantic_label,target_category,resolution_status,target_record_keys,source_path
WildlifeSpeciesSO,deep_goat,WildlifeSpeciesSO|deep_goat,references,cave_hound,,,predatorSpeciesIds,predator Species Ids,content-reference,resolved-content,WildlifeSpeciesSO|cave_hound,Assets/Resources/SO/V20/Ecology/Wildlife/wildlife_deep_goat.asset
WildlifeSpeciesSO,deep_goat,WildlifeSpeciesSO|deep_goat,references,disease:deep-parasitosis,,,diseaseVectorIds,disease Vector Ids,content-reference,resolved-content,DiseaseDefinitionSO|disease:deep-parasitosis,Assets/Resources/SO/V20/Ecology/Wildlife/wildlife_deep_goat.asset
WildlifeSpeciesSO,deep_goat,WildlifeSpeciesSO|deep_goat,references,fiber:deep-goat-wool,2,,husbandryProducts.0.itemId,item Id,content-reference,resolved-content,ResourceItemDefinitionSO|fiber:deep-goat-wool,Assets/Resources/SO/V20/Ecology/Wildlife/wildlife_deep_goat.asset
WildlifeSpeciesSO,deep_goat,WildlifeSpeciesSO|deep_goat,references,shadow_wolf,,,predatorSpeciesIds,predator Species Ids,content-reference,resolved-content,WildlifeSpeciesSO|shadow_wolf,Assets/Resources/SO/V20/Ecology/Wildlife/wildlife_deep_goat.asset
WildlifeSpeciesSO,ember_lizard,WildlifeSpeciesSO|ember_lizard,references,ash_crawler,,,preySpeciesIds,prey Species Ids,content-reference,resolved-content,WildlifeSpeciesSO|ash_crawler,Assets/Resources/SO/V20/Ecology/Wildlife/wildlife_ember_lizard.asset
WildlifeSpeciesSO,ember_lizard,WildlifeSpeciesSO|ember_lizard,references,cave_hound,,,predatorSpeciesIds,predator Species Ids,content-reference,resolved-content,WildlifeSpeciesSO|cave_hound,Assets/Resources/SO/V20/Ecology/Wildlife/wildlife_ember_lizard.asset
WildlifeSpeciesSO,ember_lizard,WildlifeSpeciesSO|ember_lizard,references,crystal_beetle,,,preySpeciesIds,prey Species Ids,content-reference,resolved-content,WildlifeSpeciesSO|crystal_beetle,Assets/Resources/SO/V20/Ecology/Wildlife/wildlife_ember_lizard.asset
WildlifeSpeciesSO,ember_lizard,WildlifeSpeciesSO|ember_lizard,references,disease:ember-fever,,,diseaseVectorIds,disease Vector Ids,content-reference,resolved-content,DiseaseDefinitionSO|disease:ember-fever,Assets/Resources/SO/V20/Ecology/Wildlife/wildlife_ember_lizard.asset
WildlifeSpeciesSO,frost_ram,WildlifeSpeciesSO|frost_ram,references,disease:cave-flu,,,diseaseVectorIds,disease Vector Ids,content-reference,resolved-content,DiseaseDefinitionSO|disease:cave-flu,Assets/Resources/SO/V20/Ecology/Wildlife/wildlife_frost_ram.asset
WildlifeSpeciesSO,frost_ram,WildlifeSpeciesSO|frost_ram,references,fiber:frost-wool,3,,husbandryProducts.0.itemId,item Id,content-reference,resolved-content,ResourceItemDefinitionSO|fiber:frost-wool,Assets/Resources/SO/V20/Ecology/Wildlife/wildlife_frost_ram.asset
WildlifeSpeciesSO,frost_ram,WildlifeSpeciesSO|frost_ram,references,shadow_wolf,,,predatorSpeciesIds,predator Species Ids,content-reference,resolved-content,WildlifeSpeciesSO|shadow_wolf,Assets/Resources/SO/V20/Ecology/Wildlife/wildlife_frost_ram.asset
WildlifeSpeciesSO,glow_moth,WildlifeSpeciesSO|glow_moth,references,cave_rat,,,predatorSpeciesIds,predator Species Ids,content-reference,resolved-content,WildlifeSpeciesSO|cave_rat,Assets/Resources/SO/V20/Ecology/Wildlife/wildlife_glow_moth.asset
WildlifeSpeciesSO,glow_moth,WildlifeSpeciesSO|glow_moth,references,disease:mana-pox,,,diseaseVectorIds,disease Vector Ids,content-reference,resolved-content,DiseaseDefinitionSO|disease:mana-pox,Assets/Resources/SO/V20/Ecology/Wildlife/wildlife_glow_moth.asset
WildlifeSpeciesSO,glow_moth,WildlifeSpeciesSO|glow_moth,references,silk_spider,,,predatorSpeciesIds,predator Species Ids,content-reference,resolved-content,WildlifeSpeciesSO|silk_spider,Assets/Resources/SO/V20/Ecology/Wildlife/wildlife_glow_moth.asset
WildlifeSpeciesSO,mana_wisp,WildlifeSpeciesSO|mana_wisp,references,disease:mana-pox,,,diseaseVectorIds,disease Vector Ids,content-reference,resolved-content,DiseaseDefinitionSO|disease:mana-pox,Assets/Resources/SO/V20/Ecology/Wildlife/wildlife_mana_wisp.asset
WildlifeSpeciesSO,mana_wisp,WildlifeSpeciesSO|mana_wisp,references,rune_deer,,,predatorSpeciesIds,predator Species Ids,content-reference,resolved-content,WildlifeSpeciesSO|rune_deer,Assets/Resources/SO/V20/Ecology/Wildlife/wildlife_mana_wisp.asset
WildlifeSpeciesSO,mire_leech,WildlifeSpeciesSO|mire_leech,references,deep_goat,,,preySpeciesIds,prey Species Ids,content-reference,resolved-content,WildlifeSpeciesSO|deep_goat,Assets/Resources/SO/V20/Ecology/Wildlife/wildlife_mire_leech.asset
WildlifeSpeciesSO,mire_leech,WildlifeSpeciesSO|mire_leech,references,disease:blood-wasting,,,diseaseVectorIds,disease Vector Ids,content-reference,resolved-content,DiseaseDefinitionSO|disease:blood-wasting,Assets/Resources/SO/V20/Ecology/Wildlife/wildlife_mire_leech.asset
WildlifeSpeciesSO,mire_leech,WildlifeSpeciesSO|mire_leech,references,rune_deer,,,preySpeciesIds,prey Species Ids,content-reference,resolved-content,WildlifeSpeciesSO|rune_deer,Assets/Resources/SO/V20/Ecology/Wildlife/wildlife_mire_leech.asset
WildlifeSpeciesSO,mire_leech,WildlifeSpeciesSO|mire_leech,references,spore_elk,,,predatorSpeciesIds,predator Species Ids,content-reference,resolved-content,WildlifeSpeciesSO|spore_elk,Assets/Resources/SO/V20/Ecology/Wildlife/wildlife_mire_leech.asset
WildlifeSpeciesSO,moss_boar,WildlifeSpeciesSO|moss_boar,references,cave_rat,,,preySpeciesIds,prey Species Ids,content-reference,resolved-content,WildlifeSpeciesSO|cave_rat,Assets/Resources/SO/Wildlife/Species/Wildlife_MossBoar.asset
WildlifeSpeciesSO,moss_boar,WildlifeSpeciesSO|moss_boar,references,disease:cave-flu,,,diseaseVectorIds,disease Vector Ids,content-reference,resolved-content,DiseaseDefinitionSO|disease:cave-flu,Assets/Resources/SO/Wildlife/Species/Wildlife_MossBoar.asset
WildlifeSpeciesSO,moss_boar,WildlifeSpeciesSO|moss_boar,references,resource:hide,2,,butcherYields.1.itemId,item Id,content-reference,resolved-content,ResourceItemDefinitionSO|resource:hide,Assets/Resources/SO/Wildlife/Species/Wildlife_MossBoar.asset
WildlifeSpeciesSO,moss_boar,WildlifeSpeciesSO|moss_boar,references,resource:meat,8,,butcherYields.0.itemId,item Id,content-reference,resolved-content,ResourceItemDefinitionSO|resource:meat,Assets/Resources/SO/Wildlife/Species/Wildlife_MossBoar.asset
WildlifeSpeciesSO,moss_boar,WildlifeSpeciesSO|moss_boar,references,shadow_wolf,,,predatorSpeciesIds,predator Species Ids,content-reference,resolved-content,WildlifeSpeciesSO|shadow_wolf,Assets/Resources/SO/Wildlife/Species/Wildlife_MossBoar.asset
WildlifeSpeciesSO,rune_deer,WildlifeSpeciesSO|rune_deer,references,cave_rat,,,preySpeciesIds,prey Species Ids,content-reference,resolved-content,WildlifeSpeciesSO|cave_rat,Assets/Resources/SO/Wildlife/Species/Wildlife_RuneDeer.asset
WildlifeSpeciesSO,rune_deer,WildlifeSpeciesSO|rune_deer,references,disease:cave-flu,,,diseaseVectorIds,disease Vector Ids,content-reference,resolved-content,DiseaseDefinitionSO|disease:cave-flu,Assets/Resources/SO/Wildlife/Species/Wildlife_RuneDeer.asset
WildlifeSpeciesSO,rune_deer,WildlifeSpeciesSO|rune_deer,references,resource:meat,6,,butcherYields.0.itemId,item Id,content-reference,resolved-content,ResourceItemDefinitionSO|resource:meat,Assets/Resources/SO/Wildlife/Species/Wildlife_RuneDeer.asset
WildlifeSpeciesSO,rune_deer,WildlifeSpeciesSO|rune_deer,references,resource:rune-dust,2,,butcherYields.1.itemId,item Id,content-reference,resolved-content,ResourceItemDefinitionSO|resource:rune-dust,Assets/Resources/SO/Wildlife/Species/Wildlife_RuneDeer.asset
WildlifeSpeciesSO,rune_deer,WildlifeSpeciesSO|rune_deer,references,shadow_wolf,,,predatorSpeciesIds,predator Species Ids,content-reference,resolved-content,WildlifeSpeciesSO|shadow_wolf,Assets/Resources/SO/Wildlife/Species/Wildlife_RuneDeer.asset
WildlifeSpeciesSO,shadow_hare,WildlifeSpeciesSO|shadow_hare,references,cave_rat,,,preySpeciesIds,prey Species Ids,content-reference,resolved-content,WildlifeSpeciesSO|cave_rat,Assets/Resources/SO/Wildlife/Species/Wildlife_ShadowHare.asset
WildlifeSpeciesSO,shadow_hare,WildlifeSpeciesSO|shadow_hare,references,disease:cave-flu,,,diseaseVectorIds,disease Vector Ids,content-reference,resolved-content,DiseaseDefinitionSO|disease:cave-flu,Assets/Resources/SO/Wildlife/Species/Wildlife_ShadowHare.asset
WildlifeSpeciesSO,shadow_hare,WildlifeSpeciesSO|shadow_hare,references,resource:meat,2,,butcherYields.0.itemId,item Id,content-reference,resolved-content,ResourceItemDefinitionSO|resource:meat,Assets/Resources/SO/Wildlife/Species/Wildlife_ShadowHare.asset
WildlifeSpeciesSO,shadow_hare,WildlifeSpeciesSO|shadow_hare,references,shadow_wolf,,,predatorSpeciesIds,predator Species Ids,content-reference,resolved-content,WildlifeSpeciesSO|shadow_wolf,Assets/Resources/SO/Wildlife/Species/Wildlife_ShadowHare.asset
WildlifeSpeciesSO,shadow_wolf,WildlifeSpeciesSO|shadow_wolf,references,carrion_drake,,,predatorSpeciesIds,predator Species Ids,content-reference,resolved-content,WildlifeSpeciesSO|carrion_drake,Assets/Resources/SO/Wildlife/Species/Wildlife_ShadowWolf.asset
WildlifeSpeciesSO,shadow_wolf,WildlifeSpeciesSO|shadow_wolf,references,disease:cave-flu,,,diseaseVectorIds,disease Vector Ids,content-reference,resolved-content,DiseaseDefinitionSO|disease:cave-flu,Assets/Resources/SO/Wildlife/Species/Wildlife_ShadowWolf.asset
WildlifeSpeciesSO,shadow_wolf,WildlifeSpeciesSO|shadow_wolf,references,resource:fang,2,,butcherYields.2.itemId,item Id,content-reference,resolved-content,ResourceItemDefinitionSO|resource:fang,Assets/Resources/SO/Wildlife/Species/Wildlife_ShadowWolf.asset
WildlifeSpeciesSO,shadow_wolf,WildlifeSpeciesSO|shadow_wolf,references,resource:hide,2,,butcherYields.1.itemId,item Id,content-reference,resolved-content,ResourceItemDefinitionSO|resource:hide,Assets/Resources/SO/Wildlife/Species/Wildlife_ShadowWolf.asset
WildlifeSpeciesSO,shadow_wolf,WildlifeSpeciesSO|shadow_wolf,references,resource:meat,4,,butcherYields.0.itemId,item Id,content-reference,resolved-content,ResourceItemDefinitionSO|resource:meat,Assets/Resources/SO/Wildlife/Species/Wildlife_ShadowWolf.asset
WildlifeSpeciesSO,shadow_wolf,WildlifeSpeciesSO|shadow_wolf,references,shadow_hare,,,preySpeciesIds,prey Species Ids,content-reference,resolved-content,WildlifeSpeciesSO|shadow_hare,Assets/Resources/SO/Wildlife/Species/Wildlife_ShadowWolf.asset
WildlifeSpeciesSO,silk_spider,WildlifeSpeciesSO|silk_spider,references,cave_hound,,,predatorSpeciesIds,predator Species Ids,content-reference,resolved-content,WildlifeSpeciesSO|cave_hound,Assets/Resources/SO/V20/Ecology/Wildlife/wildlife_silk_spider.asset
WildlifeSpeciesSO,silk_spider,WildlifeSpeciesSO|silk_spider,references,cave_rat,,,preySpeciesIds,prey Species Ids,content-reference,resolved-content,WildlifeSpeciesSO|cave_rat,Assets/Resources/SO/V20/Ecology/Wildlife/wildlife_silk_spider.asset
WildlifeSpeciesSO,silk_spider,WildlifeSpeciesSO|silk_spider,references,disease:dream-mold,,,diseaseVectorIds,disease Vector Ids,content-reference,resolved-content,DiseaseDefinitionSO|disease:dream-mold,Assets/Resources/SO/V20/Ecology/Wildlife/wildlife_silk_spider.asset
WildlifeSpeciesSO,silk_spider,WildlifeSpeciesSO|silk_spider,references,fiber:cave-silk,2,,husbandryProducts.0.itemId,item Id,content-reference,resolved-content,ResourceItemDefinitionSO|fiber:cave-silk,Assets/Resources/SO/V20/Ecology/Wildlife/wildlife_silk_spider.asset
WildlifeSpeciesSO,silk_spider,WildlifeSpeciesSO|silk_spider,references,glow_moth,,,preySpeciesIds,prey Species Ids,content-reference,resolved-content,WildlifeSpeciesSO|glow_moth,Assets/Resources/SO/V20/Ecology/Wildlife/wildlife_silk_spider.asset
WildlifeSpeciesSO,spore_elk,WildlifeSpeciesSO|spore_elk,references,disease:white-spore,,,diseaseVectorIds,disease Vector Ids,content-reference,resolved-content,DiseaseDefinitionSO|disease:white-spore,Assets/Resources/SO/V20/Ecology/Wildlife/wildlife_spore_elk.asset
WildlifeSpeciesSO,spore_elk,WildlifeSpeciesSO|spore_elk,references,mire_leech,,,predatorSpeciesIds,predator Species Ids,content-reference,resolved-content,WildlifeSpeciesSO|mire_leech,Assets/Resources/SO/V20/Ecology/Wildlife/wildlife_spore_elk.asset
WildlifeSpeciesSO,spore_elk,WildlifeSpeciesSO|spore_elk,references,shadow_wolf,,,predatorSpeciesIds,predator Species Ids,content-reference,resolved-content,WildlifeSpeciesSO|shadow_wolf,Assets/Resources/SO/V20/Ecology/Wildlife/wildlife_spore_elk.asset
WildlifeSpeciesSO,tunnel_mole,WildlifeSpeciesSO|tunnel_mole,references,cave_hound,,,predatorSpeciesIds,predator Species Ids,content-reference,resolved-content,WildlifeSpeciesSO|cave_hound,Assets/Resources/SO/V20/Ecology/Wildlife/wildlife_tunnel_mole.asset
WildlifeSpeciesSO,tunnel_mole,WildlifeSpeciesSO|tunnel_mole,references,disease:deep-parasitosis,,,diseaseVectorIds,disease Vector Ids,content-reference,resolved-content,DiseaseDefinitionSO|disease:deep-parasitosis,Assets/Resources/SO/V20/Ecology/Wildlife/wildlife_tunnel_mole.asset
WildlifeSpeciesSO,tunnel_mole,WildlifeSpeciesSO|tunnel_mole,references,shadow_wolf,,,predatorSpeciesIds,predator Species Ids,content-reference,resolved-content,WildlifeSpeciesSO|shadow_wolf,Assets/Resources/SO/V20/Ecology/Wildlife/wildlife_tunnel_mole.asset
