seed,arm,window,travelMilliWu,waitMilliWu,dispatchWaitMilliWu,reservationWaitMilliWu,facilityAccessWaitMilliWu,noPathMilliWu,burstDeliveredQuantity,burstOutstandingQuantity,burstQuantityConserved,replanCount,stepAsideCount,clutterCellSeconds,semanticStateHash,randomStateHash,exogenousEventHash
1,clutterStress,3,13328,12495,12495,0,0,0,0,8,true,16,0,0,1b22b0fbd2767cd2c7cf8824c7de8fed7b00d1c0641098a28afc9d09a4721db7,04d307855ef58f5075f5e0b37936eca054520fbadcb024ff116fa54588808be0,e9e414d8206787db21da54fcefaa71ad8e08958176a535b544db115f46d5c924
1,faultControl,0,11662,12495,12495,0,0,0,0,8,true,67,0,0,6b21ab651c31e0b4af8f3717ceb90fbbc73fcaac6cba26d8e24074ec48a42229,ae15517af85b3aa81ab22806bd797abd633028339c3fbf27fa1cd4b98e14fd41,e9e414d8206787db21da54fcefaa71ad8e08958176a535b544db115f46d5c924
1,faultControl,1,13328,12495,12495,0,0,0,0,8,true,16,0,0,d5b7e8c81e8d47abeb3a0a5d5a85be8dd52710782a03801cb23f191387d02165,ad66f6ff04311e91642a7eb313ac21c5631e7f8aed697db00e297ba9fc7a02e4,e9e414d8206787db21da54fcefaa71ad8e08958176a535b544db115f46d5c924
1,faultControl,2,11662,12495,12495,0,0,0,0,8,true,14,0,0,3275d88cd8c0d2cd1405f142956e7c916ef5b7d8204162ea3fe63f37e2e4a471,1cdc3fcaad037ac1ab1525184f7fea18908b1d41ac2cc81a90437fbce5c0c0a7,e9e414d8206787db21da54fcefaa71ad8e08958176a535b544db115f46d5c924
1,faultControl,3,13328,12495,12495,0,0,0,0,8,true,16,0,0,ba1bdeebeb4eb445c130300d0b1faa581981fff23e1e7ac9bd92cef18d6e93fc,04d307855ef58f5075f5e0b37936eca054520fbadcb024ff116fa54588808be0,e9e414d8206787db21da54fcefaa71ad8e08958176a535b544db115f46d5c924
2,cleanRepeatA,0,17493,0,0,0,0,0,0,0,true,21,0,0,257838521d31220dcca35b4fa20fc4bf5b1f34ae01182b182beac6b056563220,df202cc94c067beddcdee591897b6ecb2012096fdf51aa5e6f79040a55329ee0,clean:2:none
2,cleanRepeatA,1,19992,0,0,0,0,0,0,0,true,24,0,0,ff72c40df1c58d4e4e61c6ff79c7f63a07252bf0846a268e782810c11f3d6762,5bdee0ba5b48d6379dbb4ca784c5f5f6676bc8493617f09d76b1a152005a2776,clean:2:none
2,cleanRepeatA,2,17493,0,0,0,0,0,0,0,true,21,0,0,a90ab104cf3e7a98c93deac4a0b39dbf3a08a04eddc3e266a0de83d4f4f4cdfe,9d5313a73d12cf906c3609745124e27a084843d560125fb0d00b2b60e85c38f1,clean:2:none
2,cleanRepeatA,3,19992,0,0,0,0,0,0,0,true,24,0,0,55ab5651bb4991be4c28ef1ff968207c953831213bc64546941c41801c8be66f,07ffa2f4a5641273c737e05dcd949f0b77109c53bc49c47229bee3008ccaf415,clean:2:none
2,cleanRepeatB,0,17493,0,0,0,0,0,0,0,true,21,0,0,257838521d31220dcca35b4fa20fc4bf5b1f34ae01182b182beac6b056563220,df202cc94c067beddcdee591897b6ecb2012096fdf51aa5e6f79040a55329ee0,clean:2:none
2,cleanRepeatB,1,19992,0,0,0,0,0,0,0,true,24,0,0,ff72c40df1c58d4e4e61c6ff79c7f63a07252bf0846a268e782810c11f3d6762,5bdee0ba5b48d6379dbb4ca784c5f5f6676bc8493617f09d76b1a152005a2776,clean:2:none
2,cleanRepeatB,2,17493,0,0,0,0,0,0,0,true,21,0,0,a90ab104cf3e7a98c93deac4a0b39dbf3a08a04eddc3e266a0de83d4f4f4cdfe,9d5313a73d12cf906c3609745124e27a084843d560125fb0d00b2b60e85c38f1,clean:2:none
2,cleanRepeatB,3,19992,0,0,0,0,0,0,0,true,24,0,0,55ab5651bb4991be4c28ef1ff968207c953831213bc64546941c41801c8be66f,07ffa2f4a5641273c737e05dcd949f0b77109c53bc49c47229bee3008ccaf415,clean:2:none
2,clutterStress,0,13180,12495,12495,0,0,0,0,3,true,69,0,0,6342c2a8e2754821257ba3362cc1a6ed47776c4a23a1d993464c82882e1b2f7c,578f56956ce27d5172c3080d9f67bba5ca134ad7aca4339449ed2e756b569cb2,ed34720ea3483f2912b29f41bbc54a5bc92f3c80ce6d6e58e7d3c6de6b470007
2,clutterStress,1,14161,7497,7497,0,0,0,3,0,true,18,0,0,4f37f7752ba051c13dbd7b3f0d34489edbe7deb0dc88ae2ba5686316452e6322,69ed64d545a491f8ea48acf0f57a306f48f86f19cc157bf846fd864af62566a8,ed34720ea3483f2912b29f41bbc54a5bc92f3c80ce6d6e58e7d3c6de6b470007
2,clutterStress,2,19992,0,0,0,0,0,3,0,true,24,0,0,8eda13ef480923bad986d2e841f6578b04639bc3af88499991d662a9c81afebb,3e96c7b86017d5997b9645071e4d360fc6515202a2db28498445a481f81ecd75,ed34720ea3483f2912b29f41bbc54a5bc92f3c80ce6d6e58e7d3c6de6b470007
2,clutterStress,3,17493,0,0,0,0,0,3,0,true,21,0,0,5957207e6847079e58354d5ec38528ee98579f3c30977ce624173dc46959d71f,f61ff7f4088c566db38e04e136b1167e8237f461c1e3daadee6e9384ef1aa07c,ed34720ea3483f2912b29f41bbc54a5bc92f3c80ce6d6e58e7d3c6de6b470007
2,faultControl,0,13180,12495,12495,0,0,0,0,3,true,69,0,0,8a4771bd4aca190dcbcd70c5a996cd55502617bd4cfaf3e7c9765ee5ef7ef23a,578f56956ce27d5172c3080d9f67bba5ca134ad7aca4339449ed2e756b569cb2,ed34720ea3483f2912b29f41bbc54a5bc92f3c80ce6d6e58e7d3c6de6b470007
2,faultControl,1,14161,7497,7497,0,0,0,3,0,true,18,0,0,0b1ec244e4b033f9d07a96969e398acdcc58f4ba9f551b375df432d3a7221a93,69ed64d545a491f8ea48acf0f57a306f48f86f19cc157bf846fd864af62566a8,ed34720ea3483f2912b29f41bbc54a5bc92f3c80ce6d6e58e7d3c6de6b470007
2,faultControl,2,19992,0,0,0,0,0,3,0,true,24,0,0,fc47523e041b60c804c560b296bc1cd35f14cdfa64c2bbd2770639acd02a3cfd,3e96c7b86017d5997b9645071e4d360fc6515202a2db28498445a481f81ecd75,ed34720ea3483f2912b29f41bbc54a5bc92f3c80ce6d6e58e7d3c6de6b470007
2,faultControl,3,17493,0,0,0,0,0,3,0,true,21,0,0,66674d0839f6304ca772f7c08367275d8e3a31bceb11ed31a79329af08c9f15b,f61ff7f4088c566db38e04e136b1167e8237f461c1e3daadee6e9384ef1aa07c,ed34720ea3483f2912b29f41bbc54a5bc92f3c80ce6d6e58e7d3c6de6b470007
3,cleanRepeatA,0,17493,0,0,0,0,0,0,0,true,21,0,0,257838521d31220dcca35b4fa20fc4bf5b1f34ae01182b182beac6b056563220,26b7130ab7684bc4b9d3bcfe69d40adfc11acc030d205877275b0c8b45fc2270,clean:3:none
3,cleanRepeatA,1,19992,0,0,0,0,0,0,0,true,24,0,0,ff72c40df1c58d4e4e61c6ff79c7f63a07252bf0846a268e782810c11f3d6762,e4bb97136493516de29f6da14765ed06a81d1d4c14206a09641460750fadaedb,clean:3:none
3,cleanRepeatA,2,17493,0,0,0,0,0,0,0,true,21,0,0,a90ab104cf3e7a98c93deac4a0b39dbf3a08a04eddc3e266a0de83d4f4f4cdfe,de6fa989026df7b9e1ae22418ab58b109560a5ead7ae3ff1ba58025e73b4527b,clean:3:none
3,cleanRepeatA,3,19992,0,0,0,0,0,0,0,true,24,0,0,55ab5651bb4991be4c28ef1ff968207c953831213bc64546941c41801c8be66f,b14f7653a713ef2df1bd4518136d46cbc721f5b8daf37967035307424e348136,clean:3:none
3,cleanRepeatB,0,17493,0,0,0,0,0,0,0,true,21,0,0,257838521d31220dcca35b4fa20fc4bf5b1f34ae01182b182beac6b056563220,26b7130ab7684bc4b9d3bcfe69d40adfc11acc030d205877275b0c8b45fc2270,clean:3:none
3,cleanRepeatB,1,19992,0,0,0,0,0,0,0,true,24,0,0,ff72c40df1c58d4e4e61c6ff79c7f63a07252bf0846a268e782810c11f3d6762,e4bb97136493516de29f6da14765ed06a81d1d4c14206a09641460750fadaedb,clean:3:none
3,cleanRepeatB,2,17493,0,0,0,0,0,0,0,true,21,0,0,a90ab104cf3e7a98c93deac4a0b39dbf3a08a04eddc3e266a0de83d4f4f4cdfe,de6fa989026df7b9e1ae22418ab58b109560a5ead7ae3ff1ba58025e73b4527b,clean:3:none
3,cleanRepeatB,3,19992,0,0,0,0,0,0,0,true,24,0,0,55ab5651bb4991be4c28ef1ff968207c953831213bc64546941c41801c8be66f,b14f7653a713ef2df1bd4518136d46cbc721f5b8daf37967035307424e348136,clean:3:none
3,clutterStress,0,11662,12495,12495,0,0,0,0,3,true,67,0,30,59912c7594dacdc644d1bd9fe510ee12eb43fde085701d493b50a21773d5bbf4,15d121e9d7c0775b368155a8e27069fcefd2f8b7fdd33160aa69f3e7e76c9793,a5be106feb7d39c7ecb40214ed96d9ebb264d9bcb06ec22406b47384abf201be
3,clutterStress,1,15827,7497,7497,0,0,0,3,0,true,20,0,0,00f88474bfc7b8d7d9c6f54933a7f9fa70f97a089a349d8ff858cf789ad35d1f,4de5e65824f415d8303fc33fc24c97d339d88731d0c43f059f8c663910c11a7e,a5be106feb7d39c7ecb40214ed96d9ebb264d9bcb06ec22406b47384abf201be
3,clutterStress,2,17493,0,0,0,0,0,3,0,true,21,0,0,f56633da2ca6e6f0abe7b526d62d101856ee1104606d79d0a38c323c2ae1b806,c876eda9b69ed6daf46d66d46460880bf5614a342690450cc1147b8cd86c7cf3,a5be106feb7d39c7ecb40214ed96d9ebb264d9bcb06ec22406b47384abf201be
3,clutterStress,3,19992,0,0,0,0,0,3,0,true,24,0,0,a3085766107cabddfe0d05e6a623f0ad4cf88b5ce2ab2d9e087058b23fafeac6,affdacbe71330badcb2c745082f4c8ab91902eb200a9e70c8eefd99fee31e315,a5be106feb7d39c7ecb40214ed96d9ebb264d9bcb06ec22406b47384abf201be
3,faultControl,0,11662,12495,12495,0,0,0,0,3,true,67,0,30,12f4eeda678e480b6ddd3786fbc68028b9f9eac6e423691912b0f59d0e6c9fc4,15d121e9d7c0775b368155a8e27069fcefd2f8b7fdd33160aa69f3e7e76c9793,a5be106feb7d39c7ecb40214ed96d9ebb264d9bcb06ec22406b47384abf201be
3,faultControl,1,15827,7497,7497,0,0,0,3,0,true,20,0,0,78e6dc72c84e9a0db68ba46ed1d2b3ea8fa947a47158244211787e773d8dbb8e,4de5e65824f415d8303fc33fc24c97d339d88731d0c43f059f8c663910c11a7e,a5be106feb7d39c7ecb40214ed96d9ebb264d9bcb06ec22406b47384abf201be
3,faultControl,2,17493,0,0,0,0,0,3,0,true,21,0,0,498b28855e27b3c9e785c3dbaf41b2eb913bf1efd12a4a426ee332c3e15427db,c876eda9b69ed6daf46d66d46460880bf5614a342690450cc1147b8cd86c7cf3,a5be106feb7d39c7ecb40214ed96d9ebb264d9bcb06ec22406b47384abf201be
3,faultControl,3,19992,0,0,0,0,0,3,0,true,24,0,0,91e9074f9cbc50b3e02def5f9eedc39c0b70cc8e2744c78468427400cdf1a6af,affdacbe71330badcb2c745082f4c8ab91902eb200a9e70c8eefd99fee31e315,a5be106feb7d39c7ecb40214ed96d9ebb264d9bcb06ec22406b47384abf201be
4,cleanRepeatA,0,17493,0,0,0,0,0,0,0,true,21,0,0,257838521d31220dcca35b4fa20fc4bf5b1f34ae01182b182beac6b056563220,5a103ca5ab9c3bab5be6ed09a37b1d890170d7f58f5f66ad94abf03bc44e6bfb,clean:4:none
4,cleanRepeatA,1,19992,0,0,0,0,0,0,0,true,24,0,0,ff72c40df1c58d4e4e61c6ff79c7f63a07252bf0846a268e782810c11f3d6762,687b3138c976ba7d03d24c143e849004840f1cb8b10ed65a1c50dc22c65b8b92,clean:4:none
4,cleanRepeatA,2,17493,0,0,0,0,0,0,0,true,21,0,0,a90ab104cf3e7a98c93deac4a0b39dbf3a08a04eddc3e266a0de83d4f4f4cdfe,e03336ea9a4a95b39852a71c8c1feb7c6ad5b505eab2b0ff3d1b8ff3b2478c54,clean:4:none
4,cleanRepeatA,3,19992,0,0,0,0,0,0,0,true,24,0,0,55ab5651bb4991be4c28ef1ff968207c953831213bc64546941c41801c8be66f,c39e2959e305597ddf7874a383bf615b10a2394321a3e940bca33a0812ea9201,clean:4:none
4,cleanRepeatB,0,17493,0,0,0,0,0,0,0,true,21,0,0,257838521d31220dcca35b4fa20fc4bf5b1f34ae01182b182beac6b056563220,5a103ca5ab9c3bab5be6ed09a37b1d890170d7f58f5f66ad94abf03bc44e6bfb,clean:4:none
4,cleanRepeatB,1,19992,0,0,0,0,0,0,0,true,24,0,0,ff72c40df1c58d4e4e61c6ff79c7f63a07252bf0846a268e782810c11f3d6762,687b3138c976ba7d03d24c143e849004840f1cb8b10ed65a1c50dc22c65b8b92,clean:4:none
4,cleanRepeatB,2,17493,0,0,0,0,0,0,0,true,21,0,0,a90ab104cf3e7a98c93deac4a0b39dbf3a08a04eddc3e266a0de83d4f4f4cdfe,e03336ea9a4a95b39852a71c8c1feb7c6ad5b505eab2b0ff3d1b8ff3b2478c54,clean:4:none
4,cleanRepeatB,3,19992,0,0,0,0,0,0,0,true,24,0,0,55ab5651bb4991be4c28ef1ff968207c953831213bc64546941c41801c8be66f,c39e2959e305597ddf7874a383bf615b10a2394321a3e940bca33a0812ea9201,clean:4:none
4,clutterStress,0,11662,12495,12495,0,0,0,0,7,true,67,0,0,53868a9db6ac82bcf348376112a7771426305c37475fcd75a2e7c1040a7dd9f0,ba2b2939d428d49ff1ffb3aac67fc8feaeedefb1abbcd6bd9882a6fd7c7dc51a,dab2874abf22e38ab4f24af1b1b3cdc04ba442f6f186c00d21ed0bf0fea2b42d
4,clutterStress,1,13328,12495,12495,0,0,0,0,7,true,16,0,0,9b8bfaf52b031b08ed08cd93ae80f71eafcc178dcd9dff408bd7a3e97c6074dc,e0fa0734cbbf8b258b14e7d88e40bcbfe9b1d280ca57f636d03a1ecf1d0cad2b,dab2874abf22e38ab4f24af1b1b3cdc04ba442f6f186c00d21ed0bf0fea2b42d
4,clutterStress,2,11662,12495,12495,0,0,0,0,7,true,14,0,0,8b99efdbfd1acdfb1219f9bcd520f98f440ac9e45526eb8bd6b34b6fbdf9ed76,41f13003b4171ff9a451814bb5e7f22f51ae24c81447927e90b292c0f4aa4c4a,dab2874abf22e38ab4f24af1b1b3cdc04ba442f6f186c00d21ed0bf0fea2b42d
4,clutterStress,3,13328,12495,12495,0,0,0,0,7,true,16,0,0,5124cf87c30195607853fcdeaf88010b8be40d976594d7545c9117de671ac70d,1573aa65e4fecd88c5566351a5fd4d21ed34095c411c21a8fb56f4df7ab27493,dab2874abf22e38ab4f24af1b1b3cdc04ba442f6f186c00d21ed0bf0fea2b42d
4,faultControl,0,11662,12495,12495,0,0,0,0,7,true,67,0,0,50487303891afc80decfbe7ee2ac6435fd3262adc4b3eaf54f5af341eb2f541a,ba2b2939d428d49ff1ffb3aac67fc8feaeedefb1abbcd6bd9882a6fd7c7dc51a,dab2874abf22e38ab4f24af1b1b3cdc04ba442f6f186c00d21ed0bf0fea2b42d
4,faultControl,1,13328,12495,12495,0,0,0,0,7,true,16,0,0,d70a42d830aa52e93491db654247fb72b6ffe41a9aad26f6785feb38a8a02b33,e0fa0734cbbf8b258b14e7d88e40bcbfe9b1d280ca57f636d03a1ecf1d0cad2b,dab2874abf22e38ab4f24af1b1b3cdc04ba442f6f186c00d21ed0bf0fea2b42d
4,faultControl,2,11662,12495,12495,0,0,0,0,7,true,14,0,0,11713c3608fd37c79f7171df9fb8456e069ff15f709771646912d34f9376fa80,41f13003b4171ff9a451814bb5e7f22f51ae24c81447927e90b292c0f4aa4c4a,dab2874abf22e38ab4f24af1b1b3cdc04ba442f6f186c00d21ed0bf0fea2b42d
4,faultControl,3,13328,12495,12495,0,0,0,0,7,true,16,0,0,a3de65d670bc901701555700716c64542f28903a1fa704dc9ca19470b3be7983,1573aa65e4fecd88c5566351a5fd4d21ed34095c411c21a8fb56f4df7ab27493,dab2874abf22e38ab4f24af1b1b3cdc04ba442f6f186c00d21ed0bf0fea2b42d
5,cleanRepeatA,0,17493,0,0,0,0,0,0,0,true,21,0,0,257838521d31220dcca35b4fa20fc4bf5b1f34ae01182b182beac6b056563220,f357e2c7f84d2b4926c483075f0a98106d85668704d630d15b5a71ef268e41cf,clean:5:none
5,cleanRepeatA,1,19992,0,0,0,0,0,0,0,true,24,0,0,ff72c40df1c58d4e4e61c6ff79c7f63a07252bf0846a268e782810c11f3d6762,f84751c2d689338afd66837483fbaeb61b2b1ca87645688c2b8c5e1583ffa2f8,clean:5:none
5,cleanRepeatA,2,17493,0,0,0,0,0,0,0,true,21,0,0,a90ab104cf3e7a98c93deac4a0b39dbf3a08a04eddc3e266a0de83d4f4f4cdfe,16bb7b21597240d73115de45dd174a74e0eb9d596ec3f53f605f1fcde4dc12a5,clean:5:none
5,cleanRepeatA,3,19992,0,0,0,0,0,0,0,true,24,0,0,55ab5651bb4991be4c28ef1ff968207c953831213bc64546941c41801c8be66f,c8663629da6c76fd99788c7b16a6ff9d7c4efe3993a466f67a26713961036143,clean:5:none
5,cleanRepeatB,0,17493,0,0,0,0,0,0,0,true,21,0,0,257838521d31220dcca35b4fa20fc4bf5b1f34ae01182b182beac6b056563220,f357e2c7f84d2b4926c483075f0a98106d85668704d630d15b5a71ef268e41cf,clean:5:none
5,cleanRepeatB,1,19992,0,0,0,0,0,0,0,true,24,0,0,ff72c40df1c58d4e4e61c6ff79c7f63a07252bf0846a268e782810c11f3d6762,f84751c2d689338afd66837483fbaeb61b2b1ca87645688c2b8c5e1583ffa2f8,clean:5:none
5,cleanRepeatB,2,17493,0,0,0,0,0,0,0,true,21,0,0,a90ab104cf3e7a98c93deac4a0b39dbf3a08a04eddc3e266a0de83d4f4f4cdfe,16bb7b21597240d73115de45dd174a74e0eb9d596ec3f53f605f1fcde4dc12a5,clean:5:none
5,cleanRepeatB,3,19992,0,0,0,0,0,0,0,true,24,0,0,55ab5651bb4991be4c28ef1ff968207c953831213bc64546941c41801c8be66f,c8663629da6c76fd99788c7b16a6ff9d7c4efe3993a466f67a26713961036143,clean:5:none
5,clutterStress,0,13180,12495,12495,0,0,0,0,3,true,69,0,0,e560677daa5f95e04e51021cb35bd550e94124cea2cf2aaf8658605e1ba6fb77,480f1d7238296163399435c0acef0f4779973290a8a7a47beadb4df6ebea5cc2,c827ff146cbc97d7dbe7bb7236ff3416f4800b509f9ac7dbbb73f6474ea6c8b4
5,clutterStress,1,14161,7497,7497,0,0,0,3,0,true,18,0,0,7903692519ded4581f0f69cd733630c7f60b1a7cdb4a109fd36841d4d1f7858e,5bb6cd5a802959c7f774985aba2b50840470b39bb3debad4e212f1f10bbca51a,c827ff146cbc97d7dbe7bb7236ff3416f4800b509f9ac7dbbb73f6474ea6c8b4
5,clutterStress,2,19992,0,0,0,0,0,3,0,true,24,0,0,3772b9548d831defc05576d7b981663c48e13b293f5f5a24936f64383e41d633,77af1ff442c480eb86bbf1959a103290f9034b9d509a953ac7c2f5ca2ce8ee94,c827ff146cbc97d7dbe7bb7236ff3416f4800b509f9ac7dbbb73f6474ea6c8b4
5,clutterStress,3,17493,0,0,0,0,0,3,0,true,21,0,0,274efbb00c189a83b3eb196eb77fa5004b723d1f20835ab4dfb0663847fe3c37,584aec31474394ed94253979528b3522f15450613ab953aa1a1f862ecfe7b7cb,c827ff146cbc97d7dbe7bb7236ff3416f4800b509f9ac7dbbb73f6474ea6c8b4
5,faultControl,0,13180,12495,12495,0,0,0,0,3,true,69,0,0,298207d0a55de78685cbbff3e86c62106fbbc5e63f8154cb6067c731284a2d61,480f1d7238296163399435c0acef0f4779973290a8a7a47beadb4df6ebea5cc2,c827ff146cbc97d7dbe7bb7236ff3416f4800b509f9ac7dbbb73f6474ea6c8b4
5,faultControl,1,14161,7497,7497,0,0,0,3,0,true,18,0,0,274f146372d799fc8fcdd043b06e928b896b8b19a8b6915597214e9a7eb45635,5bb6cd5a802959c7f774985aba2b50840470b39bb3debad4e212f1f10bbca51a,c827ff146cbc97d7dbe7bb7236ff3416f4800b509f9ac7dbbb73f6474ea6c8b4
5,faultControl,2,19992,0,0,0,0,0,3,0,true,24,0,0,72d0700005e7d5177146a02c5cf5203770086f9060c4ea22ea0063960960d97e,77af1ff442c480eb86bbf1959a103290f9034b9d509a953ac7c2f5ca2ce8ee94,c827ff146cbc97d7dbe7bb7236ff3416f4800b509f9ac7dbbb73f6474ea6c8b4
5,faultControl,3,17493,0,0,0,0,0,3,0,true,21,0,0,a14caed53ebe36dd2707df96bc9b471c0908b81e3001496ae3909aa3181a6000,584aec31474394ed94253979528b3522f15450613ab953aa1a1f862ecfe7b7cb,c827ff146cbc97d7dbe7bb7236ff3416f4800b509f9ac7dbbb73f6474ea6c8b4
6,cleanRepeatA,0,17493,0,0,0,0,0,0,0,true,21,0,0,257838521d31220dcca35b4fa20fc4bf5b1f34ae01182b182beac6b056563220,621a726efd7568d5da6ebd011b543bfc9fa178543521d8e9c92638115b1830ca,clean:6:none
6,cleanRepeatA,1,19992,0,0,0,0,0,0,0,true,24,0,0,ff72c40df1c58d4e4e61c6ff79c7f63a07252bf0846a268e782810c11f3d6762,06a1732ceaf2b6e470d7a842b0638789e169a4350d059a25796900189656f2af,clean:6:none
6,cleanRepeatA,2,17493,0,0,0,0,0,0,0,true,21,0,0,a90ab104cf3e7a98c93deac4a0b39dbf3a08a04eddc3e266a0de83d4f4f4cdfe,1035887a27986fa591fce17348c83a79f52de2392ebbf03af5d71f5a4320c9d6,clean:6:none
6,cleanRepeatA,3,19992,0,0,0,0,0,0,0,true,24,0,0,55ab5651bb4991be4c28ef1ff968207c953831213bc64546941c41801c8be66f,2430a79ff93abcdc57ff859247b9bc585542c7ee7b41d9b8e48ac1488a460d46,clean:6:none
6,cleanRepeatB,0,17493,0,0,0,0,0,0,0,true,21,0,0,257838521d31220dcca35b4fa20fc4bf5b1f34ae01182b182beac6b056563220,621a726efd7568d5da6ebd011b543bfc9fa178543521d8e9c92638115b1830ca,clean:6:none
6,cleanRepeatB,1,19992,0,0,0,0,0,0,0,true,24,0,0,ff72c40df1c58d4e4e61c6ff79c7f63a07252bf0846a268e782810c11f3d6762,06a1732ceaf2b6e470d7a842b0638789e169a4350d059a25796900189656f2af,clean:6:none
6,cleanRepeatB,2,17493,0,0,0,0,0,0,0,true,21,0,0,a90ab104cf3e7a98c93deac4a0b39dbf3a08a04eddc3e266a0de83d4f4f4cdfe,1035887a27986fa591fce17348c83a79f52de2392ebbf03af5d71f5a4320c9d6,clean:6:none
6,cleanRepeatB,3,19992,0,0,0,0,0,0,0,true,24,0,0,55ab5651bb4991be4c28ef1ff968207c953831213bc64546941c41801c8be66f,2430a79ff93abcdc57ff859247b9bc585542c7ee7b41d9b8e48ac1488a460d46,clean:6:none
6,clutterStress,0,11662,12495,12495,0,0,0,0,3,true,67,0,30,94adf2d455d92c8de958e65df9536d41c09e6f7628eee972ca7f3ebbff09402c,cc43681bbe17144fe676a548c4e20400d1d3be43f0afc473a2d09c51653fded8,83910d0b0af69889c44a6752dd44a8c4724403f6f9e23b223747ebe258936d5a
6,clutterStress,1,15827,7497,7497,0,0,0,3,0,true,20,0,0,7b8d25e9eda69c1313f3afa65271479c2075ae070ce0b09e1fee5ba53ae63fe1,93f48c4600c2aea8921d58795b26d578901f20e310914b60b928c473f7a77efb,83910d0b0af69889c44a6752dd44a8c4724403f6f9e23b223747ebe258936d5a
6,clutterStress,2,17493,0,0,0,0,0,3,0,true,21,0,0,8546e6201dd3d453c679674cfc4fa9c84166c1ce58f77a967a04e54de1a506fd,4022768c3a6d2a5702e06a082e21779f1e6d96c0edef86ff6391e513d2927fd7,83910d0b0af69889c44a6752dd44a8c4724403f6f9e23b223747ebe258936d5a
6,clutterStress,3,19992,0,0,0,0,0,3,0,true,24,0,0,b35e0e204251c5a505cf0597f88e6fe61461a2be8e82a0ca6446210f9a79e8d8,21e133a1e842d47d7b51f3a288dd50bf0befef0b53e74a43ca4d70fbd830bca7,83910d0b0af69889c44a6752dd44a8c4724403f6f9e23b223747ebe258936d5a
