seed,arm,window,isRecovery,graceSeconds,looseStacks,looseQuantity,outsideContainment,persistent,immediateFailures,clutterCellSeconds,runtimeHeadroomPermille,runtimeErosionCells,runtimeErosionDetail
2,clutterStress,4,true,30,42,112,0,0,0,0,312,0,
2,faultControl,0,false,30,42,112,0,0,0,0,312,0,
2,faultControl,1,false,30,42,112,0,0,0,0,312,0,
2,faultControl,2,false,30,42,112,0,0,0,0,312,0,
2,faultControl,3,false,30,42,112,0,0,0,0,312,0,
2,faultControl,4,true,30,42,112,0,0,0,0,312,0,
3,cleanRepeatA,0,false,30,41,110,0,0,0,0,312,0,
3,cleanRepeatA,1,false,30,41,110,0,0,0,0,312,0,
3,cleanRepeatA,2,false,30,41,110,0,0,0,0,312,0,
3,cleanRepeatA,3,false,30,41,110,0,0,0,0,312,0,
3,cleanRepeatA,4,true,30,41,110,0,0,0,0,312,0,
3,cleanRepeatB,0,false,30,41,110,0,0,0,0,312,0,
3,cleanRepeatB,1,false,30,41,110,0,0,0,0,312,0,
3,cleanRepeatB,2,false,30,41,110,0,0,0,0,312,0,
3,cleanRepeatB,3,false,30,41,110,0,0,0,0,312,0,
3,cleanRepeatB,4,true,30,41,110,0,0,0,0,312,0,
3,clutterStress,0,false,30,42,113,1,1,0,45,306,1,(10, 0):None
3,clutterStress,1,false,30,41,110,0,0,0,15,312,0,
3,clutterStress,2,false,30,41,110,0,0,0,0,312,0,
3,clutterStress,3,false,30,41,110,0,0,0,0,312,0,
3,clutterStress,4,true,30,41,110,0,0,0,0,312,0,
3,faultControl,0,false,30,42,113,1,1,0,45,306,1,(10, 0):None
3,faultControl,1,false,30,41,110,0,0,0,15,312,0,
3,faultControl,2,false,30,41,110,0,0,0,0,312,0,
3,faultControl,3,false,30,41,110,0,0,0,0,312,0,
3,faultControl,4,true,30,41,110,0,0,0,0,312,0,
4,cleanRepeatA,0,false,30,41,110,0,0,0,0,312,0,
4,cleanRepeatA,1,false,30,41,110,0,0,0,0,312,0,
4,cleanRepeatA,2,false,30,41,110,0,0,0,0,312,0,
4,cleanRepeatA,3,false,30,41,110,0,0,0,0,312,0,
4,cleanRepeatA,4,true,30,41,110,0,0,0,0,312,0,
4,cleanRepeatB,0,false,30,41,110,0,0,0,0,312,0,
4,cleanRepeatB,1,false,30,41,110,0,0,0,0,312,0,
4,cleanRepeatB,2,false,30,41,110,0,0,0,0,312,0,
4,cleanRepeatB,3,false,30,41,110,0,0,0,0,312,0,
4,cleanRepeatB,4,true,30,41,110,0,0,0,0,312,0,
4,clutterStress,0,false,30,42,117,1,1,0,45,306,1,(29, 2):None
4,clutterStress,1,false,30,41,110,0,0,0,45,312,0,
4,clutterStress,2,false,30,41,110,0,0,0,0,312,0,
4,clutterStress,3,false,30,41,110,0,0,0,0,312,0,
4,clutterStress,4,true,30,41,110,0,0,0,0,312,0,
4,faultControl,0,false,30,42,117,1,1,0,45,306,1,(29, 2):None
4,faultControl,1,false,30,41,110,0,0,0,45,312,0,
4,faultControl,2,false,30,41,110,0,0,0,0,312,0,
4,faultControl,3,false,30,41,110,0,0,0,0,312,0,
4,faultControl,4,true,30,41,110,0,0,0,0,312,0,
5,cleanRepeatA,0,false,30,41,110,0,0,0,0,312,0,
5,cleanRepeatA,1,false,30,41,110,0,0,0,0,312,0,
5,cleanRepeatA,2,false,30,41,110,0,0,0,0,312,0,
5,cleanRepeatA,3,false,30,41,110,0,0,0,0,312,0,
5,cleanRepeatA,4,true,30,41,110,0,0,0,0,312,0,
5,cleanRepeatB,0,false,30,41,110,0,0,0,0,312,0,
5,cleanRepeatB,1,false,30,41,110,0,0,0,0,312,0,
5,cleanRepeatB,2,false,30,41,110,0,0,0,0,312,0,
5,cleanRepeatB,3,false,30,41,110,0,0,0,0,312,0,
5,cleanRepeatB,4,true,30,41,110,0,0,0,0,312,0,
5,clutterStress,0,false,30,42,113,0,0,0,0,312,0,
5,clutterStress,1,false,30,42,113,0,0,0,0,312,0,
5,clutterStress,2,false,30,42,113,0,0,0,0,312,0,
5,clutterStress,3,false,30,42,113,0,0,0,0,312,0,
5,clutterStress,4,true,30,42,113,0,0,0,0,312,0,
5,faultControl,0,false,30,42,113,0,0,0,0,312,0,
5,faultControl,1,false,30,42,113,0,0,0,0,312,0,
5,faultControl,2,false,30,42,113,0,0,0,0,312,0,
5,faultControl,3,false,30,42,113,0,0,0,0,312,0,
5,faultControl,4,true,30,42,113,0,0,0,0,312,0,
6,cleanRepeatA,0,false,30,41,110,0,0,0,0,312,0,
6,cleanRepeatA,1,false,30,41,110,0,0,0,0,312,0,
6,cleanRepeatA,2,false,30,41,110,0,0,0,0,312,0,
6,cleanRepeatA,3,false,30,41,110,0,0,0,0,312,0,
6,cleanRepeatA,4,true,30,41,110,0,0,0,0,312,0,
6,cleanRepeatB,0,false,30,41,110,0,0,0,0,312,0,
6,cleanRepeatB,1,false,30,41,110,0,0,0,0,312,0,
6,cleanRepeatB,2,false,30,41,110,0,0,0,0,312,0,
6,cleanRepeatB,3,false,30,41,110,0,0,0,0,312,0,
6,cleanRepeatB,4,true,30,41,110,0,0,0,0,312,0,
6,clutterStress,0,false,30,42,113,1,1,0,45,306,1,(10, 0):None
6,clutterStress,1,false,30,41,110,0,0,0,15,312,0,
6,clutterStress,2,false,30,41,110,0,0,0,0,312,0,
6,clutterStress,3,false,30,41,110,0,0,0,0,312,0,
6,clutterStress,4,true,30,41,110,0,0,0,0,312,0,
6,faultControl,0,false,30,42,113,1,1,0,45,306,1,(10, 0):None
6,faultControl,1,false,30,41,110,0,0,0,15,312,0,
6,faultControl,2,false,30,41,110,0,0,0,0,312,0,
6,faultControl,3,false,30,41,110,0,0,0,0,312,0,
6,faultControl,4,true,30,41,110,0,0,0,0,312,0,
7,cleanRepeatA,0,false,30,41,110,0,0,0,0,312,0,
7,cleanRepeatA,1,false,30,41,110,0,0,0,0,312,0,
7,cleanRepeatA,2,false,30,41,110,0,0,0,0,312,0,
7,cleanRepeatA,3,false,30,41,110,0,0,0,0,312,0,
7,cleanRepeatA,4,true,30,41,110,0,0,0,0,312,0,
7,cleanRepeatB,0,false,30,41,110,0,0,0,0,312,0,
7,cleanRepeatB,1,false,30,41,110,0,0,0,0,312,0,
7,cleanRepeatB,2,false,30,41,110,0,0,0,0,312,0,
7,cleanRepeatB,3,false,30,41,110,0,0,0,0,312,0,
7,cleanRepeatB,4,true,30,41,110,0,0,0,0,312,0,
7,clutterStress,0,false,30,42,117,1,1,0,45,306,1,(29, 2):None
7,clutterStress,1,false,30,41,110,0,0,0,45,312,0,
7,clutterStress,2,false,30,41,110,0,0,0,0,312,0,
7,clutterStress,3,false,30,41,110,0,0,0,0,312,0,
7,clutterStress,4,true,30,41,110,0,0,0,0,312,0,
7,faultControl,0,false,30,42,117,1,1,0,45,306,1,(29, 2):None
7,faultControl,1,false,30,41,110,0,0,0,45,312,0,
7,faultControl,2,false,30,41,110,0,0,0,0,312,0,
7,faultControl,3,false,30,41,110,0,0,0,0,312,0,
7,faultControl,4,true,30,41,110,0,0,0,0,312,0,
8,cleanRepeatA,0,false,30,41,110,0,0,0,0,312,0,
8,cleanRepeatA,1,false,30,41,110,0,0,0,0,312,0,
8,cleanRepeatA,2,false,30,41,110,0,0,0,0,312,0,
8,cleanRepeatA,3,false,30,41,110,0,0,0,0,312,0,
8,cleanRepeatA,4,true,30,41,110,0,0,0,0,312,0,
8,cleanRepeatB,0,false,30,41,110,0,0,0,0,312,0,
8,cleanRepeatB,1,false,30,41,110,0,0,0,0,312,0,
8,cleanRepeatB,2,false,30,41,110,0,0,0,0,312,0,
8,cleanRepeatB,3,false,30,41,110,0,0,0,0,312,0,
8,cleanRepeatB,4,true,30,41,110,0,0,0,0,312,0,
8,clutterStress,0,false,30,42,113,0,0,0,0,312,0,
8,clutterStress,1,false,30,42,113,0,0,0,0,312,0,
8,clutterStress,2,false,30,42,113,0,0,0,0,312,0,
8,clutterStress,3,false,30,42,113,0,0,0,0,312,0,
8,clutterStress,4,true,30,42,113,0,0,0,0,312,0,
8,faultControl,0,false,30,42,113,0,0,0,0,312,0,
8,faultControl,1,false,30,42,113,0,0,0,0,312,0,
8,faultControl,2,false,30,42,113,0,0,0,0,312,0,
8,faultControl,3,false,30,42,113,0,0,0,0,312,0,
8,faultControl,4,true,30,42,113,0,0,0,0,312,0,
9,cleanRepeatA,0,false,30,41,110,0,0,0,0,312,0,
9,cleanRepeatA,1,false,30,41,110,0,0,0,0,312,0,
9,cleanRepeatA,2,false,30,41,110,0,0,0,0,312,0,
9,cleanRepeatA,3,false,30,41,110,0,0,0,0,312,0,
9,cleanRepeatA,4,true,30,41,110,0,0,0,0,312,0,
9,cleanRepeatB,0,false,30,41,110,0,0,0,0,312,0,
9,cleanRepeatB,1,false,30,41,110,0,0,0,0,312,0,
9,cleanRepeatB,2,false,30,41,110,0,0,0,0,312,0,
9,cleanRepeatB,3,false,30,41,110,0,0,0,0,312,0,
9,cleanRepeatB,4,true,30,41,110,0,0,0,0,312,0,
9,clutterStress,0,false,30,42,113,1,1,0,45,306,1,(10, 0):None
9,clutterStress,1,false,30,41,110,0,0,0,15,312,0,
9,clutterStress,2,false,30,41,110,0,0,0,0,312,0,
9,clutterStress,3,false,30,41,110,0,0,0,0,312,0,
9,clutterStress,4,true,30,41,110,0,0,0,0,312,0,
9,faultControl,0,false,30,42,113,1,1,0,45,306,1,(10, 0):None
9,faultControl,1,false,30,41,110,0,0,0,15,312,0,
9,faultControl,2,false,30,41,110,0,0,0,0,312,0,
9,faultControl,3,false,30,41,110,0,0,0,0,312,0,
9,faultControl,4,true,30,41,110,0,0,0,0,312,0,
10,cleanRepeatA,0,false,30,41,110,0,0,0,0,312,0,
10,cleanRepeatA,1,false,30,41,110,0,0,0,0,312,0,
10,cleanRepeatA,2,false,30,41,110,0,0,0,0,312,0,
10,cleanRepeatA,3,false,30,41,110,0,0,0,0,312,0,
10,cleanRepeatA,4,true,30,41,110,0,0,0,0,312,0,
10,cleanRepeatB,0,false,30,41,110,0,0,0,0,312,0,
10,cleanRepeatB,1,false,30,41,110,0,0,0,0,312,0,
10,cleanRepeatB,2,false,30,41,110,0,0,0,0,312,0,
10,cleanRepeatB,3,false,30,41,110,0,0,0,0,312,0,
10,cleanRepeatB,4,true,30,41,110,0,0,0,0,312,0,
10,clutterStress,0,false,30,42,118,1,1,0,45,306,1,(29, 2):None
10,clutterStress,1,false,30,41,110,0,0,0,45,312,0,
10,clutterStress,2,false,30,41,110,0,0,0,0,312,0,
10,clutterStress,3,false,30,41,110,0,0,0,0,312,0,
10,clutterStress,4,true,30,41,110,0,0,0,0,312,0,
10,faultControl,0,false,30,42,118,1,1,0,45,306,1,(29, 2):None
10,faultControl,1,false,30,41,110,0,0,0,45,312,0,
10,faultControl,2,false,30,41,110,0,0,0,0,312,0,
10,faultControl,3,false,30,41,110,0,0,0,0,312,0,
10,faultControl,4,true,30,41,110,0,0,0,0,312,0,
11,cleanRepeatA,0,false,30,41,110,0,0,0,0,312,0,
11,cleanRepeatA,1,false,30,41,110,0,0,0,0,312,0,
11,cleanRepeatA,2,false,30,41,110,0,0,0,0,312,0,
11,cleanRepeatA,3,false,30,41,110,0,0,0,0,312,0,
11,cleanRepeatA,4,true,30,41,110,0,0,0,0,312,0,
11,cleanRepeatB,0,false,30,41,110,0,0,0,0,312,0,
11,cleanRepeatB,1,false,30,41,110,0,0,0,0,312,0,
11,cleanRepeatB,2,false,30,41,110,0,0,0,0,312,0,
11,cleanRepeatB,3,false,30,41,110,0,0,0,0,312,0,
11,cleanRepeatB,4,true,30,41,110,0,0,0,0,312,0,
11,clutterStress,0,false,30,42,112,0,0,0,0,312,0,
11,clutterStress,1,false,30,42,112,0,0,0,0,312,0,
11,clutterStress,2,false,30,42,112,0,0,0,0,312,0,
11,clutterStress,3,false,30,42,112,0,0,0,0,312,0,
11,clutterStress,4,true,30,42,112,0,0,0,0,312,0,
11,faultControl,0,false,30,42,112,0,0,0,0,312,0,
11,faultControl,1,false,30,42,112,0,0,0,0,312,0,
11,faultControl,2,false,30,42,112,0,0,0,0,312,0,
11,faultControl,3,false,30,42,112,0,0,0,0,312,0,
11,faultControl,4,true,30,42,112,0,0,0,0,312,0,
12,cleanRepeatA,0,false,30,41,110,0,0,0,0,312,0,
12,cleanRepeatA,1,false,30,41,110,0,0,0,0,312,0,
12,cleanRepeatA,2,false,30,41,110,0,0,0,0,312,0,
12,cleanRepeatA,3,false,30,41,110,0,0,0,0,312,0,
12,cleanRepeatA,4,true,30,41,110,0,0,0,0,312,0,
12,cleanRepeatB,0,false,30,41,110,0,0,0,0,312,0,
12,cleanRepeatB,1,false,30,41,110,0,0,0,0,312,0,
12,cleanRepeatB,2,false,30,41,110,0,0,0,0,312,0,
12,cleanRepeatB,3,false,30,41,110,0,0,0,0,312,0,
12,cleanRepeatB,4,true,30,41,110,0,0,0,0,312,0,
12,clutterStress,0,false,30,42,113,1,1,0,45,306,1,(10, 0):None
12,clutterStress,1,false,30,41,110,0,0,0,15,312,0,
12,clutterStress,2,false,30,41,110,0,0,0,0,312,0,
12,clutterStress,3,false,30,41,110,0,0,0,0,312,0,
12,clutterStress,4,true,30,41,110,0,0,0,0,312,0,
12,faultControl,0,false,30,42,113,1,1,0,45,306,1,(10, 0):None
12,faultControl,1,false,30,41,110,0,0,0,15,312,0,
12,faultControl,2,false,30,41,110,0,0,0,0,312,0,
12,faultControl,3,false,30,41,110,0,0,0,0,312,0,
12,faultControl,4,true,30,41,110,0,0,0,0,312,0,
13,cleanRepeatA,0,false,30,41,110,0,0,0,0,312,0,
13,cleanRepeatA,1,false,30,41,110,0,0,0,0,312,0,
13,cleanRepeatA,2,false,30,41,110,0,0,0,0,312,0,
13,cleanRepeatA,3,false,30,41,110,0,0,0,0,312,0,
13,cleanRepeatA,4,true,30,41,110,0,0,0,0,312,0,
13,cleanRepeatB,0,false,30,41,110,0,0,0,0,312,0,
13,cleanRepeatB,1,false,30,41,110,0,0,0,0,312,0,
13,cleanRepeatB,2,false,30,41,110,0,0,0,0,312,0,
13,cleanRepeatB,3,false,30,41,110,0,0,0,0,312,0,
13,cleanRepeatB,4,true,30,41,110,0,0,0,0,312,0,
13,clutterStress,0,false,30,42,117,1,1,0,45,306,1,(29, 2):None
13,clutterStress,1,false,30,41,110,0,0,0,45,312,0,
13,clutterStress,2,false,30,41,110,0,0,0,0,312,0,
13,clutterStress,3,false,30,41,110,0,0,0,0,312,0,
13,clutterStress,4,true,30,41,110,0,0,0,0,312,0,
13,faultControl,0,false,30,42,117,1,1,0,45,306,1,(29, 2):None
13,faultControl,1,false,30,41,110,0,0,0,45,312,0,
13,faultControl,2,false,30,41,110,0,0,0,0,312,0,
13,faultControl,3,false,30,41,110,0,0,0,0,312,0,
13,faultControl,4,true,30,41,110,0,0,0,0,312,0,
14,cleanRepeatA,0,false,30,41,110,0,0,0,0,312,0,
14,cleanRepeatA,1,false,30,41,110,0,0,0,0,312,0,
14,cleanRepeatA,2,false,30,41,110,0,0,0,0,312,0,
14,cleanRepeatA,3,false,30,41,110,0,0,0,0,312,0,
14,cleanRepeatA,4,true,30,41,110,0,0,0,0,312,0,
14,cleanRepeatB,0,false,30,41,110,0,0,0,0,312,0,
14,cleanRepeatB,1,false,30,41,110,0,0,0,0,312,0,
14,cleanRepeatB,2,false,30,41,110,0,0,0,0,312,0,
14,cleanRepeatB,3,false,30,41,110,0,0,0,0,312,0,
14,cleanRepeatB,4,true,30,41,110,0,0,0,0,312,0,
14,clutterStress,0,false,30,42,112,0,0,0,0,312,0,
14,clutterStress,1,false,30,42,112,0,0,0,0,312,0,
14,clutterStress,2,false,30,42,112,0,0,0,0,312,0,
14,clutterStress,3,false,30,42,112,0,0,0,0,312,0,
14,clutterStress,4,true,30,42,112,0,0,0,0,312,0,
14,faultControl,0,false,30,42,112,0,0,0,0,312,0,
14,faultControl,1,false,30,42,112,0,0,0,0,312,0,
14,faultControl,2,false,30,42,112,0,0,0,0,312,0,
14,faultControl,3,false,30,42,112,0,0,0,0,312,0,
14,faultControl,4,true,30,42,112,0,0,0,0,312,0,
15,cleanRepeatA,0,false,30,41,110,0,0,0,0,312,0,
15,cleanRepeatA,1,false,30,41,110,0,0,0,0,312,0,
15,cleanRepeatA,2,false,30,41,110,0,0,0,0,312,0,
15,cleanRepeatA,3,false,30,41,110,0,0,0,0,312,0,
15,cleanRepeatA,4,true,30,41,110,0,0,0,0,312,0,
15,cleanRepeatB,0,false,30,41,110,0,0,0,0,312,0,
15,cleanRepeatB,1,false,30,41,110,0,0,0,0,312,0,
15,cleanRepeatB,2,false,30,41,110,0,0,0,0,312,0,
15,cleanRepeatB,3,false,30,41,110,0,0,0,0,312,0,
15,cleanRepeatB,4,true,30,41,110,0,0,0,0,312,0,
15,clutterStress,0,false,30,42,113,1,1,0,45,306,1,(10, 0):None
15,clutterStress,1,false,30,41,110,0,0,0,15,312,0,
15,clutterStress,2,false,30,41,110,0,0,0,0,312,0,
15,clutterStress,3,false,30,41,110,0,0,0,0,312,0,
15,clutterStress,4,true,30,41,110,0,0,0,0,312,0,
15,faultControl,0,false,30,42,113,1,1,0,45,306,1,(10, 0):None
15,faultControl,1,false,30,41,110,0,0,0,15,312,0,
15,faultControl,2,false,30,41,110,0,0,0,0,312,0,
15,faultControl,3,false,30,41,110,0,0,0,0,312,0,
15,faultControl,4,true,30,41,110,0,0,0,0,312,0,
16,cleanRepeatA,0,false,30,41,110,0,0,0,0,312,0,
16,cleanRepeatA,1,false,30,41,110,0,0,0,0,312,0,
16,cleanRepeatA,2,false,30,41,110,0,0,0,0,312,0,
16,cleanRepeatA,3,false,30,41,110,0,0,0,0,312,0,
16,cleanRepeatA,4,true,30,41,110,0,0,0,0,312,0,
16,cleanRepeatB,0,false,30,41,110,0,0,0,0,312,0,
16,cleanRepeatB,1,false,30,41,110,0,0,0,0,312,0,
16,cleanRepeatB,2,false,30,41,110,0,0,0,0,312,0,
16,cleanRepeatB,3,false,30,41,110,0,0,0,0,312,0,
16,cleanRepeatB,4,true,30,41,110,0,0,0,0,312,0,
16,clutterStress,0,false,30,42,117,1,1,0,45,306,1,(29, 2):None
16,clutterStress,1,false,30,41,110,0,0,0,45,312,0,
16,clutterStress,2,false,30,41,110,0,0,0,0,312,0,
16,clutterStress,3,false,30,41,110,0,0,0,0,312,0,
16,clutterStress,4,true,30,41,110,0,0,0,0,312,0,
16,faultControl,0,false,30,42,117,1,1,0,45,306,1,(29, 2):None
16,faultControl,1,false,30,41,110,0,0,0,45,312,0,
16,faultControl,2,false,30,41,110,0,0,0,0,312,0,
16,faultControl,3,false,30,41,110,0,0,0,0,312,0,
16,faultControl,4,true,30,41,110,0,0,0,0,312,0,
17,cleanRepeatA,0,false,30,41,110,0,0,0,0,312,0,
17,cleanRepeatA,1,false,30,41,110,0,0,0,0,312,0,
17,cleanRepeatA,2,false,30,41,110,0,0,0,0,312,0,
17,cleanRepeatA,3,false,30,41,110,0,0,0,0,312,0,
17,cleanRepeatA,4,true,30,41,110,0,0,0,0,312,0,
17,cleanRepeatB,0,false,30,41,110,0,0,0,0,312,0,
17,cleanRepeatB,1,false,30,41,110,0,0,0,0,312,0,
17,cleanRepeatB,2,false,30,41,110,0,0,0,0,312,0,
17,cleanRepeatB,3,false,30,41,110,0,0,0,0,312,0,
17,cleanRepeatB,4,true,30,41,110,0,0,0,0,312,0,
17,clutterStress,0,false,30,42,114,0,0,0,0,312,0,
17,clutterStress,1,false,30,42,114,0,0,0,0,312,0,
17,clutterStress,2,false,30,42,114,0,0,0,0,312,0,
17,clutterStress,3,false,30,42,114,0,0,0,0,312,0,
17,clutterStress,4,true,30,42,114,0,0,0,0,312,0,
17,faultControl,0,false,30,42,114,0,0,0,0,312,0,
17,faultControl,1,false,30,42,114,0,0,0,0,312,0,
17,faultControl,2,false,30,42,114,0,0,0,0,312,0,
17,faultControl,3,false,30,42,114,0,0,0,0,312,0,
17,faultControl,4,true,30,42,114,0,0,0,0,312,0,
18,cleanRepeatA,0,false,30,41,110,0,0,0,0,312,0,
18,cleanRepeatA,1,false,30,41,110,0,0,0,0,312,0,
18,cleanRepeatA,2,false,30,41,110,0,0,0,0,312,0,
18,cleanRepeatA,3,false,30,41,110,0,0,0,0,312,0,
18,cleanRepeatA,4,true,30,41,110,0,0,0,0,312,0,
18,cleanRepeatB,0,false,30,41,110,0,0,0,0,312,0,
18,cleanRepeatB,1,false,30,41,110,0,0,0,0,312,0,
18,cleanRepeatB,2,false,30,41,110,0,0,0,0,312,0,
18,cleanRepeatB,3,false,30,41,110,0,0,0,0,312,0,
18,cleanRepeatB,4,true,30,41,110,0,0,0,0,312,0,
18,clutterStress,0,false,30,42,113,1,1,0,45,306,1,(10, 0):None
18,clutterStress,1,false,30,41,110,0,0,0,15,312,0,
18,clutterStress,2,false,30,41,110,0,0,0,0,312,0,
18,clutterStress,3,false,30,41,110,0,0,0,0,312,0,
18,clutterStress,4,true,30,41,110,0,0,0,0,312,0,
18,faultControl,0,false,30,42,113,1,1,0,45,306,1,(10, 0):None
18,faultControl,1,false,30,41,110,0,0,0,15,312,0,
18,faultControl,2,false,30,41,110,0,0,0,0,312,0,
18,faultControl,3,false,30,41,110,0,0,0,0,312,0,
18,faultControl,4,true,30,41,110,0,0,0,0,312,0,
19,cleanRepeatA,0,false,30,41,110,0,0,0,0,312,0,
19,cleanRepeatA,1,false,30,41,110,0,0,0,0,312,0,
19,cleanRepeatA,2,false,30,41,110,0,0,0,0,312,0,
19,cleanRepeatA,3,false,30,41,110,0,0,0,0,312,0,
19,cleanRepeatA,4,true,30,41,110,0,0,0,0,312,0,
19,cleanRepeatB,0,false,30,41,110,0,0,0,0,312,0,
19,cleanRepeatB,1,false,30,41,110,0,0,0,0,312,0,
19,cleanRepeatB,2,false,30,41,110,0,0,0,0,312,0,
19,cleanRepeatB,3,false,30,41,110,0,0,0,0,312,0,
19,cleanRepeatB,4,true,30,41,110,0,0,0,0,312,0,
19,clutterStress,0,false,30,42,116,1,1,0,45,306,1,(29, 2):None
19,clutterStress,1,false,30,41,110,0,0,0,45,312,0,
19,clutterStress,2,false,30,41,110,0,0,0,0,312,0,
19,clutterStress,3,false,30,41,110,0,0,0,0,312,0,
19,clutterStress,4,true,30,41,110,0,0,0,0,312,0,
19,faultControl,0,false,30,42,116,1,1,0,45,306,1,(29, 2):None
19,faultControl,1,false,30,41,110,0,0,0,45,312,0,
19,faultControl,2,false,30,41,110,0,0,0,0,312,0,
19,faultControl,3,false,30,41,110,0,0,0,0,312,0,
19,faultControl,4,true,30,41,110,0,0,0,0,312,0,
20,cleanRepeatA,0,false,30,41,110,0,0,0,0,312,0,
20,cleanRepeatA,1,false,30,41,110,0,0,0,0,312,0,
20,cleanRepeatA,2,false,30,41,110,0,0,0,0,312,0,
20,cleanRepeatA,3,false,30,41,110,0,0,0,0,312,0,
20,cleanRepeatA,4,true,30,41,110,0,0,0,0,312,0,
20,cleanRepeatB,0,false,30,41,110,0,0,0,0,312,0,
20,cleanRepeatB,1,false,30,41,110,0,0,0,0,312,0,
20,cleanRepeatB,2,false,30,41,110,0,0,0,0,312,0,
20,cleanRepeatB,3,false,30,41,110,0,0,0,0,312,0,
20,cleanRepeatB,4,true,30,41,110,0,0,0,0,312,0,
20,clutterStress,0,false,30,42,112,0,0,0,0,312,0,
20,clutterStress,1,false,30,42,112,0,0,0,0,312,0,
20,clutterStress,2,false,30,42,112,0,0,0,0,312,0,
20,clutterStress,3,false,30,42,112,0,0,0,0,312,0,
20,clutterStress,4,true,30,42,112,0,0,0,0,312,0,
20,faultControl,0,false,30,42,112,0,0,0,0,312,0,
20,faultControl,1,false,30,42,112,0,0,0,0,312,0,
20,faultControl,2,false,30,42,112,0,0,0,0,312,0,
20,faultControl,3,false,30,42,112,0,0,0,0,312,0,
20,faultControl,4,true,30,42,112,0,0,0,0,312,0,
21,cleanRepeatA,0,false,30,41,110,0,0,0,0,312,0,
21,cleanRepeatA,1,false,30,41,110,0,0,0,0,312,0,
21,cleanRepeatA,2,false,30,41,110,0,0,0,0,312,0,
21,cleanRepeatA,3,false,30,41,110,0,0,0,0,312,0,
21,cleanRepeatA,4,true,30,41,110,0,0,0,0,312,0,
21,cleanRepeatB,0,false,30,41,110,0,0,0,0,312,0,
21,cleanRepeatB,1,false,30,41,110,0,0,0,0,312,0,
21,cleanRepeatB,2,false,30,41,110,0,0,0,0,312,0,
21,cleanRepeatB,3,false,30,41,110,0,0,0,0,312,0,
21,cleanRepeatB,4,true,30,41,110,0,0,0,0,312,0,
21,clutterStress,0,false,30,42,113,1,1,0,45,306,1,(10, 0):None
21,clutterStress,1,false,30,41,110,0,0,0,15,312,0,
21,clutterStress,2,false,30,41,110,0,0,0,0,312,0,
21,clutterStress,3,false,30,41,110,0,0,0,0,312,0,
21,clutterStress,4,true,30,41,110,0,0,0,0,312,0,
21,faultControl,0,false,30,42,113,1,1,0,45,306,1,(10, 0):None
21,faultControl,1,false,30,41,110,0,0,0,15,312,0,
21,faultControl,2,false,30,41,110,0,0,0,0,312,0,
21,faultControl,3,false,30,41,110,0,0,0,0,312,0,
21,faultControl,4,true,30,41,110,0,0,0,0,312,0,
22,cleanRepeatA,0,false,30,41,110,0,0,0,0,312,0,
