recordKind,definitionId,workstationTag,producerId,branchId,executionPath,bottleneck,maximumOutputMassGrams,cyclesPerGameHour,peakOutputMassGramsPerHour,gapReason,gapDetail,sourceDigest
candidate,building:1074,workstation:brewery,recipe:young-wine,branch:normal,1,2,700,0.0555555555555555555555555556,39,,,1733aca9422819a2e75a3e54ee242b7d437d9bbf9e4e64914d47ebce1ccb1083
candidate,building:1075,workstation:sawmill,recipe:sawmill-lumber,branch:normal,1,1,3600,2.7272727272727272727272727273,9819,,,fd3cdcb90d73752caf7b4da066bba1e32ab50163ed375bb95a351d1298bcadb7
candidate,building:1076,workstation:charcoal-kiln,recipe:charcoal,branch:normal,1,1,900,3.75,3375,,,c6ee94097ea202d342eddf13e930c68d9af8dff445599be6f394229f551aefdc
candidate,building:1077,workstation:stonecutter,recipe:stone-block,branch:normal,1,1,2600,6,15600,,,7ea4deebfca57005633b3df7872e568ab8d8af31746d946e2d1a2c43dfdb6781
candidate,building:1077,workstation:stonecutter,recipe:stone-ornament,branch:normal,1,1,1600,5,8000,,,e8e19a552fd2d0463d67c342a28f7343e9e6567e4075efb8aae6a3a3fdda4422
candidate,building:1079,workstation:furnace,recipe:gold-ingot,branch:normal,1,1,1350,3.3333333333333333333333333333,4500,,,04dbe5f6a9285dd304019afa2e6f54e822e94229f12de9d7c3e373c5191808d2
candidate,building:1079,workstation:furnace,recipe:iron-ingot,branch:normal,1,1,900,3.3333333333333333333333333333,3000,,,ac0ece1d8ac2fc50a9c72ad18831241dcfb6da2ff0505d5ae41e3bfe8c727d95
candidate,building:1079,workstation:furnace,recipe:iron-slag-block,branch:normal,1,1,1300,3.75,4875,,,30ed7be9fdd4289067ff336e5c51ac68b7cd9993e33d3a8d6ff47438b7e421d0
candidate,building:1080,workstation:steelworks,recipe:steel-ingot,branch:normal,1,1,850,1.3043478260869565217391304348,1109,,,b559c5badddf77f835084cff1826f23aa5d1e4124103e02c0f274e0f372fef62
candidate,building:1081,workstation:jeweler,recipe:bone-charm,branch:normal,1,1,200,1.875,375,,,b0a0d82bc0a89e9bdfb97768aa5354fc3a69448c6b3024e7967ebbe873418ef6
candidate,building:1081,workstation:jeweler,recipe:gold-leaf,branch:normal,1,1,400,2.1428571428571428571428571429,858,,,5f9c419594dad720715c92af220c9a4688848fc7cacfb76d572d104bdbabd47d
candidate,building:1081,workstation:jeweler,recipe:gold-ornament,branch:normal,1,1,400,1.875,750,,,1d80981087f0568370f9f173aaa588318ed02559d0baa1e0cdc27dac5423a54f
candidate,building:1081,workstation:jeweler,recipe:trail-charm,branch:normal,1,1,100,2,200,,,95a1c81f1c1ab43f5c96a908c7ffb86ae5419aed56b92f00fa3a82fee68fdf66
candidate,building:1082,workstation:arcane-forge,recipe:arrow-rune,branch:normal,1,1,640,0.3896103896103896103896103896,250,,,d82e0069532dfbab205d62f31168a67a9949207867cf88fb853472af6c4ee5d3
candidate,building:1082,workstation:arcane-forge,recipe:blacksteel,branch:normal,1,1,1000,1.5,1500,,,670e22a95886ea9b121fb8b5a35452bc5dfecc9cf3f24fb2e7a8dec80b907031
candidate,building:1082,workstation:arcane-forge,recipe:bolt-rune,branch:normal,1,1,800,0.3896103896103896103896103896,312,,,fd458da7e05e44e7989236f241b99e5c610549d7681a4adeda87949a4a0102cc
candidate,building:1083,workstation:loom,recipe:bedding-animal,branch:normal,1,1,1000,2.5,2500,,,e3a63af1f1dd92e183ae4f7ddee976556161bae4709e46dc1416e6e1c0676046
candidate,building:1083,workstation:loom,recipe:bedding-straw,branch:normal,1,1,1000,3,3000,,,6d3356a64c63f8deea3dbd75a8829adc7d5290167c006f7e7d69bd69a01ca70a
candidate,building:1083,workstation:loom,recipe:bowstring-fiber,branch:normal,1,1,80,6,480,,,7382fe1b8ab1048f10413d049474be84a14119f10cf66bd6cbe7f66e7276bdca
candidate,building:1083,workstation:loom,recipe:bowstring-sinew,branch:normal,1,1,80,4.2857142857142857142857142857,343,,,f901c7192806ad54cbc80897fc37a237796bdaa6b4300abf6ef3d80e6e8edd14
candidate,building:1083,workstation:loom,recipe:cloth,branch:normal,1,1,400,3.75,1500,,,6f2a0efaa6c4d02f511a6bc3b8869f2c457a35b1f7a65cf93764212c1c93b0b7
candidate,building:1083,workstation:loom,recipe:cold-work-suit,branch:normal,1,1,900,4.2857142857142857142857142857,3858,,,d967cb3aa86f0f51f6ca5f97c65defa1a5d791ebc4eb3c9b92b825b2a14235c1
candidate,building:1083,workstation:loom,recipe:rune-cold-suit,branch:normal,1,1,800,3.3333333333333333333333333333,2667,,,0993b84b2c953c531e374eb4302802b4811ad5e9aeebb02259e25352c26f662b
candidate,building:1083,workstation:loom,recipe:slime-warming-pad,branch:normal,1,1,300,4.2857142857142857142857142857,1286,,,475807489b45cd9b54792afc53f1b2d6772722f926f0f9755e8ba4a6de926866
candidate,building:1083,workstation:loom,recipe:wool-cloth,branch:normal,1,1,400,3.75,1500,,,3ffcc845a85a77d89cac5fd0122535ff7e44ae0b3c18c3078e0045792fda1e30
candidate,building:1084,workstation:tannery,recipe:leather,branch:normal,1,1,900,2.7272727272727272727272727273,2455,,,48b272e34f412daf77b78094187791e4d34e6c89a0c3c86923a3b7f2f8f413fe
candidate,building:1085,workstation:composter,recipe:compost-animal,branch:normal,1,1,700,6,4200,,,cb028534da19e70b9996e065bcb6cc6f414d212769723183e2a43025d59d1f52
candidate,building:1085,workstation:composter,recipe:compost-manure,branch:normal,1,1,700,6,4200,,,8d307f4016ec7d995f87e14ca756cd67fe2e0788e0f4e61679241d14f064d8b8
candidate,building:1085,workstation:composter,recipe:compost-mixed,branch:normal,1,1,700,6,4200,,,3122a2b2fa5fec50edfa8824357f11fe40c4606041a58da5416beff89746f07a
candidate,building:1085,workstation:composter,recipe:compost-plant,branch:normal,1,1,700,7.5,5250,,,23df48e7114ebbface1fa8a77e7634a5c2c5a18dce4e785a6595aa6b739968ca
candidate,building:1085,workstation:composter,recipe:low-fuel-animal,branch:normal,1,1,800,6,4800,,,de0f1275f7de7fd26de74c8faa9ce44c4fb1e7dda4601f004c39550a81073053
candidate,building:1085,workstation:composter,recipe:low-fuel-manure,branch:normal,1,1,800,6,4800,,,5075d1b4afc5df0a53ef96dbad254655748d2a8a4b5ae81ed50287d350af8bc7
candidate,building:1085,workstation:composter,recipe:low-fuel-plant,branch:normal,1,1,800,6,4800,,,d9d2be80905868fa63fed3e55a2ed1914f868ef1439ca635dfde394f913a881f
candidate,building:1085,workstation:composter,recipe:low-fuel-rot,branch:normal,1,1,800,6,4800,,,477c07461a46ee7cd5e0327300ca006ce4ac8fc78438060354f39fc5331757e6
candidate,building:1086,workstation:distillery,recipe:alcohol,branch:normal,1,1,1500,1.5789473684210526315789473684,2369,,,008c4fcf83783570f05ed6c8d5cf6af479837719eb11d0c7d21dfbd87a54131f
candidate,building:1086,workstation:distillery,recipe:hallucinogenic-distillate,branch:normal,1,1,1800,2.7272727272727272727272727273,4910,,,6c0e55a71e0cdfb933a634e61d54fa4312c2f0f693a8a15d6233cf1f2e65e8b1
candidate,building:1086,workstation:distillery,recipe:solvent,branch:normal,1,1,600,2.5,1500,,,9ba332e31fa27ffe796f1b02c2252d1fb1d4765c381e7c99eb45cc083d527ac6
candidate,building:1087,workstation:cookbench,recipe:boar-stew,branch:normal,1,1,1700,1.4285714285714285714285714286,2429,,,288daacd324bf2aafdcbfde73c8d3841ed91abd3ece9301119b69699ad445f4d
candidate,building:1087,workstation:cookbench,recipe:brined-vegetable,branch:normal,1,1,1000,1.7647058823529411764705882353,1765,,,336abad16ccbd4c4c6adf7161aec5edcfcdc50d1baad425d71929aaa70ca1291
candidate,building:1087,workstation:cookbench,recipe:cheese,branch:normal,1,2,800,0.0625,50,,,cbbae069f1fe57f5fe4da083676982b96b026869066b3b7b61cebee8335c0249
candidate,building:1087,workstation:cookbench,recipe:cheese-mushroom,branch:normal,1,1,900,3.3333333333333333333333333333,3000,,,9cc42d2b80915b0dfbf2410c872a22746bfbb7ed6804dcc853d05a59257df61c
candidate,building:1087,workstation:cookbench,recipe:curd,branch:normal,1,1,900,1.875,1688,,,81c4b9331ae38f257ee8d5441299dcf55402e724a70e698a2e567034510990aa
candidate,building:1087,workstation:cookbench,recipe:dough,branch:normal,1,1,1000,1.7647058823529411764705882353,1765,,,039b4be3e0d76c875fa072f1be969a2c317853a1165ed20a45edb3f175281a6d
candidate,building:1087,workstation:cookbench,recipe:egg-pancake,branch:normal,1,1,1300,1.3636363636363636363636363636,1773,,,094e01cf8a5ab8da079a74b04db5cb74cf33ba7d08cf4f9d51a1c153ba1c988b
candidate,building:1087,workstation:cookbench,recipe:fermented-pickle,branch:normal,1,2,900,0.0833333333333333333333333333,75,,,b6ffeed79ef65893c6c2c1162ebd505b19e146a46c6a7beb8f9b300299b5a998
candidate,building:1087,workstation:cookbench,recipe:fresh-curd,branch:normal,1,1,450,3,1350,,,3d6bd0896e025185647ca958199f7ea18e33e494854f7a4323cc50cbeae9d4dc
candidate,building:1087,workstation:cookbench,recipe:garden-meal,branch:normal,1,1,1500,1.4285714285714285714285714286,2143,,,7773e346e5e25ced18becaa6eb3f1507373fcaf651c186049073121621addb5a
candidate,building:1087,workstation:cookbench,recipe:grain-porridge,branch:normal,1,1,3600,2.1428571428571428571428571429,7715,,,20d09dd9d318d7de49adc743c2a89685894eb83eabbd690d55695b173ee3b29f
candidate,building:1087,workstation:cookbench,recipe:grape-syrup,branch:normal,1,1,350,3,1050,,,7f3a104567f9f29233c5afdf71330622d00ee6801ab950d50c82f8449a036d5b
candidate,building:1087,workstation:cookbench,recipe:lavish-meat,branch:normal,1,1,2000,1.1111111111111111111111111111,2223,,,e8215750c8322176d5976dbd81a94eab0d80c7bc82e6600fa9656be76bb23fb7
candidate,building:1087,workstation:cookbench,recipe:lavish-vegan,branch:normal,1,1,1800,1.0344827586206896551724137931,1863,,,522fb206739cb6cf0331c0af50e07247e7b469b66559073162c140780baedaee
candidate,building:1087,workstation:cookbench,recipe:malt-porridge,branch:normal,1,1,1100,3,3300,,,9ba78ff0fb8cc3453a6e952f677b8bcfe0d387cc5cb2877c83379cbb2ee8d5ca
candidate,building:1087,workstation:cookbench,recipe:meat-pie,branch:normal,1,1,1150,2.5,2875,,,e14ee786f3eabb128236528a78e138d0c5f2e51f81035c418947f0bba7ff62f8
candidate,building:1087,workstation:cookbench,recipe:meat-pie,branch:normal,1,1,1150,2.5,2875,,,1b11e456843cc5d13e668803002ddbe551bd69aef688ca1ce5e265221f196bc7
candidate,building:1087,workstation:cookbench,recipe:moonflower-tea,branch:normal,1,1,500,2,1000,,,5214e7998ccfb46dd9cd47bbdd4019900ad80012ac76f71e406cad63a6badbe5
candidate,building:1087,workstation:cookbench,recipe:mushroom-soup,branch:normal,1,1,1300,2.1428571428571428571428571429,2786,,,3af1d64fc320dbf6b65eabfdd870429f409488b78fe628852591491bdf8e21bd
candidate,building:1087,workstation:cookbench,recipe:preserved-vegetable,branch:normal,1,1,1100,2,2200,,,32618c26857b01aca6603c45e7f9cca88f260cb4360f680f2095a81e8260da18
candidate,building:1087,workstation:cookbench,recipe:ration-mixture,branch:normal,1,1,1100,1.7647058823529411764705882353,1942,,,b76b449e309f5e540d1c5e89bd86f774103efcde90f567b845f1cdf84be7ac24
candidate,building:1087,workstation:cookbench,recipe:roasted-meat,branch:normal,1,1,1500,3,4500,,,76e515a1a30e60a839053b8942fb844370055af9ad07da76e790925963c577b6
candidate,building:1087,workstation:cookbench,recipe:root-stew,branch:normal,1,1,1400,2.1428571428571428571428571429,3001,,,7e61f4fcfdda53f327069541c1336a6e873b8501e9656d1c3ce5c10e838732b5
candidate,building:1087,workstation:cookbench,recipe:salted-meat,branch:normal,1,1,1300,1.875,2438,,,0be40dc4753d35654051f85973511d47d56aafbc521c1d63ca923430cd8d9a5d
candidate,building:1087,workstation:cookbench,recipe:salted-meat-stew,branch:normal,1,1,1600,2.5,4000,,,b11077684157537487c2f482de91bf3be363e39ed03b77e612adbe068b9234d7
candidate,building:1087,workstation:cookbench,recipe:seasoned-filling,branch:normal,1,1,1300,2,2600,,,cc02f3f0b440109ba55842b4a3769336b22d136844514c4a059801ffcd27aea9
candidate,building:1087,workstation:cookbench,recipe:stuffed-mushroom,branch:normal,1,1,1150,2.7272727272727272727272727273,3137,,,0b182f5fd8028418f5cea151e239bb30504e26d8f8b21f63b0a27745804d745d
candidate,building:1087,workstation:cookbench,recipe:tallow,branch:normal,1,1,350,7.5,2625,,,0e8c7361e99024fc6ad07c9b641d77970f34e51fa6da41a43ac6f0472e22f0a6
candidate,building:1087,workstation:cookbench,recipe:vegetable-pie,branch:normal,1,1,950,2.5,2375,,,b691819f924d2c0f1979da355da756145714cd1ff01b07657bcb24bc2ae7b6ea
candidate,building:1087,workstation:cookbench,recipe:vegetable-pie,branch:normal,1,1,950,2.5,2375,,,0b9cc949886e52b70075dc0298218b0c2a6c5645bd4b4c7ec9a71ef88ec29bf1
candidate,building:1087,workstation:cookbench,recipe:washed-vegetable,branch:normal,1,1,900,2.1428571428571428571428571429,1929,,,7a983710073c12c847bc54bff75645987caab4070fcb6f019b456ac4fc2c1e7c
candidate,building:1088,workstation:smoker,recipe:expedition-ration-pack,branch:normal,1,1,1500,2.5,3750,,,21a1e7bbd2d3673f7beb68cf3f210a380758e9acd3c5fa8b18cf5ac6c4eb06a8
candidate,building:1088,workstation:smoker,recipe:jerky,branch:normal,1,1,900,3,2700,,,70f422345ed637bff2de4cbd9a950facb8dfed6d36b1fc2b119eaf7dbba8b80e
candidate,building:1088,workstation:smoker,recipe:preserved-ration,branch:normal,1,1,1500,2.3076923076923076923076923077,3462,,,2c42d4fca89f1256900453fe1c3a411b668e450c7d8a74af96b55443926452cc
candidate,building:1089,workstation:feedbench,recipe:dog-food,branch:normal,1,1,1050,3.75,3938,,,e9e1e9c1e8cd0091ccc9654c248b30cb2b0aed886e0c0c24e163515a659e21dd
candidate,building:1089,workstation:feedbench,recipe:dog-food-fresh,branch:normal,1,1,1050,3.3333333333333333333333333333,3500,,,6440c0cabc7dd6ccb2d0a7232b9d5dde8bd28c638ca63572d4e0e3ac3728b3de
candidate,building:1089,workstation:feedbench,recipe:hay-feed,branch:normal,1,1,588,2.7272727272727272727272727273,1604,,,8898834608d997be8c446f407b5979a7a3284e56fffc4308939c859741b6e02a
candidate,building:1089,workstation:feedbench,recipe:silage,branch:normal,1,2,690,0.0833333333333333333333333333,58,,,efa5e68a48bb0bd60a225b4ad1c9ab8731f9a56cc24b770d4bc08cc62629eb27
candidate,building:1089,workstation:feedbench,recipe:silage,branch:normal,1,2,690,0.0833333333333333333333333333,58,,,8b26e78f81537a89d315364a5919261c596b990577502b9c198eb0b13329878f
candidate,building:1090,workstation:apothecary,recipe:anesthetic,branch:normal,1,1,240,2.1428571428571428571428571429,515,,,799af3a7faf86ec148fd42359ae7e8994a265f548b9ac25a1730224bca59aec8
candidate,building:1090,workstation:apothecary,recipe:antiseptic,branch:normal,1,1,840,1.3043478260869565217391304348,1096,,,3314922561d6b0d5efe4ff1ae717d86c94e10470a5490c946f4792b034db4749
candidate,building:1090,workstation:apothecary,recipe:candle,branch:normal,1,1,600,1.3043478260869565217391304348,783,,,cd01f0b38a003ab00a587a5ac63702c69270211f3347bf2613884f5f1f57d2ca
candidate,building:1090,workstation:apothecary,recipe:dreamleaf-analgesic,branch:normal,1,1,850,2,1700,,,dfed89b4b857f29e6eca57003f1abc6bce42b7e2402b950768104e9869427ba3
candidate,building:1090,workstation:apothecary,recipe:herbal-poultice,branch:normal,1,1,600,1.3043478260869565217391304348,783,,,304613f37b61d419fbcb5c10fc8af10251a42ff7d0ea2fff4b3f2061b384e4ef
candidate,building:1090,workstation:apothecary,recipe:resin-balm,branch:normal,1,1,1200,1.875,2250,,,65bbd4d6a3a43acfa0de7494c7db06a6e9d3b1ca236ee611df54d1dea5da2520
candidate,building:1090,workstation:apothecary,recipe:soap,branch:normal,1,1,750,1.3043478260869565217391304348,979,,,530ee8ec1b158be12d9d40bda60d83265028c9a3531c4b0cc22b1eb4c236a7d3
candidate,building:1090,workstation:apothecary,recipe:standard-medicine,branch:normal,1,1,900,1.1538461538461538461538461538,1039,,,864f1232b10a49ec6bce143537aefa1f2fde7e62d2ad9060750dcd83c245d3b1
candidate,building:1090,workstation:apothecary,recipe:vitality-tonic,branch:normal,1,1,1275,1.2,1530,,,e802d34144c3f6a472cf341393a7477086f1632bcec1b635c3a99c60d022848a
candidate,building:1091,workstation:alchemy,recipe:advanced-medicine,branch:normal,1,1,3000,2,6000,,,0f8c1251a8959c57783562cfe7079be9c76b8db71e0269d7896eb73effa733d0
candidate,building:1091,workstation:alchemy,recipe:antidote,branch:normal,1,1,1200,2.3076923076923076923076923077,2770,,,b47bd85a34b69b1c0a262c49af93517de8f1fcf49cb64b26424f1340ea5ca440
candidate,building:1091,workstation:alchemy,recipe:blood-stimulant,branch:normal,1,1,1800,2.3076923076923076923076923077,4154,,,7f3fac277472e546203842aa6f0267a87ad637f866d3c26e912923c0ae551f98
candidate,building:1091,workstation:alchemy,recipe:fang-poison,branch:normal,1,1,1100,2.7272727272727272727272727273,3000,,,3caa1f46206c5815336b749f24ea71cb76abd12779f24b7f9c46d2ed4bb56063
candidate,building:1091,workstation:alchemy,recipe:mana-awakener,branch:normal,1,1,1300,2.1428571428571428571428571429,2786,,,8991517c7c2e58644602c0005dd0791a6853cc825b701b52718528367f4cd40e
candidate,building:1091,workstation:alchemy,recipe:ritual-reagent,branch:normal,1,1,2200,2.7272727272727272727272727273,6001,,,4ad5e7294efb35f0b726c1bb28e3c5b452531579f4af80abc59bd580652a2aa4
candidate,building:1091,workstation:alchemy,recipe:rot-toxin,branch:normal,1,1,400,3,1200,,,d822c53bdf5674ad935d88c72df051849767d0dd5cb9ac7df10a302ca3376522
candidate,building:1091,workstation:alchemy,recipe:rune-leather,branch:normal,1,1,800,2.3076923076923076923076923077,1847,,,d525baa07e3bb6b9389bf0b02d104fe375b106f70abd458655eb2dada436f3be
candidate,building:1092,workstation:arcane-loom,recipe:dreamweave,branch:normal,1,1,120,1.5789473684210526315789473684,190,,,6a6308e9f396c93417ed0f7ab3f7cdadd79d4413d1f2c5a37232ef5926b6b35c
candidate,building:1093,workstation:forge,recipe:arrow-bone,branch:normal,1,1,800,0.6122448979591836734693877551,490,,,acd49f9ab343d241d070d4db3e349fb108ebbaf950820ab7e9b8c284cedfbbc9
candidate,building:1093,workstation:forge,recipe:arrow-iron,branch:normal,1,1,900,0.5882352941176470588235294118,530,,,3aa3c04c2af4f384dcef15a73b1ed4feae1e2d0c6b1821a35c1a157206dab02b
candidate,building:1093,workstation:forge,recipe:arrow-steel,branch:normal,1,1,850,0.5882352941176470588235294118,501,,,e10743120399223320df4bee448c10cf79c9e71edf1f56e5ce0e5d774e575f8b
candidate,building:1093,workstation:forge,recipe:bolt-bone,branch:normal,1,1,1000,0.6,600,,,82769fcc4941bf7f42d45d3b4fe64ea0f221ccbb2f7bb5fc2c6b0e6be1901094
candidate,building:1093,workstation:forge,recipe:bolt-iron,branch:normal,1,1,1100,0.5882352941176470588235294118,648,,,a1a7dc2e14d70f6b2dd09c998fe817018d90b826e9a79da6fdd69e3e4864092a
candidate,building:1093,workstation:forge,recipe:bolt-steel,branch:normal,1,1,1050,0.5882352941176470588235294118,618,,,c6a8b82531928d4c4313c22bf643fa3856a88364a96a555c9ca471b542149117
candidate,building:1093,workstation:forge,recipe:medical-vial,branch:normal,1,1,900,0.375,338,,,ac46733f6e8e8a047ca62850c3ee299dd9fc3b9f66a0d36ba9d08e74ba418425
candidate,building:1094,workstation:quarry,source:quarry,branch:normal,1,1,15300,1.875,28688,,,c796efd1ab47bbb1fd0a4ebe68b68090d24fa49acc327f94720b40983b5ac3bf
candidate,building:8802,workstation:v3:irrigation,recipe:resource:clean-water,branch:normal,1,1,4000,6,24000,,,7d531091bb6e4b38f14bb530705e57917c1bc8b78f760ece4f19ceceaa9a7eb2
candidate,building:8803,workstation:v3:subterranean,recipe:supply:mushroom-substrate,branch:normal,1,1,2200,3.3333333333333333333333333333,7334,,,2b3319d6205c4755ce3ad5628c6dd5622ffb36ea465752d197f6a8fe32e19247
candidate,building:8803,workstation:v3:subterranean,recipe:supply:nitrate-fertilizer,branch:normal,1,1,4400,1,4400,,,0fb2dcd6eb36b7bc55709b78683f4eb5df9cf5af3ce44f78e122d94b57018d92
candidate,building:8804,workstation:v3:heraldry,recipe:tool:administrative-seal,branch:normal,1,1,2350,2,4700,,,8ce0a468bac2397745c7e2c6e54dc8b14d4234175afb2e5120f7165204cc1716
candidate,building:8805,workstation:v3:ritual,recipe:craft:dreamweave-ritual-banner,branch:normal,1,1,1350,1.5,2025,,,dbb474afe38afec49bd73908fdaa116ccb28544c26a9d0b086a3752502d7b063
candidate,building:8806,workstation:v3:logistics,recipe:tool:hauling-harness,branch:normal,1,1,1150,3.75,4313,,,6f27214494fc7b0854c8eeaf0de907cfe388c47fae7d8deae7cced9076661629
candidate,building:8807,workstation:v3:retail,recipe:component:price-board,branch:normal,1,1,1800,2,3600,,,49d2ced82abd8a6a97b648e79b5585ded9cdb114f3fbeeebed2a9004f91cc157
candidate,building:8809,workstation:v3:prison-labor,recipe:tool:prisoner-work-kit,branch:normal,1,1,2350,3,7050,,,34487360f3ac314b21dfe65f65d470d8731de975e557bfca8095c7be6b33370b
candidate,building:8810,workstation:v3:restraint,recipe:tool:reinforced-restraint,branch:normal,1,1,2500,3,7500,,,790a7d12ba74db064b172c75fce06e14063eb56fe153a60b8c7d8106d5252b1a
candidate,building:8811,workstation:v3:show,recipe:supply:performance-prop-box,branch:normal,1,1,1950,3.75,7313,,,f7e04fbfe16894d1c1453ace22ec3121d7c7f70beaf49d0a60f6670caf9307bd
candidate,building:8812,workstation:v3:signals,recipe:ammo:signal-flare,branch:normal,1,1,1100,0.7317073170731707317073170732,805,,,993eb93b88bbb2ad7c65f39313f0b8dff0456641958e52e03c7e07b8fd61337a
candidate,building:8812,workstation:v3:signals,recipe:supply:alliance-signal-kit,branch:normal,1,1,1150,2,2300,,,147b67f0964c3fd0595644703fbd639fcbace2e06636941e0a079f78f7c5a7b1
candidate,building:8812,workstation:v3:signals,recipe:tool:watch-signal-horn,branch:normal,1,1,2350,2,4700,,,5069732c3b262db14d79f1767de03ab645f94ae7bf39e06e4a17e4a6a85659e7
candidate,building:8816,workstation:v3:treated-lumber,recipe:treated-lumber,branch:normal,1,1,2300,2.7272727272727272727272727273,6273,,,47d089506a928ffd28a9ecce90c65650cf6ce3150b3a546d9a85f3fa7bdd1446
candidate,building:8817,workstation:v3:breeding,recipe:record:breeding-ledger,branch:normal,1,1,1100,2,2200,,,840faba3d6ab495fbcce4af8e5d77fbb800de089de688a354d1d9c652c738b2c
candidate,building:8821,workstation:v3:machine-parts,recipe:component:machine-parts,branch:normal,1,1,2100,3.3333333333333333333333333333,7000,,,a6c442df1a3c61a798cd08b775f755d239a2fcc9d028829d3a562621a8346fee
candidate,building:8821,workstation:v3:machine-parts,recipe:component:waterwheel-drive-shaft,branch:normal,1,1,3150,3,9450,,,ac0bc90b048393cf7d06cacba876a84fa19751fb93a82715739fdf0aa3e4f56c
candidate,building:8822,workstation:v3:sanitation,recipe:component:reclaimed-water-filter,branch:normal,1,1,2300,1.5789473684210526315789473684,3632,,,3955b94b19ecef617b306b7fc877811cf2cda3a9aba62cce69ae10c2321dd469
candidate,building:8823,workstation:v3:rune-conductor,recipe:ammo:rune-cartridge,branch:normal,1,1,3450,0.4411764705882352941176470588,1523,,,adfca8c4dd06d8cb6721fd9380e1cf2f527b5044db33abc8f9b4c66859093437
candidate,building:8823,workstation:v3:rune-conductor,recipe:component:rune-bus-coupler,branch:normal,1,1,1200,1.4285714285714285714285714286,1715,,,ff4457bb8641064e13c622b6e8804aa49cebae9934e32fbe4c08f75648c70205
candidate,building:8823,workstation:v3:rune-conductor,recipe:component:rune-conductor,branch:normal,1,1,2400,1.4285714285714285714285714286,3429,,,fcf3c3d453e3412a212d59cc4084d1361b4502ce1b6dfa16fed6db8abe8fd37a
candidate,building:8823,workstation:v3:rune-conductor,recipe:component:rune-purification-crystal,branch:normal,1,1,1200,1.4285714285714285714285714286,1715,,,c3d09b0f88f7721c68928ef8ec8089f40303f9cfa838d63b5ca78c26211abd86
candidate,building:8823,workstation:v3:rune-conductor,recipe:material:mana-alloy,branch:normal,1,1,4800,0.9375,4500,,,2f287e111220459125c849b24725085454e8530bc5a8c28240407965a8adaa14
candidate,building:8824,workstation:v3:defense-ammo,recipe:ammo:blasting-charge,branch:normal,1,1,5800,1.1538461538461538461538461538,6693,,,b2422bba9aa3259331de373e9f7a989db3085b326084bee118f182dbeea570a2
candidate,building:8824,workstation:v3:defense-ammo,recipe:ammo:incendiary-arrow,branch:normal,1,1,900,0.6122448979591836734693877551,552,,,facebde12265b49f3cdf6ebd416837de2c4b13ebc6f5016504555bd5ee93b0a3
