schemaVersion,recipeId,authoredOutputOrdinal,itemId,amount,probability,authoredOutputLineId,authoredRole,proposedOutputLineId,proposedRole,proposalReason,proposalDisposition,sourceAuthority,sourceDigest
v27.production.output-line-backfill.1,recipe:ammo:tranquilizer-dart,0,ammo:tranquilizer-dart,6,1,,Main,output:recipe:ammo:tranquilizer-dart/000/main/ammo:tranquilizer-dart,Main,missing-output-line-id; rule=authored-ordinal-zero-main; item=ammo:tranquilizer-dart,backfill-proposal-ready,Assets/Resources/SO/Economy/Recipes/ResearchOverhaul/V3R134_진정_다트.asset,1ac52f8e0e791bb0c7582b5466779e3636b78e9d698a1d9e5f53c63aaceeb035
v27.production.output-line-backfill.1,recipe:ammo:trap-canister,0,ammo:trap-canister,2,1,,Main,output:recipe:ammo:trap-canister/000/main/ammo:trap-canister,Main,missing-output-line-id; rule=authored-ordinal-zero-main; item=ammo:trap-canister,backfill-proposal-ready,Assets/Resources/SO/Economy/Recipes/ResearchOverhaul/V3R21_함정_산탄통.asset,95d1482a799bf1cb947bc9b2bf4559f34505b58e2144eeeb657f16394bf1f24f
v27.production.output-line-backfill.1,recipe:anesthetic,0,medicine:anesthetic,1,1,,Main,output:recipe:anesthetic/000/main/medicine:anesthetic,Main,missing-output-line-id; rule=authored-ordinal-zero-main; item=medicine:anesthetic,backfill-proposal-ready,Assets/Resources/SO/Economy/Recipes/recipe_anesthetic.asset,514dfad4ce4243df15d707cd1e6291d4dbd7ad371c33e0a464bb63b1abefd747
v27.production.output-line-backfill.1,recipe:antidote,0,medicine:antidote,1,1,,Main,output:recipe:antidote/000/main/medicine:antidote,Main,missing-output-line-id; rule=authored-ordinal-zero-main; item=medicine:antidote,backfill-proposal-ready,Assets/Resources/SO/Economy/Recipes/recipe_antidote.asset,4168e48222223345af2820072303eade106a257811324509214f274151626cf8
v27.production.output-line-backfill.1,recipe:antiseptic,0,medicine:antiseptic,2,1,,Main,output:recipe:antiseptic/000/main/medicine:antiseptic,Main,missing-output-line-id; rule=authored-ordinal-zero-main; item=medicine:antiseptic,backfill-proposal-ready,Assets/Resources/SO/Economy/Recipes/recipe_antiseptic.asset,31b331ff6940a74d900e8e39f113fcdaa7b22acfe9f2b377c21708c2bd3fa6f6
v27.production.output-line-backfill.1,recipe:arrow-bone,0,ammo:arrow-bone,10,1,,Main,output:recipe:arrow-bone/000/main/ammo:arrow-bone,Main,missing-output-line-id; rule=authored-ordinal-zero-main; item=ammo:arrow-bone,backfill-proposal-ready,Assets/Resources/SO/Economy/Recipes/recipe_arrow_bone.asset,37fafe117b8419457391ce4ae4b631a1ab3ab8e3c7e6ca4a898a5eda6f29a20d
v27.production.output-line-backfill.1,recipe:arrow-iron,0,ammo:arrow-iron,10,1,,Main,output:recipe:arrow-iron/000/main/ammo:arrow-iron,Main,missing-output-line-id; rule=authored-ordinal-zero-main; item=ammo:arrow-iron,backfill-proposal-ready,Assets/Resources/SO/Economy/Recipes/recipe_arrow_iron.asset,8a7bf32bfcfa993bc57003f79b73bda53e72567f2964f875368a8af8c1b8edad
v27.production.output-line-backfill.1,recipe:arrow-rune,0,ammo:arrow-rune,8,1,,Main,output:recipe:arrow-rune/000/main/ammo:arrow-rune,Main,missing-output-line-id; rule=authored-ordinal-zero-main; item=ammo:arrow-rune,backfill-proposal-ready,Assets/Resources/SO/Economy/Recipes/recipe_arrow_rune.asset,6eaf2aefbfe87f11da46a9fcd8acb861b200e7548c5fa3dee0d14fc1671656ac
v27.production.output-line-backfill.1,recipe:arrow-steel,0,ammo:arrow-steel,10,1,,Main,output:recipe:arrow-steel/000/main/ammo:arrow-steel,Main,missing-output-line-id; rule=authored-ordinal-zero-main; item=ammo:arrow-steel,backfill-proposal-ready,Assets/Resources/SO/Economy/Recipes/recipe_arrow_steel.asset,f7a08aab601e1072a3280e59a1c98fdd39900ab361afa2b611bd02a5a23baec1
v27.production.output-line-backfill.1,recipe:bedding-animal,0,husbandry:bedding,2,1,,Main,output:recipe:bedding-animal/000/main/husbandry:bedding,Main,missing-output-line-id; rule=authored-ordinal-zero-main; item=husbandry:bedding,backfill-proposal-ready,Assets/Resources/SO/Economy/Recipes/recipe_bedding_animal.asset,08fe0a82f97ab6c3c6c4b36b4d242cd85fb3f7932c4442001ac6b6212ee9255a
v27.production.output-line-backfill.1,recipe:bedding-straw,0,husbandry:bedding,2,1,,Main,output:recipe:bedding-straw/000/main/husbandry:bedding,Main,missing-output-line-id; rule=authored-ordinal-zero-main; item=husbandry:bedding,backfill-proposal-ready,Assets/Resources/SO/Economy/Recipes/recipe_bedding_straw.asset,ded340fb063b364666e99e7003447781373a9d27ad3774a1638835dd3cf35787
v27.production.output-line-backfill.1,recipe:blacksteel,0,material:blacksteel-ingot,1,1,,Main,output:recipe:blacksteel/000/main/material:blacksteel-ingot,Main,missing-output-line-id; rule=authored-ordinal-zero-main; item=material:blacksteel-ingot,backfill-proposal-ready,Assets/Resources/SO/Economy/Recipes/recipe_blacksteel.asset,12123397a2ebdc0128fe2b566b6e051636cb37ece06441d8e260ff52baab149b
v27.production.output-line-backfill.1,recipe:blood-stimulant,0,drug:blood-stimulant,1,1,,Main,output:recipe:blood-stimulant/000/main/drug:blood-stimulant,Main,missing-output-line-id; rule=authored-ordinal-zero-main; item=drug:blood-stimulant,backfill-proposal-ready,Assets/Resources/SO/Economy/Recipes/recipe_blood_stimulant.asset,1362cc401e3be9ddacc9fdc3f18177289a31836b0d76d4379e1e0f70595935fc
v27.production.output-line-backfill.1,recipe:boar-stew,0,food:boar-stew,2,1,,Main,output:recipe:boar-stew/000/main/food:boar-stew,Main,missing-output-line-id; rule=authored-ordinal-zero-main; item=food:boar-stew,backfill-proposal-ready,Assets/Resources/SO/Economy/Recipes/recipe_boar_stew.asset,b16162e54be7d05bd3a1a8c6bcb575b9e81442ec99149db8160d9fab7e65a077
v27.production.output-line-backfill.1,recipe:bolt-bone,0,ammo:bolt-bone,10,1,,Main,output:recipe:bolt-bone/000/main/ammo:bolt-bone,Main,missing-output-line-id; rule=authored-ordinal-zero-main; item=ammo:bolt-bone,backfill-proposal-ready,Assets/Resources/SO/Economy/Recipes/recipe_bolt_bone.asset,7da9ae1346a94988a1178e97daf587e0de60c7a89e07163f71667e5a9053fd8a
v27.production.output-line-backfill.1,recipe:bolt-iron,0,ammo:bolt-iron,10,1,,Main,output:recipe:bolt-iron/000/main/ammo:bolt-iron,Main,missing-output-line-id; rule=authored-ordinal-zero-main; item=ammo:bolt-iron,backfill-proposal-ready,Assets/Resources/SO/Economy/Recipes/recipe_bolt_iron.asset,e604f35245a6034b81ca2f8011f6b97a4c5f687eed9b9a950a38b4fce25317e3
v27.production.output-line-backfill.1,recipe:bolt-rune,0,ammo:bolt-rune,8,1,,Main,output:recipe:bolt-rune/000/main/ammo:bolt-rune,Main,missing-output-line-id; rule=authored-ordinal-zero-main; item=ammo:bolt-rune,backfill-proposal-ready,Assets/Resources/SO/Economy/Recipes/recipe_bolt_rune.asset,c2d8d27fe188355ccc6104e4c6cea0e5b36b3a48dd11bf72c472040b233f1cc5
v27.production.output-line-backfill.1,recipe:bolt-steel,0,ammo:bolt-steel,10,1,,Main,output:recipe:bolt-steel/000/main/ammo:bolt-steel,Main,missing-output-line-id; rule=authored-ordinal-zero-main; item=ammo:bolt-steel,backfill-proposal-ready,Assets/Resources/SO/Economy/Recipes/recipe_bolt_steel.asset,764aedbd01833bd634b8a71cd05639f091df92132e3ff79036a91ecb02eb9335
v27.production.output-line-backfill.1,recipe:bone-charm,0,craft:bone-charm,1,1,,Main,output:recipe:bone-charm/000/main/craft:bone-charm,Main,missing-output-line-id; rule=authored-ordinal-zero-main; item=craft:bone-charm,backfill-proposal-ready,Assets/Resources/SO/Economy/Recipes/recipe_bone_charm.asset,389ec56ecda9bf24f004dcf532101d4e54da12ea4ead8aee03e6d6a47f7dad52
v27.production.output-line-backfill.1,recipe:book:seasonal-almanac,0,book:seasonal-almanac,2,1,,Main,output:recipe:book:seasonal-almanac/000/main/book:seasonal-almanac,Main,missing-output-line-id; rule=authored-ordinal-zero-main; item=book:seasonal-almanac,backfill-proposal-ready,Assets/Resources/SO/Economy/Recipes/ResearchOverhaul/V3R89_계절력_책자.asset,bc1266cc2873c7c441dfb5f586421f06c047dfcd827de3ecef409700602ad232
v27.production.output-line-backfill.1,recipe:bowstring-fiber,0,material:bowstring,1,1,,Main,output:recipe:bowstring-fiber/000/main/material:bowstring,Main,missing-output-line-id; rule=authored-ordinal-zero-main; item=material:bowstring,backfill-proposal-ready,Assets/Resources/SO/Economy/Recipes/recipe_bowstring_fiber.asset,1d0cfd1eec55a59a48a1fd42503588fbda0624841538cd8c5e029fd8948ca411
v27.production.output-line-backfill.1,recipe:bowstring-sinew,0,material:bowstring,1,1,,Main,output:recipe:bowstring-sinew/000/main/material:bowstring,Main,missing-output-line-id; rule=authored-ordinal-zero-main; item=material:bowstring,backfill-proposal-ready,Assets/Resources/SO/Economy/Recipes/recipe_bowstring_sinew.asset,3a9caab2cb6d6fed4873d7f2fd7e7d6115b08e642f998ddb9315e5f2726864f1
v27.production.output-line-backfill.1,recipe:brined-vegetable,0,material:brined-vegetable,2,1,,Main,output:recipe:brined-vegetable/000/main/material:brined-vegetable,Main,missing-output-line-id; rule=authored-ordinal-zero-main; item=material:brined-vegetable,backfill-proposal-ready,Assets/Resources/SO/Economy/Recipes/Workshop/recipe_brined_vegetable.asset,aaa1b81b8497713316c427ec1f631ad0a16054002f5fab5aa273ce701e177174
v27.production.output-line-backfill.1,recipe:candle,0,craft:candle,2,1,,Main,output:recipe:candle/000/main/craft:candle,Main,missing-output-line-id; rule=authored-ordinal-zero-main; item=craft:candle,backfill-proposal-ready,Assets/Resources/SO/Economy/Recipes/recipe_candle.asset,72c9671ca13e93bd0f65eeeedc77b8d41b938652fad45e109b8028f0b9f90c20
v27.production.output-line-backfill.1,recipe:charcoal,0,material:charcoal,2,1,,Main,output:recipe:charcoal/000/main/material:charcoal,Main,missing-output-line-id; rule=authored-ordinal-zero-main; item=material:charcoal,backfill-proposal-ready,Assets/Resources/SO/Economy/Recipes/recipe_charcoal.asset,d84241636a20245c26dea50605b15a9413c844fc65ef9f083d7ac14b11e0a1f0
v27.production.output-line-backfill.1,recipe:cheese,0,material:cheese,2,1,,Main,output:recipe:cheese/000/main/material:cheese,Main,missing-output-line-id; rule=authored-ordinal-zero-main; item=material:cheese,backfill-proposal-ready,Assets/Resources/SO/Economy/Recipes/recipe_cheese.asset,9d5487ab538e25be7e8323133e09f8cec118421281e1f4a99725d9c82c735bc9
v27.production.output-line-backfill.1,recipe:cheese-mushroom,0,food:cheese-mushroom,2,1,,Main,output:recipe:cheese-mushroom/000/main/food:cheese-mushroom,Main,missing-output-line-id; rule=authored-ordinal-zero-main; item=food:cheese-mushroom,backfill-proposal-ready,Assets/Resources/SO/Economy/Recipes/recipe_cheese_mushroom.asset,c3b0ed13ac897c18737214281193c89f592b6902a2c5e12b76eca388b8fd69e7
v27.production.output-line-backfill.1,recipe:cloth,0,material:cloth,2,1,,Main,output:recipe:cloth/000/main/material:cloth,Main,missing-output-line-id; rule=authored-ordinal-zero-main; item=material:cloth,backfill-proposal-ready,Assets/Resources/SO/Economy/Recipes/recipe_cloth.asset,a41c14ef640686b694c6baba3800ab414a61a87b833c812c9e1218d5036fbe1f
v27.production.output-line-backfill.1,recipe:cold-work-suit,0,equipment:cold-work-suit,1,1,,Main,output:recipe:cold-work-suit/000/main/equipment:cold-work-suit,Main,missing-output-line-id; rule=authored-ordinal-zero-main; item=equipment:cold-work-suit,backfill-proposal-ready,Assets/Resources/SO/Economy/Recipes/recipe_cold_work_suit.asset,988201a5b048ef86d15c52b761077fe10c0a551168edead523ac489fff934da3
v27.production.output-line-backfill.1,recipe:component:blacksteel-defense-plate,0,component:blacksteel-defense-plate,1,1,,Main,output:recipe:component:blacksteel-defense-plate/000/main/component:blacksteel-defense-plate,Main,missing-output-line-id; rule=authored-ordinal-zero-main; item=component:blacksteel-defense-plate,backfill-proposal-ready,Assets/Resources/SO/Economy/Recipes/ResearchOverhaul/V3R44_흑강_방어_장갑판.asset,48318d6230494b368bd7490a04ba153af09163fb31c96a03300e360b7000046e
v27.production.output-line-backfill.1,recipe:component:blast-coat-shell,0,component:blast-coat-shell,1,1,,Main,output:recipe:component:blast-coat-shell/000/main/component:blast-coat-shell,Main,missing-output-line-id; rule=authored-ordinal-zero-main; item=component:blast-coat-shell,backfill-proposal-ready,Assets/Resources/SO/Economy/Recipes/ResearchOverhaul/V3R38_방폭_외투_내피.asset,232cb2a29957693d3f9704abae1afe4f8624d4c5b236dbce4e31eac38c54aac1
v27.production.output-line-backfill.1,recipe:component:brigandine-padding,0,component:brigandine-padding,1,1,,Main,output:recipe:component:brigandine-padding/000/main/component:brigandine-padding,Main,missing-output-line-id; rule=authored-ordinal-zero-main; item=component:brigandine-padding,backfill-proposal-ready,Assets/Resources/SO/Economy/Recipes/ResearchOverhaul/V3R39_브리간딘_안감.asset,615f19ba8dbbaa04f8bb121c0dca7cbddced8b0bf4b256a48254d526f7bdf152
v27.production.output-line-backfill.1,recipe:component:climate-control-manifold,0,component:climate-control-manifold,1,1,,Main,output:recipe:component:climate-control-manifold/000/main/component:climate-control-manifold,Main,missing-output-line-id; rule=authored-ordinal-zero-main; item=component:climate-control-manifold,backfill-proposal-ready,Assets/Resources/SO/Economy/Recipes/ResearchOverhaul/V3R87_기후_제어_매니폴드.asset,294aa415526b99d2dba479b67b71da8763ca8a7f9e7c7c230f878faae401eba3
v27.production.output-line-backfill.1,recipe:component:corridor-detonator,0,component:corridor-detonator,1,1,,Main,output:recipe:component:corridor-detonator/000/main/component:corridor-detonator,Main,missing-output-line-id; rule=authored-ordinal-zero-main; item=component:corridor-detonator,backfill-proposal-ready,Assets/Resources/SO/Economy/Recipes/ResearchOverhaul/V3R105_복도식_기폭_장치.asset,b6acea208ca1c130140fadca8f06a38b5f88639b024289bf9f1e67f79dd98a7d
v27.production.output-line-backfill.1,recipe:component:dreamweave-rune-lining,0,component:dreamweave-rune-lining,1,1,,Main,output:recipe:component:dreamweave-rune-lining/000/main/component:dreamweave-rune-lining,Main,missing-output-line-id; rule=authored-ordinal-zero-main; item=component:dreamweave-rune-lining,backfill-proposal-ready,Assets/Resources/SO/Economy/Recipes/ResearchOverhaul/V3R46_몽직물_룬_안감.asset,638ca97a1829f41760c59542fd2ab46b25162ab67c44956481d73acdf073db1a
v27.production.output-line-backfill.1,recipe:component:engineering-drawing,0,component:engineering-drawing,2,1,,Main,output:recipe:component:engineering-drawing/000/main/component:engineering-drawing,Main,missing-output-line-id; rule=authored-ordinal-zero-main; item=component:engineering-drawing,backfill-proposal-ready,Assets/Resources/SO/Economy/Recipes/ResearchOverhaul/V3R17_공학_도면.asset,b16eb1c3127bc58c7a8f3d9904190f93086342dd92002326bc3cf6f96d43c598
v27.production.output-line-backfill.1,recipe:component:factory-installation-plan,0,component:factory-installation-plan,1,1,,Main,output:recipe:component:factory-installation-plan/000/main/component:factory-installation-plan,Main,missing-output-line-id; rule=authored-ordinal-zero-main; item=component:factory-installation-plan,backfill-proposal-ready,Assets/Resources/SO/Economy/Recipes/ResearchOverhaul/V3R30_공장_설치_도면.asset,3b50c3a0845e27a264792c43fe1d83c3aa7f2efc796b349f8513107441e8c521
v27.production.output-line-backfill.1,recipe:component:golem-core-case,0,component:golem-core-case,1,1,,Main,output:recipe:component:golem-core-case/000/main/component:golem-core-case,Main,missing-output-line-id; rule=authored-ordinal-zero-main; item=component:golem-core-case,backfill-proposal-ready,Assets/Resources/SO/Economy/Recipes/ResearchOverhaul/V3R119_골렘_핵_케이스.asset,7bacc31a077957ee7a64cb5dd4259a3d058ef11a4e51a198609f789365c50693
v27.production.output-line-backfill.1,recipe:component:growth-frame,0,component:growth-frame,1,1,,Main,output:recipe:component:growth-frame/000/main/component:growth-frame,Main,missing-output-line-id; rule=authored-ordinal-zero-main; item=component:growth-frame,backfill-proposal-ready,Assets/Resources/SO/Economy/Recipes/ResearchOverhaul/V3R15_성장형_장비_골격.asset,f53ae0e20175090039c53bab73677a3cd9909eccab14e7c84034985231dfc8a9
v27.production.output-line-backfill.1,recipe:component:insulated-wiring,0,component:insulated-wiring,2,1,,Main,output:recipe:component:insulated-wiring/000/main/component:insulated-wiring,Main,missing-output-line-id; rule=authored-ordinal-zero-main; item=component:insulated-wiring,backfill-proposal-ready,Assets/Resources/SO/Economy/Recipes/ResearchOverhaul/V3R111_절연_배선_묶음.asset,f288c61d7279491fc0bb1c33c786de24099ea117cbff5e079d7291b8d5b0569e
v27.production.output-line-backfill.1,recipe:component:lead-counterweight,0,component:lead-counterweight,1,1,,Main,output:recipe:component:lead-counterweight/000/main/component:lead-counterweight,Main,missing-output-line-id; rule=authored-ordinal-zero-main; item=component:lead-counterweight,backfill-proposal-ready,Assets/Resources/SO/Economy/Recipes/ResearchOverhaul/V3R18_납_균형추.asset,0e6d9b894060fe43f99003375885c25261f7ad521464305450ef158fcd4422c0
v27.production.output-line-backfill.1,recipe:component:machine-parts,0,component:machine-parts,1,1,,Main,output:recipe:component:machine-parts/000/main/component:machine-parts,Main,missing-output-line-id; rule=authored-ordinal-zero-main; item=component:machine-parts,backfill-proposal-ready,Assets/Resources/SO/Economy/Recipes/ResearchOverhaul/V3R09_기계_부품.asset,c9cd2d94f3b9e2036c3dc1d1f3b54dd0ce0c360e2bb417aa3088b301d4562e65
v27.production.output-line-backfill.1,recipe:component:mana-shield-plate,0,component:mana-shield-plate,1,1,,Main,output:recipe:component:mana-shield-plate/000/main/component:mana-shield-plate,Main,missing-output-line-id; rule=authored-ordinal-zero-main; item=component:mana-shield-plate,backfill-proposal-ready,Assets/Resources/SO/Economy/Recipes/ResearchOverhaul/V3R19_마나_차폐판.asset,5a7e99140652123d8141b91e00edafad69979bcf0c4a194f0c64e86e58527fd6
v27.production.output-line-backfill.1,recipe:component:material-test-coupon,0,component:material-test-coupon,2,1,,Main,output:recipe:component:material-test-coupon/000/main/component:material-test-coupon,Main,missing-output-line-id; rule=authored-ordinal-zero-main; item=component:material-test-coupon,backfill-proposal-ready,Assets/Resources/SO/Economy/Recipes/ResearchOverhaul/V3R109_재료_시험편.asset,fd54c7fabb80b091e3aa441378e4f9cfa3a9294c26dfe8eba01eadf20375ea9f
v27.production.output-line-backfill.1,recipe:component:paper-paste,0,component:paper-paste,2,1,,Main,output:recipe:component:paper-paste/000/main/component:paper-paste,Main,missing-output-line-id; rule=authored-ordinal-zero-main; item=component:paper-paste,backfill-proposal-ready,Assets/Resources/SO/Economy/Recipes/ResearchOverhaul/V3R51_종이_풀칠.asset,f174ff907d487a08e2fa001aeff4b627b49b41f76a5b5227cb3a976fe1f1fefe
v27.production.output-line-backfill.1,recipe:component:powered-armor-joint,0,component:powered-armor-joint,1,1,,Main,output:recipe:component:powered-armor-joint/000/main/component:powered-armor-joint,Main,missing-output-line-id; rule=authored-ordinal-zero-main; item=component:powered-armor-joint,backfill-proposal-ready,Assets/Resources/SO/Economy/Recipes/ResearchOverhaul/V3R45_동력_갑주_관절.asset,99b48f952df35c4d4a9baf4fbb71b29b7899ff5c7ba4734525da78f82aa52902
v27.production.output-line-backfill.1,recipe:component:precision-optics,0,component:precision-optics,1,1,,Main,output:recipe:component:precision-optics/000/main/component:precision-optics,Main,missing-output-line-id; rule=authored-ordinal-zero-main; item=component:precision-optics,backfill-proposal-ready,Assets/Resources/SO/Economy/Recipes/ResearchOverhaul/V3R82_정밀_광학계.asset,26ffcea2558d745aaa473629ad40024a0d77f57f5dc2267c3c5305f8e9d37bad
v27.production.output-line-backfill.1,recipe:component:precision-parts,0,component:precision-parts,1,1,,Main,output:recipe:component:precision-parts/000/main/component:precision-parts,Main,missing-output-line-id; rule=authored-ordinal-zero-main; item=component:precision-parts,backfill-proposal-ready,Assets/Resources/SO/Economy/Recipes/ResearchOverhaul/V3R10_정밀_부품.asset,9106a5d3da53b242aa640d98b1d3ff1238e8ed95b624d6b2c5c7955365eca751
v27.production.output-line-backfill.1,recipe:component:price-board,0,component:price-board,1,1,,Main,output:recipe:component:price-board/000/main/component:price-board,Main,missing-output-line-id; rule=authored-ordinal-zero-main; item=component:price-board,backfill-proposal-ready,Assets/Resources/SO/Economy/Recipes/ResearchOverhaul/V3R98_가격표_게시판.asset,72004d6f3e3384310ef2830b1f4e5c058ff2a0d3cd9b237ae0f253975e192f43
v27.production.output-line-backfill.1,recipe:component:prototype-package,0,component:prototype-package,1,1,,Main,output:recipe:component:prototype-package/000/main/component:prototype-package,Main,missing-output-line-id; rule=authored-ordinal-zero-main; item=component:prototype-package,backfill-proposal-ready,Assets/Resources/SO/Economy/Recipes/ResearchOverhaul/V3R29_시제품_설계_묶음.asset,6ebfea5b0fc19f24b3fc64220bc5ffe349f043951eaa3d905c6967d489fd7cf3
v27.production.output-line-backfill.1,recipe:component:reclaimed-water-filter,0,component:reclaimed-water-filter,2,1,,Main,output:recipe:component:reclaimed-water-filter/000/main/component:reclaimed-water-filter,Main,missing-output-line-id; rule=authored-ordinal-zero-main; item=component:reclaimed-water-filter,backfill-proposal-ready,Assets/Resources/SO/Economy/Recipes/ResearchOverhaul/V3R113_재생수_필터_카트리지.asset,0735908ab18ace03daf80455980810ebd06b320ec1e8641ce5f923a291f9757f
v27.production.output-line-backfill.1,recipe:component:room-partition-kit,0,component:room-partition-kit,1,1,,Main,output:recipe:component:room-partition-kit/000/main/component:room-partition-kit,Main,missing-output-line-id; rule=authored-ordinal-zero-main; item=component:room-partition-kit,backfill-proposal-ready,Assets/Resources/SO/Economy/Recipes/ResearchOverhaul/V3R93_방_칸막이_키트.asset,7fefb7ba82ad1be85ee0ad45dd84637ed2571eee15d02364de9954d11f59ea2a
