schemaVersion,bundleId,bundleDigest,anchorItemId,memberShape,cohort,authorityState,stableId,authorityMetric,before,candidate,percentDelta,sourceAuthority,sourcePropertyPath,exactFormula,dependencyFingerprint,sourceDigest,semanticHash,dependencyIds,rootFamilyIds,acquisitionDisposition,downstreamConsumerCount,riskFlags,recommendedDecision,recommendationReason,decision
v27.market-review.4,market-atomic:drug:mana-awakener,41A699384A7B4F4452964BF0C7560ACE4F59372EB95D9C36117B631127C70F75,drug:mana-awakener,PR,price-dependency-review,previous-applied,drug:mana-awakener,authored-unit-price-gold,42,232,452.38095238095238095238095238,Assets/Resources/SO/Economy/Items/drug_mana_awakener.asset,unitPrice,"max(1,ceil(AcquisitionCost/3000mEWU-per-gold))",2c0f843b02471816e38e3aa29f94c8f7aedb706e1d8d95ff5a8a19bb0b269add,64213e1f12f86560e55bfd6c18f1ec0d86c90199b218ecee956400d4c418827b,d3a7d7f4e6380c75b566639333f89d10aaf5a50fdfe66c6c7923101dcc7c33b9,recipe:mana-awakener,drug:mana-awakener|resource:cave-mushroom|resource:mana-crystal|source:quarry,collapsed-inherited-only,0,acquisition-collapsed-inherited-only|delta-over-300pct|quarry-cascade,promote-candidate,"large sale-credit rebase reviewed: exact candidate remains within the 60% acquisition cap, causal authored work is applied, and external inflows are closed",pending-explicit-review
v27.market-review.4,market-atomic:material:blacksteel-ingot,EB5153F5CB96A89A6B8A1086DBCB0FEF9C33446D3D4640E90BB1F21A2CE11F33,material:blacksteel-ingot,PR,price-dependency-review,previous-applied,material:blacksteel-ingot,authored-unit-price-gold,181,609,236.46408839779005524861878453,Assets/Resources/SO/Economy/Items/material_blacksteel_ingot.asset,unitPrice,"max(1,ceil(AcquisitionCost/3000mEWU-per-gold))",62e3bccb646fb994693f237673e7758dbc9d6ac919e6c385e42b8da3e03ec3c2,385c57ab4b6d28fe201e7cf5192799d15bdb8eee51c384129f1d5cfa6ecda29e,be8d09518518a8b00b4804fde6f5ebd7bc5905b941800c465d505ffaf2355269,recipe:blacksteel,material:blacksteel-ingot|material:iron-ingot|material:steel-ingot|resource:iron-ore|resource:mana-crystal|source:quarry,warning,3,acquisition-warning|quarry-cascade,promote-candidate,"large sale-credit rebase reviewed: exact candidate remains within the 60% acquisition cap, causal authored work is applied, and external inflows are closed",pending-explicit-review
v27.market-review.4,market-atomic:material:sterile-composite,ABB4904EFC0012C0B5A7EEC5D22E251221F2A7D2726253742F5E37EAC892E991,material:sterile-composite,PR,price-dependency-review,previous-applied,material:sterile-composite,authored-unit-price-gold,21,106,404.76190476190476190476190476,Assets/Resources/SO/Economy/Items/ResearchOverhaul/V3I84_무균_복합재.asset,unitPrice,"max(1,ceil(AcquisitionCost/3000mEWU-per-gold))",ff35123ffaac1c3e105fc20cb70662c86e059a8355581553fd881d93a08b40a9,74ac5178ba0e9c9eb8b57c7cc8a7377e427a75f42f3dfc0681849798aad755cc,cb94b788ee34dea020b4d15109e6c91819e2dee35ffcd890da30ac2c340adacb,recipe:material:sterile-composite,resource:mana-crystal|source:quarry,collapsed-inherited-only,8,acquisition-collapsed-inherited-only|delta-over-300pct|quarry-cascade,promote-candidate,"large sale-credit rebase reviewed: exact candidate remains within the 60% acquisition cap, causal authored work is applied, and external inflows are closed",pending-explicit-review
v27.market-review.4,market-atomic:medical:cross-lineage-medium,86BD7CCC6BD68DA14A45F346B23803AD38F9049EB081869A48D3008E587391DB,medical:cross-lineage-medium,PR,price-dependency-review,previous-applied,medical:cross-lineage-medium,authored-unit-price-gold,93,476,411.82795698924731182795698925,Assets/Resources/SO/Economy/Items/ResearchOverhaul/V3I116_교차계통_안정화_배지.asset,unitPrice,"max(1,ceil(AcquisitionCost/3000mEWU-per-gold))",dca8e222caeb41765589094764cfdf9106e7baecc36187e02e991fcda58dc661,c3c97580d094aef0575988ebcf7f7223cedc2e055ed6836c4333f6751f0ef265,58a3e4b1adc77dd5337259163fafa27065cb6b23efab6d7c7914287e984d8793,recipe:medical:cross-lineage-medium,resource:mana-crystal|source:quarry,collapsed-inherited-only,0,acquisition-collapsed-inherited-only|delta-over-300pct|quarry-cascade,promote-candidate,"large sale-credit rebase reviewed: exact candidate remains within the 60% acquisition cap, causal authored work is applied, and external inflows are closed",pending-explicit-review
v27.market-review.4,market-atomic:medical:fertility-treatment,37B003A3358783CEF232E33058C67B251FAF472C82384CE6B666608E4D45E737,medical:fertility-treatment,PR,price-dependency-review,previous-applied,medical:fertility-treatment,authored-unit-price-gold,62,159,156.45161290322580645161290323,Assets/Resources/SO/Economy/Items/ResearchOverhaul/V3I123_생식_치료제.asset,unitPrice,"max(1,ceil(AcquisitionCost/3000mEWU-per-gold))",f4a61d6d9395d8f6d442a381f9da9ec3e4da3cb9d6e481d671f07f367199aec3,7d14c72c2816d440aabf4d1492c8ae17d5c1344391cbece86e10f1f37f53b77d,2657602def0e0b539f64fd4206c90c146daacea306129eecbd32c709c1d4c8e7,recipe:medical:fertility-treatment,medicine:standard|resource:cave-mushroom|resource:mana-crystal|source:quarry,warning,0,acquisition-warning|quarry-cascade,promote-candidate,"large sale-credit rebase reviewed: exact candidate remains within the 60% acquisition cap, causal authored work is applied, and external inflows are closed",pending-explicit-review
v27.market-review.4,market-atomic:medical:mana-core-case,22B9BB152D24386C2F9563478CC4B6FE6D01D7D265DEF7338002CA07EB360DE0,medical:mana-core-case,PR,price-dependency-review,previous-applied,medical:mana-core-case,authored-unit-price-gold,257,662,157.58754863813229571984435798,Assets/Resources/SO/Economy/Items/ResearchOverhaul/V3I33_마핵_케이스.asset,unitPrice,"max(1,ceil(AcquisitionCost/3000mEWU-per-gold))",41d74c84a180c85ffeb5474b2d14930a22bd6fbc5cfdb0d3ca8ff1fa41884868,c2f36aa7256ee4d594ac6cae6157b1362754621dc9e4164d7d272e17791908a2,aba0c0270e90beee1769747cdc8f2ce81731daf8bb0d5041e3f963cff3bc4abd,recipe:medical:mana-core-case,material:iron-ingot|material:steel-ingot|resource:iron-ore|resource:mana-crystal|source:quarry,warning,0,acquisition-warning|quarry-cascade,promote-candidate,"large sale-credit rebase reviewed: exact candidate remains within the 60% acquisition cap, causal authored work is applied, and external inflows are closed",pending-explicit-review
v27.market-review.4,market-atomic:medical:organ-regeneration-scaffold,61C8EBB5F5B48F07A86778B06CC3FE446C2B2FF4ED1E0E3D31A55D4F2CE5D377,medical:organ-regeneration-scaffold,PR,price-dependency-review,previous-applied,medical:organ-regeneration-scaffold,authored-unit-price-gold,82,256,212.19512195121951219512195122,Assets/Resources/SO/Economy/Items/ResearchOverhaul/V3I121_장기_재생_골격.asset,unitPrice,"max(1,ceil(AcquisitionCost/3000mEWU-per-gold))",440b78c300d6220daafe30d6e31f6653d326b38ea199789f32e3f224d2712bd7,f9c478f06131cca587d9798cfafb2f3490a7220df9aa7efd095f56d4efd7a977,9fe4f794a760cce6374dfaaa227920d46b86268620ecaca87f119013407e4258,recipe:medical:organ-regeneration-scaffold,resource:mana-crystal|source:quarry,warning,0,acquisition-warning|quarry-cascade,promote-candidate,"large sale-credit rebase reviewed: exact candidate remains within the 60% acquisition cap, causal authored work is applied, and external inflows are closed",pending-explicit-review
v27.market-review.4,market-atomic:medical:regenerative-medium,1C0AF9EABBF76948E5384171EBB1D46431FF20753244DAD740F919029DFBE221,medical:regenerative-medium,PR,price-dependency-review,previous-applied,medical:regenerative-medium,authored-unit-price-gold,40,132,230,Assets/Resources/SO/Economy/Items/ResearchOverhaul/V3I122_재생_배양액.asset,unitPrice,"max(1,ceil(AcquisitionCost/3000mEWU-per-gold))",77cb0c4de0aa466144e3d081b383b98a6abdbabbfc60428c1deeeacc8e932db3,16f6011536e4a63dd073c6c40102272717bbda38b81292c24c96b65718482bfa,e68361dc1d4db9820e0fef97feed2617e5c77887c71ed25743f66baee81d2749,recipe:medical:regenerative-medium,medicine:standard|resource:cave-mushroom|resource:mana-crystal|source:quarry,warning,0,acquisition-warning|quarry-cascade,promote-candidate,"large sale-credit rebase reviewed: exact candidate remains within the 60% acquisition cap, causal authored work is applied, and external inflows are closed",pending-explicit-review
v27.market-review.4,market-atomic:medical:rejuvenation-serum,8B889863A3794DDD41AA0272E688BC48B385000BDE3BBE0B79B39A024EEDD17C,medical:rejuvenation-serum,PR,price-dependency-review,previous-applied,medical:rejuvenation-serum,authored-unit-price-gold,92,370,302.17391304347826086956521739,Assets/Resources/SO/Economy/Items/ResearchOverhaul/V3I118_회춘_혈청.asset,unitPrice,"max(1,ceil(AcquisitionCost/3000mEWU-per-gold))",b7fa485f15c64cd28af4bc93b50027c53b8a46fe7c09a9cd8bbd0ced4b1979c6,9bca016058149fa567fb242dc8958b86400e928bf4b40008191afea00e6b7b6e,3e133b4c577d297009e5b108ef8a2ccd8161b3d3bf73518e6665f121e6ece8d2,recipe:medical:rejuvenation-serum,medicine:standard|resource:cave-mushroom|resource:mana-crystal|source:quarry,warning,0,acquisition-warning|delta-over-300pct|quarry-cascade,promote-candidate,"large sale-credit rebase reviewed: exact candidate remains within the 60% acquisition cap, causal authored work is applied, and external inflows are closed",pending-explicit-review
v27.market-review.4,market-atomic:medical:rune-hibernation-catalyst,C974B0F29131DE8BFFE5278497CF1813131223CDAAE08124A4DEFBF2855E4FC2,medical:rune-hibernation-catalyst,PR,price-dependency-review,previous-applied,medical:rune-hibernation-catalyst,authored-unit-price-gold,93,476,411.82795698924731182795698925,Assets/Resources/SO/Economy/Items/ResearchOverhaul/V3I124_룬_동면_촉매.asset,unitPrice,"max(1,ceil(AcquisitionCost/3000mEWU-per-gold))",c4ea620b619dfc275d16921746a40b2eebdcffe09d4cda22455dffc490de836d,8ab2386b646884aa322121b4b251276a47095cd8210c88952d965f502d8e0fd2,7c2c62aa413059389e1815bdf87755f75a723acc167a687b31cc9bd5e2a9c414,recipe:medical:rune-hibernation-catalyst,resource:mana-crystal|source:quarry,collapsed-inherited-only,0,acquisition-collapsed-inherited-only|delta-over-300pct|quarry-cascade,promote-candidate,"large sale-credit rebase reviewed: exact candidate remains within the 60% acquisition cap, causal authored work is applied, and external inflows are closed",pending-explicit-review
