schemaVersion,definitionId,workstationTag,seedIndex,deterministicSeed,observationId,measurementCapabilityId,winnerSourceKind,winnerSourceCapabilityId,winnerProducerId,winnerBranchId,maximumSingleCompletionMassGrams,outputCapabilityIds,planSourceDigest,fixtureSourceDigest,portfolioSourceDigest
v27-production-output-clearance-measurement-portfolio@1,building:1019,workstation:forge-basic,10,157191,output-clearance-observation:building:1019:workstation:forge-basic:157191,production-output-clearance-measurement:combat-craft,2,production-facility-output-capacity:combat-craft,production-facility-output-capacity:combat-craft,combat-craft-primary:armor:powered-harness,18000,production-output:combat-equipment-craft,5d04c5146195faff1af80560864b0008b770a73bc7d96580ae118a4f7a9679f8,428a05c6dcaea140ce9cd4e1b6ad242ab0d3589e40f5fb41e9a119f96fa04184,5e075bfbaa776898692ae98da64fce4d4a1ff852b891ba18c58894a400264441
v27-production-output-clearance-measurement-portfolio@1,building:1019,workstation:forge-basic,11,157192,output-clearance-observation:building:1019:workstation:forge-basic:157192,production-output-clearance-measurement:combat-craft,2,production-facility-output-capacity:combat-craft,production-facility-output-capacity:combat-craft,combat-craft-primary:armor:powered-harness,18000,production-output:combat-equipment-craft,5d04c5146195faff1af80560864b0008b770a73bc7d96580ae118a4f7a9679f8,bd0fc2d83c5370fb9d36d16f4be5b41984c43c4ec6d39bdb1a597ba57c418192,5e075bfbaa776898692ae98da64fce4d4a1ff852b891ba18c58894a400264441
v27-production-output-clearance-measurement-portfolio@1,building:1019,workstation:forge-basic,12,157193,output-clearance-observation:building:1019:workstation:forge-basic:157193,production-output-clearance-measurement:combat-craft,2,production-facility-output-capacity:combat-craft,production-facility-output-capacity:combat-craft,combat-craft-primary:armor:powered-harness,18000,production-output:combat-equipment-craft,5d04c5146195faff1af80560864b0008b770a73bc7d96580ae118a4f7a9679f8,74fc7fe288307486a93a3586dbe635809dbee776fa2efa4302e8833864ad4d49,5e075bfbaa776898692ae98da64fce4d4a1ff852b891ba18c58894a400264441
v27-production-output-clearance-measurement-portfolio@1,building:1019,workstation:forge-basic,13,157194,output-clearance-observation:building:1019:workstation:forge-basic:157194,production-output-clearance-measurement:combat-craft,2,production-facility-output-capacity:combat-craft,production-facility-output-capacity:combat-craft,combat-craft-primary:armor:powered-harness,18000,production-output:combat-equipment-craft,5d04c5146195faff1af80560864b0008b770a73bc7d96580ae118a4f7a9679f8,e7cd92ed03e2ecbb37fc45f6c4e63d0e7299da227bd632d7f3db92803ba9e16a,5e075bfbaa776898692ae98da64fce4d4a1ff852b891ba18c58894a400264441
v27-production-output-clearance-measurement-portfolio@1,building:1019,workstation:forge-basic,14,157195,output-clearance-observation:building:1019:workstation:forge-basic:157195,production-output-clearance-measurement:combat-craft,2,production-facility-output-capacity:combat-craft,production-facility-output-capacity:combat-craft,combat-craft-primary:armor:powered-harness,18000,production-output:combat-equipment-craft,5d04c5146195faff1af80560864b0008b770a73bc7d96580ae118a4f7a9679f8,263f3b38dee355ae2c97055de8ae790f735808815b9db45e52a6f140d52a8174,5e075bfbaa776898692ae98da64fce4d4a1ff852b891ba18c58894a400264441
v27-production-output-clearance-measurement-portfolio@1,building:1019,workstation:forge-basic,15,157196,output-clearance-observation:building:1019:workstation:forge-basic:157196,production-output-clearance-measurement:combat-craft,2,production-facility-output-capacity:combat-craft,production-facility-output-capacity:combat-craft,combat-craft-primary:armor:powered-harness,18000,production-output:combat-equipment-craft,5d04c5146195faff1af80560864b0008b770a73bc7d96580ae118a4f7a9679f8,a0b872975ca86ca672b1374b76b02836b4a4f5bdef247b49a67ff9119f82d13e,5e075bfbaa776898692ae98da64fce4d4a1ff852b891ba18c58894a400264441
v27-production-output-clearance-measurement-portfolio@1,building:1019,workstation:forge-basic,16,157197,output-clearance-observation:building:1019:workstation:forge-basic:157197,production-output-clearance-measurement:combat-craft,2,production-facility-output-capacity:combat-craft,production-facility-output-capacity:combat-craft,combat-craft-primary:armor:powered-harness,18000,production-output:combat-equipment-craft,5d04c5146195faff1af80560864b0008b770a73bc7d96580ae118a4f7a9679f8,bae8d8835bbc7c7654b224a9fef102de2a8b1a7a7a101b48f348e7e9763cf834,5e075bfbaa776898692ae98da64fce4d4a1ff852b891ba18c58894a400264441
v27-production-output-clearance-measurement-portfolio@1,building:1019,workstation:forge-basic,17,157198,output-clearance-observation:building:1019:workstation:forge-basic:157198,production-output-clearance-measurement:combat-craft,2,production-facility-output-capacity:combat-craft,production-facility-output-capacity:combat-craft,combat-craft-primary:armor:powered-harness,18000,production-output:combat-equipment-craft,5d04c5146195faff1af80560864b0008b770a73bc7d96580ae118a4f7a9679f8,9c1792ea55abe24e4dbce1c4605f8e923d1b11787e637dc93aed4116881a93cd,5e075bfbaa776898692ae98da64fce4d4a1ff852b891ba18c58894a400264441
v27-production-output-clearance-measurement-portfolio@1,building:1019,workstation:forge-basic,18,157199,output-clearance-observation:building:1019:workstation:forge-basic:157199,production-output-clearance-measurement:combat-craft,2,production-facility-output-capacity:combat-craft,production-facility-output-capacity:combat-craft,combat-craft-primary:armor:powered-harness,18000,production-output:combat-equipment-craft,5d04c5146195faff1af80560864b0008b770a73bc7d96580ae118a4f7a9679f8,f2f27edaa087e7b97de93ab5d3216b51f9138794bb29f331a969bd674381c818,5e075bfbaa776898692ae98da64fce4d4a1ff852b891ba18c58894a400264441
v27-production-output-clearance-measurement-portfolio@1,building:1019,workstation:forge-basic,19,157200,output-clearance-observation:building:1019:workstation:forge-basic:157200,production-output-clearance-measurement:combat-craft,2,production-facility-output-capacity:combat-craft,production-facility-output-capacity:combat-craft,combat-craft-primary:armor:powered-harness,18000,production-output:combat-equipment-craft,5d04c5146195faff1af80560864b0008b770a73bc7d96580ae118a4f7a9679f8,8be0fa634d8e4d47f50160d65376c0644dfdc68298521bdf0e8d4e15b8cc2c62,5e075bfbaa776898692ae98da64fce4d4a1ff852b891ba18c58894a400264441
v27-production-output-clearance-measurement-portfolio@1,building:1019,workstation:forge-basic,20,157201,output-clearance-observation:building:1019:workstation:forge-basic:157201,production-output-clearance-measurement:combat-craft,2,production-facility-output-capacity:combat-craft,production-facility-output-capacity:combat-craft,combat-craft-primary:armor:powered-harness,18000,production-output:combat-equipment-craft,5d04c5146195faff1af80560864b0008b770a73bc7d96580ae118a4f7a9679f8,8261e04e06735df474eee1ebcc8d569f1227e960caa1d6645ba21329c0737c24,5e075bfbaa776898692ae98da64fce4d4a1ff852b891ba18c58894a400264441
v27-production-output-clearance-measurement-portfolio@1,building:1019,workstation:forge-basic,21,157202,output-clearance-observation:building:1019:workstation:forge-basic:157202,production-output-clearance-measurement:combat-craft,2,production-facility-output-capacity:combat-craft,production-facility-output-capacity:combat-craft,combat-craft-primary:armor:powered-harness,18000,production-output:combat-equipment-craft,5d04c5146195faff1af80560864b0008b770a73bc7d96580ae118a4f7a9679f8,f5ab5d508069856acf45bf2d3ae5c37f904f6056510925ac8b1b4bb0e42c0ae7,5e075bfbaa776898692ae98da64fce4d4a1ff852b891ba18c58894a400264441
v27-production-output-clearance-measurement-portfolio@1,building:1019,workstation:forge-basic,22,157203,output-clearance-observation:building:1019:workstation:forge-basic:157203,production-output-clearance-measurement:combat-craft,2,production-facility-output-capacity:combat-craft,production-facility-output-capacity:combat-craft,combat-craft-primary:armor:powered-harness,18000,production-output:combat-equipment-craft,5d04c5146195faff1af80560864b0008b770a73bc7d96580ae118a4f7a9679f8,369d4f2b0a9e8e0dd5cfbcffbd91b706815b754b201b3981c3cc700b93d789c3,5e075bfbaa776898692ae98da64fce4d4a1ff852b891ba18c58894a400264441
v27-production-output-clearance-measurement-portfolio@1,building:1019,workstation:forge-basic,23,157204,output-clearance-observation:building:1019:workstation:forge-basic:157204,production-output-clearance-measurement:combat-craft,2,production-facility-output-capacity:combat-craft,production-facility-output-capacity:combat-craft,combat-craft-primary:armor:powered-harness,18000,production-output:combat-equipment-craft,5d04c5146195faff1af80560864b0008b770a73bc7d96580ae118a4f7a9679f8,a84cb184218ac12673ec6cb0137cd5697e54c51b55f76cb3ec224fd861234f62,5e075bfbaa776898692ae98da64fce4d4a1ff852b891ba18c58894a400264441
v27-production-output-clearance-measurement-portfolio@1,building:1019,workstation:forge-basic,24,157205,output-clearance-observation:building:1019:workstation:forge-basic:157205,production-output-clearance-measurement:combat-craft,2,production-facility-output-capacity:combat-craft,production-facility-output-capacity:combat-craft,combat-craft-primary:armor:powered-harness,18000,production-output:combat-equipment-craft,5d04c5146195faff1af80560864b0008b770a73bc7d96580ae118a4f7a9679f8,e8b69224e558da61a9b4169e56ad6f444f411924129f3ddeecfd81ae36b3cf0b,5e075bfbaa776898692ae98da64fce4d4a1ff852b891ba18c58894a400264441
v27-production-output-clearance-measurement-portfolio@1,building:1019,workstation:forge-basic,25,157206,output-clearance-observation:building:1019:workstation:forge-basic:157206,production-output-clearance-measurement:combat-craft,2,production-facility-output-capacity:combat-craft,production-facility-output-capacity:combat-craft,combat-craft-primary:armor:powered-harness,18000,production-output:combat-equipment-craft,5d04c5146195faff1af80560864b0008b770a73bc7d96580ae118a4f7a9679f8,4eae716ee0c3a9d10f3897b35a4db37c76f4e52a14bd0d6ed3a6f71cf7864094,5e075bfbaa776898692ae98da64fce4d4a1ff852b891ba18c58894a400264441
v27-production-output-clearance-measurement-portfolio@1,building:1019,workstation:forge-basic,26,157207,output-clearance-observation:building:1019:workstation:forge-basic:157207,production-output-clearance-measurement:combat-craft,2,production-facility-output-capacity:combat-craft,production-facility-output-capacity:combat-craft,combat-craft-primary:armor:powered-harness,18000,production-output:combat-equipment-craft,5d04c5146195faff1af80560864b0008b770a73bc7d96580ae118a4f7a9679f8,2dce9cf2d2efd20dc2243a1d8e6fd973461294ba79f24dfd82da660417d927e6,5e075bfbaa776898692ae98da64fce4d4a1ff852b891ba18c58894a400264441
v27-production-output-clearance-measurement-portfolio@1,building:1019,workstation:forge-basic,27,157208,output-clearance-observation:building:1019:workstation:forge-basic:157208,production-output-clearance-measurement:combat-craft,2,production-facility-output-capacity:combat-craft,production-facility-output-capacity:combat-craft,combat-craft-primary:armor:powered-harness,18000,production-output:combat-equipment-craft,5d04c5146195faff1af80560864b0008b770a73bc7d96580ae118a4f7a9679f8,7d8e84411de5d1fcc4a42cec252d5703cdce7fccf868235e7d9c5ec84de7c7aa,5e075bfbaa776898692ae98da64fce4d4a1ff852b891ba18c58894a400264441
v27-production-output-clearance-measurement-portfolio@1,building:1019,workstation:forge-basic,28,157209,output-clearance-observation:building:1019:workstation:forge-basic:157209,production-output-clearance-measurement:combat-craft,2,production-facility-output-capacity:combat-craft,production-facility-output-capacity:combat-craft,combat-craft-primary:armor:powered-harness,18000,production-output:combat-equipment-craft,5d04c5146195faff1af80560864b0008b770a73bc7d96580ae118a4f7a9679f8,1a9010d917861849af99c9fa90de328a606954b6dd9433201f034347cda9f98d,5e075bfbaa776898692ae98da64fce4d4a1ff852b891ba18c58894a400264441
v27-production-output-clearance-measurement-portfolio@1,building:1019,workstation:forge-basic,29,157210,output-clearance-observation:building:1019:workstation:forge-basic:157210,production-output-clearance-measurement:combat-craft,2,production-facility-output-capacity:combat-craft,production-facility-output-capacity:combat-craft,combat-craft-primary:armor:powered-harness,18000,production-output:combat-equipment-craft,5d04c5146195faff1af80560864b0008b770a73bc7d96580ae118a4f7a9679f8,44ff876728e9f72e39902ffa52840a5f7febadbab7899b0404fc8b9109170664,5e075bfbaa776898692ae98da64fce4d4a1ff852b891ba18c58894a400264441
v27-production-output-clearance-measurement-portfolio@1,building:1019,workstation:forge-basic,30,157211,output-clearance-observation:building:1019:workstation:forge-basic:157211,production-output-clearance-measurement:combat-craft,2,production-facility-output-capacity:combat-craft,production-facility-output-capacity:combat-craft,combat-craft-primary:armor:powered-harness,18000,production-output:combat-equipment-craft,5d04c5146195faff1af80560864b0008b770a73bc7d96580ae118a4f7a9679f8,2f2b32b0019ed4b33e6c61b13016ae5472ef2ca1807b15418784a05f5943cb48,5e075bfbaa776898692ae98da64fce4d4a1ff852b891ba18c58894a400264441
v27-production-output-clearance-measurement-portfolio@1,building:1019,workstation:forge-basic,31,157212,output-clearance-observation:building:1019:workstation:forge-basic:157212,production-output-clearance-measurement:combat-craft,2,production-facility-output-capacity:combat-craft,production-facility-output-capacity:combat-craft,combat-craft-primary:armor:powered-harness,18000,production-output:combat-equipment-craft,5d04c5146195faff1af80560864b0008b770a73bc7d96580ae118a4f7a9679f8,5f13ae418b032c2adbd923a68474100cbfb8fb0be8afef506a6c78990bdfb40a,5e075bfbaa776898692ae98da64fce4d4a1ff852b891ba18c58894a400264441
v27-production-output-clearance-measurement-portfolio@1,building:1073,workstation:mill,0,157181,output-clearance-observation:building:1073:workstation:mill:157181,production-output-clearance-measurement:recipe,1,production-output-clearance-source:recipe,recipe:malt,branch:normal,700,production-output:standard-definition,5198177701bcb78ba279902ff77c91028753d5bd63ff31d56cb966683dc34de9,9afb4dfa8c2ead4b8d5ead76ce92f464eb6c1600c798acd7914dbbf8f68709ae,5e075bfbaa776898692ae98da64fce4d4a1ff852b891ba18c58894a400264441
v27-production-output-clearance-measurement-portfolio@1,building:1073,workstation:mill,1,157182,output-clearance-observation:building:1073:workstation:mill:157182,production-output-clearance-measurement:recipe,1,production-output-clearance-source:recipe,recipe:malt,branch:normal,700,production-output:standard-definition,5198177701bcb78ba279902ff77c91028753d5bd63ff31d56cb966683dc34de9,e0318c51bac18af35d0f42339a7b3c229633016c9f813b11fd3e42df00e931fd,5e075bfbaa776898692ae98da64fce4d4a1ff852b891ba18c58894a400264441
v27-production-output-clearance-measurement-portfolio@1,building:1073,workstation:mill,2,157183,output-clearance-observation:building:1073:workstation:mill:157183,production-output-clearance-measurement:recipe,1,production-output-clearance-source:recipe,recipe:malt,branch:normal,700,production-output:standard-definition,5198177701bcb78ba279902ff77c91028753d5bd63ff31d56cb966683dc34de9,879a138f95fef0962ad4a6017d2f4a9c74962b70dc5f48aa8c283b49c0169dcb,5e075bfbaa776898692ae98da64fce4d4a1ff852b891ba18c58894a400264441
v27-production-output-clearance-measurement-portfolio@1,building:1073,workstation:mill,3,157184,output-clearance-observation:building:1073:workstation:mill:157184,production-output-clearance-measurement:recipe,1,production-output-clearance-source:recipe,recipe:malt,branch:normal,700,production-output:standard-definition,5198177701bcb78ba279902ff77c91028753d5bd63ff31d56cb966683dc34de9,e55e0040840e6e3135b1dfec3fb6da57e92179f86c068d197f1a9d7fb574052c,5e075bfbaa776898692ae98da64fce4d4a1ff852b891ba18c58894a400264441
v27-production-output-clearance-measurement-portfolio@1,building:1073,workstation:mill,4,157185,output-clearance-observation:building:1073:workstation:mill:157185,production-output-clearance-measurement:recipe,1,production-output-clearance-source:recipe,recipe:malt,branch:normal,700,production-output:standard-definition,5198177701bcb78ba279902ff77c91028753d5bd63ff31d56cb966683dc34de9,85e00fd37d3534bb37dd9a90552a778914c9be80bc8889eff800b6afff72724c,5e075bfbaa776898692ae98da64fce4d4a1ff852b891ba18c58894a400264441
v27-production-output-clearance-measurement-portfolio@1,building:1073,workstation:mill,5,157186,output-clearance-observation:building:1073:workstation:mill:157186,production-output-clearance-measurement:recipe,1,production-output-clearance-source:recipe,recipe:malt,branch:normal,700,production-output:standard-definition,5198177701bcb78ba279902ff77c91028753d5bd63ff31d56cb966683dc34de9,b1e2dd788a119fd8453da21371b909f02ae3dd26c5e87eb4abdf8b9a2f8a4242,5e075bfbaa776898692ae98da64fce4d4a1ff852b891ba18c58894a400264441
v27-production-output-clearance-measurement-portfolio@1,building:1073,workstation:mill,6,157187,output-clearance-observation:building:1073:workstation:mill:157187,production-output-clearance-measurement:recipe,1,production-output-clearance-source:recipe,recipe:malt,branch:normal,700,production-output:standard-definition,5198177701bcb78ba279902ff77c91028753d5bd63ff31d56cb966683dc34de9,a33ede4418c2412b6f19262a8afaeb85d497e12388b019a2b4b57355be2c389f,5e075bfbaa776898692ae98da64fce4d4a1ff852b891ba18c58894a400264441
v27-production-output-clearance-measurement-portfolio@1,building:1073,workstation:mill,7,157188,output-clearance-observation:building:1073:workstation:mill:157188,production-output-clearance-measurement:recipe,1,production-output-clearance-source:recipe,recipe:malt,branch:normal,700,production-output:standard-definition,5198177701bcb78ba279902ff77c91028753d5bd63ff31d56cb966683dc34de9,7fb86e53d139e4bdfae75dcfc5cede3324992bd61463b58ebd26b1eb144b93ed,5e075bfbaa776898692ae98da64fce4d4a1ff852b891ba18c58894a400264441
v27-production-output-clearance-measurement-portfolio@1,building:1073,workstation:mill,8,157189,output-clearance-observation:building:1073:workstation:mill:157189,production-output-clearance-measurement:recipe,1,production-output-clearance-source:recipe,recipe:malt,branch:normal,700,production-output:standard-definition,5198177701bcb78ba279902ff77c91028753d5bd63ff31d56cb966683dc34de9,4412462498a40dd035e6c4ab63ccaf4c488d2c2f6a2e19c72032d10d1e653d73,5e075bfbaa776898692ae98da64fce4d4a1ff852b891ba18c58894a400264441
v27-production-output-clearance-measurement-portfolio@1,building:1073,workstation:mill,9,157190,output-clearance-observation:building:1073:workstation:mill:157190,production-output-clearance-measurement:recipe,1,production-output-clearance-source:recipe,recipe:malt,branch:normal,700,production-output:standard-definition,5198177701bcb78ba279902ff77c91028753d5bd63ff31d56cb966683dc34de9,f8ea1e417bc8ed69be190cfb9478af6b36fd8b04db8cdf8b87b79b1558e46e21,5e075bfbaa776898692ae98da64fce4d4a1ff852b891ba18c58894a400264441
v27-production-output-clearance-measurement-portfolio@1,building:1073,workstation:mill,10,157191,output-clearance-observation:building:1073:workstation:mill:157191,production-output-clearance-measurement:recipe,1,production-output-clearance-source:recipe,recipe:malt,branch:normal,700,production-output:standard-definition,5198177701bcb78ba279902ff77c91028753d5bd63ff31d56cb966683dc34de9,e6fb152c6df9b9cc5ae179f61b07b5d9788f18975ed366a453ae3c9c82e3cfc4,5e075bfbaa776898692ae98da64fce4d4a1ff852b891ba18c58894a400264441
v27-production-output-clearance-measurement-portfolio@1,building:1073,workstation:mill,11,157192,output-clearance-observation:building:1073:workstation:mill:157192,production-output-clearance-measurement:recipe,1,production-output-clearance-source:recipe,recipe:malt,branch:normal,700,production-output:standard-definition,5198177701bcb78ba279902ff77c91028753d5bd63ff31d56cb966683dc34de9,fb5a413d5625fc6b746ca65887f1bf10d00125a9ac347e0a9387be2c160bddcd,5e075bfbaa776898692ae98da64fce4d4a1ff852b891ba18c58894a400264441
v27-production-output-clearance-measurement-portfolio@1,building:1073,workstation:mill,12,157193,output-clearance-observation:building:1073:workstation:mill:157193,production-output-clearance-measurement:recipe,1,production-output-clearance-source:recipe,recipe:malt,branch:normal,700,production-output:standard-definition,5198177701bcb78ba279902ff77c91028753d5bd63ff31d56cb966683dc34de9,45e22d78010e2e51f54d89785ec711cd3c75f9a358449a3ba595a2229900ae81,5e075bfbaa776898692ae98da64fce4d4a1ff852b891ba18c58894a400264441
v27-production-output-clearance-measurement-portfolio@1,building:1073,workstation:mill,13,157194,output-clearance-observation:building:1073:workstation:mill:157194,production-output-clearance-measurement:recipe,1,production-output-clearance-source:recipe,recipe:malt,branch:normal,700,production-output:standard-definition,5198177701bcb78ba279902ff77c91028753d5bd63ff31d56cb966683dc34de9,196a13b35e169be9d002f6c3a9315ed98e6c59eae24c4a9fb102f4567e4168e1,5e075bfbaa776898692ae98da64fce4d4a1ff852b891ba18c58894a400264441
v27-production-output-clearance-measurement-portfolio@1,building:1073,workstation:mill,14,157195,output-clearance-observation:building:1073:workstation:mill:157195,production-output-clearance-measurement:recipe,1,production-output-clearance-source:recipe,recipe:malt,branch:normal,700,production-output:standard-definition,5198177701bcb78ba279902ff77c91028753d5bd63ff31d56cb966683dc34de9,271596bca4d69c12e4187ace9f7edf4f4ac3d79e3c7da8d76051be1051401d52,5e075bfbaa776898692ae98da64fce4d4a1ff852b891ba18c58894a400264441
v27-production-output-clearance-measurement-portfolio@1,building:1073,workstation:mill,15,157196,output-clearance-observation:building:1073:workstation:mill:157196,production-output-clearance-measurement:recipe,1,production-output-clearance-source:recipe,recipe:malt,branch:normal,700,production-output:standard-definition,5198177701bcb78ba279902ff77c91028753d5bd63ff31d56cb966683dc34de9,e6eb6a5bc10d85f96cd4ff6b4ca6af167693dcf7b261153f36ef331f75b75a39,5e075bfbaa776898692ae98da64fce4d4a1ff852b891ba18c58894a400264441
v27-production-output-clearance-measurement-portfolio@1,building:1073,workstation:mill,16,157197,output-clearance-observation:building:1073:workstation:mill:157197,production-output-clearance-measurement:recipe,1,production-output-clearance-source:recipe,recipe:malt,branch:normal,700,production-output:standard-definition,5198177701bcb78ba279902ff77c91028753d5bd63ff31d56cb966683dc34de9,b8945b5fb0bff599b99f3d051f8d36abaa37e28e2eb89a4c3d77d1f7cd52a3a8,5e075bfbaa776898692ae98da64fce4d4a1ff852b891ba18c58894a400264441
v27-production-output-clearance-measurement-portfolio@1,building:1073,workstation:mill,17,157198,output-clearance-observation:building:1073:workstation:mill:157198,production-output-clearance-measurement:recipe,1,production-output-clearance-source:recipe,recipe:malt,branch:normal,700,production-output:standard-definition,5198177701bcb78ba279902ff77c91028753d5bd63ff31d56cb966683dc34de9,89407db4b9b8a3b3de22d35300f768d3d9d605865b7dd9819d04550c6ba47d46,5e075bfbaa776898692ae98da64fce4d4a1ff852b891ba18c58894a400264441
v27-production-output-clearance-measurement-portfolio@1,building:1073,workstation:mill,18,157199,output-clearance-observation:building:1073:workstation:mill:157199,production-output-clearance-measurement:recipe,1,production-output-clearance-source:recipe,recipe:malt,branch:normal,700,production-output:standard-definition,5198177701bcb78ba279902ff77c91028753d5bd63ff31d56cb966683dc34de9,a987afaba3e7b54250e1bee5e0a30fb7356a37b9531a63969b25061b20d9481c,5e075bfbaa776898692ae98da64fce4d4a1ff852b891ba18c58894a400264441
