schemaVersion,itemId,unitSemanticKind,unitLabel,unitDescription,nominalVolumeMilliLiters,packageTareGrams,tareDisposition,packagingReviewDisposition,containerItemId,primaryMaterialId,derivationKind,beforeMassGrams,proposedAfterMassGrams,deltaGrams,haulClass,minimumUnitsFor6Kg,maximumUnitsFor11Kg,maxStack,massBalanceSourceId,reviewStatus,assetApplied
v27.mass.explicit-semantic.2,ammo:bolt-steel,AmmunitionUnitOrPack,1 ammunition unit,"One authored projectile, cartridge, charge, flare, dart, or canister consumed as one ammunition unit; reusable weapon parts are not included.",0,0,None,Unspecified,,,RecipeMassBalance,105,105,0,Ordinary,58,104,100,mass:semantic-authority:ammo:bolt-steel:v1,unit-reviewed-mass-provisional,false
v27.mass.explicit-semantic.2,ammo:incendiary-arrow,AmmunitionUnitOrPack,1 ammunition unit,"One authored projectile, cartridge, charge, flare, dart, or canister consumed as one ammunition unit; reusable weapon parts are not included.",0,0,None,Unspecified,,,RecipeMassBalance,150,150,0,Ordinary,40,73,120,mass:semantic-authority:ammo:incendiary-arrow:v1,unit-reviewed-mass-provisional,false
v27.mass.explicit-semantic.2,ammo:incendiary-bolt,AmmunitionUnitOrPack,1 ammunition unit,"One authored projectile, cartridge, charge, flare, dart, or canister consumed as one ammunition unit; reusable weapon parts are not included.",0,0,None,Unspecified,,,RecipeMassBalance,150,150,0,Ordinary,40,73,120,mass:semantic-authority:ammo:incendiary-bolt:v1,unit-reviewed-mass-provisional,false
v27.mass.explicit-semantic.2,ammo:mana-disruptor-bolt,AmmunitionUnitOrPack,1 ammunition unit,"One authored projectile, cartridge, charge, flare, dart, or canister consumed as one ammunition unit; reusable weapon parts are not included.",0,0,None,Unspecified,,,RecipeMassBalance,150,150,0,Ordinary,40,73,120,mass:semantic-authority:ammo:mana-disruptor-bolt:v1,unit-reviewed-mass-provisional,false
v27.mass.explicit-semantic.2,ammo:paper-cartridge,AmmunitionUnitOrPack,1 ammunition unit,"One authored projectile, cartridge, charge, flare, dart, or canister consumed as one ammunition unit; reusable weapon parts are not included.",0,0,None,Unspecified,,,RecipeMassBalance,300,300,0,Ordinary,20,36,40,mass:semantic-authority:ammo:paper-cartridge:v1,unit-reviewed-mass-provisional,false
v27.mass.explicit-semantic.2,ammo:rune-cartridge,AmmunitionUnitOrPack,1 ammunition unit,"One authored projectile, cartridge, charge, flare, dart, or canister consumed as one ammunition unit; reusable weapon parts are not included.",0,0,None,Unspecified,,,RecipeMassBalance,575,575,0,Ordinary,11,19,20,mass:semantic-authority:ammo:rune-cartridge:v1,unit-reviewed-mass-provisional,false
v27.mass.explicit-semantic.2,ammo:scatter-cartridge,AmmunitionUnitOrPack,1 ammunition unit,"One authored projectile, cartridge, charge, flare, dart, or canister consumed as one ammunition unit; reusable weapon parts are not included.",0,0,None,Unspecified,,,RecipeMassBalance,325,325,0,Ordinary,19,33,36,mass:semantic-authority:ammo:scatter-cartridge:v1,unit-reviewed-mass-provisional,false
v27.mass.explicit-semantic.2,ammo:signal-flare,AmmunitionUnitOrPack,1 ammunition unit,"One authored projectile, cartridge, charge, flare, dart, or canister consumed as one ammunition unit; reusable weapon parts are not included.",0,0,None,Unspecified,,,RecipeMassBalance,275,275,0,Ordinary,22,40,40,mass:semantic-authority:ammo:signal-flare:v1,unit-reviewed-mass-provisional,false
v27.mass.explicit-semantic.2,ammo:smoke-cartridge,AmmunitionUnitOrPack,1 ammunition unit,"One authored projectile, cartridge, charge, flare, dart, or canister consumed as one ammunition unit; reusable weapon parts are not included.",0,0,None,Unspecified,,,RecipeMassBalance,175,175,0,Ordinary,35,62,64,mass:semantic-authority:ammo:smoke-cartridge:v1,unit-reviewed-mass-provisional,false
v27.mass.explicit-semantic.2,ammo:tranquilizer-dart,AmmunitionUnitOrPack,1 ammunition unit,"One authored projectile, cartridge, charge, flare, dart, or canister consumed as one ammunition unit; reusable weapon parts are not included.",0,0,None,Unspecified,,,RecipeMassBalance,150,150,0,Ordinary,40,73,72,mass:semantic-authority:ammo:tranquilizer-dart:v1,unit-reviewed-mass-provisional,false
v27.mass.explicit-semantic.2,ammo:trap-canister,AmmunitionUnitOrPack,1 ammunition unit,"One authored projectile, cartridge, charge, flare, dart, or canister consumed as one ammunition unit; reusable weapon parts are not included.",0,0,None,Unspecified,,,RecipeMassBalance,1900,1900,0,Ordinary,4,5,6,mass:semantic-authority:ammo:trap-canister:v1,unit-reviewed-mass-provisional,false
v27.mass.explicit-semantic.2,apparel:apron,ApparelPiece,1 complete apparel item,One complete authored apparel item; fitted body-form definitions share this physical item and textile variants are projected by the apparel mass authority.,0,0,None,Unspecified,,,ApparelShapeAndTextile,420,420,0,IndividualEquipment,15,26,1,mass:apparel-item:apparel:apron:authority:v1,authority-backed-mass-coherent,false
v27.mass.explicit-semantic.2,apparel:belt,ApparelPiece,1 complete apparel item,One complete authored apparel item; fitted body-form definitions share this physical item and textile variants are projected by the apparel mass authority.,0,0,None,Unspecified,,,ApparelShapeAndTextile,200,200,0,IndividualEquipment,30,55,1,mass:apparel-item:apparel:belt:authority:v1,authority-backed-mass-coherent,false
v27.mass.explicit-semantic.2,apparel:blouse,ApparelPiece,1 complete apparel item,One complete authored apparel item; fitted body-form definitions share this physical item and textile variants are projected by the apparel mass authority.,0,0,None,Unspecified,,,ApparelShapeAndTextile,380,380,0,IndividualEquipment,16,28,1,mass:apparel-item:apparel:blouse:authority:v1,authority-backed-mass-coherent,false
v27.mass.explicit-semantic.2,apparel:boots,ApparelPiece,1 complete apparel item,One complete authored apparel item; fitted body-form definitions share this physical item and textile variants are projected by the apparel mass authority.,0,0,None,Unspecified,,,ApparelShapeAndTextile,650,650,0,IndividualEquipment,10,16,1,mass:apparel-item:apparel:boots:authority:v1,authority-backed-mass-coherent,false
v27.mass.explicit-semantic.2,apparel:ceremonial-dress,ApparelPiece,1 complete apparel item,One complete authored apparel item; fitted body-form definitions share this physical item and textile variants are projected by the apparel mass authority.,0,0,None,Unspecified,,,ApparelShapeAndTextile,1050,1050,0,IndividualEquipment,6,10,1,mass:apparel-item:apparel:ceremonial-dress:authority:v1,authority-backed-mass-coherent,false
v27.mass.explicit-semantic.2,apparel:chest-wrap,ApparelPiece,1 complete apparel item,One complete authored apparel item; fitted body-form definitions share this physical item and textile variants are projected by the apparel mass authority.,0,0,None,Unspecified,,,ApparelShapeAndTextile,150,150,0,IndividualEquipment,40,73,1,mass:apparel-item:apparel:chest-wrap:authority:v1,authority-backed-mass-coherent,false
v27.mass.explicit-semantic.2,apparel:cloak,ApparelPiece,1 complete apparel item,One complete authored apparel item; fitted body-form definitions share this physical item and textile variants are projected by the apparel mass authority.,0,0,None,Unspecified,,,ApparelShapeAndTextile,720,720,0,IndividualEquipment,9,15,1,mass:apparel-item:apparel:cloak:authority:v1,authority-backed-mass-coherent,false
v27.mass.explicit-semantic.2,apparel:contract-sash,ApparelPiece,1 complete apparel item,One complete authored apparel item; fitted body-form definitions share this physical item and textile variants are projected by the apparel mass authority.,0,0,None,Unspecified,,,ApparelShapeAndTextile,150,150,0,IndividualEquipment,40,73,1,mass:apparel-item:apparel:contract-sash:authority:v1,authority-backed-mass-coherent,false
v27.mass.explicit-semantic.2,apparel:daily-robe,ApparelPiece,1 complete apparel item,One complete authored apparel item; fitted body-form definitions share this physical item and textile variants are projected by the apparel mass authority.,0,0,None,Unspecified,,,ApparelShapeAndTextile,850,850,0,IndividualEquipment,8,12,1,mass:apparel-item:apparel:daily-robe:authority:v1,authority-backed-mass-coherent,false
v27.mass.explicit-semantic.2,apparel:envoy-coat,ApparelPiece,1 complete apparel item,One complete authored apparel item; fitted body-form definitions share this physical item and textile variants are projected by the apparel mass authority.,0,0,None,Unspecified,,,ApparelShapeAndTextile,900,900,0,IndividualEquipment,7,12,1,mass:apparel-item:apparel:envoy-coat:authority:v1,authority-backed-mass-coherent,false
v27.mass.explicit-semantic.2,apparel:farmer-workwear,ApparelPiece,1 complete apparel item,One complete authored apparel item; fitted body-form definitions share this physical item and textile variants are projected by the apparel mass authority.,0,0,None,Unspecified,,,ApparelShapeAndTextile,1000,1000,0,IndividualEquipment,6,11,1,mass:apparel-item:apparel:farmer-workwear:authority:v1,authority-backed-mass-coherent,false
v27.mass.explicit-semantic.2,apparel:festival-vest,ApparelPiece,1 complete apparel item,One complete authored apparel item; fitted body-form definitions share this physical item and textile variants are projected by the apparel mass authority.,0,0,None,Unspecified,,,ApparelShapeAndTextile,480,480,0,IndividualEquipment,13,22,1,mass:apparel-item:apparel:festival-vest:authority:v1,authority-backed-mass-coherent,false
v27.mass.explicit-semantic.2,apparel:footwraps,ApparelPiece,1 complete apparel item,One complete authored apparel item; fitted body-form definitions share this physical item and textile variants are projected by the apparel mass authority.,0,0,None,Unspecified,,,ApparelShapeAndTextile,100,100,0,IndividualEquipment,60,110,1,mass:apparel-item:apparel:footwraps:authority:v1,authority-backed-mass-coherent,false
v27.mass.explicit-semantic.2,apparel:formal-coat,ApparelPiece,1 complete apparel item,One complete authored apparel item; fitted body-form definitions share this physical item and textile variants are projected by the apparel mass authority.,0,0,None,Unspecified,,,ApparelShapeAndTextile,820,820,0,IndividualEquipment,8,13,1,mass:apparel-item:apparel:formal-coat:authority:v1,authority-backed-mass-coherent,false
v27.mass.explicit-semantic.2,apparel:gloves,ApparelPiece,1 complete apparel item,One complete authored apparel item; fitted body-form definitions share this physical item and textile variants are projected by the apparel mass authority.,0,0,None,Unspecified,,,ApparelShapeAndTextile,250,250,0,IndividualEquipment,24,44,1,mass:apparel-item:apparel:gloves:authority:v1,authority-backed-mass-coherent,false
v27.mass.explicit-semantic.2,apparel:golem-functional-lining,ApparelPiece,1 complete apparel item,One complete authored apparel item; fitted body-form definitions share this physical item and textile variants are projected by the apparel mass authority.,0,0,None,Unspecified,,,ApparelShapeAndTextile,700,700,0,IndividualEquipment,9,15,1,mass:apparel-item:apparel:golem-functional-lining:authority:v1,authority-backed-mass-coherent,false
v27.mass.explicit-semantic.2,apparel:hat,ApparelPiece,1 complete apparel item,One complete authored apparel item; fitted body-form definitions share this physical item and textile variants are projected by the apparel mass authority.,0,0,None,Unspecified,,,ApparelShapeAndTextile,200,200,0,IndividualEquipment,30,55,1,mass:apparel-item:apparel:hat:authority:v1,authority-backed-mass-coherent,false
v27.mass.explicit-semantic.2,apparel:heat-work-suit,ApparelPiece,1 complete apparel item,One complete authored apparel item; fitted body-form definitions share this physical item and textile variants are projected by the apparel mass authority.,0,0,None,Unspecified,,,ApparelShapeAndTextile,1350,1350,0,IndividualEquipment,5,8,1,mass:apparel-item:apparel:heat-work-suit:authority:v1,authority-backed-mass-coherent,false
v27.mass.explicit-semantic.2,apparel:hooded-robe,ApparelPiece,1 complete apparel item,One complete authored apparel item; fitted body-form definitions share this physical item and textile variants are projected by the apparel mass authority.,0,0,None,Unspecified,,,ApparelShapeAndTextile,1000,1000,0,IndividualEquipment,6,11,1,mass:apparel-item:apparel:hooded-robe:authority:v1,authority-backed-mass-coherent,false
v27.mass.explicit-semantic.2,apparel:horn-ring,ApparelPiece,1 complete apparel item,One complete authored apparel item; fitted body-form definitions share this physical item and textile variants are projected by the apparel mass authority.,0,0,None,Unspecified,,,ApparelShapeAndTextile,100,100,0,IndividualEquipment,60,110,1,mass:apparel-item:apparel:horn-ring:authority:v1,authority-backed-mass-coherent,false
v27.mass.explicit-semantic.2,apparel:keeper-coat,ApparelPiece,1 complete apparel item,One complete authored apparel item; fitted body-form definitions share this physical item and textile variants are projected by the apparel mass authority.,0,0,None,Unspecified,,,ApparelShapeAndTextile,1150,1150,0,IndividualEquipment,6,9,1,mass:apparel-item:apparel:keeper-coat:authority:v1,authority-backed-mass-coherent,false
v27.mass.explicit-semantic.2,apparel:loincloth-underwear,ApparelPiece,1 complete apparel item,One complete authored apparel item; fitted body-form definitions share this physical item and textile variants are projected by the apparel mass authority.,0,0,None,Unspecified,,,ApparelShapeAndTextile,160,160,0,IndividualEquipment,38,68,1,mass:apparel-item:apparel:loincloth-underwear:authority:v1,authority-backed-mass-coherent,false
v27.mass.explicit-semantic.2,apparel:long-underpants,ApparelPiece,1 complete apparel item,One complete authored apparel item; fitted body-form definitions share this physical item and textile variants are projected by the apparel mass authority.,0,0,None,Unspecified,,,ApparelShapeAndTextile,350,350,0,IndividualEquipment,18,31,1,mass:apparel-item:apparel:long-underpants:authority:v1,authority-backed-mass-coherent,false
v27.mass.explicit-semantic.2,apparel:lower-underwear,ApparelPiece,1 complete apparel item,One complete authored apparel item; fitted body-form definitions share this physical item and textile variants are projected by the apparel mass authority.,0,0,None,Unspecified,,,ApparelShapeAndTextile,180,180,0,IndividualEquipment,34,61,1,mass:apparel-item:apparel:lower-underwear:authority:v1,authority-backed-mass-coherent,false
v27.mass.explicit-semantic.2,apparel:miner-workwear,ApparelPiece,1 complete apparel item,One complete authored apparel item; fitted body-form definitions share this physical item and textile variants are projected by the apparel mass authority.,0,0,None,Unspecified,,,ApparelShapeAndTextile,1250,1250,0,IndividualEquipment,5,8,1,mass:apparel-item:apparel:miner-workwear:authority:v1,authority-backed-mass-coherent,false
v27.mass.explicit-semantic.2,apparel:mourning-clothes,ApparelPiece,1 complete apparel item,One complete authored apparel item; fitted body-form definitions share this physical item and textile variants are projected by the apparel mass authority.,0,0,None,Unspecified,,,ApparelShapeAndTextile,850,850,0,IndividualEquipment,8,12,1,mass:apparel-item:apparel:mourning-clothes:authority:v1,authority-backed-mass-coherent,false
v27.mass.explicit-semantic.2,apparel:raincoat,ApparelPiece,1 complete apparel item,One complete authored apparel item; fitted body-form definitions share this physical item and textile variants are projected by the apparel mass authority.,0,0,None,Unspecified,,,ApparelShapeAndTextile,1100,1100,0,IndividualEquipment,6,10,1,mass:apparel-item:apparel:raincoat:authority:v1,authority-backed-mass-coherent,false
v27.mass.explicit-semantic.2,apparel:ritual-robe,ApparelPiece,1 complete apparel item,One complete authored apparel item; fitted body-form definitions share this physical item and textile variants are projected by the apparel mass authority.,0,0,None,Unspecified,,,ApparelShapeAndTextile,950,950,0,IndividualEquipment,7,11,1,mass:apparel-item:apparel:ritual-robe:authority:v1,authority-backed-mass-coherent,false
v27.mass.explicit-semantic.2,apparel:scarf,ApparelPiece,1 complete apparel item,One complete authored apparel item; fitted body-form definitions share this physical item and textile variants are projected by the apparel mass authority.,0,0,None,Unspecified,,,ApparelShapeAndTextile,180,180,0,IndividualEquipment,34,61,1,mass:apparel-item:apparel:scarf:authority:v1,authority-backed-mass-coherent,false
v27.mass.explicit-semantic.2,apparel:shorts,ApparelPiece,1 complete apparel item,One complete authored apparel item; fitted body-form definitions share this physical item and textile variants are projected by the apparel mass authority.,0,0,None,Unspecified,,,ApparelShapeAndTextile,320,320,0,IndividualEquipment,19,34,1,mass:apparel-item:apparel:shorts:authority:v1,authority-backed-mass-coherent,false
v27.mass.explicit-semantic.2,apparel:skirt,ApparelPiece,1 complete apparel item,One complete authored apparel item; fitted body-form definitions share this physical item and textile variants are projected by the apparel mass authority.,0,0,None,Unspecified,,,ApparelShapeAndTextile,420,420,0,IndividualEquipment,15,26,1,mass:apparel-item:apparel:skirt:authority:v1,authority-backed-mass-coherent,false
v27.mass.explicit-semantic.2,apparel:sky-chorus-shawl,ApparelPiece,1 complete apparel item,One complete authored apparel item; fitted body-form definitions share this physical item and textile variants are projected by the apparel mass authority.,0,0,None,Unspecified,,,ApparelShapeAndTextile,220,220,0,IndividualEquipment,28,50,1,mass:apparel-item:apparel:sky-chorus-shawl:authority:v1,authority-backed-mass-coherent,false
v27.mass.explicit-semantic.2,apparel:sleep-bottom,ApparelPiece,1 complete apparel item,One complete authored apparel item; fitted body-form definitions share this physical item and textile variants are projected by the apparel mass authority.,0,0,None,Unspecified,,,ApparelShapeAndTextile,320,320,0,IndividualEquipment,19,34,1,mass:apparel-item:apparel:sleep-bottom:authority:v1,authority-backed-mass-coherent,false
v27.mass.explicit-semantic.2,apparel:sleep-top,ApparelPiece,1 complete apparel item,One complete authored apparel item; fitted body-form definitions share this physical item and textile variants are projected by the apparel mass authority.,0,0,None,Unspecified,,,ApparelShapeAndTextile,350,350,0,IndividualEquipment,18,31,1,mass:apparel-item:apparel:sleep-top:authority:v1,authority-backed-mass-coherent,false
v27.mass.explicit-semantic.2,apparel:smith-apron,ApparelPiece,1 complete apparel item,One complete authored apparel item; fitted body-form definitions share this physical item and textile variants are projected by the apparel mass authority.,0,0,None,Unspecified,,,ApparelShapeAndTextile,900,900,0,IndividualEquipment,7,12,1,mass:apparel-item:apparel:smith-apron:authority:v1,authority-backed-mass-coherent,false
v27.mass.explicit-semantic.2,apparel:smoke-protection-hood,ApparelPiece,1 complete apparel item,One complete authored apparel item; fitted body-form definitions share this physical item and textile variants are projected by the apparel mass authority.,0,0,None,Unspecified,,,ApparelShapeAndTextile,380,380,0,IndividualEquipment,16,28,1,mass:apparel-item:apparel:smoke-protection-hood:authority:v1,authority-backed-mass-coherent,false
v27.mass.explicit-semantic.2,apparel:socks,ApparelPiece,1 complete apparel item,One complete authored apparel item; fitted body-form definitions share this physical item and textile variants are projected by the apparel mass authority.,0,0,None,Unspecified,,,ApparelShapeAndTextile,120,120,0,IndividualEquipment,50,91,1,mass:apparel-item:apparel:socks:authority:v1,authority-backed-mass-coherent,false
v27.mass.explicit-semantic.2,apparel:spore-garden-cloak,ApparelPiece,1 complete apparel item,One complete authored apparel item; fitted body-form definitions share this physical item and textile variants are projected by the apparel mass authority.,0,0,None,Unspecified,,,ApparelShapeAndTextile,780,780,0,IndividualEquipment,8,14,1,mass:apparel-item:apparel:spore-garden-cloak:authority:v1,authority-backed-mass-coherent,false
v27.mass.explicit-semantic.2,apparel:spore-protection-hood,ApparelPiece,1 complete apparel item,One complete authored apparel item; fitted body-form definitions share this physical item and textile variants are projected by the apparel mass authority.,0,0,None,Unspecified,,,ApparelShapeAndTextile,350,350,0,IndividualEquipment,18,31,1,mass:apparel-item:apparel:spore-protection-hood:authority:v1,authority-backed-mass-coherent,false
v27.mass.explicit-semantic.2,apparel:sterile-gown,ApparelPiece,1 complete apparel item,One complete authored apparel item; fitted body-form definitions share this physical item and textile variants are projected by the apparel mass authority.,0,0,None,Unspecified,,,ApparelShapeAndTextile,520,520,0,IndividualEquipment,12,21,1,mass:apparel-item:apparel:sterile-gown:authority:v1,authority-backed-mass-coherent,false
v27.mass.explicit-semantic.2,apparel:surgical-apron,ApparelPiece,1 complete apparel item,One complete authored apparel item; fitted body-form definitions share this physical item and textile variants are projected by the apparel mass authority.,0,0,None,Unspecified,,,ApparelShapeAndTextile,620,620,0,IndividualEquipment,10,17,1,mass:apparel-item:apparel:surgical-apron:authority:v1,authority-backed-mass-coherent,false
v27.mass.explicit-semantic.2,apparel:tail-guard,ApparelPiece,1 complete apparel item,One complete authored apparel item; fitted body-form definitions share this physical item and textile variants are projected by the apparel mass authority.,0,0,None,Unspecified,,,ApparelShapeAndTextile,350,350,0,IndividualEquipment,18,31,1,mass:apparel-item:apparel:tail-guard:authority:v1,authority-backed-mass-coherent,false
v27.mass.explicit-semantic.2,apparel:tail-ribbon,ApparelPiece,1 complete apparel item,One complete authored apparel item; fitted body-form definitions share this physical item and textile variants are projected by the apparel mass authority.,0,0,None,Unspecified,,,ApparelShapeAndTextile,80,80,0,IndividualEquipment,75,137,1,mass:apparel-item:apparel:tail-ribbon:authority:v1,authority-backed-mass-coherent,false
v27.mass.explicit-semantic.2,apparel:trousers,ApparelPiece,1 complete apparel item,One complete authored apparel item; fitted body-form definitions share this physical item and textile variants are projected by the apparel mass authority.,0,0,None,Unspecified,,,ApparelShapeAndTextile,500,500,0,IndividualEquipment,12,22,1,mass:apparel-item:apparel:trousers:authority:v1,authority-backed-mass-coherent,false
v27.mass.explicit-semantic.2,apparel:tunic,ApparelPiece,1 complete apparel item,One complete authored apparel item; fitted body-form definitions share this physical item and textile variants are projected by the apparel mass authority.,0,0,None,Unspecified,,,ApparelShapeAndTextile,450,450,0,IndividualEquipment,14,24,1,mass:apparel-item:apparel:tunic:authority:v1,authority-backed-mass-coherent,false
v27.mass.explicit-semantic.2,apparel:undershirt,ApparelPiece,1 complete apparel item,One complete authored apparel item; fitted body-form definitions share this physical item and textile variants are projected by the apparel mass authority.,0,0,None,Unspecified,,,ApparelShapeAndTextile,200,200,0,IndividualEquipment,30,55,1,mass:apparel-item:apparel:undershirt:authority:v1,authority-backed-mass-coherent,false
v27.mass.explicit-semantic.2,apparel:vest,ApparelPiece,1 complete apparel item,One complete authored apparel item; fitted body-form definitions share this physical item and textile variants are projected by the apparel mass authority.,0,0,None,Unspecified,,,ApparelShapeAndTextile,400,400,0,IndividualEquipment,15,27,1,mass:apparel-item:apparel:vest:authority:v1,authority-backed-mass-coherent,false
v27.mass.explicit-semantic.2,apparel:waterproof-work-suit,ApparelPiece,1 complete apparel item,One complete authored apparel item; fitted body-form definitions share this physical item and textile variants are projected by the apparel mass authority.,0,0,None,Unspecified,,,ApparelShapeAndTextile,1380,1380,0,IndividualEquipment,5,7,1,mass:apparel-item:apparel:waterproof-work-suit:authority:v1,authority-backed-mass-coherent,false
v27.mass.explicit-semantic.2,apparel:weapon-vigil-cloak,ApparelPiece,1 complete apparel item,One complete authored apparel item; fitted body-form definitions share this physical item and textile variants are projected by the apparel mass authority.,0,0,None,Unspecified,,,ApparelShapeAndTextile,800,800,0,IndividualEquipment,8,13,1,mass:apparel-item:apparel:weapon-vigil-cloak:authority:v1,authority-backed-mass-coherent,false
v27.mass.explicit-semantic.2,apparel:wing-cloak,ApparelPiece,1 complete apparel item,One complete authored apparel item; fitted body-form definitions share this physical item and textile variants are projected by the apparel mass authority.,0,0,None,Unspecified,,,ApparelShapeAndTextile,600,600,0,IndividualEquipment,10,18,1,mass:apparel-item:apparel:wing-cloak:authority:v1,authority-backed-mass-coherent,false
v27.mass.explicit-semantic.2,apparel:wing-harness,ApparelPiece,1 complete apparel item,One complete authored apparel item; fitted body-form definitions share this physical item and textile variants are projected by the apparel mass authority.,0,0,None,Unspecified,,,ApparelShapeAndTextile,500,500,0,IndividualEquipment,12,22,1,mass:apparel-item:apparel:wing-harness:authority:v1,authority-backed-mass-coherent,false
v27.mass.explicit-semantic.2,apparel:work-shirt,ApparelPiece,1 complete apparel item,One complete authored apparel item; fitted body-form definitions share this physical item and textile variants are projected by the apparel mass authority.,0,0,None,Unspecified,,,ApparelShapeAndTextile,480,480,0,IndividualEquipment,13,22,1,mass:apparel-item:apparel:work-shirt:authority:v1,authority-backed-mass-coherent,false
v27.mass.explicit-semantic.2,book:seasonal-almanac,BlueprintOrRecord,1 bound record or volume,"One complete authored book, index, or ledger retained as a single physical record rather than a divisible paper bundle.",0,0,None,Unspecified,,,RecipeMassBalance,1100,1100,0,MicroUrgent,6,10,1,mass:semantic-authority:book:seasonal-almanac:v1,unit-reviewed-mass-provisional,false
v27.mass.explicit-semantic.2,component:blacksteel-defense-plate,LargeComponent,1 manufactured component or subassembly,"One complete authored manufactured component, installation subassembly, liner, panel, filter, container, or reinforcement kit consumed by an exact BOM line.",0,0,None,Unspecified,,,RecipeMassBalance,2350,2350,0,Ordinary,3,4,50,mass:semantic-authority:component:blacksteel-defense-plate:v1,unit-reviewed-mass-provisional,false
v27.mass.explicit-semantic.2,component:blast-coat-shell,SmallComponent,1 manufactured component or subassembly,"One complete authored manufactured component, installation subassembly, liner, panel, filter, container, or reinforcement kit consumed by an exact BOM line.",0,0,None,Unspecified,,,RecipeMassBalance,1150,1150,0,Ordinary,6,9,50,mass:semantic-authority:component:blast-coat-shell:v1,unit-reviewed-mass-provisional,false
