schemaVersion,facilityDefinitionId,workstationTag,indoor,cropId,baseYield,witnessId,witnessSourceDigest,workerYieldMultiplier,returnedSeedMultiplier,grandProjectNumerator,grandProjectDenominator,ecologyNumerator,ecologyDenominator,soilNumerator,soilDenominator,harvestQuantityMaximum,harvestItemId,harvestUnitMassGrams,returnedSeedQuantityMaximum,seedItemId,seedUnitMassGrams,maximumBatchMassGrams,cycleCapacity,portfolioCapacityGrams,contributorSourceDigest,sourceDigest
v27-crop-harvest-reachable-envelope@2,building:1096,workstation:hydroponics,true,crop:ember-cotton,6,natural:beastkin:golden-master,069d2d7639c334bf01a1f3c01e487f51f402d7146ce25e750c30da0fd91f1d4f,4.79525852,1.5,6,5,11,10,21,20,40,fiber:ember-cotton,80,7,seed-lot:ember-cotton,20,3340,4,13360,f1cf06f8ad584f33352701504f6bc83690c60db7616ffdaafc098e24d6a82781,216cc2fe57c9053c4117589f032951a260e9de84dccf2cb8ccae6fcfa272cf7d
v27-crop-harvest-reachable-envelope@2,building:1096,workstation:hydroponics,true,crop:ember-root,5,natural:beastkin:golden-master,069d2d7639c334bf01a1f3c01e487f51f402d7146ce25e750c30da0fd91f1d4f,4.79525852,1.5,6,5,11,10,21,20,33,resource:ember-root,450,7,seed-lot:ember-root,50,15200,4,60800,f1cf06f8ad584f33352701504f6bc83690c60db7616ffdaafc098e24d6a82781,62f41f0efc1f5c0a9a428c9b30f833edf4184ccc950aad53437728fb1e27140c
v27-crop-harvest-reachable-envelope@2,building:1096,workstation:hydroponics,true,crop:frost-flax,6,natural:beastkin:golden-master,069d2d7639c334bf01a1f3c01e487f51f402d7146ce25e750c30da0fd91f1d4f,4.79525852,1.5,6,5,11,10,21,20,40,fiber:frost-flax,80,7,seed-lot:frost-flax,20,3340,4,13360,f1cf06f8ad584f33352701504f6bc83690c60db7616ffdaafc098e24d6a82781,2d84cbe409336cfde973d0b1e874fb3f031a247f0e66b356c8bb6d3071436918
v27-crop-harvest-reachable-envelope@2,building:1096,workstation:hydroponics,true,crop:mire-reed,6,natural:beastkin:golden-master,069d2d7639c334bf01a1f3c01e487f51f402d7146ce25e750c30da0fd91f1d4f,4.79525852,1.5,6,5,11,10,21,20,40,fiber:mire-reed,80,7,seed-lot:mire-reed,20,3340,4,13360,f1cf06f8ad584f33352701504f6bc83690c60db7616ffdaafc098e24d6a82781,e7020aedd2c24fc281ea7fa02f37dbfa7d4faeeebe03b2bbe711a44526c0bbdc
v27-crop-harvest-reachable-envelope@2,building:1096,workstation:hydroponics,true,crop:moonflower,3,natural:beastkin:golden-master,069d2d7639c334bf01a1f3c01e487f51f402d7146ce25e750c30da0fd91f1d4f,4.79525852,1.5,6,5,11,10,21,20,20,resource:moonflower,80,7,seed-lot:moonflower,50,1950,4,7800,f1cf06f8ad584f33352701504f6bc83690c60db7616ffdaafc098e24d6a82781,7385c9c42be3ecb7a74c1fef9a92af363743faa22a8434ca964c5b15d7e2ec87
v27-crop-harvest-reachable-envelope@2,building:1096,workstation:hydroponics,true,crop:night-grape,5,natural:beastkin:golden-master,069d2d7639c334bf01a1f3c01e487f51f402d7146ce25e750c30da0fd91f1d4f,4.79525852,1.5,6,5,11,10,21,20,33,resource:night-grape,250,7,seed-lot:night-grape,50,8600,4,34400,f1cf06f8ad584f33352701504f6bc83690c60db7616ffdaafc098e24d6a82781,67a9b0ccbba1949bd19d0a7232c14d5626e2f1a67392e13f86cbb80e7f1f60d6
v27-crop-harvest-reachable-envelope@2,building:1096,workstation:hydroponics,true,crop:shade-fiber,6,natural:beastkin:golden-master,069d2d7639c334bf01a1f3c01e487f51f402d7146ce25e750c30da0fd91f1d4f,4.79525852,1.5,6,5,11,10,21,20,40,resource:shade-fiber,120,7,seed-lot:shade-fiber,50,5150,4,20600,f1cf06f8ad584f33352701504f6bc83690c60db7616ffdaafc098e24d6a82781,57ee1cc3ef1d82959dcf7c07f32250aae001f412c74a24d6ac0924491d48f51b
v27-crop-harvest-reachable-envelope@2,building:1096,workstation:hydroponics,true,crop:spore-hemp,6,natural:beastkin:golden-master,069d2d7639c334bf01a1f3c01e487f51f402d7146ce25e750c30da0fd91f1d4f,4.79525852,1.5,6,5,11,10,21,20,40,fiber:spore-hemp,80,7,seed-lot:spore-hemp,20,3340,4,13360,f1cf06f8ad584f33352701504f6bc83690c60db7616ffdaafc098e24d6a82781,8755533f15ead06d531cbe2ef0596677e8d16d48823ad5484465eef351da4576
v27-crop-harvest-reachable-envelope@2,building:1096,workstation:hydroponics,true,crop:twilight-grain,6,natural:beastkin:golden-master,069d2d7639c334bf01a1f3c01e487f51f402d7146ce25e750c30da0fd91f1d4f,4.79525852,1.5,6,5,11,10,21,20,40,resource:twilight-grain,350,7,seed-lot:twilight-grain,50,14350,4,57400,f1cf06f8ad584f33352701504f6bc83690c60db7616ffdaafc098e24d6a82781,fd72cd33c3667eccfe05dd8e5bf32094f788dec5a2013d6b87b85001490a186c
v27-crop-harvest-reachable-envelope@2,building:8813,workstation:v3:fungal,true,crop:bloodleaf,4,natural:beastkin:golden-master,069d2d7639c334bf01a1f3c01e487f51f402d7146ce25e750c30da0fd91f1d4f,4.79525852,1.5,6,5,11,10,21,20,27,resource:bloodleaf,100,7,seed-lot:bloodleaf,50,3050,4,12200,f1cf06f8ad584f33352701504f6bc83690c60db7616ffdaafc098e24d6a82781,955c3b7f94c3502aab8a6eec5bb31e6b0677eba198dc6e82dc8f94728d148d3c
v27-crop-harvest-reachable-envelope@2,building:8813,workstation:v3:fungal,true,crop:cave-mushroom,5,natural:beastkin:golden-master,069d2d7639c334bf01a1f3c01e487f51f402d7146ce25e750c30da0fd91f1d4f,4.79525852,1.5,6,5,11,10,21,20,33,resource:cave-mushroom,250,7,seed-lot:cave-mushroom,50,8600,4,34400,f1cf06f8ad584f33352701504f6bc83690c60db7616ffdaafc098e24d6a82781,e18f23e7c8cdc90c7054143b7bb44c11e50f9fdbcc54d62fe1c615a5bd3ea3f1
v27-crop-harvest-reachable-envelope@2,building:8813,workstation:v3:fungal,true,crop:dreamleaf,4,natural:beastkin:golden-master,069d2d7639c334bf01a1f3c01e487f51f402d7146ce25e750c30da0fd91f1d4f,4.79525852,1.5,6,5,11,10,21,20,27,resource:dreamleaf,80,7,seed-lot:dreamleaf,50,2510,4,10040,f1cf06f8ad584f33352701504f6bc83690c60db7616ffdaafc098e24d6a82781,0d08ec02ad6de24560f2d6c5d4742f2273db784070fc370a2c4e45e5531e9ce2
v27-crop-harvest-reachable-envelope@2,building:8813,workstation:v3:fungal,true,crop:ember-cotton,6,natural:beastkin:golden-master,069d2d7639c334bf01a1f3c01e487f51f402d7146ce25e750c30da0fd91f1d4f,4.79525852,1.5,6,5,11,10,21,20,40,fiber:ember-cotton,80,7,seed-lot:ember-cotton,20,3340,4,13360,f1cf06f8ad584f33352701504f6bc83690c60db7616ffdaafc098e24d6a82781,1f4aefe5697c8f7d09e5263bd4758e7b646c121b2afc163d976352b5aa6122ca
v27-crop-harvest-reachable-envelope@2,building:8813,workstation:v3:fungal,true,crop:ember-root,5,natural:beastkin:golden-master,069d2d7639c334bf01a1f3c01e487f51f402d7146ce25e750c30da0fd91f1d4f,4.79525852,1.5,6,5,11,10,21,20,33,resource:ember-root,450,7,seed-lot:ember-root,50,15200,4,60800,f1cf06f8ad584f33352701504f6bc83690c60db7616ffdaafc098e24d6a82781,c880c89b84e20c520b5de3b6a4535d8d92e946f9ce93a356fefdb9bf4de5bb5d
v27-crop-harvest-reachable-envelope@2,building:8813,workstation:v3:fungal,true,crop:frost-flax,6,natural:beastkin:golden-master,069d2d7639c334bf01a1f3c01e487f51f402d7146ce25e750c30da0fd91f1d4f,4.79525852,1.5,6,5,11,10,21,20,40,fiber:frost-flax,80,7,seed-lot:frost-flax,20,3340,4,13360,f1cf06f8ad584f33352701504f6bc83690c60db7616ffdaafc098e24d6a82781,8c03a0dc231893006e3189aa06bd052d1ac5b8aacd0a12b84e15dd2179fa3743
v27-crop-harvest-reachable-envelope@2,building:8813,workstation:v3:fungal,true,crop:mire-reed,6,natural:beastkin:golden-master,069d2d7639c334bf01a1f3c01e487f51f402d7146ce25e750c30da0fd91f1d4f,4.79525852,1.5,6,5,11,10,21,20,40,fiber:mire-reed,80,7,seed-lot:mire-reed,20,3340,4,13360,f1cf06f8ad584f33352701504f6bc83690c60db7616ffdaafc098e24d6a82781,8ad67083bc42f13b95a4ff8a532a91fe4d437686b217ee9a3dec0fb52bfdc538
v27-crop-harvest-reachable-envelope@2,building:8813,workstation:v3:fungal,true,crop:moonflower,3,natural:beastkin:golden-master,069d2d7639c334bf01a1f3c01e487f51f402d7146ce25e750c30da0fd91f1d4f,4.79525852,1.5,6,5,11,10,21,20,20,resource:moonflower,80,7,seed-lot:moonflower,50,1950,4,7800,f1cf06f8ad584f33352701504f6bc83690c60db7616ffdaafc098e24d6a82781,7127c4b0b1148480fcd95dcda5b2d8b37d7d72fa133a9d8bc83535c3fb02fba7
v27-crop-harvest-reachable-envelope@2,building:8813,workstation:v3:fungal,true,crop:night-grape,5,natural:beastkin:golden-master,069d2d7639c334bf01a1f3c01e487f51f402d7146ce25e750c30da0fd91f1d4f,4.79525852,1.5,6,5,11,10,21,20,33,resource:night-grape,250,7,seed-lot:night-grape,50,8600,4,34400,f1cf06f8ad584f33352701504f6bc83690c60db7616ffdaafc098e24d6a82781,ddfcebc17b85ecf5b41c45be0e3846a82f48100657a00038487b8b02f2f49eea
v27-crop-harvest-reachable-envelope@2,building:8813,workstation:v3:fungal,true,crop:shade-fiber,6,natural:beastkin:golden-master,069d2d7639c334bf01a1f3c01e487f51f402d7146ce25e750c30da0fd91f1d4f,4.79525852,1.5,6,5,11,10,21,20,40,resource:shade-fiber,120,7,seed-lot:shade-fiber,50,5150,4,20600,f1cf06f8ad584f33352701504f6bc83690c60db7616ffdaafc098e24d6a82781,443598935a59559f7bdf09851a59e1cb465e6cbc97dc7d1dcffa76d480726f45
v27-crop-harvest-reachable-envelope@2,building:8813,workstation:v3:fungal,true,crop:spore-hemp,6,natural:beastkin:golden-master,069d2d7639c334bf01a1f3c01e487f51f402d7146ce25e750c30da0fd91f1d4f,4.79525852,1.5,6,5,11,10,21,20,40,fiber:spore-hemp,80,7,seed-lot:spore-hemp,20,3340,4,13360,f1cf06f8ad584f33352701504f6bc83690c60db7616ffdaafc098e24d6a82781,4c924a892772b495d0ea2f66e17d902db969f60958cb5a3df21177f2dde712ba
v27-crop-harvest-reachable-envelope@2,building:8813,workstation:v3:fungal,true,crop:twilight-grain,6,natural:beastkin:golden-master,069d2d7639c334bf01a1f3c01e487f51f402d7146ce25e750c30da0fd91f1d4f,4.79525852,1.5,6,5,11,10,21,20,40,resource:twilight-grain,350,7,seed-lot:twilight-grain,50,14350,4,57400,f1cf06f8ad584f33352701504f6bc83690c60db7616ffdaafc098e24d6a82781,6b566778f6ceb67845f52322a3bf7b2dc6e05507570054011e5f756cde05b95f
v27-crop-harvest-reachable-envelope@2,building:8854,workstation:v19:greenhouse,true,crop:bloodleaf,4,natural:beastkin:golden-master,069d2d7639c334bf01a1f3c01e487f51f402d7146ce25e750c30da0fd91f1d4f,4.79525852,1.5,6,5,11,10,21,20,27,resource:bloodleaf,100,7,seed-lot:bloodleaf,50,3050,4,12200,f1cf06f8ad584f33352701504f6bc83690c60db7616ffdaafc098e24d6a82781,8b41cbd84891d1c6934fad3ba70495ff35fb05b92ef631eee4a133d867a7a265
v27-crop-harvest-reachable-envelope@2,building:8854,workstation:v19:greenhouse,true,crop:cave-mushroom,5,natural:beastkin:golden-master,069d2d7639c334bf01a1f3c01e487f51f402d7146ce25e750c30da0fd91f1d4f,4.79525852,1.5,6,5,11,10,21,20,33,resource:cave-mushroom,250,7,seed-lot:cave-mushroom,50,8600,4,34400,f1cf06f8ad584f33352701504f6bc83690c60db7616ffdaafc098e24d6a82781,6af4505f940e7ac774d7c2ccf7d1352e75d875cae4775e5aeb1aae43140177a5
v27-crop-harvest-reachable-envelope@2,building:8854,workstation:v19:greenhouse,true,crop:dreamleaf,4,natural:beastkin:golden-master,069d2d7639c334bf01a1f3c01e487f51f402d7146ce25e750c30da0fd91f1d4f,4.79525852,1.5,6,5,11,10,21,20,27,resource:dreamleaf,80,7,seed-lot:dreamleaf,50,2510,4,10040,f1cf06f8ad584f33352701504f6bc83690c60db7616ffdaafc098e24d6a82781,197782eb5c5a17491f59117e9e04a2856e3070e689b6e08d8e46a40d5a1b2d91
v27-crop-harvest-reachable-envelope@2,building:8854,workstation:v19:greenhouse,true,crop:ember-cotton,6,natural:beastkin:golden-master,069d2d7639c334bf01a1f3c01e487f51f402d7146ce25e750c30da0fd91f1d4f,4.79525852,1.5,6,5,11,10,21,20,40,fiber:ember-cotton,80,7,seed-lot:ember-cotton,20,3340,4,13360,f1cf06f8ad584f33352701504f6bc83690c60db7616ffdaafc098e24d6a82781,4ec2299c1dcbe07addbf8e21ff5cea97e60b611b9ac97cb8aa3fed03e94b6c6f
v27-crop-harvest-reachable-envelope@2,building:8854,workstation:v19:greenhouse,true,crop:ember-root,5,natural:beastkin:golden-master,069d2d7639c334bf01a1f3c01e487f51f402d7146ce25e750c30da0fd91f1d4f,4.79525852,1.5,6,5,11,10,21,20,33,resource:ember-root,450,7,seed-lot:ember-root,50,15200,4,60800,f1cf06f8ad584f33352701504f6bc83690c60db7616ffdaafc098e24d6a82781,3c922bfdfd76368f036e6af923de255ca6e6033110f88eab4fed2a715d3d1ac9
v27-crop-harvest-reachable-envelope@2,building:8854,workstation:v19:greenhouse,true,crop:frost-flax,6,natural:beastkin:golden-master,069d2d7639c334bf01a1f3c01e487f51f402d7146ce25e750c30da0fd91f1d4f,4.79525852,1.5,6,5,11,10,21,20,40,fiber:frost-flax,80,7,seed-lot:frost-flax,20,3340,4,13360,f1cf06f8ad584f33352701504f6bc83690c60db7616ffdaafc098e24d6a82781,ea2e175ae30e2bc9d16d6cf352cae48b9dee71070f48ea4ead5ac0436c100865
v27-crop-harvest-reachable-envelope@2,building:8854,workstation:v19:greenhouse,true,crop:mire-reed,6,natural:beastkin:golden-master,069d2d7639c334bf01a1f3c01e487f51f402d7146ce25e750c30da0fd91f1d4f,4.79525852,1.5,6,5,11,10,21,20,40,fiber:mire-reed,80,7,seed-lot:mire-reed,20,3340,4,13360,f1cf06f8ad584f33352701504f6bc83690c60db7616ffdaafc098e24d6a82781,9705b41afbe10b07a161089838bcf0bc2c73bd75aaf9744310b18e6a92c59c3a
v27-crop-harvest-reachable-envelope@2,building:8854,workstation:v19:greenhouse,true,crop:moonflower,3,natural:beastkin:golden-master,069d2d7639c334bf01a1f3c01e487f51f402d7146ce25e750c30da0fd91f1d4f,4.79525852,1.5,6,5,11,10,21,20,20,resource:moonflower,80,7,seed-lot:moonflower,50,1950,4,7800,f1cf06f8ad584f33352701504f6bc83690c60db7616ffdaafc098e24d6a82781,d885e9cd2a8cb0286413b2fbe75f0a9135457707c8d23b457335f89001a091bd
v27-crop-harvest-reachable-envelope@2,building:8854,workstation:v19:greenhouse,true,crop:night-grape,5,natural:beastkin:golden-master,069d2d7639c334bf01a1f3c01e487f51f402d7146ce25e750c30da0fd91f1d4f,4.79525852,1.5,6,5,11,10,21,20,33,resource:night-grape,250,7,seed-lot:night-grape,50,8600,4,34400,f1cf06f8ad584f33352701504f6bc83690c60db7616ffdaafc098e24d6a82781,c5e11757c5926b4f3e7919c65c34c47e58ab2221cbb0ef5e31bc8ecd4d0ee6ad
v27-crop-harvest-reachable-envelope@2,building:8854,workstation:v19:greenhouse,true,crop:shade-fiber,6,natural:beastkin:golden-master,069d2d7639c334bf01a1f3c01e487f51f402d7146ce25e750c30da0fd91f1d4f,4.79525852,1.5,6,5,11,10,21,20,40,resource:shade-fiber,120,7,seed-lot:shade-fiber,50,5150,4,20600,f1cf06f8ad584f33352701504f6bc83690c60db7616ffdaafc098e24d6a82781,3258a09b7817d56ef23969cf1da9ef505ed837048286ad13a94b608bcd3c94e3
v27-crop-harvest-reachable-envelope@2,building:8854,workstation:v19:greenhouse,true,crop:spore-hemp,6,natural:beastkin:golden-master,069d2d7639c334bf01a1f3c01e487f51f402d7146ce25e750c30da0fd91f1d4f,4.79525852,1.5,6,5,11,10,21,20,40,fiber:spore-hemp,80,7,seed-lot:spore-hemp,20,3340,4,13360,f1cf06f8ad584f33352701504f6bc83690c60db7616ffdaafc098e24d6a82781,89c3f1250a5e0f2b9d8113fd0aa1e3cb8c6e1986940874e438b2c9c92599ddb4
v27-crop-harvest-reachable-envelope@2,building:8854,workstation:v19:greenhouse,true,crop:twilight-grain,6,natural:beastkin:golden-master,069d2d7639c334bf01a1f3c01e487f51f402d7146ce25e750c30da0fd91f1d4f,4.79525852,1.5,6,5,11,10,21,20,40,resource:twilight-grain,350,7,seed-lot:twilight-grain,50,14350,4,57400,f1cf06f8ad584f33352701504f6bc83690c60db7616ffdaafc098e24d6a82781,b49342687e6c97cc7f134a4e3f1e3c6dc8da09cdd562cca6db9f948c8cdfa0ed
