"stable_id","display_name","source_path","authored_category","grid_layer","asset_classification","design_boundary","composition_contract","source_declared_function","classification_evidence","status"
"building:-1949999496","외부 휴식처","Assets/Resources/SO/Buildings/RuntimeArchetypes/Exterior_OutdoorRestSpot_CeilingFixture.asset","Special (특수)","Ceiling Fixture","runtime-anchor","사건·순찰·접수 등 런타임 배치용 앵커이며 플레이어 시설 포트폴리오에서 제외","해당 없음: 런타임 아키타입","시설의 고유 역할은 야외 휴식이다. 건설에는 작업량 18, 재료 material:lumber×1이 필요하다.","category=Special (특수); layer=Ceiling Fixture; path=Assets/Resources/SO/Buildings/RuntimeArchetypes/Exterior_OutdoorRestSpot_CeilingFixture.asset","분류 확정; 개별 기능·전환 계약은 player-composable-part와 player-landmark에 한해 별도 전수 기록 OPEN"
"building:-1949999497","외부 휴식처","Assets/Resources/SO/Buildings/RuntimeArchetypes/Exterior_OutdoorRestSpot_WallFixture.asset","Special (특수)","Wall Fixture","runtime-anchor","사건·순찰·접수 등 런타임 배치용 앵커이며 플레이어 시설 포트폴리오에서 제외","해당 없음: 런타임 아키타입","시설의 고유 역할은 야외 휴식이다. 건설에는 작업량 18, 재료 material:lumber×1이 필요하다.","category=Special (특수); layer=Wall Fixture; path=Assets/Resources/SO/Buildings/RuntimeArchetypes/Exterior_OutdoorRestSpot_WallFixture.asset","분류 확정; 개별 기능·전환 계약은 player-composable-part와 player-landmark에 한해 별도 전수 기록 OPEN"
"building:-1949999499","외부 휴식처","Assets/Resources/SO/Buildings/RuntimeArchetypes/Exterior_OutdoorRestSpot_Building.asset","Special (특수)","Building","runtime-anchor","사건·순찰·접수 등 런타임 배치용 앵커이며 플레이어 시설 포트폴리오에서 제외","해당 없음: 런타임 아키타입","시설의 고유 역할은 야외 휴식이다. 건설에는 작업량 18, 재료 material:stone-block×1이 필요하다.","category=Special (특수); layer=Building; path=Assets/Resources/SO/Buildings/RuntimeArchetypes/Exterior_OutdoorRestSpot_Building.asset","분류 확정; 개별 기능·전환 계약은 player-composable-part와 player-landmark에 한해 별도 전수 기록 OPEN"
"building:-1949999500","외부 휴식처","Assets/Resources/SO/Buildings/RuntimeArchetypes/Exterior_OutdoorRestSpot_Hallway.asset","Special (특수)","Hallway","runtime-anchor","사건·순찰·접수 등 런타임 배치용 앵커이며 플레이어 시설 포트폴리오에서 제외","해당 없음: 런타임 아키타입","시설의 고유 역할은 야외 휴식이다. 건설에는 작업량 18, 재료 material:stone-block×1이 필요하다.","category=Special (특수); layer=Hallway; path=Assets/Resources/SO/Buildings/RuntimeArchetypes/Exterior_OutdoorRestSpot_Hallway.asset","분류 확정; 개별 기능·전환 계약은 player-composable-part와 player-landmark에 한해 별도 전수 기록 OPEN"
"building:-1949999595","순찰 지점","Assets/Resources/SO/Buildings/RuntimeArchetypes/Exterior_PatrolPoint_FloorOverlay.asset","Special (특수)","Floor Overlay","runtime-anchor","사건·순찰·접수 등 런타임 배치용 앵커이며 플레이어 시설 포트폴리오에서 제외","해당 없음: 런타임 아키타입","시설의 고유 역할은 순찰 준비와 사건 탐지이다. 건설에는 작업량 18, 재료 material:stone-block×1이 필요하다.","category=Special (특수); layer=Floor Overlay; path=Assets/Resources/SO/Buildings/RuntimeArchetypes/Exterior_PatrolPoint_FloorOverlay.asset","분류 확정; 개별 기능·전환 계약은 player-composable-part와 player-landmark에 한해 별도 전수 기록 OPEN"
"building:-1949999596","순찰 지점","Assets/Resources/SO/Buildings/RuntimeArchetypes/Exterior_PatrolPoint_CeilingFixture.asset","Special (특수)","Ceiling Fixture","runtime-anchor","사건·순찰·접수 등 런타임 배치용 앵커이며 플레이어 시설 포트폴리오에서 제외","해당 없음: 런타임 아키타입","시설의 고유 역할은 순찰 준비와 사건 탐지이다. 건설에는 작업량 18, 재료 material:lumber×1이 필요하다.","category=Special (특수); layer=Ceiling Fixture; path=Assets/Resources/SO/Buildings/RuntimeArchetypes/Exterior_PatrolPoint_CeilingFixture.asset","분류 확정; 개별 기능·전환 계약은 player-composable-part와 player-landmark에 한해 별도 전수 기록 OPEN"
"building:-1949999597","순찰 지점","Assets/Resources/SO/Buildings/RuntimeArchetypes/Exterior_PatrolPoint_WallFixture.asset","Special (특수)","Wall Fixture","runtime-anchor","사건·순찰·접수 등 런타임 배치용 앵커이며 플레이어 시설 포트폴리오에서 제외","해당 없음: 런타임 아키타입","시설의 고유 역할은 순찰 준비와 사건 탐지이다. 건설에는 작업량 18, 재료 material:lumber×1이 필요하다.","category=Special (특수); layer=Wall Fixture; path=Assets/Resources/SO/Buildings/RuntimeArchetypes/Exterior_PatrolPoint_WallFixture.asset","분류 확정; 개별 기능·전환 계약은 player-composable-part와 player-landmark에 한해 별도 전수 기록 OPEN"
"building:-1949999599","순찰 지점","Assets/Resources/SO/Buildings/RuntimeArchetypes/Exterior_PatrolPoint_Building.asset","Special (특수)","Building","runtime-anchor","사건·순찰·접수 등 런타임 배치용 앵커이며 플레이어 시설 포트폴리오에서 제외","해당 없음: 런타임 아키타입","시설의 고유 역할은 순찰 준비와 사건 탐지이다. 건설에는 작업량 18, 재료 material:stone-block×1이 필요하다.","category=Special (특수); layer=Building; path=Assets/Resources/SO/Buildings/RuntimeArchetypes/Exterior_PatrolPoint_Building.asset","분류 확정; 개별 기능·전환 계약은 player-composable-part와 player-landmark에 한해 별도 전수 기록 OPEN"
"building:-1949999600","순찰 지점","Assets/Resources/SO/Buildings/RuntimeArchetypes/Exterior_PatrolPoint_Hallway.asset","Special (특수)","Hallway","runtime-anchor","사건·순찰·접수 등 런타임 배치용 앵커이며 플레이어 시설 포트폴리오에서 제외","해당 없음: 런타임 아키타입","시설의 고유 역할은 순찰 준비와 사건 탐지이다. 건설에는 작업량 18, 재료 material:stone-block×1이 필요하다.","category=Special (특수); layer=Hallway; path=Assets/Resources/SO/Buildings/RuntimeArchetypes/Exterior_PatrolPoint_Hallway.asset","분류 확정; 개별 기능·전환 계약은 player-composable-part와 player-landmark에 한해 별도 전수 기록 OPEN"
"building:-1949999695","경비 초소","Assets/Resources/SO/Buildings/RuntimeArchetypes/Exterior_GuardPost_FloorOverlay.asset","Special (특수)","Floor Overlay","runtime-anchor","사건·순찰·접수 등 런타임 배치용 앵커이며 플레이어 시설 포트폴리오에서 제외","해당 없음: 런타임 아키타입","시설의 고유 역할은 순찰 준비와 사건 탐지이다. 건설에는 작업량 18, 재료 material:stone-block×1이 필요하다.","category=Special (특수); layer=Floor Overlay; path=Assets/Resources/SO/Buildings/RuntimeArchetypes/Exterior_GuardPost_FloorOverlay.asset","분류 확정; 개별 기능·전환 계약은 player-composable-part와 player-landmark에 한해 별도 전수 기록 OPEN"
"building:-1949999696","경비 초소","Assets/Resources/SO/Buildings/RuntimeArchetypes/Exterior_GuardPost_CeilingFixture.asset","Special (특수)","Ceiling Fixture","runtime-anchor","사건·순찰·접수 등 런타임 배치용 앵커이며 플레이어 시설 포트폴리오에서 제외","해당 없음: 런타임 아키타입","시설의 고유 역할은 순찰 준비와 사건 탐지이다. 건설에는 작업량 18, 재료 material:lumber×1이 필요하다.","category=Special (특수); layer=Ceiling Fixture; path=Assets/Resources/SO/Buildings/RuntimeArchetypes/Exterior_GuardPost_CeilingFixture.asset","분류 확정; 개별 기능·전환 계약은 player-composable-part와 player-landmark에 한해 별도 전수 기록 OPEN"
"building:-1949999697","경비 초소","Assets/Resources/SO/Buildings/RuntimeArchetypes/Exterior_GuardPost_WallFixture.asset","Special (특수)","Wall Fixture","runtime-anchor","사건·순찰·접수 등 런타임 배치용 앵커이며 플레이어 시설 포트폴리오에서 제외","해당 없음: 런타임 아키타입","시설의 고유 역할은 순찰 준비와 사건 탐지이다. 건설에는 작업량 18, 재료 material:lumber×1이 필요하다.","category=Special (특수); layer=Wall Fixture; path=Assets/Resources/SO/Buildings/RuntimeArchetypes/Exterior_GuardPost_WallFixture.asset","분류 확정; 개별 기능·전환 계약은 player-composable-part와 player-landmark에 한해 별도 전수 기록 OPEN"
"building:-1949999699","경비 초소","Assets/Resources/SO/Buildings/RuntimeArchetypes/Exterior_GuardPost_Building.asset","Special (특수)","Building","runtime-anchor","사건·순찰·접수 등 런타임 배치용 앵커이며 플레이어 시설 포트폴리오에서 제외","해당 없음: 런타임 아키타입","시설의 고유 역할은 순찰 준비와 사건 탐지이다. 건설에는 작업량 18, 재료 material:stone-block×1이 필요하다.","category=Special (특수); layer=Building; path=Assets/Resources/SO/Buildings/RuntimeArchetypes/Exterior_GuardPost_Building.asset","분류 확정; 개별 기능·전환 계약은 player-composable-part와 player-landmark에 한해 별도 전수 기록 OPEN"
"building:-1949999700","경비 초소","Assets/Resources/SO/Buildings/RuntimeArchetypes/Exterior_GuardPost_Hallway.asset","Special (특수)","Hallway","runtime-anchor","사건·순찰·접수 등 런타임 배치용 앵커이며 플레이어 시설 포트폴리오에서 제외","해당 없음: 런타임 아키타입","시설의 고유 역할은 순찰 준비와 사건 탐지이다. 건설에는 작업량 18, 재료 material:stone-block×1이 필요하다.","category=Special (특수); layer=Hallway; path=Assets/Resources/SO/Buildings/RuntimeArchetypes/Exterior_GuardPost_Hallway.asset","분류 확정; 개별 기능·전환 계약은 player-composable-part와 player-landmark에 한해 별도 전수 기록 OPEN"
"building:-1949999795","응대 지점","Assets/Resources/SO/Buildings/RuntimeArchetypes/Exterior_ReceptionPoint_FloorOverlay.asset","Special (특수)","Floor Overlay","runtime-anchor","사건·순찰·접수 등 런타임 배치용 앵커이며 플레이어 시설 포트폴리오에서 제외","해당 없음: 런타임 아키타입","시설의 고유 역할은 방문객 접수와 첫인상이다. 건설에는 작업량 18, 재료 material:stone-block×1이 필요하다.","category=Special (특수); layer=Floor Overlay; path=Assets/Resources/SO/Buildings/RuntimeArchetypes/Exterior_ReceptionPoint_FloorOverlay.asset","분류 확정; 개별 기능·전환 계약은 player-composable-part와 player-landmark에 한해 별도 전수 기록 OPEN"
"building:-1949999796","응대 지점","Assets/Resources/SO/Buildings/RuntimeArchetypes/Exterior_ReceptionPoint_CeilingFixture.asset","Special (특수)","Ceiling Fixture","runtime-anchor","사건·순찰·접수 등 런타임 배치용 앵커이며 플레이어 시설 포트폴리오에서 제외","해당 없음: 런타임 아키타입","시설의 고유 역할은 방문객 접수와 첫인상이다. 건설에는 작업량 18, 재료 material:lumber×1이 필요하다.","category=Special (특수); layer=Ceiling Fixture; path=Assets/Resources/SO/Buildings/RuntimeArchetypes/Exterior_ReceptionPoint_CeilingFixture.asset","분류 확정; 개별 기능·전환 계약은 player-composable-part와 player-landmark에 한해 별도 전수 기록 OPEN"
"building:-1949999797","응대 지점","Assets/Resources/SO/Buildings/RuntimeArchetypes/Exterior_ReceptionPoint_WallFixture.asset","Special (특수)","Wall Fixture","runtime-anchor","사건·순찰·접수 등 런타임 배치용 앵커이며 플레이어 시설 포트폴리오에서 제외","해당 없음: 런타임 아키타입","시설의 고유 역할은 방문객 접수와 첫인상이다. 건설에는 작업량 18, 재료 material:lumber×1이 필요하다.","category=Special (특수); layer=Wall Fixture; path=Assets/Resources/SO/Buildings/RuntimeArchetypes/Exterior_ReceptionPoint_WallFixture.asset","분류 확정; 개별 기능·전환 계약은 player-composable-part와 player-landmark에 한해 별도 전수 기록 OPEN"
"building:-1949999799","응대 지점","Assets/Resources/SO/Buildings/RuntimeArchetypes/Exterior_ReceptionPoint_Building.asset","Special (특수)","Building","runtime-anchor","사건·순찰·접수 등 런타임 배치용 앵커이며 플레이어 시설 포트폴리오에서 제외","해당 없음: 런타임 아키타입","시설의 고유 역할은 방문객 접수와 첫인상이다. 건설에는 작업량 18, 재료 material:stone-block×1이 필요하다.","category=Special (특수); layer=Building; path=Assets/Resources/SO/Buildings/RuntimeArchetypes/Exterior_ReceptionPoint_Building.asset","분류 확정; 개별 기능·전환 계약은 player-composable-part와 player-landmark에 한해 별도 전수 기록 OPEN"
"building:-1949999800","응대 지점","Assets/Resources/SO/Buildings/RuntimeArchetypes/Exterior_ReceptionPoint_Hallway.asset","Special (특수)","Hallway","runtime-anchor","사건·순찰·접수 등 런타임 배치용 앵커이며 플레이어 시설 포트폴리오에서 제외","해당 없음: 런타임 아키타입","시설의 고유 역할은 방문객 접수와 첫인상이다. 건설에는 작업량 18, 재료 material:stone-block×1이 필요하다.","category=Special (특수); layer=Hallway; path=Assets/Resources/SO/Buildings/RuntimeArchetypes/Exterior_ReceptionPoint_Hallway.asset","분류 확정; 개별 기능·전환 계약은 player-composable-part와 player-landmark에 한해 별도 전수 기록 OPEN"
"building:-1949999895","하차장","Assets/Resources/SO/Buildings/RuntimeArchetypes/Exterior_DropZone_FloorOverlay.asset","Special (특수)","Floor Overlay","runtime-anchor","사건·순찰·접수 등 런타임 배치용 앵커이며 플레이어 시설 포트폴리오에서 제외","해당 없음: 런타임 아키타입","시설 동작은 BuildingExteriorMaintenanceAbility, BuildingFacilityAbility, BuildingWorkAmountAbility 모듈로 구성된다. 건설에는 작업량 18, 재료 material:stone-block×1이 필요하다.","category=Special (특수); layer=Floor Overlay; path=Assets/Resources/SO/Buildings/RuntimeArchetypes/Exterior_DropZone_FloorOverlay.asset","분류 확정; 개별 기능·전환 계약은 player-composable-part와 player-landmark에 한해 별도 전수 기록 OPEN"
"building:-1949999896","하차장","Assets/Resources/SO/Buildings/RuntimeArchetypes/Exterior_DropZone_CeilingFixture.asset","Special (특수)","Ceiling Fixture","runtime-anchor","사건·순찰·접수 등 런타임 배치용 앵커이며 플레이어 시설 포트폴리오에서 제외","해당 없음: 런타임 아키타입","시설 동작은 BuildingExteriorMaintenanceAbility, BuildingFacilityAbility, BuildingWorkAmountAbility 모듈로 구성된다. 건설에는 작업량 18, 재료 material:lumber×1이 필요하다.","category=Special (특수); layer=Ceiling Fixture; path=Assets/Resources/SO/Buildings/RuntimeArchetypes/Exterior_DropZone_CeilingFixture.asset","분류 확정; 개별 기능·전환 계약은 player-composable-part와 player-landmark에 한해 별도 전수 기록 OPEN"
"building:-1949999897","하차장","Assets/Resources/SO/Buildings/RuntimeArchetypes/Exterior_DropZone_WallFixture.asset","Special (특수)","Wall Fixture","runtime-anchor","사건·순찰·접수 등 런타임 배치용 앵커이며 플레이어 시설 포트폴리오에서 제외","해당 없음: 런타임 아키타입","시설 동작은 BuildingExteriorMaintenanceAbility, BuildingFacilityAbility, BuildingWorkAmountAbility 모듈로 구성된다. 건설에는 작업량 18, 재료 material:lumber×1이 필요하다.","category=Special (특수); layer=Wall Fixture; path=Assets/Resources/SO/Buildings/RuntimeArchetypes/Exterior_DropZone_WallFixture.asset","분류 확정; 개별 기능·전환 계약은 player-composable-part와 player-landmark에 한해 별도 전수 기록 OPEN"
"building:-1949999899","하차장","Assets/Resources/SO/Buildings/RuntimeArchetypes/Exterior_DropZone_Building.asset","Special (특수)","Building","runtime-anchor","사건·순찰·접수 등 런타임 배치용 앵커이며 플레이어 시설 포트폴리오에서 제외","해당 없음: 런타임 아키타입","시설 동작은 BuildingExteriorMaintenanceAbility, BuildingFacilityAbility, BuildingWorkAmountAbility 모듈로 구성된다. 건설에는 작업량 18, 재료 material:stone-block×1이 필요하다.","category=Special (특수); layer=Building; path=Assets/Resources/SO/Buildings/RuntimeArchetypes/Exterior_DropZone_Building.asset","분류 확정; 개별 기능·전환 계약은 player-composable-part와 player-landmark에 한해 별도 전수 기록 OPEN"
"building:-1949999900","하차장","Assets/Resources/SO/Buildings/RuntimeArchetypes/Exterior_DropZone_Hallway.asset","Special (특수)","Hallway","runtime-anchor","사건·순찰·접수 등 런타임 배치용 앵커이며 플레이어 시설 포트폴리오에서 제외","해당 없음: 런타임 아키타입","시설 동작은 BuildingExteriorMaintenanceAbility, BuildingFacilityAbility, BuildingWorkAmountAbility 모듈로 구성된다. 건설에는 작업량 18, 재료 material:stone-block×1이 필요하다.","category=Special (특수); layer=Hallway; path=Assets/Resources/SO/Buildings/RuntimeArchetypes/Exterior_DropZone_Hallway.asset","분류 확정; 개별 기능·전환 계약은 player-composable-part와 player-landmark에 한해 별도 전수 기록 OPEN"
"building:-1949999995","입구","Assets/Resources/SO/Buildings/RuntimeArchetypes/Exterior_Entrance_FloorOverlay.asset","Special (특수)","Floor Overlay","runtime-anchor","사건·순찰·접수 등 런타임 배치용 앵커이며 플레이어 시설 포트폴리오에서 제외","해당 없음: 런타임 아키타입","시설 동작은 BuildingFacilityAbility, BuildingWorkAmountAbility 모듈로 구성된다. 건설에는 작업량 18, 재료 material:stone-block×1이 필요하다.","category=Special (특수); layer=Floor Overlay; path=Assets/Resources/SO/Buildings/RuntimeArchetypes/Exterior_Entrance_FloorOverlay.asset","분류 확정; 개별 기능·전환 계약은 player-composable-part와 player-landmark에 한해 별도 전수 기록 OPEN"
"building:-1949999996","입구","Assets/Resources/SO/Buildings/RuntimeArchetypes/Exterior_Entrance_CeilingFixture.asset","Special (특수)","Ceiling Fixture","runtime-anchor","사건·순찰·접수 등 런타임 배치용 앵커이며 플레이어 시설 포트폴리오에서 제외","해당 없음: 런타임 아키타입","시설 동작은 BuildingFacilityAbility, BuildingWorkAmountAbility 모듈로 구성된다. 건설에는 작업량 18, 재료 material:lumber×1이 필요하다.","category=Special (특수); layer=Ceiling Fixture; path=Assets/Resources/SO/Buildings/RuntimeArchetypes/Exterior_Entrance_CeilingFixture.asset","분류 확정; 개별 기능·전환 계약은 player-composable-part와 player-landmark에 한해 별도 전수 기록 OPEN"
"building:-1949999997","입구","Assets/Resources/SO/Buildings/RuntimeArchetypes/Exterior_Entrance_WallFixture.asset","Special (특수)","Wall Fixture","runtime-anchor","사건·순찰·접수 등 런타임 배치용 앵커이며 플레이어 시설 포트폴리오에서 제외","해당 없음: 런타임 아키타입","시설 동작은 BuildingFacilityAbility, BuildingWorkAmountAbility 모듈로 구성된다. 건설에는 작업량 18, 재료 material:lumber×1이 필요하다.","category=Special (특수); layer=Wall Fixture; path=Assets/Resources/SO/Buildings/RuntimeArchetypes/Exterior_Entrance_WallFixture.asset","분류 확정; 개별 기능·전환 계약은 player-composable-part와 player-landmark에 한해 별도 전수 기록 OPEN"
"building:-1949999999","입구","Assets/Resources/SO/Buildings/RuntimeArchetypes/Exterior_Entrance_Building.asset","Special (특수)","Building","runtime-anchor","사건·순찰·접수 등 런타임 배치용 앵커이며 플레이어 시설 포트폴리오에서 제외","해당 없음: 런타임 아키타입","시설 동작은 BuildingFacilityAbility, BuildingWorkAmountAbility 모듈로 구성된다. 건설에는 작업량 18, 재료 material:stone-block×1이 필요하다.","category=Special (특수); layer=Building; path=Assets/Resources/SO/Buildings/RuntimeArchetypes/Exterior_Entrance_Building.asset","분류 확정; 개별 기능·전환 계약은 player-composable-part와 player-landmark에 한해 별도 전수 기록 OPEN"
"building:-1950000000","입구","Assets/Resources/SO/Buildings/RuntimeArchetypes/Exterior_Entrance_Hallway.asset","Special (특수)","Hallway","runtime-anchor","사건·순찰·접수 등 런타임 배치용 앵커이며 플레이어 시설 포트폴리오에서 제외","해당 없음: 런타임 아키타입","시설 동작은 BuildingFacilityAbility, BuildingWorkAmountAbility 모듈로 구성된다. 건설에는 작업량 18, 재료 material:stone-block×1이 필요하다.","category=Special (특수); layer=Hallway; path=Assets/Resources/SO/Buildings/RuntimeArchetypes/Exterior_Entrance_Hallway.asset","분류 확정; 개별 기능·전환 계약은 player-composable-part와 player-landmark에 한해 별도 전수 기록 OPEN"
"building:-1950010000","외부 자원","Assets/Resources/SO/Buildings/RuntimeArchetypes/WorldResourceNode.asset","Resource (자원)","Floor Overlay","runtime-anchor","사건·순찰·접수 등 런타임 배치용 앵커이며 플레이어 시설 포트폴리오에서 제외","해당 없음: 런타임 아키타입","시설 동작은 BuildingFacilityAbility, BuildingWorkAmountAbility 모듈로 구성된다. 건설에는 작업량 18, 재료 material:stone-block×1이 필요하다.","category=Resource (자원); layer=Floor Overlay; path=Assets/Resources/SO/Buildings/RuntimeArchetypes/WorldResourceNode.asset","분류 확정; 개별 기능·전환 계약은 player-composable-part와 player-landmark에 한해 별도 전수 기록 OPEN"
