"building_id","asset_classification","source_path","cells","construction_wu","repair_wu","clean_wu","operate_wu","construction_bom","construction_value","construction_cost","maintenance","maintenance_per_game_hour","demolition_refund_rate","facility_capacity","default_batch_capacity","output_buffer_cycles","service_capacity","utility_max_throughput","process_work_seconds","final_value_source","static_status"
"building:1023","player-composable-part","Assets/Resources/SO/Building/Modular/R04_휴식용소파.asset","2x1","445","42","8","10","material:lumber×8|material:cloth×8","110","0","3","—","0.5","2","—","—","—","—","—","serialized BuildingSO asset","locked"
"building:1024","player-composable-part","Assets/Resources/SO/Building/Modular/R05_협탁.asset","1x1","54","8","4","10","material:lumber×6","85","0","2","—","0.5","—","—","—","—","—","—","serialized BuildingSO asset","locked"
"building:1025","player-composable-part","Assets/Resources/SO/Building/Modular/R06_옷장.asset","1x1","111","12","4","10","material:treated-lumber×5|material:iron-ingot×1","85","0","2","—","0.5","—","—","—","—","—","—","serialized BuildingSO asset","locked"
"building:1026","player-composable-part","Assets/Resources/SO/Building/Modular/R07_영주집무책상.asset","2x1","117","42","8","10","material:treated-lumber×5|material:iron-ingot×1","110","0","3","—","0.5","1","—","—","—","—","—","serialized BuildingSO asset","locked"
"building:1027","player-composable-part","Assets/Resources/SO/Building/Modular/R08_지휘의자.asset","1x1","341","8","4","10","material:lumber×5|material:cloth×3","60","0","1","—","0.5","—","—","—","—","—","—","serialized BuildingSO asset","locked"
"building:1028","player-composable-part","Assets/Resources/SO/Building/Modular/R09_개인보관함.asset","1x1","111","12","4","10","material:treated-lumber×5|material:iron-ingot×1","60","0","1","—","0.5","—","—","—","—","—","—","serialized BuildingSO asset","locked"
"building:1029","player-composable-part","Assets/Resources/SO/Building/Modular/R10_침실용책장.asset","1x1","54","8","4","10","material:lumber×6","85","0","2","—","0.5","—","—","—","—","—","—","serialized BuildingSO asset","locked"
"building:1030","player-composable-part","Assets/Resources/SO/Building/Modular/Q01_연구책상.asset","2x1","387","42","8","10","material:treated-lumber×8|material:iron-ingot×1|component:engineering-drawing×2","110","0","3","—","0.5","1","—","—","—","—","—","serialized BuildingSO asset","locked"
"building:1031","player-composable-part","Assets/Resources/SO/Building/Modular/Q02_연금술작업대.asset","2x1","312","116","22","10","material:treated-lumber×6|material:iron-ingot×2|material:stone-block×2|component:rune-conductor×2|component:engineering-drawing×1","110","0","3","—","0.5","1|24|96|48|64|120|16","4","4","—","—","—","serialized BuildingSO asset","locked"
"building:1032","player-composable-part","Assets/Resources/SO/Building/Modular/Q03_연구용책장.asset","1x1","125","12","4","10","material:lumber×6","60","0","1","—","0.5","1","—","—","—","—","—","serialized BuildingSO asset","locked"
"building:1033","player-composable-part","Assets/Resources/SO/Building/Modular/Q04_시약선반.asset","1x1","134","8","4","10","material:lumber×6|component:rune-conductor×1","60","0","1","—","0.5","1","—","—","—","—","—","serialized BuildingSO asset","locked"
"building:1034","player-composable-part","Assets/Resources/SO/Building/Modular/Q05_표본보관장.asset","1x1","102","8","4","10","material:treated-lumber×4|material:iron-ingot×2","85","0","2","—","0.5","1","—","—","—","—","—","serialized BuildingSO asset","locked"
"building:1035","player-composable-part","Assets/Resources/SO/Building/Modular/Q06_설계판.asset","1x1","81","8","4","10","material:treated-lumber×5|component:engineering-drawing×1","85","0","2","—","0.5","1","—","—","—","—","—","serialized BuildingSO asset","locked"
"building:1040","player-composable-part","Assets/Resources/SO/Building/Modular/T01_훈련허수아비.asset","1x1","316","32","8","10","material:lumber×8|material:cloth×2|material:iron-ingot×2","95","0","3","—","0.5","1","—","—","—","—","—","serialized BuildingSO asset","locked"
"building:1041","player-composable-part","Assets/Resources/SO/Building/Modular/T02_사격과녁.asset","1x1","316","32","8","10","material:lumber×8|material:cloth×2|material:iron-ingot×2","95","0","3","—","0.5","1","—","—","—","—","—","serialized BuildingSO asset","locked"
"building:1042","player-composable-part","Assets/Resources/SO/Building/Modular/T03_중량훈련석.asset","1x1","324","32","8","10","material:stone-block×9|material:iron-ingot×2","95","0","3","—","0.5","1","—","—","—","—","—","serialized BuildingSO asset","locked"
"building:1043","player-composable-part","Assets/Resources/SO/Building/Modular/T04_대련매트.asset","2x1","393","10","4","10","material:cloth×8|material:iron-ingot×2","75","0","1","—","0.5","—","—","—","—","—","—","serialized BuildingSO asset","locked"
"building:1044","player-composable-part","Assets/Resources/SO/Building/Modular/G01_경비초소책상.asset","2x1","603","58","10","10","material:treated-lumber×8|material:iron-ingot×3","110","0","3","—","0.5","1","—","—","—","—","—","serialized BuildingSO asset","locked"
"building:1045","player-composable-part","Assets/Resources/SO/Building/Modular/G02_경보종.asset","1x1","424","44","10","10","material:iron-ingot×8|material:lumber×1","95","0","3","—","0.5","1","—","—","—","—","—","serialized BuildingSO asset","locked"
"building:1046","player-composable-part","Assets/Resources/SO/Building/Modular/G03_순찰상황판.asset","1x1","378","44","10","10","material:treated-lumber×8|component:engineering-drawing×2|material:iron-ingot×1","85","0","2","—","0.5","—","—","—","—","—","—","serialized BuildingSO asset","locked"
"building:1047","player-composable-part","Assets/Resources/SO/Building/Modular/G04_전술지도탁자.asset","2x1","594","58","10","10","material:treated-lumber×8|component:engineering-drawing×2|material:iron-ingot×1","135","0","4","—","0.5","1","—","—","—","—","—","serialized BuildingSO asset","locked"
"building:1048","player-composable-part","Assets/Resources/SO/Building/Modular/G05_전투깃발.asset","1x1","447","8","4","10","material:cloth×5|material:lumber×2|material:iron-ingot×2","85","0","2","—","0.5","—","—","—","—","—","—","serialized BuildingSO asset","locked"
"building:1049","player-composable-part","Assets/Resources/SO/Building/Modular/G06_전리품거치대.asset","1x1","501","8","4","10","material:lumber×5|material:iron-ingot×3","110","0","3","1","0.5","0","—","—","—","25","—","serialized BuildingSO asset","locked"
"building:1050","player-composable-part","Assets/Resources/SO/Building/Modular/L01_대형보관선반.asset","2x1","141","16","4","10","material:lumber×4|material:iron-ingot×2","110","0","3","—","0.5","1","—","—","—","—","—","serialized BuildingSO asset","locked"
"building:1051","player-composable-part","Assets/Resources/SO/Building/Modular/L02_상자더미.asset","1x1","116","12","4","10","material:lumber×6","60","0","1","—","0.5","—","—","—","—","—","—","serialized BuildingSO asset","locked"
"building:1052","player-composable-part","Assets/Resources/SO/Building/Modular/L03_통더미.asset","1x1","102","12","4","10","material:treated-lumber×5|material:iron-ingot×2","60","0","1","—","0.5","0","—","—","—","—","1.1","serialized BuildingSO asset","locked"
"building:1053","player-composable-part","Assets/Resources/SO/Building/Modular/L04_자루더미.asset","1x1","107","12","4","10","material:cloth×6","60","0","1","—","0.5","—","—","—","—","—","—","serialized BuildingSO asset","locked"
"building:1054","player-composable-part","Assets/Resources/SO/Building/Modular/L05_식재료저장함.asset","1x1","125","8","4","10","material:lumber×6","85","0","2","—","0.5","—","—","—","—","—","—","serialized BuildingSO asset","locked"
"building:1055","player-composable-part","Assets/Resources/SO/Building/Modular/L06_무기로커.asset","1x1","144","44","10","10","material:treated-lumber×4|material:iron-ingot×2","85","0","2","—","0.5","—","—","—","—","—","—","serialized BuildingSO asset","locked"
"building:1056","player-composable-part","Assets/Resources/SO/Building/Modular/L07_마력보관함.asset","1x1","144","8","4","10","material:treated-lumber×4|material:iron-ingot×1|component:rune-conductor×1","85","0","2","—","0.5","—","—","—","—","—","—","serialized BuildingSO asset","locked"
"building:1057","player-composable-part","Assets/Resources/SO/Building/Modular/H01_변기.asset","1x1","440","32","8","10","material:stone-block×6|material:iron-ingot×3","95","0","3","—","0.5","1","—","—","—","20","—","serialized BuildingSO asset","locked"
"building:1058","player-composable-part","Assets/Resources/SO/Building/Modular/H02_화장실칸막이.asset","1x1","54","8","4","10","material:lumber×6|material:cloth×2","60","0","1","—","0.5","—","—","—","—","—","—","serialized BuildingSO asset","locked"
"building:1059","player-composable-part","Assets/Resources/SO/Building/Modular/H03_세면대.asset","1x1","368","40","10","10","material:stone-block×9|material:iron-ingot×5","95","0","3","—","0.5","1","—","—","1","20","0.9","serialized BuildingSO asset","locked"
"building:1060","player-composable-part","Assets/Resources/SO/Building/Modular/H04_목욕통.asset","2x1","637","52","10","10","material:treated-lumber×9|material:iron-ingot×5|material:stone-block×2","135","0","4","—","0.5","1","—","—","1","20","1.2|1.1","serialized BuildingSO asset","locked"
"building:1061","player-composable-part","Assets/Resources/SO/Building/Modular/H05_수건걸이.asset","1x1","90","40","10","10","material:lumber×3|material:iron-ingot×2|material:stone-block×2","60","0","1","—","0.5","—","—","—","—","—","—","serialized BuildingSO asset","locked"
"building:1062","player-composable-part","Assets/Resources/SO/Building/Modular/H06_청소도구함.asset","1x1","153","40","10","10","material:treated-lumber×4|material:iron-ingot×2|material:stone-block×2","60","0","1","—","0.5","—","—","—","—","—","—","serialized BuildingSO asset","locked"
"building:1063","player-composable-part","Assets/Resources/SO/Building/Modular/H07_바닥배수구.asset","1x1","368","40","10","10","material:stone-block×9|material:iron-ingot×5","85","0","2","—","0.5","1","—","—","—","20","—","serialized BuildingSO asset","locked"
"building:1073","player-composable-part","Assets/Resources/SO/Building/Modular/P01_제분소.asset","2x1","312","36","6","10","material:treated-lumber×6|material:iron-ingot×4|material:stone-block×2|component:machine-parts×2","110","0","3","1","0.5","24|96|48|64|120|16|1","4","4","—","25","—","serialized BuildingSO asset","locked"
"building:1074","player-composable-part","Assets/Resources/SO/Building/Modular/P02_양조장.asset","2x1","312","36","6","10","material:treated-lumber×5|material:iron-ingot×3|component:machine-parts×3","135","0","4","1","0.5","24|96|48|64|120|16|1","4","4","—","25","—","serialized BuildingSO asset","locked"
"building:1075","player-composable-part","Assets/Resources/SO/Building/Modular/P03_제재소.asset","3x1","384","44","6","10","material:treated-lumber×10|material:iron-ingot×6|material:stone-block×2|component:machine-parts×1","125","0","3","1","0.5","24|96|48|64|120|16|1","4","4","—","25","—","serialized BuildingSO asset","locked"
"building:1076","player-composable-part","Assets/Resources/SO/Building/Modular/P04_숯가마.asset","2x1","318","36","6","10","material:stone-block×6|material:iron-ingot×4|component:machine-parts×3","135","0","4","1","0.5","24|96|48|64|120|16|1","4","4","—","25","—","serialized BuildingSO asset","locked"
"building:1077","player-composable-part","Assets/Resources/SO/Building/Modular/P05_석재절단대.asset","2x1","312","36","6","10","material:treated-lumber×6|material:iron-ingot×4|material:stone-block×2|component:machine-parts×2","110","0","3","1","0.5","24|96|48|64|120|16|1","4","4","—","25","—","serialized BuildingSO asset","locked"
"building:1078","player-composable-part","Assets/Resources/SO/Building/Modular/P06_광석선별대.asset","2x1","312","36","6","10","material:lumber×6|material:iron-ingot×2|component:machine-parts×3","135","0","4","1","0.5","24|96|48|64|120|16|1","4","4","—","25","—","serialized BuildingSO asset","locked"
"building:1079","player-composable-part","Assets/Resources/SO/Building/Modular/P07_용광로.asset","2x1","318","36","6","10","material:stone-block×6|material:iron-ingot×4|component:machine-parts×3","135","0","4","1","0.5","24|96|48|64|120|16|1","4","4","—","25","—","serialized BuildingSO asset","locked"
"building:1080","player-composable-part","Assets/Resources/SO/Building/Modular/P08_제강로.asset","3x1","585","44","6","10","material:stone-block×6|material:iron-ingot×4|component:machine-parts×2|tool:alloy-crucible×1","150","0","4","1","0.5","24|96|48|64|120|16|1","4","4","—","25","—","serialized BuildingSO asset","locked"
"building:1081","player-composable-part","Assets/Resources/SO/Building/Modular/P09_귀금세공대.asset","2x1","468","36","6","10","material:treated-lumber×6|material:iron-ingot×4|material:stone-block×2|component:machine-parts×2|component:precision-parts×1","160","0","5","1","0.5","24|96|48|64|120|16|1","4","4","—","25","—","serialized BuildingSO asset","locked"
"building:1082","player-composable-part","Assets/Resources/SO/Building/Modular/P10_비전단조대.asset","3x1","603","144","22","10","material:stone-block×6|component:rune-conductor×3|material:iron-ingot×2|component:machine-parts×2|component:precision-parts×1|material:mana-alloy×1|tool:mana-probe×1","175","0","5","1","0.5","24|96|48|64|120|16|1","4","4","—","25","—","serialized BuildingSO asset","locked"
"building:1083","player-composable-part","Assets/Resources/SO/Building/Modular/P11_직조기.asset","2x1","312","36","6","10","material:treated-lumber×6|material:iron-ingot×4|material:stone-block×2|component:machine-parts×2","110","0","3","1","0.5","24|96|48|64|120|16|1","4","4","—","25","—","serialized BuildingSO asset","locked"
"building:1084","player-composable-part","Assets/Resources/SO/Building/Modular/P12_무두질대.asset","2x1","312","36","6","10","material:treated-lumber×6|material:iron-ingot×4|material:stone-block×2|component:machine-parts×2","110","0","3","1","0.5","24|96|48|64|120|16|1","4","4","—","25","—","serialized BuildingSO asset","locked"
"building:1085","player-composable-part","Assets/Resources/SO/Building/Modular/P13_퇴비장.asset","2x1","312","52","10","10","material:lumber×4|material:iron-ingot×3|component:machine-parts×2|material:stone-block×2","110","0","3","1","0.5","24|96|48|64|120|16|1","4","4","—","25","—","serialized BuildingSO asset","locked"
"building:1086","player-composable-part","Assets/Resources/SO/Building/Modular/P14_증류기.asset","2x1","486","36","6","10","material:stone-block×6|component:rune-conductor×2|material:iron-ingot×2|component:machine-parts×2","135","0","4","1","0.5","24|96|48|64|120|16|1","4","4","—","25","—","serialized BuildingSO asset","locked"
"building:1087","player-composable-part","Assets/Resources/SO/Building/Modular/P15_조리대.asset","2x1","312","36","6","10","material:treated-lumber×6|material:iron-ingot×4|material:stone-block×2|component:machine-parts×2","110","0","3","1","0.5","24|96|48|64|120|16|1","4","4","—","25","—","serialized BuildingSO asset","locked"
"building:1088","player-composable-part","Assets/Resources/SO/Building/Modular/P16_훈연대.asset","2x1","318","36","6","10","material:stone-block×6|material:iron-ingot×4|component:machine-parts×3","135","0","4","1","0.5","24|96|48|64|120|16|1","4","4","—","25","—","serialized BuildingSO asset","locked"
"building:1089","player-composable-part","Assets/Resources/SO/Building/Modular/P17_사료배합대.asset","2x1","312","36","6","10","material:treated-lumber×6|material:iron-ingot×4|material:stone-block×2|component:machine-parts×2","110","0","3","1","0.5","24|96|48|64|120|16|1","4","4","—","25","—","serialized BuildingSO asset","locked"
"building:1090","player-composable-part","Assets/Resources/SO/Building/Modular/P18_약제대.asset","2x1","312","36","6","10","material:treated-lumber×4|material:iron-ingot×3|component:machine-parts×3","135","0","4","1","0.5","24|96|48|64|120|16|1","4","4","—","25","—","serialized BuildingSO asset","locked"
"building:1091","player-composable-part","Assets/Resources/SO/Building/Modular/P19_연금대.asset","2x1","486","116","22","10","material:stone-block×6|component:rune-conductor×3|material:iron-ingot×2|component:machine-parts×2|component:engineering-drawing×1","135","0","4","1","0.5","1|24|96|48|64|120|16","4","4","—","25","—","serialized BuildingSO asset","locked"
"building:1092","player-composable-part","Assets/Resources/SO/Building/Modular/P20_몽직기.asset","2x1","495","116","22","10","material:stone-block×6|component:rune-conductor×3|material:iron-ingot×2|component:machine-parts×2|component:precision-parts×1|material:mana-alloy×1","160","0","5","1","0.5","24|96|48|64|120|16|1","4","4","—","25","—","serialized BuildingSO asset","locked"
"building:1093","player-composable-part","Assets/Resources/SO/Building/Modular/P21_대장간.asset","3x1","576","44","6","10","material:treated-lumber×7|material:iron-ingot×5|material:stone-block×2|component:machine-parts×1|tool:powered-tool-head×1","125","0","3","1","0.5","24|96|48|64|120|16|1","4","4","—","25","—","serialized BuildingSO asset","locked"
"building:1097","player-composable-part","Assets/Resources/SO/Building/Modular/P25_폐기소각로.asset","2x1","895","92","16","10","material:stone-block×8|material:iron-ingot×8|component:machine-parts×2","110","0","3","1","0.5","1","—","—","—","25","—","serialized BuildingSO asset","locked"
"building:1500","player-composable-part","Assets/Resources/SO/Building/Modular/L08_보호장비보관함.asset","1x1","144","44","10","10","material:treated-lumber×4|material:iron-ingot×2","85","0","2","—","0.5","—","—","—","—","—","—","serialized BuildingSO asset","locked"
