"building_id","asset_classification","source_path","cells","construction_wu","repair_wu","clean_wu","operate_wu","construction_bom","construction_value","construction_cost","maintenance","maintenance_per_game_hour","demolition_refund_rate","facility_capacity","default_batch_capacity","output_buffer_cycles","service_capacity","utility_max_throughput","process_work_seconds","final_value_source","static_status"
"building:8812","player-composable-part","Assets/Resources/SO/Building/ResearchOverhaul/RF12_동맹_신호기.asset","1x1","360","29","8","12","material:stone-block×8|material:steel-ingot×6|component:machine-parts×3|material:cloth×2","0","360","3","—","0.5","1","4","4","—","—","—","serialized BuildingSO asset","locked"
"building:8813","player-composable-part","Assets/Resources/SO/Building/ResearchOverhaul/RF13_균사_재배_선반.asset","1x1","351","21","12","12","supply:inoculated-log×1|material:treated-lumber×12|material:stone-block×8|material:iron-ingot×6|resource:clean-water×12|component:machine-parts×2|material:cloth×4","0","260","2","—","0.5","1","4","4","—","—","—","serialized BuildingSO asset","locked"
"building:8814","player-composable-part","Assets/Resources/SO/Building/ResearchOverhaul/RF14_벌목_키트_걸이.asset","1x1","719","10","8","12","material:lumber×9|material:treated-lumber×5|material:iron-ingot×3|material:rope×3|material:cloth×2","0","130","1","—","0.5","1","4","4","—","—","—","serialized BuildingSO asset","locked"
"building:8815","player-composable-part","Assets/Resources/SO/Building/ResearchOverhaul/RF15_쐐기_도끼_작업대.asset","1x1","612","18","8","12","material:stone-block×12|material:treated-lumber×6|material:iron-ingot×6|component:machine-parts×3|component:engineering-drawing×1","0","220","2","—","0.5","1","4","4","—","—","—","serialized BuildingSO asset","locked"
"building:8816","player-composable-part","Assets/Resources/SO/Building/ResearchOverhaul/RF16_방부_처리_목재대.asset","1x1","360","18","8","12","material:stone-block×8|material:treated-lumber×6|material:iron-ingot×4|component:machine-parts×2|component:engineering-drawing×1","0","220","2","—","0.5","1","4","4","—","—","—","serialized BuildingSO asset","locked"
"building:8817","player-composable-part","Assets/Resources/SO/Building/ResearchOverhaul/RF17_번식_장부대.asset","1x1","234","10","8","12","material:lumber×6|material:treated-lumber×2|material:iron-ingot×3|material:paper×6","0","120","1","—","0.5","1","4","4","—","—","—","serialized BuildingSO asset","locked"
"building:8818","player-composable-part","Assets/Resources/SO/Building/ResearchOverhaul/RF18_혈통_촉진제_선반.asset","1x1","504","18","8","12","material:stone-block×8|material:treated-lumber×6|material:iron-ingot×6|component:machine-parts×3|component:engineering-drawing×1","0","220","2","—","0.5","1","4","4","—","—","—","serialized BuildingSO asset","locked"
"building:8819","player-composable-part","Assets/Resources/SO/Building/ResearchOverhaul/RF19_마구_선반.asset","1x1","719","10","8","12","material:lumber×9|material:treated-lumber×5|material:iron-ingot×3|material:rope×3|material:cloth×2","0","130","1","—","0.5","1","4","4","—","—","—","serialized BuildingSO asset","locked"
"building:8820","player-composable-part","Assets/Resources/SO/Building/ResearchOverhaul/RF20_조련용_고삐_걸이.asset","1x1","719","10","8","12","material:lumber×9|material:treated-lumber×5|material:iron-ingot×3|material:rope×3|material:cloth×2","0","130","1","—","0.5","1","4","4","—","—","—","serialized BuildingSO asset","locked"
"building:8821","player-composable-part","Assets/Resources/SO/Building/ResearchOverhaul/RF21_동력_공구날_연마대.asset","1x1","369","35","8","12","material:stone-block×10|material:steel-ingot×6|component:machine-parts×4|component:precision-parts×1|component:engineering-drawing×1","0","440","4","—","0.5","1","4","4","—","—","—","serialized BuildingSO asset","locked"
"building:8822","player-composable-part","Assets/Resources/SO/Building/ResearchOverhaul/RF22_자동_세척기.asset","1x1","369","35","8","12","material:stone-block×10|material:steel-ingot×6|component:machine-parts×4|component:precision-parts×1|component:engineering-drawing×1","0","440","4","—","0.5","1","4","4","—","—","—","serialized BuildingSO asset","locked"
"building:8823","player-composable-part","Assets/Resources/SO/Building/ResearchOverhaul/RF23_룬_버스_결합기.asset","1x1","369","52","12","12","material:stone-block×16|material:steel-ingot×10|component:precision-parts×6|component:rune-conductor×4|component:mana-shield-plate×2|resource:mana-crystal×4|component:engineering-drawing×2|component:rune-bus-coupler×1","0","650","6","—","0.5","1","4","4","—","—","—","serialized BuildingSO asset","locked"
"building:8824","player-composable-part","Assets/Resources/SO/Building/ResearchOverhaul/RF24_방어시설_장전기.asset","1x1","360","29","8","12","material:stone-block×8|material:steel-ingot×6|component:machine-parts×3|material:cloth×2","0","360","3","—","0.5","1","4","4","—","—","—","serialized BuildingSO asset","locked"
"building:8825","player-composable-part","Assets/Resources/SO/Building/ResearchOverhaul/RF25_시제품_연구실.asset","1x1","360","32","8","12","material:stone-block×6|material:treated-lumber×4|material:steel-ingot×4|component:precision-parts×3|component:engineering-drawing×1","0","400","4","—","0.5","1","4","4","—","—","—","serialized BuildingSO asset","locked"
"building:8826","player-composable-part","Assets/Resources/SO/Building/ResearchOverhaul/RF26_재료_시험기.asset","1x1","360","32","8","12","material:stone-block×6|material:treated-lumber×4|material:steel-ingot×4|component:precision-parts×3|component:engineering-drawing×1","0","400","4","—","0.5","1","4","4","—","—","—","serialized BuildingSO asset","locked"
"building:8827","player-composable-part","Assets/Resources/SO/Building/ResearchOverhaul/RF27_기계_기초대.asset","1x1","369","35","8","12","material:stone-block×10|material:steel-ingot×6|component:machine-parts×4|component:precision-parts×1|component:engineering-drawing×1|component:factory-installation-plan×1","0","440","4","—","0.5","1","4","4","—","—","—","serialized BuildingSO asset","locked"
"building:8828","player-composable-part","Assets/Resources/SO/Building/ResearchOverhaul/RF28_냉각_매니폴드.asset","1x1","369","35","8","12","material:stone-block×10|material:steel-ingot×6|component:machine-parts×4|component:precision-parts×1|component:engineering-drawing×1","0","440","4","—","0.5","1","4","4","—","—","—","serialized BuildingSO asset","locked"
"building:8829","player-composable-part","Assets/Resources/SO/Building/ResearchOverhaul/RF29_유량계.asset","1x1","531","32","8","12","material:stone-block×6|material:treated-lumber×4|material:steel-ingot×4|component:precision-parts×3|component:engineering-drawing×1","0","400","4","—","0.5","1","4","4","—","—","—","serialized BuildingSO asset","locked"
"building:8830","player-composable-part","Assets/Resources/SO/Building/ResearchOverhaul/RF30_정비_부품함.asset","1x1","369","35","8","12","material:stone-block×10|material:steel-ingot×6|component:machine-parts×4|component:precision-parts×1|component:engineering-drawing×1","0","440","4","—","0.5","1","4","4","—","—","—","serialized BuildingSO asset","locked"
"building:8831","player-composable-part","Assets/Resources/SO/Building/ResearchOverhaul/RF31_전동_선반.asset","1x1","369","35","8","12","material:stone-block×10|material:steel-ingot×6|component:machine-parts×4|component:precision-parts×1|component:engineering-drawing×1","0","440","4","—","0.5","1","4","4","—","—","—","serialized BuildingSO asset","locked"
"building:8832","player-composable-part","Assets/Resources/SO/Building/ResearchOverhaul/RF32_정밀_게이지.asset","1x1","360","32","8","12","material:stone-block×6|material:treated-lumber×4|material:steel-ingot×4|component:precision-parts×3|component:engineering-drawing×1","0","400","4","—","0.5","1","4","4","—","—","—","serialized BuildingSO asset","locked"
"building:8833","player-composable-part","Assets/Resources/SO/Building/ResearchOverhaul/RF33_룬_제어반.asset","1x1","369","52","12","12","material:stone-block×16|material:steel-ingot×10|component:precision-parts×6|component:rune-conductor×4|component:mana-shield-plate×2|resource:mana-crystal×4|component:engineering-drawing×2","0","650","6","—","0.5","1","4","4","—","—","—","serialized BuildingSO asset","locked"
"building:8834","player-composable-part","Assets/Resources/SO/Building/ResearchOverhaul/RF34_무기_도면걸이.asset","1x1","558","10","8","12","material:lumber×9|material:treated-lumber×3|material:iron-ingot×3|material:paper×6","0","120","1","—","0.5","1","4","4","—","—","—","serialized BuildingSO asset","locked"
"building:8835","player-composable-part","Assets/Resources/SO/Building/ResearchOverhaul/RF35_방어구_맞춤대.asset","1x1","360","18","8","12","material:stone-block×8|material:treated-lumber×6|material:iron-ingot×4|component:machine-parts×2|component:engineering-drawing×1","0","220","2","—","0.5","1","4","4","—","—","—","serialized BuildingSO asset","locked"
"building:8836","player-composable-part","Assets/Resources/SO/Building/ResearchOverhaul/RF36_궁시_지그.asset","1x1","360","18","8","12","material:stone-block×8|material:treated-lumber×6|material:iron-ingot×4|component:machine-parts×2|component:engineering-drawing×1","0","220","2","—","0.5","1","4","4","—","—","—","serialized BuildingSO asset","locked"
"building:8837","player-composable-part","Assets/Resources/SO/Building/ResearchOverhaul/RF37_권양_작업대.asset","1x1","369","35","8","12","material:stone-block×10|material:steel-ingot×6|component:machine-parts×4|component:precision-parts×1|component:engineering-drawing×1","0","440","4","—","0.5","1","4","4","—","—","—","serialized BuildingSO asset","locked"
"building:8838","player-composable-part","Assets/Resources/SO/Building/ResearchOverhaul/RF38_사슬_조립틀.asset","1x1","369","35","8","12","material:stone-block×10|material:steel-ingot×6|component:machine-parts×4|component:precision-parts×1|component:engineering-drawing×1","0","440","4","—","0.5","1","4","4","—","—","—","serialized BuildingSO asset","locked"
"building:8839","player-composable-part","Assets/Resources/SO/Building/ResearchOverhaul/RF39_관절_지그.asset","1x1","369","35","8","12","material:stone-block×10|material:steel-ingot×6|component:machine-parts×4|component:precision-parts×1|component:engineering-drawing×1","0","440","4","—","0.5","1","4","4","—","—","—","serialized BuildingSO asset","locked"
"building:8840","player-composable-part","Assets/Resources/SO/Building/ResearchOverhaul/RF40_화약_분쇄소.asset","1x1","360","24","12","12","material:stone-block×10|material:iron-ingot×4|material:treated-lumber×2|component:machine-parts×2|resource:clean-water×2","0","300","3","—","0.5","1","4","4","—","—","—","serialized BuildingSO asset","locked"
"building:8841","player-composable-part","Assets/Resources/SO/Building/ResearchOverhaul/RF41_탄약_압착기.asset","1x1","369","35","8","12","material:stone-block×10|material:steel-ingot×6|component:machine-parts×4|component:precision-parts×1|component:engineering-drawing×1","0","440","4","—","0.5","1","4","4","—","—","—","serialized BuildingSO asset","locked"
"building:8842","player-composable-part","Assets/Resources/SO/Building/ResearchOverhaul/RF42_부품_감정대.asset","1x1","360","32","8","12","material:stone-block×6|material:treated-lumber×4|material:steel-ingot×4|component:precision-parts×3|component:engineering-drawing×1","0","400","4","—","0.5","1","4","4","—","—","—","serialized BuildingSO asset","locked"
"building:8843","player-composable-part","Assets/Resources/SO/Building/ResearchOverhaul/RF43_부품_복원_작업대.asset","1x1","360","32","8","12","material:stone-block×6|material:treated-lumber×4|material:steel-ingot×4|component:precision-parts×3|component:engineering-drawing×1","0","400","4","—","0.5","1","4","4","—","—","—","serialized BuildingSO asset","locked"
"building:8844","player-composable-part","Assets/Resources/SO/Building/ResearchOverhaul/RF44_정밀_장착대.asset","1x1","360","32","8","12","material:stone-block×6|material:treated-lumber×4|material:steel-ingot×4|component:precision-parts×3|component:engineering-drawing×1","0","400","4","—","0.5","1","4","4","—","—","—","serialized BuildingSO asset","locked"
"building:8845","player-composable-part","Assets/Resources/SO/Building/ResearchOverhaul/RF45_성장형_골격_지그.asset","1x1","369","35","8","12","material:stone-block×10|material:steel-ingot×6|component:machine-parts×4|component:precision-parts×1|component:engineering-drawing×1","0","440","4","—","0.5","1","4","4","—","—","—","serialized BuildingSO asset","locked"
"building:8846","player-composable-part","Assets/Resources/SO/Building/ResearchOverhaul/RF46_계측_작업대.asset","1x1","360","32","8","12","material:stone-block×6|material:treated-lumber×4|material:steel-ingot×4|component:precision-parts×3|component:engineering-drawing×1|tool:precision-gauge×1","0","400","4","—","0.5","1","4","4","—","—","—","serialized BuildingSO asset","locked"
"building:8847","player-composable-part","Assets/Resources/SO/Building/ResearchOverhaul/RF47_구성체_핵_공학대.asset","1x1","369","52","12","12","material:stone-block×16|material:steel-ingot×10|component:precision-parts×6|component:rune-conductor×4|component:mana-shield-plate×2|resource:mana-crystal×4|component:engineering-drawing×2|component:golem-core-case×1","0","650","6","—","0.5","1","4","4","—","—","—","serialized BuildingSO asset","locked"
"building:8848","player-composable-part","Assets/Resources/SO/Building/ResearchOverhaul/RF48_배식_운영판.asset","1x1","234","14","8","12","material:treated-lumber×9|material:iron-ingot×2|material:cloth×2|material:paper×3","0","180","1","—","0.5","1","4","4","—","—","—","serialized BuildingSO asset","locked"
"building:8849","player-composable-part","Assets/Resources/SO/Building/ResearchOverhaul/RF49_계절력_기록대.asset","1x1","234","10","8","12","material:lumber×6|material:treated-lumber×2|material:iron-ingot×3|material:paper×6","0","120","1","—","0.5","1","4","4","—","—","—","serialized BuildingSO asset","locked"
"building:8850","player-composable-part","Assets/Resources/SO/Building/ResearchOverhaul/RF50_작물_달력대.asset","1x1","364","10","8","12","material:lumber×9|material:treated-lumber×2|material:iron-ingot×3|material:paper×6","0","120","1","—","0.5","1","4","4","—","—","—","serialized BuildingSO asset","locked"
"building:8851","player-composable-part","Assets/Resources/SO/Building/ResearchOverhaul/RF51_기상_관측탑.asset","1x1","360","19","8","12","material:treated-lumber×8|material:stone-block×4|material:iron-ingot×6|material:cloth×2|component:machine-parts×1","0","240","2","—","0.5","1","4","4","—","—","—","serialized BuildingSO asset","locked"
"building:8852","player-composable-part","Assets/Resources/SO/Building/ResearchOverhaul/RF52_토양_검사대.asset","1x1","522","18","8","12","material:stone-block×8|material:treated-lumber×6|material:iron-ingot×4|component:machine-parts×2|component:engineering-drawing×1","0","220","2","—","0.5","1","4","4","—","—","—","serialized BuildingSO asset","locked"
"building:8853","player-composable-part","Assets/Resources/SO/Building/ResearchOverhaul/RF53_계절_저장_선반.asset","1x1","351","13","8","12","material:lumber×10|material:treated-lumber×4|material:cloth×6|material:stone-block×4|component:sealed-seasonal-container×1","0","160","1","—","0.5","1","4","4","—","—","—","serialized BuildingSO asset","locked"
"building:8854","player-composable-part","Assets/Resources/SO/Building/ResearchOverhaul/RF54_재배_온실.asset","1x1","351","21","12","12","supply:greenhouse-nutrient×1|material:treated-lumber×12|material:stone-block×8|material:iron-ingot×6|resource:clean-water×12|component:machine-parts×2|material:cloth×4","0","260","2","—","0.5","1","4","4","—","—","—","serialized BuildingSO asset","locked"
"building:8855","player-composable-part","Assets/Resources/SO/Building/ResearchOverhaul/RF55_번식_일정_축사.asset","1x1","552","13","8","12","material:lumber×15|material:treated-lumber×6|material:cloth×9|material:stone-block×4","0","160","1","—","0.5","1","4","4","—","—","—","serialized BuildingSO asset","locked"
"building:8856","player-composable-part","Assets/Resources/SO/Building/ResearchOverhaul/RF56_기후_제어실.asset","1x1","531","34","8","12","material:stone-block×12|material:steel-ingot×8|component:machine-parts×4|component:precision-parts×4|component:engineering-drawing×2|component:climate-control-manifold×1","0","420","4","—","0.5","1","4","4","—","—","—","serialized BuildingSO asset","locked"
"building:8857","player-composable-part","Assets/Resources/SO/Building/ResearchOverhaul/RF57_가구_등록대.asset","1x1","558","10","8","12","material:lumber×9|material:treated-lumber×3|material:iron-ingot×3|material:paper×6","0","120","1","—","0.5","1","4","4","—","—","—","serialized BuildingSO asset","locked"
"building:8858","player-composable-part","Assets/Resources/SO/Building/ResearchOverhaul/RF58_보육실.asset","1x1","276","13","8","12","material:lumber×15|material:treated-lumber×6|material:cloth×6|material:stone-block×4","0","160","1","—","0.5","1","4","4","—","—","—","serialized BuildingSO asset","locked"
"building:8859","player-composable-part","Assets/Resources/SO/Building/ResearchOverhaul/RF59_산과실.asset","1x1","351","26","12","12","material:stone-block×10|material:treated-lumber×6|material:steel-ingot×4|textile:sterile-cloth×4|component:machine-parts×2|resource:clean-water×8","0","320","3","—","0.5","1","4","4","—","—","—","serialized BuildingSO asset","locked"
"building:8860","player-composable-part","Assets/Resources/SO/Building/ResearchOverhaul/RF60_교실.asset","1x1","552","13","8","12","material:lumber×15|material:treated-lumber×6|material:cloth×9|material:stone-block×4","0","160","1","—","0.5","1","4","4","—","—","—","serialized BuildingSO asset","locked"
"building:8861","player-composable-part","Assets/Resources/SO/Building/ResearchOverhaul/RF61_도제_작업대.asset","1x1","504","18","8","12","material:stone-block×8|material:treated-lumber×6|material:iron-ingot×6|component:machine-parts×3|component:engineering-drawing×1","0","220","2","—","0.5","1","4","4","—","—","—","serialized BuildingSO asset","locked"
"building:8862","player-composable-part","Assets/Resources/SO/Building/ResearchOverhaul/RF62_계보_관리실.asset","1x1","558","10","8","12","material:lumber×9|material:treated-lumber×3|material:iron-ingot×3|material:paper×6","0","120","1","—","0.5","1","4","4","—","—","—","serialized BuildingSO asset","locked"
"building:8863","player-composable-part","Assets/Resources/SO/Building/ResearchOverhaul/RF63_노화_평가대.asset","1x1","639","26","12","12","material:stone-block×10|material:treated-lumber×6|material:steel-ingot×4|textile:sterile-cloth×4|component:machine-parts×2|resource:clean-water×8","0","320","3","—","0.5","1","4","4","—","—","—","serialized BuildingSO asset","locked"
"building:8864","player-composable-part","Assets/Resources/SO/Building/ResearchOverhaul/RF64_연령_계측기.asset","1x1","666","34","8","12","material:stone-block×12|material:steel-ingot×8|component:machine-parts×4|component:precision-parts×4|component:engineering-drawing×2","0","420","4","—","0.5","1","4","4","—","—","—","serialized BuildingSO asset","locked"
"building:8865","player-composable-part","Assets/Resources/SO/Building/ResearchOverhaul/RF65_노인_병상.asset","1x1","639","26","12","12","material:stone-block×10|material:treated-lumber×6|material:steel-ingot×4|textile:sterile-cloth×4|component:machine-parts×2|resource:clean-water×8","0","320","3","—","0.5","1","4","4","—","—","—","serialized BuildingSO asset","locked"
"building:8866","player-composable-part","Assets/Resources/SO/Building/ResearchOverhaul/RF66_만성_관리실.asset","1x1","639","26","12","12","material:stone-block×10|material:treated-lumber×6|material:steel-ingot×4|textile:sterile-cloth×4|component:machine-parts×2|resource:clean-water×8","0","320","3","—","0.5","1","4","4","—","—","—","serialized BuildingSO asset","locked"
"building:8867","player-composable-part","Assets/Resources/SO/Building/ResearchOverhaul/RF67_재생_배양조.asset","1x1","369","52","12","12","material:stone-block×16|material:steel-ingot×10|component:precision-parts×6|component:rune-conductor×4|component:mana-shield-plate×2|resource:mana-crystal×4|component:engineering-drawing×2","0","650","6","—","0.5","1","4","4","—","—","—","serialized BuildingSO asset","locked"
"building:8868","player-composable-part","Assets/Resources/SO/Building/ResearchOverhaul/RF68_장기_재생_수술실.asset","1x1","675","52","12","12","material:stone-block×16|material:steel-ingot×10|component:precision-parts×6|component:rune-conductor×4|component:mana-shield-plate×2|resource:mana-crystal×4|component:engineering-drawing×2","0","650","6","—","0.5","1","4","4","—","20","—","serialized BuildingSO asset","locked"
"building:8869","player-composable-part","Assets/Resources/SO/Building/ResearchOverhaul/RF69_회춘_수혈실.asset","1x1","675","52","12","12","material:stone-block×16|material:steel-ingot×10|component:precision-parts×6|component:rune-conductor×4|component:mana-shield-plate×2|resource:mana-crystal×4|component:engineering-drawing×2","0","650","6","—","0.5","1","4","4","—","20","—","serialized BuildingSO asset","locked"
"building:8870","player-composable-part","Assets/Resources/SO/Building/ResearchOverhaul/RF70_룬_동면실.asset","1x1","675","52","12","12","material:stone-block×16|material:steel-ingot×10|component:precision-parts×6|component:rune-conductor×4|component:mana-shield-plate×2|resource:mana-crystal×4|component:engineering-drawing×2","0","650","6","—","0.5","1","4","4","—","20","—","serialized BuildingSO asset","locked"
"building:8871","player-composable-part","Assets/Resources/SO/Building/ResearchOverhaul/RF71_전신_재생조.asset","1x1","675","52","12","12","material:stone-block×16|material:steel-ingot×10|component:precision-parts×6|component:rune-conductor×4|component:mana-shield-plate×2|resource:mana-crystal×4|component:engineering-drawing×2","0","650","6","—","0.5","1","4","4","—","20","—","serialized BuildingSO asset","locked"
"building:8872","player-composable-part","Assets/Resources/SO/Building/ResearchOverhaul/RF72_시간_고정실.asset","1x1","675","52","12","12","material:stone-block×16|material:steel-ingot×10|component:precision-parts×6|component:rune-conductor×4|component:mana-shield-plate×2|resource:mana-crystal×4|component:engineering-drawing×2","0","650","6","—","0.5","1","4","4","—","20","—","serialized BuildingSO asset","locked"
"building:8873","player-composable-part","Assets/Resources/SO/Building/ResearchOverhaul/RF73_감염_진단대.asset","1x1","639","26","12","12","material:stone-block×10|material:treated-lumber×6|material:steel-ingot×4|textile:sterile-cloth×4|component:machine-parts×2|resource:clean-water×8","0","320","3","—","0.5","1","4","4","—","—","—","serialized BuildingSO asset","locked"
"building:8874","player-composable-part","Assets/Resources/SO/Building/ResearchOverhaul/RF74_격리_병동.asset","1x1","351","26","12","12","material:stone-block×10|material:treated-lumber×6|material:steel-ingot×4|textile:sterile-cloth×4|component:machine-parts×2|resource:clean-water×8","0","320","3","—","0.5","1","4","4","—","—","—","serialized BuildingSO asset","locked"
"building:8875","player-composable-part","Assets/Resources/SO/Building/ResearchOverhaul/RF75_혈청_검사대.asset","1x1","666","34","8","12","material:stone-block×12|material:steel-ingot×8|component:machine-parts×4|component:precision-parts×4|component:engineering-drawing×2","0","420","4","—","0.5","1","4","4","—","—","—","serialized BuildingSO asset","locked"
"building:8876","player-composable-part","Assets/Resources/SO/Building/ResearchOverhaul/RF76_백신_연구실.asset","1x1","369","34","8","12","material:stone-block×12|material:steel-ingot×8|component:machine-parts×4|component:precision-parts×4|component:engineering-drawing×2","0","420","4","—","0.5","1","4","4","—","—","—","serialized BuildingSO asset","locked"
"building:8877","player-composable-part","Assets/Resources/SO/Building/ResearchOverhaul/RF77_역학_상황판.asset","1x1","558","10","8","12","material:lumber×9|material:treated-lumber×3|material:iron-ingot×3|material:paper×6","0","120","1","—","0.5","1","4","4","—","—","—","serialized BuildingSO asset","locked"
"building:8878","player-composable-part","Assets/Resources/SO/Building/ResearchOverhaul/RF78_유전_기록고.asset","1x1","558","10","8","12","material:lumber×9|material:treated-lumber×3|material:iron-ingot×3|material:paper×6","0","120","1","—","0.5","1","4","4","—","—","—","serialized BuildingSO asset","locked"
"building:8879","player-composable-part","Assets/Resources/SO/Building/ResearchOverhaul/RF79_형질_분석기.asset","1x1","369","52","12","12","material:stone-block×16|material:steel-ingot×10|component:precision-parts×6|component:rune-conductor×4|component:mana-shield-plate×2|resource:mana-crystal×4|component:engineering-drawing×2","0","650","6","—","0.5","1","4","4","—","—","—","serialized BuildingSO asset","locked"
"building:8880","player-composable-part","Assets/Resources/SO/Building/ResearchOverhaul/RF80_유전_상담실.asset","1x1","738","26","12","12","material:stone-block×10|material:treated-lumber×6|material:steel-ingot×4|textile:sterile-cloth×4|component:machine-parts×2|resource:clean-water×8","0","320","3","—","0.5","1","4","4","—","—","—","serialized BuildingSO asset","locked"
"building:8881","player-composable-part","Assets/Resources/SO/Building/ResearchOverhaul/RF81_교차계통_배양기.asset","1x1","369","52","12","12","material:stone-block×16|material:steel-ingot×10|component:precision-parts×6|component:rune-conductor×4|component:mana-shield-plate×2|resource:mana-crystal×4|component:engineering-drawing×2","0","650","6","—","0.5","1","4","4","—","—","—","serialized BuildingSO asset","locked"
"building:8882","player-composable-part","Assets/Resources/SO/Building/ResearchOverhaul/RF82_방_배정대.asset","1x1","240","10","8","12","material:lumber×6|material:treated-lumber×2|material:iron-ingot×3|material:paper×6|component:room-partition-kit×1","0","120","1","—","0.5","1","4","4","—","—","—","serialized BuildingSO asset","locked"
"building:8883","player-composable-part","Assets/Resources/SO/Building/ResearchOverhaul/RF83_가족실_칸막이.asset","1x1","63","13","8","12","material:lumber×10|material:treated-lumber×4|material:cloth×6|material:stone-block×4|component:room-partition-kit×1","0","160","1","—","0.5","1","4","4","—","—","—","serialized BuildingSO asset","locked"
"building:8884","player-composable-part","Assets/Resources/SO/Building/ResearchOverhaul/RF84_보호자_등록소.asset","1x1","558","10","8","12","material:lumber×9|material:treated-lumber×3|material:iron-ingot×3|material:paper×6","0","120","1","—","0.5","1","4","4","—","—","—","serialized BuildingSO asset","locked"
"building:8885","player-composable-part","Assets/Resources/SO/Building/ResearchOverhaul/RF85_상담실.asset","1x1","234","13","8","12","material:lumber×15|material:treated-lumber×6|material:cloth×6|material:stone-block×4","0","160","1","—","0.5","1","4","4","—","—","—","serialized BuildingSO asset","locked"
"building:8886","player-composable-part","Assets/Resources/SO/Building/ResearchOverhaul/RF86_시신_처리대.asset","1x1","414","26","12","12","material:stone-block×10|material:treated-lumber×6|material:steel-ingot×4|textile:sterile-cloth×4|component:machine-parts×2|resource:clean-water×8","0","320","3","—","0.5","1","4","4","—","—","—","serialized BuildingSO asset","locked"
