"building_id","asset_classification","source_path","cells","construction_wu","repair_wu","clean_wu","operate_wu","construction_bom","construction_value","construction_cost","maintenance","maintenance_per_game_hour","demolition_refund_rate","facility_capacity","default_batch_capacity","output_buffer_cycles","service_capacity","utility_max_throughput","process_work_seconds","final_value_source","static_status"
"building:1713","player-composable-part","Assets/Resources/SO/Building/ServiceRooms/SR14_분리 계산대.asset","2x1","89","42","10","10","material:lumber×6|material:iron-ingot×1","24","0","1","—","0.5","—","—","—","—","—","—","serialized BuildingSO asset","locked"
"building:1714","player-composable-part","Assets/Resources/SO/Building/ServiceRooms/SR15_자동 객실 배정판.asset","1x1","522","40","10","10","material:treated-lumber×4|material:steel-ingot×3|component:machine-parts×2|component:precision-parts×1","40","0","2","—","0.5","—","—","—","—","—","—","serialized BuildingSO asset","locked"
"building:1715","player-composable-part","Assets/Resources/SO/Building/ServiceRooms/SR16_자동 급배수 제어기.asset","1x1","522","40","10","10","material:treated-lumber×4|material:steel-ingot×3|component:machine-parts×2|component:precision-parts×1","40","0","2","—","0.5","—","—","—","—","—","—","serialized BuildingSO asset","locked"
"building:5","player-composable-part","Assets/Resources/SO/Building/WeaponStore.asset","6x1","48","20","12.5","10","material:lumber×4","—","—","—","—","—","2","—","—","—","—","—","serialized BuildingSO asset","locked"
"building:6","player-composable-part","Assets/Resources/SO/Building/HamburgerStore.asset","4x1","36","16","10","10","material:lumber×3","—","—","—","—","—","3","—","—","—","—","—","serialized BuildingSO asset","locked"
"building:9501","player-composable-part","Assets/Resources/SO/Building/Medical/M01_응급처치대.asset","2x1","809","8","8","12","material:lumber×5","0","80","1","—","0.5","1","—","—","1","20","1.8","serialized BuildingSO asset","locked"
"building:9502","player-composable-part","Assets/Resources/SO/Building/Medical/M02_해부대.asset","2x1","809","9.6","8","12","material:lumber×6","0","110","1","—","0.5","1","—","—","—","20","—","serialized BuildingSO asset","locked"
"building:9503","player-composable-part","Assets/Resources/SO/Building/Medical/M03_외과수술대.asset","3x1","971","14.400001","8","12","material:lumber×11","0","180","1","—","0.5","1","—","—","—","20","1.8","serialized BuildingSO asset","locked"
"building:9504","player-composable-part","Assets/Resources/SO/Building/Medical/M04_세정대.asset","1x1","620","8","8","12","material:lumber×5","0","95","1","—","0.5","1","—","—","—","—","—","serialized BuildingSO asset","locked"
"building:9505","player-composable-part","Assets/Resources/SO/Building/Medical/M05_마취장치.asset","1x1","657","8.400001","8","12","material:steel-ingot×5","0","125","2","—","0.5","1","—","—","—","—","1","serialized BuildingSO asset","locked"
"building:9506","player-composable-part","Assets/Resources/SO/Building/Medical/M06_보철조립대.asset","2x1","855","12.8","8","12","material:steel-ingot×6","0","165","1","—","0.5","1","3","3","—","—","—","serialized BuildingSO asset","locked"
"building:9507","player-composable-part","Assets/Resources/SO/Building/Medical/M07_재활보조대.asset","2x1","637","10.8","8","12","material:steel-ingot×6","0","135","1","—","0.5","1","—","—","—","20","1.8","serialized BuildingSO asset","locked"
"building:9508","player-composable-part","Assets/Resources/SO/Building/Medical/M08_장기보관함.asset","1x1","657","11.6","8","12","material:steel-ingot×7","0","190","2","—","0.5","1","—","—","—","—","1","serialized BuildingSO asset","locked"
"building:9509","player-composable-part","Assets/Resources/SO/Building/Medical/M09_순환이식대.asset","3x1","1053","19.2","8","12","material:steel-ingot×11","0","290","1","—","0.5","1","—","—","—","20","1.8","serialized BuildingSO asset","locked"
"building:9510","player-composable-part","Assets/Resources/SO/Building/Medical/M10_면역조절기.asset","1x1","657","14.400001","8","12","material:steel-ingot×9","0","230","2","—","0.5","1","—","—","—","20","1","serialized BuildingSO asset","locked"
"building:9511","player-composable-part","Assets/Resources/SO/Building/Medical/M11_격리회복침상.asset","2x1","855","14","8","12","material:steel-ingot×8","0","210","1","—","0.5","1","—","—","—","20","1.8","serialized BuildingSO asset","locked"
"building:9512","player-composable-part","Assets/Resources/SO/Building/Medical/M12_비전개조대.asset","3x1","1422","25.6","8","12","component:rune-conductor×20","0","420","2","—","0.5","1","—","—","—","20","1.8|1","serialized BuildingSO asset","locked"
"building:9513","player-composable-part","Assets/Resources/SO/Building/Medical/M13_룬봉합기.asset","1x1","738","17.2","8","12","component:rune-conductor×11","0","280","2","—","0.5","1","—","—","—","—","1","serialized BuildingSO asset","locked"
"building:9601","player-composable-part","Assets/Resources/SO/Building/Combat/C01_WoodBarricade.asset","1x1","476","8.4","4","10","material:lumber×5","0","45","0","—","0.5","0","—","—","—","—","—","serialized BuildingSO asset","locked"
"building:9602","player-composable-part","Assets/Resources/SO/Building/Combat/C02_SackBulwark.asset","1x1","458","11.9","4","10","material:cloth×6","0","70","0","—","0.5","0","—","—","—","—","—","serialized BuildingSO asset","locked"
"building:9603","player-composable-part","Assets/Resources/SO/Building/Combat/C03_ArrowScreen.asset","1x1","463","14.7","4","10","material:lumber×8","0","95","0","—","0.5","0","—","—","—","—","—","serialized BuildingSO asset","locked"
