"stable_id","display_name","source_declared_function","combat_and_production_evidence","portfolio_commitment","same_era_alternative_candidates","activation_and_loadout_receipt","ammunition_condition_and_logistics_pressure","counter_or_reconfiguration","status"
"equipment-item:weapon:heavy-matchlock","중화승총","무기의 공격 방식·사거리·피해 특성을 전투 행동에 연결한다. 작성 목적은 '중화승총 전투 장비'이다. 게임 규칙은 tier 3; module ProjectileVerb로 구성된다.","종류 Melee Weapon; 시대 3; tier 3; 손 2; 사거리 28; 범위 프로필 [{""accuracyMultiplier"":1,""band"":2,""damageMultiplier"":1.28},{""accuracyMultiplier"":0.82,""band"":3,""damageMultiplier"":1.12}]; 모드 원본 모드 플래그 없음; 탄약 [""ammo:paper-cartridge"",""ammo:smoke-cartridge"",""ammo:armor-piercing-cartridge"",""ammo:scatter-cartridge"",""ammo:rune-cartridge"",""ammo:signal-flare""]; 연구 research:equipment:pressure-barrels; 제작 재료 []; 부품 [{""amount"":1,""itemId"":""component:growth-frame""},{""amount"":1,""itemId"":""component:machine-parts""},{""amount"":1,""itemId"":""component:precision-parts""},{""amount"":1,""itemId"":""component:engineering-drawing""},{""amount"":1,""itemId"":""material:barrel-steel""}]; 작업 248; 질량 8.4; effects []","Melee Weapon의 사거리·손 점유·사용 모드·탄약 계통을 이 무기에 배정한다. 원본 모드 플래그 없음 운용을 위해 같은 재료·제작 노동·운반 적재·숙련·보급을 다른 무기 계열보다 우선한다.","비교 후보(대체 가능성 미검증): CombatWeaponSO:equipment-item:weapon:siege-arbalest, CombatWeaponSO:equipment-item:weapon:shotgun","연구 research:equipment:pressure-barrels와 제작 재료·부품·작업을 충족해 equipment weapon:heavy-matchlock / item equipment-item:weapon:heavy-matchlock를 확보하고, 손 2와 슬롯 3에 장착한 뒤 원본 모드 플래그 없음 중 필요한 전투 명령으로 실제 사용한다.","탄약 [""ammo:paper-cartridge"",""ammo:smoke-cartridge"",""ammo:armor-piercing-cartridge"",""ammo:scatter-cartridge"",""ammo:rune-cartridge"",""ammo:signal-flare""]; 탄창 1; 재장전 14; 내구 100; 오발 상한 0.2; 연기 10이 원정 적재·보급·수리·환기와 연결된다.","대상·지형·보급 환경이 바뀌면 장착을 해제해 병기고로 회수하고, 실제 비교 후보 무기와 탄약·손 점유를 재조합한다. 탄약 소모·수리·오발·연기·저장 중복은 구현 전 자동 감사로 고정한다.","전수 설계; effects·명중·피해·탄약 소모·수리·저장·수치 검증 OPEN"
"equipment-item:weapon:javelin","투창","무기의 공격 방식·사거리·피해 특성을 전투 행동에 연결한다. 작성 목적은 '투창 전투 장비'이다. 게임 규칙은 tier 0; module RecoverableThrowVerb로 구성된다.","종류 Melee Weapon; 시대 0; tier 0; 손 1; 사거리 11; 범위 프로필 [{""accuracyMultiplier"":0.75,""band"":0,""damageMultiplier"":0.75},{""accuracyMultiplier"":1,""band"":1,""damageMultiplier"":1},{""accuracyMultiplier"":0.75,""band"":2,""damageMultiplier"":0.85}]; 모드 원본 모드 플래그 없음; 탄약 탄약 없음; 연구 ; 제작 재료 []; 부품 []; 작업 48; 질량 2; effects []","Melee Weapon의 사거리·손 점유·사용 모드·탄약 계통을 이 무기에 배정한다. 원본 모드 플래그 없음 운용을 위해 같은 재료·제작 노동·운반 적재·숙련·보급을 다른 무기 계열보다 우선한다.","비교 후보(대체 가능성 미검증): CombatWeaponSO:equipment-item:weapon:dagger, CombatWeaponSO:equipment-item:weapon:spear","연구 와 제작 재료·부품·작업을 충족해 equipment weapon:javelin / item equipment-item:weapon:javelin를 확보하고, 손 1와 슬롯 0에 장착한 뒤 원본 모드 플래그 없음 중 필요한 전투 명령으로 실제 사용한다.","탄약 탄약 없음; 탄창 0; 재장전 0; 내구 100; 오발 상한 0; 연기 0이 원정 적재·보급·수리·환기와 연결된다.","대상·지형·보급 환경이 바뀌면 장착을 해제해 병기고로 회수하고, 실제 비교 후보 무기와 탄약·손 점유를 재조합한다. 탄약 소모·수리·오발·연기·저장 중복은 구현 전 자동 감사로 고정한다.","전수 설계; effects·명중·피해·탄약 소모·수리·저장·수치 검증 OPEN"
"equipment-item:weapon:longbow","장궁","무기의 공격 방식·사거리·피해 특성을 전투 행동에 연결한다. 작성 목적은 '장궁 전투 장비'이다. 게임 규칙은 tier 1; module ProjectileVerb로 구성된다.","종류 Melee Weapon; 시대 1; tier 1; 손 2; 사거리 18; 범위 프로필 [{""accuracyMultiplier"":0.2,""band"":0,""damageMultiplier"":0.5},{""accuracyMultiplier"":0.85,""band"":1,""damageMultiplier"":0.9},{""accuracyMultiplier"":1,""band"":2,""damageMultiplier"":1},{""accuracyMultiplier"":0.72,""band"":3,""damageMultiplier"":0.9}]; 모드 원본 모드 플래그 없음; 탄약 [""ammo:arrow"",""ammo:arrow-bone"",""ammo:arrow-iron"",""ammo:arrow-steel"",""ammo:arrow-rune"",""ammo:incendiary-arrow""]; 연구 research:equipment:bowyery; 제작 재료 []; 부품 [{""amount"":1,""itemId"":""material:bowstring""},{""amount"":1,""itemId"":""material:rope""}]; 작업 112; 질량 2.1; effects []","Melee Weapon의 사거리·손 점유·사용 모드·탄약 계통을 이 무기에 배정한다. 원본 모드 플래그 없음 운용을 위해 같은 재료·제작 노동·운반 적재·숙련·보급을 다른 무기 계열보다 우선한다.","비교 후보(대체 가능성 미검증): CombatWeaponSO:equipment-item:weapon:longsword, CombatWeaponSO:equipment-item:weapon:mace, CombatWeaponSO:equipment-item:weapon:shortbow, CombatWeaponSO:equipment-item:weapon:crossbow, CombatWeaponSO:equipment-item:weapon:throwing-axe, CombatWeaponSO:equipment-item:weapon:falchion, CombatWeaponSO:equipment-item:weapon:warhammer, CombatWeaponSO:equipment-item:weapon:halberd, CombatWeaponSO:equipment-item:weapon:greatsword, CombatWeaponSO:equipment-item:weapon:composite-bow, CombatWeaponSO:equipment-item:weapon:windlass-crossbow, CombatWeaponSO:equipment-item:weapon:repeating-crossbow 외 2개","연구 research:equipment:bowyery와 제작 재료·부품·작업을 충족해 equipment weapon:longbow / item equipment-item:weapon:longbow를 확보하고, 손 2와 슬롯 1에 장착한 뒤 원본 모드 플래그 없음 중 필요한 전투 명령으로 실제 사용한다.","탄약 [""ammo:arrow"",""ammo:arrow-bone"",""ammo:arrow-iron"",""ammo:arrow-steel"",""ammo:arrow-rune"",""ammo:incendiary-arrow""]; 탄창 1; 재장전 1; 내구 100; 오발 상한 0; 연기 0이 원정 적재·보급·수리·환기와 연결된다.","대상·지형·보급 환경이 바뀌면 장착을 해제해 병기고로 회수하고, 실제 비교 후보 무기와 탄약·손 점유를 재조합한다. 탄약 소모·수리·오발·연기·저장 중복은 구현 전 자동 감사로 고정한다.","전수 설계; effects·명중·피해·탄약 소모·수리·저장·수치 검증 OPEN"
"equipment-item:weapon:longsword","장검","무기의 공격 방식·사거리·피해 특성을 전투 행동에 연결한다. 작성 목적은 '장검 전투 장비'이다. 다른 콘텐츠 1개가 이 정의를 참조한다. 게임 규칙은 tier 1; module MeleeStrikeVerb로 구성된다.","종류 Melee Weapon; 시대 1; tier 1; 손 1; 사거리 1; 범위 프로필 [{""accuracyMultiplier"":1,""band"":0,""damageMultiplier"":1}]; 모드 원본 모드 플래그 없음; 탄약 탄약 없음; 연구 research:equipment:weapon-patterns; 제작 재료 []; 부품 [{""amount"":1,""itemId"":""component:growth-frame""}]; 작업 72; 질량 1.8; effects []","Melee Weapon의 사거리·손 점유·사용 모드·탄약 계통을 이 무기에 배정한다. 원본 모드 플래그 없음 운용을 위해 같은 재료·제작 노동·운반 적재·숙련·보급을 다른 무기 계열보다 우선한다.","비교 후보(대체 가능성 미검증): CombatWeaponSO:equipment-item:weapon:mace, CombatWeaponSO:equipment-item:weapon:shortbow, CombatWeaponSO:equipment-item:weapon:longbow, CombatWeaponSO:equipment-item:weapon:crossbow, CombatWeaponSO:equipment-item:weapon:throwing-axe, CombatWeaponSO:equipment-item:weapon:falchion, CombatWeaponSO:equipment-item:weapon:warhammer, CombatWeaponSO:equipment-item:weapon:halberd, CombatWeaponSO:equipment-item:weapon:greatsword, CombatWeaponSO:equipment-item:weapon:composite-bow, CombatWeaponSO:equipment-item:weapon:windlass-crossbow, CombatWeaponSO:equipment-item:weapon:repeating-crossbow 외 2개","연구 research:equipment:weapon-patterns와 제작 재료·부품·작업을 충족해 equipment weapon:longsword / item equipment-item:weapon:longsword를 확보하고, 손 1와 슬롯 3에 장착한 뒤 원본 모드 플래그 없음 중 필요한 전투 명령으로 실제 사용한다.","탄약 탄약 없음; 탄창 0; 재장전 0; 내구 100; 오발 상한 0; 연기 0이 원정 적재·보급·수리·환기와 연결된다.","대상·지형·보급 환경이 바뀌면 장착을 해제해 병기고로 회수하고, 실제 비교 후보 무기와 탄약·손 점유를 재조합한다. 탄약 소모·수리·오발·연기·저장 중복은 구현 전 자동 감사로 고정한다.","전수 설계; effects·명중·피해·탄약 소모·수리·저장·수치 검증 OPEN"
"equipment-item:weapon:mace","철퇴","무기의 공격 방식·사거리·피해 특성을 전투 행동에 연결한다. 작성 목적은 '철퇴 전투 장비'이다. 게임 규칙은 tier 1; module MeleeStrikeVerb로 구성된다.","종류 Melee Weapon; 시대 1; tier 1; 손 1; 사거리 1; 범위 프로필 [{""accuracyMultiplier"":0.92,""band"":0,""damageMultiplier"":1.15}]; 모드 원본 모드 플래그 없음; 탄약 탄약 없음; 연구 research:metallurgy:iron; 제작 재료 []; 부품 []; 작업 72; 질량 2.8; effects []","Melee Weapon의 사거리·손 점유·사용 모드·탄약 계통을 이 무기에 배정한다. 원본 모드 플래그 없음 운용을 위해 같은 재료·제작 노동·운반 적재·숙련·보급을 다른 무기 계열보다 우선한다.","비교 후보(대체 가능성 미검증): CombatWeaponSO:equipment-item:weapon:longsword, CombatWeaponSO:equipment-item:weapon:shortbow, CombatWeaponSO:equipment-item:weapon:longbow, CombatWeaponSO:equipment-item:weapon:crossbow, CombatWeaponSO:equipment-item:weapon:throwing-axe, CombatWeaponSO:equipment-item:weapon:falchion, CombatWeaponSO:equipment-item:weapon:warhammer, CombatWeaponSO:equipment-item:weapon:halberd, CombatWeaponSO:equipment-item:weapon:greatsword, CombatWeaponSO:equipment-item:weapon:composite-bow, CombatWeaponSO:equipment-item:weapon:windlass-crossbow, CombatWeaponSO:equipment-item:weapon:repeating-crossbow 외 2개","연구 research:metallurgy:iron와 제작 재료·부품·작업을 충족해 equipment weapon:mace / item equipment-item:weapon:mace를 확보하고, 손 1와 슬롯 1에 장착한 뒤 원본 모드 플래그 없음 중 필요한 전투 명령으로 실제 사용한다.","탄약 탄약 없음; 탄창 0; 재장전 0; 내구 100; 오발 상한 0; 연기 0이 원정 적재·보급·수리·환기와 연결된다.","대상·지형·보급 환경이 바뀌면 장착을 해제해 병기고로 회수하고, 실제 비교 후보 무기와 탄약·손 점유를 재조합한다. 탄약 소모·수리·오발·연기·저장 중복은 구현 전 자동 감사로 고정한다.","전수 설계; effects·명중·피해·탄약 소모·수리·저장·수치 검증 OPEN"
"equipment-item:weapon:mana-lance","마나 랜스","무기의 공격 방식·사거리·피해 특성을 전투 행동에 연결한다. 작성 목적은 '마나 랜스 전투 장비'이다. 게임 규칙은 tier 4; module MeleeStrikeVerb로 구성된다.","종류 Melee Weapon; 시대 4; tier 4; 손 2; 사거리 2; 범위 프로필 [{""accuracyMultiplier"":1,""band"":0,""damageMultiplier"":1.25}]; 모드 원본 모드 플래그 없음; 탄약 탄약 없음; 연구 research:equipment:rune-module-tuning; 제작 재료 []; 부품 [{""amount"":1,""itemId"":""component:rune-conductor""}]; 작업 256; 질량 4.9; effects []","Melee Weapon의 사거리·손 점유·사용 모드·탄약 계통을 이 무기에 배정한다. 원본 모드 플래그 없음 운용을 위해 같은 재료·제작 노동·운반 적재·숙련·보급을 다른 무기 계열보다 우선한다.","비교 후보(대체 가능성 미검증): CombatWeaponSO:equipment-item:weapon:rune-blade, CombatWeaponSO:equipment-item:weapon:powered-striking-gauntlet, CombatWeaponSO:equipment-item:weapon:blacksteel-poleaxe, CombatWeaponSO:equipment-item:weapon:rune-bow","연구 research:equipment:rune-module-tuning와 제작 재료·부품·작업을 충족해 equipment weapon:mana-lance / item equipment-item:weapon:mana-lance를 확보하고, 손 2와 슬롯 1에 장착한 뒤 원본 모드 플래그 없음 중 필요한 전투 명령으로 실제 사용한다.","탄약 탄약 없음; 탄창 0; 재장전 0; 내구 100; 오발 상한 0; 연기 0이 원정 적재·보급·수리·환기와 연결된다.","대상·지형·보급 환경이 바뀌면 장착을 해제해 병기고로 회수하고, 실제 비교 후보 무기와 탄약·손 점유를 재조합한다. 탄약 소모·수리·오발·연기·저장 중복은 구현 전 자동 감사로 고정한다.","전수 설계; effects·명중·피해·탄약 소모·수리·저장·수치 검증 OPEN"
"equipment-item:weapon:matchlock-long-gun","화승 장총","무기의 공격 방식·사거리·피해 특성을 전투 행동에 연결한다. 작성 목적은 '화승 장총 전투 장비'이다. 게임 규칙은 tier 2; module ProjectileVerb로 구성된다.","종류 Melee Weapon; 시대 2; tier 2; 손 2; 사거리 30; 범위 프로필 [{""accuracyMultiplier"":0.92,""band"":2,""damageMultiplier"":1.08},{""accuracyMultiplier"":1.08,""band"":3,""damageMultiplier"":1.12}]; 모드 원본 모드 플래그 없음; 탄약 [""ammo:paper-cartridge"",""ammo:smoke-cartridge"",""ammo:armor-piercing-cartridge"",""ammo:scatter-cartridge"",""ammo:rune-cartridge"",""ammo:signal-flare""]; 연구 research:equipment:ballistics; 제작 재료 []; 부품 [{""amount"":1,""itemId"":""component:machine-parts""},{""amount"":1,""itemId"":""component:precision-parts""},{""amount"":1,""itemId"":""component:engineering-drawing""},{""amount"":1,""itemId"":""material:barrel-steel""}]; 작업 192; 질량 6.4; effects []","Melee Weapon의 사거리·손 점유·사용 모드·탄약 계통을 이 무기에 배정한다. 원본 모드 플래그 없음 운용을 위해 같은 재료·제작 노동·운반 적재·숙련·보급을 다른 무기 계열보다 우선한다.","비교 후보(대체 가능성 미검증): CombatWeaponSO:equipment-item:weapon:handgonne, CombatWeaponSO:equipment-item:weapon:matchlock-pistol, CombatWeaponSO:equipment-item:weapon:arquebus, CombatWeaponSO:equipment-item:weapon:sniper-arquebus","연구 research:equipment:ballistics와 제작 재료·부품·작업을 충족해 equipment weapon:matchlock-long-gun / item equipment-item:weapon:matchlock-long-gun를 확보하고, 손 2와 슬롯 1에 장착한 뒤 원본 모드 플래그 없음 중 필요한 전투 명령으로 실제 사용한다.","탄약 [""ammo:paper-cartridge"",""ammo:smoke-cartridge"",""ammo:armor-piercing-cartridge"",""ammo:scatter-cartridge"",""ammo:rune-cartridge"",""ammo:signal-flare""]; 탄창 1; 재장전 10; 내구 100; 오발 상한 0.2; 연기 10이 원정 적재·보급·수리·환기와 연결된다.","대상·지형·보급 환경이 바뀌면 장착을 해제해 병기고로 회수하고, 실제 비교 후보 무기와 탄약·손 점유를 재조합한다. 탄약 소모·수리·오발·연기·저장 중복은 구현 전 자동 감사로 고정한다.","전수 설계; effects·명중·피해·탄약 소모·수리·저장·수치 검증 OPEN"
"equipment-item:weapon:matchlock-pistol","화승 권총","무기의 공격 방식·사거리·피해 특성을 전투 행동에 연결한다. 작성 목적은 '화승 권총 전투 장비'이다. 게임 규칙은 tier 2; module ProjectileVerb로 구성된다.","종류 Melee Weapon; 시대 2; tier 2; 손 1; 사거리 14; 범위 프로필 [{""accuracyMultiplier"":0.8,""band"":1,""damageMultiplier"":1.2},{""accuracyMultiplier"":0.48,""band"":2,""damageMultiplier"":0.9}]; 모드 원본 모드 플래그 없음; 탄약 [""ammo:paper-cartridge"",""ammo:smoke-cartridge"",""ammo:armor-piercing-cartridge"",""ammo:scatter-cartridge"",""ammo:rune-cartridge"",""ammo:signal-flare""]; 연구 research:equipment:ignition-mechanisms; 제작 재료 []; 부품 [{""amount"":1,""itemId"":""component:growth-frame""},{""amount"":1,""itemId"":""component:machine-parts""},{""amount"":1,""itemId"":""component:precision-parts""},{""amount"":1,""itemId"":""component:engineering-drawing""}]; 작업 168; 질량 2.6; effects []","Melee Weapon의 사거리·손 점유·사용 모드·탄약 계통을 이 무기에 배정한다. 원본 모드 플래그 없음 운용을 위해 같은 재료·제작 노동·운반 적재·숙련·보급을 다른 무기 계열보다 우선한다.","비교 후보(대체 가능성 미검증): CombatWeaponSO:equipment-item:weapon:handgonne, CombatWeaponSO:equipment-item:weapon:arquebus, CombatWeaponSO:equipment-item:weapon:matchlock-long-gun, CombatWeaponSO:equipment-item:weapon:sniper-arquebus","연구 research:equipment:ignition-mechanisms와 제작 재료·부품·작업을 충족해 equipment weapon:matchlock-pistol / item equipment-item:weapon:matchlock-pistol를 확보하고, 손 1와 슬롯 3에 장착한 뒤 원본 모드 플래그 없음 중 필요한 전투 명령으로 실제 사용한다.","탄약 [""ammo:paper-cartridge"",""ammo:smoke-cartridge"",""ammo:armor-piercing-cartridge"",""ammo:scatter-cartridge"",""ammo:rune-cartridge"",""ammo:signal-flare""]; 탄창 1; 재장전 6; 내구 100; 오발 상한 0.2; 연기 10이 원정 적재·보급·수리·환기와 연결된다.","대상·지형·보급 환경이 바뀌면 장착을 해제해 병기고로 회수하고, 실제 비교 후보 무기와 탄약·손 점유를 재조합한다. 탄약 소모·수리·오발·연기·저장 중복은 구현 전 자동 감사로 고정한다.","전수 설계; effects·명중·피해·탄약 소모·수리·저장·수치 검증 OPEN"
"equipment-item:weapon:pollaxe","폴액스","무기의 공격 방식·사거리·피해 특성을 전투 행동에 연결한다. 작성 목적은 '폴액스 전투 장비'이다. 게임 규칙은 tier 1; module MeleeStrikeVerb로 구성된다.","종류 Melee Weapon; 시대 1; tier 1; 손 2; 사거리 2; 범위 프로필 [{""accuracyMultiplier"":0.92,""band"":0,""damageMultiplier"":1.32}]; 모드 원본 모드 플래그 없음; 탄약 탄약 없음; 연구 research:metallurgy:steel; 제작 재료 []; 부품 []; 작업 104; 질량 4.8; effects []","Melee Weapon의 사거리·손 점유·사용 모드·탄약 계통을 이 무기에 배정한다. 원본 모드 플래그 없음 운용을 위해 같은 재료·제작 노동·운반 적재·숙련·보급을 다른 무기 계열보다 우선한다.","비교 후보(대체 가능성 미검증): CombatWeaponSO:equipment-item:weapon:longsword, CombatWeaponSO:equipment-item:weapon:mace, CombatWeaponSO:equipment-item:weapon:shortbow, CombatWeaponSO:equipment-item:weapon:longbow, CombatWeaponSO:equipment-item:weapon:crossbow, CombatWeaponSO:equipment-item:weapon:throwing-axe, CombatWeaponSO:equipment-item:weapon:falchion, CombatWeaponSO:equipment-item:weapon:warhammer, CombatWeaponSO:equipment-item:weapon:halberd, CombatWeaponSO:equipment-item:weapon:greatsword, CombatWeaponSO:equipment-item:weapon:composite-bow, CombatWeaponSO:equipment-item:weapon:windlass-crossbow 외 2개","연구 research:metallurgy:steel와 제작 재료·부품·작업을 충족해 equipment weapon:pollaxe / item equipment-item:weapon:pollaxe를 확보하고, 손 2와 슬롯 1에 장착한 뒤 원본 모드 플래그 없음 중 필요한 전투 명령으로 실제 사용한다.","탄약 탄약 없음; 탄창 0; 재장전 0; 내구 100; 오발 상한 0; 연기 0이 원정 적재·보급·수리·환기와 연결된다.","대상·지형·보급 환경이 바뀌면 장착을 해제해 병기고로 회수하고, 실제 비교 후보 무기와 탄약·손 점유를 재조합한다. 탄약 소모·수리·오발·연기·저장 중복은 구현 전 자동 감사로 고정한다.","전수 설계; effects·명중·피해·탄약 소모·수리·저장·수치 검증 OPEN"
"equipment-item:weapon:powered-striking-gauntlet","동력 타격장갑","무기의 공격 방식·사거리·피해 특성을 전투 행동에 연결한다. 작성 목적은 '동력 타격장갑 전투 장비'이다. 게임 규칙은 tier 4; module MeleeStrikeVerb로 구성된다.","종류 Melee Weapon; 시대 4; tier 4; 손 1; 사거리 1; 범위 프로필 [{""accuracyMultiplier"":1.05,""band"":0,""damageMultiplier"":1.42}]; 모드 원본 모드 플래그 없음; 탄약 탄약 없음; 연구 research:equipment:powered-armor; 제작 재료 []; 부품 [{""amount"":1,""itemId"":""material:plate-blank""},{""amount"":2,""itemId"":""component:machine-parts""}]; 작업 296; 질량 7.2; effects []","Melee Weapon의 사거리·손 점유·사용 모드·탄약 계통을 이 무기에 배정한다. 원본 모드 플래그 없음 운용을 위해 같은 재료·제작 노동·운반 적재·숙련·보급을 다른 무기 계열보다 우선한다.","비교 후보(대체 가능성 미검증): CombatWeaponSO:equipment-item:weapon:rune-blade, CombatWeaponSO:equipment-item:weapon:mana-lance, CombatWeaponSO:equipment-item:weapon:blacksteel-poleaxe, CombatWeaponSO:equipment-item:weapon:rune-bow","연구 research:equipment:powered-armor와 제작 재료·부품·작업을 충족해 equipment weapon:powered-striking-gauntlet / item equipment-item:weapon:powered-striking-gauntlet를 확보하고, 손 1와 슬롯 1에 장착한 뒤 원본 모드 플래그 없음 중 필요한 전투 명령으로 실제 사용한다.","탄약 탄약 없음; 탄창 0; 재장전 0; 내구 100; 오발 상한 0; 연기 0이 원정 적재·보급·수리·환기와 연결된다.","대상·지형·보급 환경이 바뀌면 장착을 해제해 병기고로 회수하고, 실제 비교 후보 무기와 탄약·손 점유를 재조합한다. 탄약 소모·수리·오발·연기·저장 중복은 구현 전 자동 감사로 고정한다.","전수 설계; effects·명중·피해·탄약 소모·수리·저장·수치 검증 OPEN"
"equipment-item:weapon:repeating-crossbow","반복 석궁","무기의 공격 방식·사거리·피해 특성을 전투 행동에 연결한다. 작성 목적은 '반복 석궁 전투 장비'이다. 게임 규칙은 tier 1; module ProjectileVerb로 구성된다.","종류 Melee Weapon; 시대 1; tier 1; 손 2; 사거리 14; 범위 프로필 [{""accuracyMultiplier"":1.08,""band"":1,""damageMultiplier"":0.92},{""accuracyMultiplier"":0.82,""band"":2,""damageMultiplier"":0.82}]; 모드 원본 모드 플래그 없음; 탄약 [""ammo:bolt"",""ammo:bolt-bone"",""ammo:bolt-iron"",""ammo:bolt-steel"",""ammo:bolt-rune"",""ammo:incendiary-bolt"",""ammo:blacksteel-bolt"",""ammo:mana-disruptor-bolt"",""ammo:tranquilizer-dart""]; 연구 research:equipment:mechanical-projectiles; 제작 재료 []; 부품 [{""amount"":1,""itemId"":""component:growth-frame""},{""amount"":1,""itemId"":""material:bowstring""},{""amount"":1,""itemId"":""component:machine-parts""},{""amount"":1,""itemId"":""material:laminated-lumber""},{""amount"":1,""itemId"":""material:spring-steel""}]; 작업 164; 질량 4.4; effects []","Melee Weapon의 사거리·손 점유·사용 모드·탄약 계통을 이 무기에 배정한다. 원본 모드 플래그 없음 운용을 위해 같은 재료·제작 노동·운반 적재·숙련·보급을 다른 무기 계열보다 우선한다.","비교 후보(대체 가능성 미검증): CombatWeaponSO:equipment-item:weapon:longsword, CombatWeaponSO:equipment-item:weapon:mace, CombatWeaponSO:equipment-item:weapon:shortbow, CombatWeaponSO:equipment-item:weapon:longbow, CombatWeaponSO:equipment-item:weapon:crossbow, CombatWeaponSO:equipment-item:weapon:throwing-axe, CombatWeaponSO:equipment-item:weapon:falchion, CombatWeaponSO:equipment-item:weapon:warhammer, CombatWeaponSO:equipment-item:weapon:halberd, CombatWeaponSO:equipment-item:weapon:greatsword, CombatWeaponSO:equipment-item:weapon:composite-bow, CombatWeaponSO:equipment-item:weapon:windlass-crossbow 외 2개","연구 research:equipment:mechanical-projectiles와 제작 재료·부품·작업을 충족해 equipment weapon:repeating-crossbow / item equipment-item:weapon:repeating-crossbow를 확보하고, 손 2와 슬롯 3에 장착한 뒤 원본 모드 플래그 없음 중 필요한 전투 명령으로 실제 사용한다.","탄약 [""ammo:bolt"",""ammo:bolt-bone"",""ammo:bolt-iron"",""ammo:bolt-steel"",""ammo:bolt-rune"",""ammo:incendiary-bolt"",""ammo:blacksteel-bolt"",""ammo:mana-disruptor-bolt"",""ammo:tranquilizer-dart""]; 탄창 5; 재장전 0.85; 내구 100; 오발 상한 0; 연기 0이 원정 적재·보급·수리·환기와 연결된다.","대상·지형·보급 환경이 바뀌면 장착을 해제해 병기고로 회수하고, 실제 비교 후보 무기와 탄약·손 점유를 재조합한다. 탄약 소모·수리·오발·연기·저장 중복은 구현 전 자동 감사로 고정한다.","전수 설계; effects·명중·피해·탄약 소모·수리·저장·수치 검증 OPEN"
"equipment-item:weapon:rune-blade","룬검","무기의 공격 방식·사거리·피해 특성을 전투 행동에 연결한다. 작성 목적은 '룬검 전투 장비'이다. 게임 규칙은 tier 4; module MeleeStrikeVerb로 구성된다.","종류 Melee Weapon; 시대 4; tier 4; 손 1; 사거리 1; 범위 프로필 [{""accuracyMultiplier"":1.12,""band"":0,""damageMultiplier"":1.2}]; 모드 원본 모드 플래그 없음; 탄약 탄약 없음; 연구 research:equipment:rune-module-tuning; 제작 재료 []; 부품 [{""amount"":1,""itemId"":""component:growth-frame""},{""amount"":1,""itemId"":""component:rune-conductor""},{""amount"":1,""itemId"":""component:rune-control-panel""}]; 작업 264; 질량 2.2; effects []","Melee Weapon의 사거리·손 점유·사용 모드·탄약 계통을 이 무기에 배정한다. 원본 모드 플래그 없음 운용을 위해 같은 재료·제작 노동·운반 적재·숙련·보급을 다른 무기 계열보다 우선한다.","비교 후보(대체 가능성 미검증): CombatWeaponSO:equipment-item:weapon:mana-lance, CombatWeaponSO:equipment-item:weapon:powered-striking-gauntlet, CombatWeaponSO:equipment-item:weapon:blacksteel-poleaxe, CombatWeaponSO:equipment-item:weapon:rune-bow","연구 research:equipment:rune-module-tuning와 제작 재료·부품·작업을 충족해 equipment weapon:rune-blade / item equipment-item:weapon:rune-blade를 확보하고, 손 1와 슬롯 4에 장착한 뒤 원본 모드 플래그 없음 중 필요한 전투 명령으로 실제 사용한다.","탄약 탄약 없음; 탄창 0; 재장전 0; 내구 100; 오발 상한 0; 연기 0이 원정 적재·보급·수리·환기와 연결된다.","대상·지형·보급 환경이 바뀌면 장착을 해제해 병기고로 회수하고, 실제 비교 후보 무기와 탄약·손 점유를 재조합한다. 탄약 소모·수리·오발·연기·저장 중복은 구현 전 자동 감사로 고정한다.","전수 설계; effects·명중·피해·탄약 소모·수리·저장·수치 검증 OPEN"
