record_key,stable_id,field_path,raw_value,enum_type,enum_label,value_origin
CharacterPerformanceFormulaDefinitionSO|performance:combat:arcane-power,performance:combat:arcane-power,CapacityId,0,CharacterFunctionalCapacityId,Mental Maintenance,implicit-csharp-default
CharacterPerformanceFormulaDefinitionSO|performance:combat:arcane-power,performance:combat:arcane-power,Role,0,CharacterPerformanceInputRole,None,implicit-csharp-default
CharacterPerformanceFormulaDefinitionSO|performance:combat:arcane-power,performance:combat:arcane-power,capacityId,0,CharacterFunctionalCapacityId,Mental Maintenance,implicit-csharp-default
CharacterPerformanceFormulaDefinitionSO|performance:combat:arcane-power,performance:combat:arcane-power,role,0,CharacterPerformanceInputRole,None,implicit-csharp-default
CharacterPerformanceFormulaDefinitionSO|performance:combat:defense-reaction,performance:combat:defense-reaction,m_Name,performance_combat_defense-reaction,,,explicit-serialized
CharacterPerformanceFormulaDefinitionSO|performance:combat:defense-reaction,performance:combat:defense-reaction,formulaId,performance:combat:defense-reaction,,,explicit-serialized
CharacterPerformanceFormulaDefinitionSO|performance:combat:defense-reaction,performance:combat:defense-reaction,displayName,방어 반응,,,explicit-serialized
CharacterPerformanceFormulaDefinitionSO|performance:combat:defense-reaction,performance:combat:defense-reaction,domain,2,CharacterPerformanceFormulaDomain,Combat,explicit-serialized
CharacterPerformanceFormulaDefinitionSO|performance:combat:defense-reaction,performance:combat:defense-reaction,resultChannel,5,CharacterPerformanceResultChannel,Success Chance,explicit-serialized
CharacterPerformanceFormulaDefinitionSO|performance:combat:defense-reaction,performance:combat:defense-reaction,baseValue,1,,,explicit-serialized
CharacterPerformanceFormulaDefinitionSO|performance:combat:defense-reaction,performance:combat:defense-reaction,capacityInputs.0.capacityId,0,CharacterFunctionalCapacityId,Mental Maintenance,explicit-serialized
CharacterPerformanceFormulaDefinitionSO|performance:combat:defense-reaction,performance:combat:defense-reaction,capacityInputs.0.weight,0.35,,,explicit-serialized
CharacterPerformanceFormulaDefinitionSO|performance:combat:defense-reaction,performance:combat:defense-reaction,capacityInputs.0.role,7,CharacterPerformanceInputRole,Contribution | Bottleneck | Required,explicit-serialized
CharacterPerformanceFormulaDefinitionSO|performance:combat:defense-reaction,performance:combat:defense-reaction,capacityInputs.0.requiredThreshold,0.1,,,explicit-serialized
CharacterPerformanceFormulaDefinitionSO|performance:combat:defense-reaction,performance:combat:defense-reaction,capacityInputs.1.capacityId,1,CharacterFunctionalCapacityId,Visual Discernment,explicit-serialized
CharacterPerformanceFormulaDefinitionSO|performance:combat:defense-reaction,performance:combat:defense-reaction,capacityInputs.1.weight,0.25,,,explicit-serialized
CharacterPerformanceFormulaDefinitionSO|performance:combat:defense-reaction,performance:combat:defense-reaction,capacityInputs.1.role,1,CharacterPerformanceInputRole,Contribution,explicit-serialized
CharacterPerformanceFormulaDefinitionSO|performance:combat:defense-reaction,performance:combat:defense-reaction,capacityInputs.1.requiredThreshold,0.1,,,explicit-serialized
CharacterPerformanceFormulaDefinitionSO|performance:combat:defense-reaction,performance:combat:defense-reaction,capacityInputs.2.capacityId,2,CharacterFunctionalCapacityId,Auditory Sensing,explicit-serialized
CharacterPerformanceFormulaDefinitionSO|performance:combat:defense-reaction,performance:combat:defense-reaction,capacityInputs.2.weight,0.15,,,explicit-serialized
CharacterPerformanceFormulaDefinitionSO|performance:combat:defense-reaction,performance:combat:defense-reaction,capacityInputs.2.role,1,CharacterPerformanceInputRole,Contribution,explicit-serialized
CharacterPerformanceFormulaDefinitionSO|performance:combat:defense-reaction,performance:combat:defense-reaction,capacityInputs.2.requiredThreshold,0.1,,,explicit-serialized
CharacterPerformanceFormulaDefinitionSO|performance:combat:defense-reaction,performance:combat:defense-reaction,capacityInputs.3.capacityId,10,CharacterFunctionalCapacityId,Physical Mobility,explicit-serialized
CharacterPerformanceFormulaDefinitionSO|performance:combat:defense-reaction,performance:combat:defense-reaction,capacityInputs.3.weight,0.25,,,explicit-serialized
CharacterPerformanceFormulaDefinitionSO|performance:combat:defense-reaction,performance:combat:defense-reaction,capacityInputs.3.role,3,CharacterPerformanceInputRole,Contribution | Bottleneck,explicit-serialized
CharacterPerformanceFormulaDefinitionSO|performance:combat:defense-reaction,performance:combat:defense-reaction,capacityInputs.3.requiredThreshold,0.1,,,explicit-serialized
CharacterPerformanceFormulaDefinitionSO|performance:combat:defense-reaction,performance:combat:defense-reaction,primaryProficiencyId,,,,explicit-serialized
CharacterPerformanceFormulaDefinitionSO|performance:combat:defense-reaction,performance:combat:defense-reaction,secondaryProficiencyId,,,,explicit-serialized
CharacterPerformanceFormulaDefinitionSO|performance:combat:defense-reaction,performance:combat:defense-reaction,secondaryProficiencyWeight,0,,,explicit-serialized
CharacterPerformanceFormulaDefinitionSO|performance:combat:defense-reaction,performance:combat:defense-reaction,gameplayEffectTargetId,,,,explicit-serialized
CharacterPerformanceFormulaDefinitionSO|performance:combat:defense-reaction,performance:combat:defense-reaction,executionWorkTypeId,,,,explicit-serialized
CharacterPerformanceFormulaDefinitionSO|performance:combat:defense-reaction,performance:combat:defense-reaction,CapacityId,0,CharacterFunctionalCapacityId,Mental Maintenance,implicit-csharp-default
CharacterPerformanceFormulaDefinitionSO|performance:combat:defense-reaction,performance:combat:defense-reaction,Role,0,CharacterPerformanceInputRole,None,implicit-csharp-default
CharacterPerformanceFormulaDefinitionSO|performance:combat:defense-reaction,performance:combat:defense-reaction,capacityId,0,CharacterFunctionalCapacityId,Mental Maintenance,implicit-csharp-default
CharacterPerformanceFormulaDefinitionSO|performance:combat:defense-reaction,performance:combat:defense-reaction,role,0,CharacterPerformanceInputRole,None,implicit-csharp-default
CharacterPerformanceFormulaDefinitionSO|performance:combat:evasion,performance:combat:evasion,m_Name,performance_combat_evasion,,,explicit-serialized
CharacterPerformanceFormulaDefinitionSO|performance:combat:evasion,performance:combat:evasion,formulaId,performance:combat:evasion,,,explicit-serialized
CharacterPerformanceFormulaDefinitionSO|performance:combat:evasion,performance:combat:evasion,displayName,회피,,,explicit-serialized
CharacterPerformanceFormulaDefinitionSO|performance:combat:evasion,performance:combat:evasion,domain,2,CharacterPerformanceFormulaDomain,Combat,explicit-serialized
CharacterPerformanceFormulaDefinitionSO|performance:combat:evasion,performance:combat:evasion,resultChannel,5,CharacterPerformanceResultChannel,Success Chance,explicit-serialized
CharacterPerformanceFormulaDefinitionSO|performance:combat:evasion,performance:combat:evasion,baseValue,1,,,explicit-serialized
CharacterPerformanceFormulaDefinitionSO|performance:combat:evasion,performance:combat:evasion,capacityInputs.0.capacityId,0,CharacterFunctionalCapacityId,Mental Maintenance,explicit-serialized
CharacterPerformanceFormulaDefinitionSO|performance:combat:evasion,performance:combat:evasion,capacityInputs.0.weight,0.2,,,explicit-serialized
CharacterPerformanceFormulaDefinitionSO|performance:combat:evasion,performance:combat:evasion,capacityInputs.0.role,5,CharacterPerformanceInputRole,Contribution | Required,explicit-serialized
CharacterPerformanceFormulaDefinitionSO|performance:combat:evasion,performance:combat:evasion,capacityInputs.0.requiredThreshold,0.1,,,explicit-serialized
CharacterPerformanceFormulaDefinitionSO|performance:combat:evasion,performance:combat:evasion,capacityInputs.1.capacityId,1,CharacterFunctionalCapacityId,Visual Discernment,explicit-serialized
CharacterPerformanceFormulaDefinitionSO|performance:combat:evasion,performance:combat:evasion,capacityInputs.1.weight,0.15,,,explicit-serialized
CharacterPerformanceFormulaDefinitionSO|performance:combat:evasion,performance:combat:evasion,capacityInputs.1.role,1,CharacterPerformanceInputRole,Contribution,explicit-serialized
CharacterPerformanceFormulaDefinitionSO|performance:combat:evasion,performance:combat:evasion,capacityInputs.1.requiredThreshold,0.1,,,explicit-serialized
CharacterPerformanceFormulaDefinitionSO|performance:combat:evasion,performance:combat:evasion,capacityInputs.2.capacityId,2,CharacterFunctionalCapacityId,Auditory Sensing,explicit-serialized
CharacterPerformanceFormulaDefinitionSO|performance:combat:evasion,performance:combat:evasion,capacityInputs.2.weight,0.1,,,explicit-serialized
CharacterPerformanceFormulaDefinitionSO|performance:combat:evasion,performance:combat:evasion,capacityInputs.2.role,1,CharacterPerformanceInputRole,Contribution,explicit-serialized
CharacterPerformanceFormulaDefinitionSO|performance:combat:evasion,performance:combat:evasion,capacityInputs.2.requiredThreshold,0.1,,,explicit-serialized
CharacterPerformanceFormulaDefinitionSO|performance:combat:evasion,performance:combat:evasion,capacityInputs.3.capacityId,10,CharacterFunctionalCapacityId,Physical Mobility,explicit-serialized
CharacterPerformanceFormulaDefinitionSO|performance:combat:evasion,performance:combat:evasion,capacityInputs.3.weight,0.35,,,explicit-serialized
CharacterPerformanceFormulaDefinitionSO|performance:combat:evasion,performance:combat:evasion,capacityInputs.3.role,7,CharacterPerformanceInputRole,Contribution | Bottleneck | Required,explicit-serialized
CharacterPerformanceFormulaDefinitionSO|performance:combat:evasion,performance:combat:evasion,capacityInputs.3.requiredThreshold,0.1,,,explicit-serialized
CharacterPerformanceFormulaDefinitionSO|performance:combat:evasion,performance:combat:evasion,capacityInputs.4.capacityId,4,CharacterFunctionalCapacityId,Power Circulation,explicit-serialized
CharacterPerformanceFormulaDefinitionSO|performance:combat:evasion,performance:combat:evasion,capacityInputs.4.weight,0.1,,,explicit-serialized
CharacterPerformanceFormulaDefinitionSO|performance:combat:evasion,performance:combat:evasion,capacityInputs.4.role,1,CharacterPerformanceInputRole,Contribution,explicit-serialized
CharacterPerformanceFormulaDefinitionSO|performance:combat:evasion,performance:combat:evasion,capacityInputs.4.requiredThreshold,0.1,,,explicit-serialized
CharacterPerformanceFormulaDefinitionSO|performance:combat:evasion,performance:combat:evasion,capacityInputs.5.capacityId,3,CharacterFunctionalCapacityId,Respiratory Exchange,explicit-serialized
CharacterPerformanceFormulaDefinitionSO|performance:combat:evasion,performance:combat:evasion,capacityInputs.5.weight,0.1,,,explicit-serialized
CharacterPerformanceFormulaDefinitionSO|performance:combat:evasion,performance:combat:evasion,capacityInputs.5.role,1,CharacterPerformanceInputRole,Contribution,explicit-serialized
CharacterPerformanceFormulaDefinitionSO|performance:combat:evasion,performance:combat:evasion,capacityInputs.5.requiredThreshold,0.1,,,explicit-serialized
CharacterPerformanceFormulaDefinitionSO|performance:combat:evasion,performance:combat:evasion,primaryProficiencyId,,,,explicit-serialized
CharacterPerformanceFormulaDefinitionSO|performance:combat:evasion,performance:combat:evasion,secondaryProficiencyId,,,,explicit-serialized
CharacterPerformanceFormulaDefinitionSO|performance:combat:evasion,performance:combat:evasion,secondaryProficiencyWeight,0,,,explicit-serialized
CharacterPerformanceFormulaDefinitionSO|performance:combat:evasion,performance:combat:evasion,gameplayEffectTargetId,,,,explicit-serialized
CharacterPerformanceFormulaDefinitionSO|performance:combat:evasion,performance:combat:evasion,executionWorkTypeId,,,,explicit-serialized
CharacterPerformanceFormulaDefinitionSO|performance:combat:evasion,performance:combat:evasion,CapacityId,0,CharacterFunctionalCapacityId,Mental Maintenance,implicit-csharp-default
CharacterPerformanceFormulaDefinitionSO|performance:combat:evasion,performance:combat:evasion,Role,0,CharacterPerformanceInputRole,None,implicit-csharp-default
CharacterPerformanceFormulaDefinitionSO|performance:combat:evasion,performance:combat:evasion,capacityId,0,CharacterFunctionalCapacityId,Mental Maintenance,implicit-csharp-default
CharacterPerformanceFormulaDefinitionSO|performance:combat:evasion,performance:combat:evasion,role,0,CharacterPerformanceInputRole,None,implicit-csharp-default
CharacterPerformanceFormulaDefinitionSO|performance:combat:mana-recovery,performance:combat:mana-recovery,m_Name,performance_combat_mana-recovery,,,explicit-serialized
CharacterPerformanceFormulaDefinitionSO|performance:combat:mana-recovery,performance:combat:mana-recovery,formulaId,performance:combat:mana-recovery,,,explicit-serialized
CharacterPerformanceFormulaDefinitionSO|performance:combat:mana-recovery,performance:combat:mana-recovery,displayName,마나 회복,,,explicit-serialized
CharacterPerformanceFormulaDefinitionSO|performance:combat:mana-recovery,performance:combat:mana-recovery,domain,2,CharacterPerformanceFormulaDomain,Combat,explicit-serialized
CharacterPerformanceFormulaDefinitionSO|performance:combat:mana-recovery,performance:combat:mana-recovery,resultChannel,6,CharacterPerformanceResultChannel,Recovery,explicit-serialized
CharacterPerformanceFormulaDefinitionSO|performance:combat:mana-recovery,performance:combat:mana-recovery,baseValue,1,,,explicit-serialized
CharacterPerformanceFormulaDefinitionSO|performance:combat:mana-recovery,performance:combat:mana-recovery,capacityInputs.0.capacityId,12,CharacterFunctionalCapacityId,Arcane Conduction,explicit-serialized
CharacterPerformanceFormulaDefinitionSO|performance:combat:mana-recovery,performance:combat:mana-recovery,capacityInputs.0.weight,0.5,,,explicit-serialized
CharacterPerformanceFormulaDefinitionSO|performance:combat:mana-recovery,performance:combat:mana-recovery,capacityInputs.0.role,7,CharacterPerformanceInputRole,Contribution | Bottleneck | Required,explicit-serialized
CharacterPerformanceFormulaDefinitionSO|performance:combat:mana-recovery,performance:combat:mana-recovery,capacityInputs.0.requiredThreshold,0.1,,,explicit-serialized
CharacterPerformanceFormulaDefinitionSO|performance:combat:mana-recovery,performance:combat:mana-recovery,capacityInputs.1.capacityId,7,CharacterFunctionalCapacityId,Vitality Response,explicit-serialized
CharacterPerformanceFormulaDefinitionSO|performance:combat:mana-recovery,performance:combat:mana-recovery,capacityInputs.1.weight,0.25,,,explicit-serialized
CharacterPerformanceFormulaDefinitionSO|performance:combat:mana-recovery,performance:combat:mana-recovery,capacityInputs.1.role,1,CharacterPerformanceInputRole,Contribution,explicit-serialized
CharacterPerformanceFormulaDefinitionSO|performance:combat:mana-recovery,performance:combat:mana-recovery,capacityInputs.1.requiredThreshold,0.1,,,explicit-serialized
CharacterPerformanceFormulaDefinitionSO|performance:combat:mana-recovery,performance:combat:mana-recovery,capacityInputs.2.capacityId,4,CharacterFunctionalCapacityId,Power Circulation,explicit-serialized
CharacterPerformanceFormulaDefinitionSO|performance:combat:mana-recovery,performance:combat:mana-recovery,capacityInputs.2.weight,0.15,,,explicit-serialized
CharacterPerformanceFormulaDefinitionSO|performance:combat:mana-recovery,performance:combat:mana-recovery,capacityInputs.2.role,1,CharacterPerformanceInputRole,Contribution,explicit-serialized
CharacterPerformanceFormulaDefinitionSO|performance:combat:mana-recovery,performance:combat:mana-recovery,capacityInputs.2.requiredThreshold,0.1,,,explicit-serialized
CharacterPerformanceFormulaDefinitionSO|performance:combat:mana-recovery,performance:combat:mana-recovery,capacityInputs.3.capacityId,0,CharacterFunctionalCapacityId,Mental Maintenance,explicit-serialized
CharacterPerformanceFormulaDefinitionSO|performance:combat:mana-recovery,performance:combat:mana-recovery,capacityInputs.3.weight,0.1,,,explicit-serialized
CharacterPerformanceFormulaDefinitionSO|performance:combat:mana-recovery,performance:combat:mana-recovery,capacityInputs.3.role,1,CharacterPerformanceInputRole,Contribution,explicit-serialized
CharacterPerformanceFormulaDefinitionSO|performance:combat:mana-recovery,performance:combat:mana-recovery,capacityInputs.3.requiredThreshold,0.1,,,explicit-serialized
CharacterPerformanceFormulaDefinitionSO|performance:combat:mana-recovery,performance:combat:mana-recovery,primaryProficiencyId,,,,explicit-serialized
CharacterPerformanceFormulaDefinitionSO|performance:combat:mana-recovery,performance:combat:mana-recovery,secondaryProficiencyId,,,,explicit-serialized
CharacterPerformanceFormulaDefinitionSO|performance:combat:mana-recovery,performance:combat:mana-recovery,secondaryProficiencyWeight,0,,,explicit-serialized
CharacterPerformanceFormulaDefinitionSO|performance:combat:mana-recovery,performance:combat:mana-recovery,gameplayEffectTargetId,character:recovery-speed,,,explicit-serialized
CharacterPerformanceFormulaDefinitionSO|performance:combat:mana-recovery,performance:combat:mana-recovery,executionWorkTypeId,,,,explicit-serialized
CharacterPerformanceFormulaDefinitionSO|performance:combat:mana-recovery,performance:combat:mana-recovery,CapacityId,0,CharacterFunctionalCapacityId,Mental Maintenance,implicit-csharp-default
CharacterPerformanceFormulaDefinitionSO|performance:combat:mana-recovery,performance:combat:mana-recovery,Role,0,CharacterPerformanceInputRole,None,implicit-csharp-default
CharacterPerformanceFormulaDefinitionSO|performance:combat:mana-recovery,performance:combat:mana-recovery,capacityId,0,CharacterFunctionalCapacityId,Mental Maintenance,implicit-csharp-default
CharacterPerformanceFormulaDefinitionSO|performance:combat:mana-recovery,performance:combat:mana-recovery,role,0,CharacterPerformanceInputRole,None,implicit-csharp-default
CharacterPerformanceFormulaDefinitionSO|performance:combat:melee-hit,performance:combat:melee-hit,m_Name,performance_combat_melee-hit,,,explicit-serialized
CharacterPerformanceFormulaDefinitionSO|performance:combat:melee-hit,performance:combat:melee-hit,formulaId,performance:combat:melee-hit,,,explicit-serialized
CharacterPerformanceFormulaDefinitionSO|performance:combat:melee-hit,performance:combat:melee-hit,displayName,근접 명중,,,explicit-serialized
CharacterPerformanceFormulaDefinitionSO|performance:combat:melee-hit,performance:combat:melee-hit,domain,2,CharacterPerformanceFormulaDomain,Combat,explicit-serialized
CharacterPerformanceFormulaDefinitionSO|performance:combat:melee-hit,performance:combat:melee-hit,resultChannel,5,CharacterPerformanceResultChannel,Success Chance,explicit-serialized
CharacterPerformanceFormulaDefinitionSO|performance:combat:melee-hit,performance:combat:melee-hit,baseValue,1,,,explicit-serialized
CharacterPerformanceFormulaDefinitionSO|performance:combat:melee-hit,performance:combat:melee-hit,capacityInputs.0.capacityId,0,CharacterFunctionalCapacityId,Mental Maintenance,explicit-serialized
CharacterPerformanceFormulaDefinitionSO|performance:combat:melee-hit,performance:combat:melee-hit,capacityInputs.0.weight,0.2,,,explicit-serialized
CharacterPerformanceFormulaDefinitionSO|performance:combat:melee-hit,performance:combat:melee-hit,capacityInputs.0.role,5,CharacterPerformanceInputRole,Contribution | Required,explicit-serialized
CharacterPerformanceFormulaDefinitionSO|performance:combat:melee-hit,performance:combat:melee-hit,capacityInputs.0.requiredThreshold,0.1,,,explicit-serialized
CharacterPerformanceFormulaDefinitionSO|performance:combat:melee-hit,performance:combat:melee-hit,capacityInputs.1.capacityId,1,CharacterFunctionalCapacityId,Visual Discernment,explicit-serialized
CharacterPerformanceFormulaDefinitionSO|performance:combat:melee-hit,performance:combat:melee-hit,capacityInputs.1.weight,0.15,,,explicit-serialized
CharacterPerformanceFormulaDefinitionSO|performance:combat:melee-hit,performance:combat:melee-hit,capacityInputs.1.role,1,CharacterPerformanceInputRole,Contribution,explicit-serialized
CharacterPerformanceFormulaDefinitionSO|performance:combat:melee-hit,performance:combat:melee-hit,capacityInputs.1.requiredThreshold,0.1,,,explicit-serialized
CharacterPerformanceFormulaDefinitionSO|performance:combat:melee-hit,performance:combat:melee-hit,capacityInputs.2.capacityId,9,CharacterFunctionalCapacityId,Precision Manipulation,explicit-serialized
CharacterPerformanceFormulaDefinitionSO|performance:combat:melee-hit,performance:combat:melee-hit,capacityInputs.2.weight,0.25,,,explicit-serialized
CharacterPerformanceFormulaDefinitionSO|performance:combat:melee-hit,performance:combat:melee-hit,capacityInputs.2.role,7,CharacterPerformanceInputRole,Contribution | Bottleneck | Required,explicit-serialized
CharacterPerformanceFormulaDefinitionSO|performance:combat:melee-hit,performance:combat:melee-hit,capacityInputs.2.requiredThreshold,0.1,,,explicit-serialized
CharacterPerformanceFormulaDefinitionSO|performance:combat:melee-hit,performance:combat:melee-hit,capacityInputs.3.capacityId,10,CharacterFunctionalCapacityId,Physical Mobility,explicit-serialized
CharacterPerformanceFormulaDefinitionSO|performance:combat:melee-hit,performance:combat:melee-hit,capacityInputs.3.weight,0.2,,,explicit-serialized
CharacterPerformanceFormulaDefinitionSO|performance:combat:melee-hit,performance:combat:melee-hit,capacityInputs.3.role,3,CharacterPerformanceInputRole,Contribution | Bottleneck,explicit-serialized
CharacterPerformanceFormulaDefinitionSO|performance:combat:melee-hit,performance:combat:melee-hit,capacityInputs.3.requiredThreshold,0.1,,,explicit-serialized
CharacterPerformanceFormulaDefinitionSO|performance:combat:melee-hit,performance:combat:melee-hit,capacityInputs.4.capacityId,4,CharacterFunctionalCapacityId,Power Circulation,explicit-serialized
CharacterPerformanceFormulaDefinitionSO|performance:combat:melee-hit,performance:combat:melee-hit,capacityInputs.4.weight,0.1,,,explicit-serialized
CharacterPerformanceFormulaDefinitionSO|performance:combat:melee-hit,performance:combat:melee-hit,capacityInputs.4.role,1,CharacterPerformanceInputRole,Contribution,explicit-serialized
CharacterPerformanceFormulaDefinitionSO|performance:combat:melee-hit,performance:combat:melee-hit,capacityInputs.4.requiredThreshold,0.1,,,explicit-serialized
CharacterPerformanceFormulaDefinitionSO|performance:combat:melee-hit,performance:combat:melee-hit,capacityInputs.5.capacityId,3,CharacterFunctionalCapacityId,Respiratory Exchange,explicit-serialized
CharacterPerformanceFormulaDefinitionSO|performance:combat:melee-hit,performance:combat:melee-hit,capacityInputs.5.weight,0.1,,,explicit-serialized
CharacterPerformanceFormulaDefinitionSO|performance:combat:melee-hit,performance:combat:melee-hit,capacityInputs.5.role,1,CharacterPerformanceInputRole,Contribution,explicit-serialized
CharacterPerformanceFormulaDefinitionSO|performance:combat:melee-hit,performance:combat:melee-hit,capacityInputs.5.requiredThreshold,0.1,,,explicit-serialized
CharacterPerformanceFormulaDefinitionSO|performance:combat:melee-hit,performance:combat:melee-hit,primaryProficiencyId,proficiency:melee-combat,,,explicit-serialized
CharacterPerformanceFormulaDefinitionSO|performance:combat:melee-hit,performance:combat:melee-hit,secondaryProficiencyId,,,,explicit-serialized
CharacterPerformanceFormulaDefinitionSO|performance:combat:melee-hit,performance:combat:melee-hit,secondaryProficiencyWeight,0,,,explicit-serialized
CharacterPerformanceFormulaDefinitionSO|performance:combat:melee-hit,performance:combat:melee-hit,gameplayEffectTargetId,character:combat-power,,,explicit-serialized
CharacterPerformanceFormulaDefinitionSO|performance:combat:melee-hit,performance:combat:melee-hit,executionWorkTypeId,,,,explicit-serialized
CharacterPerformanceFormulaDefinitionSO|performance:combat:melee-hit,performance:combat:melee-hit,CapacityId,0,CharacterFunctionalCapacityId,Mental Maintenance,implicit-csharp-default
CharacterPerformanceFormulaDefinitionSO|performance:combat:melee-hit,performance:combat:melee-hit,Role,0,CharacterPerformanceInputRole,None,implicit-csharp-default
CharacterPerformanceFormulaDefinitionSO|performance:combat:melee-hit,performance:combat:melee-hit,capacityId,0,CharacterFunctionalCapacityId,Mental Maintenance,implicit-csharp-default
CharacterPerformanceFormulaDefinitionSO|performance:combat:melee-hit,performance:combat:melee-hit,role,0,CharacterPerformanceInputRole,None,implicit-csharp-default
CharacterPerformanceFormulaDefinitionSO|performance:combat:melee-power,performance:combat:melee-power,m_Name,performance_combat_melee-power,,,explicit-serialized
CharacterPerformanceFormulaDefinitionSO|performance:combat:melee-power,performance:combat:melee-power,formulaId,performance:combat:melee-power,,,explicit-serialized
CharacterPerformanceFormulaDefinitionSO|performance:combat:melee-power,performance:combat:melee-power,displayName,근접 위력,,,explicit-serialized
CharacterPerformanceFormulaDefinitionSO|performance:combat:melee-power,performance:combat:melee-power,domain,2,CharacterPerformanceFormulaDomain,Combat,explicit-serialized
CharacterPerformanceFormulaDefinitionSO|performance:combat:melee-power,performance:combat:melee-power,resultChannel,0,CharacterPerformanceResultChannel,Factor,explicit-serialized
CharacterPerformanceFormulaDefinitionSO|performance:combat:melee-power,performance:combat:melee-power,baseValue,1,,,explicit-serialized
CharacterPerformanceFormulaDefinitionSO|performance:combat:melee-power,performance:combat:melee-power,capacityInputs.0.capacityId,8,CharacterFunctionalCapacityId,Physical Power,explicit-serialized
CharacterPerformanceFormulaDefinitionSO|performance:combat:melee-power,performance:combat:melee-power,capacityInputs.0.weight,0.5,,,explicit-serialized
CharacterPerformanceFormulaDefinitionSO|performance:combat:melee-power,performance:combat:melee-power,capacityInputs.0.role,7,CharacterPerformanceInputRole,Contribution | Bottleneck | Required,explicit-serialized
CharacterPerformanceFormulaDefinitionSO|performance:combat:melee-power,performance:combat:melee-power,capacityInputs.0.requiredThreshold,0.1,,,explicit-serialized
CharacterPerformanceFormulaDefinitionSO|performance:combat:melee-power,performance:combat:melee-power,capacityInputs.1.capacityId,9,CharacterFunctionalCapacityId,Precision Manipulation,explicit-serialized
CharacterPerformanceFormulaDefinitionSO|performance:combat:melee-power,performance:combat:melee-power,capacityInputs.1.weight,0.1,,,explicit-serialized
