path,line,owner_type,owner_symbol,receiver,event_type,type_resolution,game_event_bus,evidence
Assets/Scripts/Services/Combat/CombatCommandResultApplier.cs,1577,CombatCommandResultApplier,VisitorFacilityCombatDamageCommittedEvent,gameEvents,CharacterKilledEvent,new-expression,yes:declared-IGameEventBus,gameEvents.Publish(new CharacterKilledEvent(
Assets/Scripts/Services/Combat/CombatEquipmentCraftingRuntime.cs,1177,CombatEquipmentCraftingRuntime,<unknown>,identityEvents,ProductQualityResolvedEvent,new-expression,likely:name-convention,identityEvents.Publish(new ProductQualityResolvedEvent(
Assets/Scripts/Services/Debugging/DungeonDebugCommandProviders.cs,122,DungeonDebugEconomyCommandProvider,DungeonDebugEconomyCommandProvider,gameEventBus,OperatingDayStartedEvent,new-expression,yes:declared-IGameEventBus,gameEventBus.Publish(new OperatingDayStartedEvent(nextDay));
Assets/Scripts/Services/Defense/DefenseFacilityRuntime.cs,947,DefenseFacilityRuntime,DomainFailure,events,DefenseFacilityStateChangedEvent,new-expression,yes:declared-IGameEventBus,events.Publish(new DefenseFacilityStateChangedEvent(
Assets/Scripts/Services/Defense/DefenseFacilitySystem.cs,459,DefenseFacility,MigratedProducerOutcomeSubject,<complex-or-unresolved>,DefenseFacilityTriggeredEvent,new-expression,no:known-non-event-complex-publisher,".Publish(new DefenseFacilityTriggeredEvent(report)),"
Assets/Scripts/Services/Economy/CertifiedSeedRuntime.cs,1400,CertifiedSeedApplicationAdapter,CertifiedSeedApplicationAdapter,events,EventAlertRequestedEvent,new-expression,yes:declared-IGameEventBus,events.Publish(new EventAlertRequestedEvent(new EventAlertRequest(
Assets/Scripts/Services/Economy/ProductionBillSceneFacade.cs,327,ProductionBillSceneFacade,DomainFailure,identityEvents,WorkCompletedIdentityEvent,new-expression,likely:name-convention,identityEvents.Publish(new WorkCompletedIdentityEvent(
Assets/Scripts/Services/FacilityEvolution/FacilityEvolutionRuntime.cs,2015,FacilityEvolutionRuntime,<unknown>,<complex-or-unresolved>,FacilityEvolutionCompletedEvent,new-expression,no:known-non-event-complex-publisher,.Publish(new FacilityEvolutionCompletedEvent(result));
Assets/Scripts/Services/FacilityShop/DailyFacilityShopRuntime.cs,414,DailyFacilityShopRuntime,MigratedProducerOutcomeSubject,gameEventBus,FacilityShopPurchasedEvent,new-expression,yes:declared-IGameEventBus,gameEventBus.Publish(new FacilityShopPurchasedEvent(result));
Assets/Scripts/Services/Factions/FactionRuntime.cs,2391,PreparedFactionRouteArrival,<unknown>,characterFactory,<non-game-event-method>,resolved-non-event-publisher,no:known-non-event-publisher,characterFactory.Publish(instance);
Assets/Scripts/Services/Factions/FactionRuntime.cs,2543,PreparedFactionRouteArrival,<unknown>,events,FactionRouteArrivedEvent,new-expression,yes:declared-IGameEventBus,events.Publish(new FactionRouteArrivedEvent(
Assets/Scripts/Services/Factions/FactionRuntime.cs,2696,PreparedFactionRouteArrival,<unknown>,events,FactionTrustChangedEvent,new-expression,yes:declared-IGameEventBus,events.Publish(new FactionTrustChangedEvent(
Assets/Scripts/Services/Foundation/Events/GameEventBus.cs,34,GameEventBus,Dictionary,<complex-or-unresolved>,<generic:TEvent>,internal-event-channel-generic-dispatch,no:internal-event-channel-dispatch,((EventChannel<TEvent>)channel).Publish(gameEvent);
Assets/Scripts/Services/Infrastructure/BlueprintResearchApplicationAdapter.cs,51,BlueprintResearchApplicationAdapter,BlueprintResearchState,gameEventBus,<generic:TEvent>,generic-wrapper-type-parameter,yes:declared-IGameEventBus,gameEventBus.Publish(eventData);
Assets/Scripts/Services/Infrastructure/BlueprintResearchRuntime.cs,329,BlueprintResearchRuntime,<unknown>,identityEvents,ResearchProgressEvent,new-expression,likely:name-convention,identityEvents.Publish(new ResearchProgressEvent(
Assets/Scripts/Services/Infrastructure/BlueprintResearchRuntime.cs,347,BlueprintResearchRuntime,<unknown>,identityEvents,ResearchOutcomeEvent,new-expression,likely:name-convention,identityEvents.Publish(new ResearchOutcomeEvent(
Assets/Scripts/Services/Infrastructure/BlueprintResearchRuntime.cs,897,BlueprintResearchRuntime,<unknown>,applicationAdapter,<non-game-event-method>,resolved-non-event-publisher,no:known-non-event-publisher,NotifyCommittedResearch(() => applicationAdapter.Publish(project != null
Assets/Scripts/Services/Infrastructure/Core/Captivity/CaptivityPerformerDefaultPort.cs,26,CaptivityPerformerDefaultPort,CaptivityPerformerDefaultPort,events,CaptivePerformerMilestoneEvent,lexical-variable-declaration,likely:name-convention,events.Publish(gameEvent);
Assets/Scripts/Services/Infrastructure/Diagnostics/GameplayPerformanceWorldConfigurator.cs,560,GameplayPerformanceWorldConfigurator,Vector2Int,characterObjectFactory,<non-game-event-method>,resolved-non-event-publisher,no:known-non-event-publisher,characterObjectFactory.Publish(actorObject);
Assets/Scripts/Services/Infrastructure/Environment/ApparelWorkOrderRuntime.cs,1719,AuthorityState,<unknown>,identityEvents,ProductQualityResolvedEvent,new-expression,likely:name-convention,identityEvents.Publish(new ProductQualityResolvedEvent(
Assets/Scripts/Services/Infrastructure/Environment/CharacterApparelRuntime.cs,2023,ApparelOutcomeChange,<unknown>,identityEvents,ApparelChangedEvent,new-expression,likely:name-convention,identityEvents.Publish(new ApparelChangedEvent(
Assets/Scripts/Services/Infrastructure/Exterior/ExteriorActivityRuntime.cs,399,ExteriorActivityRuntime,ExteriorActivityRuntime,restoreCoordinator,<non-game-event-method>,resolved-non-event-publisher,no:known-non-event-publisher,restoreCoordinator.Publish();
Assets/Scripts/Services/Infrastructure/Exterior/ExteriorIncidentHandlers.cs,286,ExteriorIncidentActorService,CharacterSpeciesId,objectFactory,<non-game-event-method>,resolved-non-event-publisher,no:known-non-event-publisher,objectFactory.Publish(instance);
Assets/Scripts/Services/Infrastructure/Exterior/ExteriorIncidentHandlers.cs,580,ExteriorIncidentHandlerBase,MigratedProducerOutcomeSubject,EventBus,ExteriorVisitorReceptionAppliedEvent,new-expression,yes:declared-IGameEventBus,EventBus.Publish(new ExteriorVisitorReceptionAppliedEvent(
Assets/Scripts/Services/Infrastructure/GameSessionRuntimeServices.cs,49,GameCalendarRuntime,GameCalendarRuntime,gameEventBus,OperatingDayStartedEvent,new-expression,yes:declared-IGameEventBus,gameEventBus.Publish(new OperatingDayStartedEvent(Day));
Assets/Scripts/Services/Infrastructure/GameSessionRuntimeServices.cs,63,GameCalendarRuntime,GameCalendarRuntime,gameEventBus,OperatingDayEndedEvent,new-expression,yes:declared-IGameEventBus,gameEventBus.Publish(new OperatingDayEndedEvent(state.day.Value));
Assets/Scripts/Services/Infrastructure/GameSessionRuntimeServices.cs,66,GameCalendarRuntime,GameCalendarRuntime,gameEventBus,OperatingDayStartedEvent,new-expression,yes:declared-IGameEventBus,gameEventBus.Publish(new OperatingDayStartedEvent(state.day.Value));
Assets/Scripts/Services/Infrastructure/Rooms/RoomEnvironmentExperienceAdapter.cs,332,RoomEnvironmentExperienceService,RoomEnvironmentExperienceService,events,RoomConditionChangedEvent,new-expression,yes:declared-IGameEventBus,events.Publish(new RoomConditionChangedEvent(
Assets/Scripts/Services/Infrastructure/Rooms/RoomEnvironmentExperienceAdapter.cs,406,RoomEnvironmentExperienceService,RoomEnvironmentExperienceService,events,PopulationDiseaseRouteExposureEvent,new-expression,yes:declared-IGameEventBus,events.Publish(new PopulationDiseaseRouteExposureEvent(
Assets/Scripts/Services/Invasion/DefenseEngagementCombatRuntime.cs,220,DefenseEngagementCombatRuntime,DefenseEngagementCombatRuntime,events,DefenseFrontCollapsedEvent,new-expression,yes:declared-IGameEventBus,"events.Publish(new DefenseFrontCollapsedEvent(engagement, reason));"
Assets/Scripts/Services/Invasion/InvasionCombatReportRuntime.cs,130,InvasionCombatReportRuntime,<unknown>,<complex-or-unresolved>,InvasionCombatReportReadyEvent,new-expression,no:known-non-event-complex-publisher,.Publish(new InvasionCombatReportReadyEvent(completedReport));
Assets/Scripts/Services/Invasion/InvasionDirectorRuntime.cs,319,InvasionDirectorRuntime,<unknown>,factory,<non-game-event-method>,resolved-non-event-publisher,no:known-non-event-publisher,factory.Publish(runtime);
Assets/Scripts/Services/Invasion/InvasionDirectorRuntime.cs,352,InvasionDirectorRuntime,MigratedProducerOutcomeSubject,gameEventBus,InvasionStartedEvent,new-expression,yes:declared-IGameEventBus,PublishPostCommit(() => gameEventBus.Publish(
Assets/Scripts/Services/Invasion/InvasionDirectorRuntime.cs,355,InvasionDirectorRuntime,InvasionStartedEvent,gameEventBus,InvasionSpawnedEvent,new-expression,yes:declared-IGameEventBus,PublishPostCommit(() => gameEventBus.Publish(
Assets/Scripts/Services/Invasion/InvasionDirectorRuntime.cs,360,InvasionDirectorRuntime,InvasionSpawnedEvent,gameEventBus,BossInvasionStartedEvent,new-expression,yes:declared-IGameEventBus,PublishPostCommit(() => gameEventBus.Publish(
Assets/Scripts/Services/Invasion/InvasionDirectorRuntime.cs,660,InvasionDirectorRuntime,BossInvasionStartedEvent,restoreCoordinator,<non-game-event-method>,resolved-non-event-publisher,no:known-non-event-publisher,public void PublishRestoreCandidates() => restoreCoordinator.Publish();
Assets/Scripts/Services/Invasion/InvasionIntruderExecutionCoordinator.cs,81,InvasionIntruderExecutionCoordinator,InvasionIntruderExecutionCoordinator,host.GameEventBus,InvasionFinalCombatStartedEvent,new-expression,yes:declared-IGameEventBus,"host.GameEventBus.Publish(new InvasionFinalCombatStartedEvent(host.Actor, owner));"
Assets/Scripts/Services/Invasion/InvasionIntruderExecutionCoordinator.cs,175,InvasionIntruderExecutionCoordinator,MigratedProducerOutcomeSubject,host.GameEventBus,InvasionDungeonBreachedEvent,new-expression,yes:declared-IGameEventBus,PublishPostCommit(() => host.GameEventBus.Publish(
Assets/Scripts/Services/Invasion/InvasionIntruderFactory.cs,128,InvasionIntruderRuntimeFactory,InvasionIntruderRuntimeFactory,characterObjectFactory,<non-game-event-method>,resolved-non-event-publisher,no:known-non-event-publisher,characterObjectFactory.Publish(runtime.gameObject);
Assets/Scripts/Services/Invasion/InvasionIntruderSystem.cs,621,InvasionIntruderRuntime,<unknown>,RestoreCoordinator,<non-game-event-method>,resolved-non-event-publisher,no:known-non-event-publisher,public void PublishPreparedRestore() => RestoreCoordinator.Publish();
Assets/Scripts/Services/Invasion/InvasionIntruderSystem.cs,792,InvasionIntruderRuntime,MigratedProducerOutcomeSubject,gameEventBus,InvasionFacilityDamagedEvent,new-expression,yes:declared-IGameEventBus,() => gameEventBus.Publish(
Assets/Scripts/Services/Invasion/InvasionIntruderSystem.cs,980,InvasionIntruderRuntime,MigratedProducerOutcomeSubject,gameEventBus,InvasionResolvedEvent,new-expression,yes:declared-IGameEventBus,() => gameEventBus.Publish(new InvasionResolvedEvent(
Assets/Scripts/Services/Invasion/InvasionThreatRuntime.cs,391,InvasionThreatRuntime,InvasionThreatEndlessCrisisOwnershipState,gameEventBus,InvasionCandidateEvent,new-expression,yes:declared-IGameEventBus,gameEventBus.Publish(new InvasionCandidateEvent(snapshot));
Assets/Scripts/Services/Invasion/InvasionThreatRuntime.cs,542,InvasionThreatRuntime,InvasionThreatEndlessCrisisOwnershipState,gameEventBus,InvasionThreatWarningEvent,new-expression,yes:declared-IGameEventBus,gameEventBus.Publish(new InvasionThreatWarningEvent(snapshot));
Assets/Scripts/Services/Invasion/InvasionThreatRuntime.cs,587,InvasionThreatRuntime,<unknown>,gameEventBus,InvasionCandidateEvent,new-expression,yes:declared-IGameEventBus,gameEventBus.Publish(new InvasionCandidateEvent(snapshot));
Assets/Scripts/Services/Items/Diagnostics/FacilityOutputExactRouteDebugScenarios.cs,36,FacilityOutputExactRouteDebugScenarios,<unknown>,fixture,<non-game-event-method>,resolved-non-event-publisher,no:known-non-event-publisher,fixture.Publish(quantity: 5);
Assets/Scripts/Services/Items/Diagnostics/FacilityOutputExactRouteDebugScenarios.cs,116,FacilityOutputExactRouteDebugScenarios,<unknown>,fixture,<non-game-event-method>,resolved-non-event-publisher,no:known-non-event-publisher,fixture.Publish(quantity: 2);
Assets/Scripts/Services/Items/Diagnostics/FacilityOutputExactRouteDebugScenarios.cs,150,FacilityOutputExactRouteDebugScenarios,Vector2Int,stateful,<non-game-event-method>,resolved-non-event-publisher,no:known-non-event-publisher,"stateful.Publish(2, new[] { state });"
Assets/Scripts/Services/Items/Diagnostics/FacilityOutputExactRouteDebugScenarios.cs,171,FacilityOutputExactRouteDebugScenarios,Vector2Int,unique,<non-game-event-method>,resolved-non-event-publisher,no:known-non-event-publisher,unique.Publish(2);
Assets/Scripts/Services/Items/Diagnostics/FacilityOutputExactRouteDebugScenarios.cs,192,FacilityOutputExactRouteDebugScenarios,Vector2Int,fixture,<non-game-event-method>,resolved-non-event-publisher,no:known-non-event-publisher,fixture.Publish(
Assets/Scripts/Services/Items/Diagnostics/FacilityOutputExactRouteDebugScenarios.cs,258,FacilityOutputExactRouteDebugScenarios,Vector2Int,malformedRoute,<non-game-event-method>,resolved-non-event-publisher,no:known-non-event-publisher,malformedRoute.Publish(
Assets/Scripts/Services/Items/Diagnostics/FacilityOutputExactRouteDebugScenarios.cs,345,FacilityOutputExactRouteDebugScenarios,Vector2Int,fixture,<non-game-event-method>,resolved-non-event-publisher,no:known-non-event-publisher,fixture.Publish(quantity: 2);
Assets/Scripts/Services/Items/Diagnostics/FacilityOutputExactRouteDebugScenarios.cs,399,FacilityOutputExactRouteDebugScenarios,Vector2Int,fixture,<non-game-event-method>,resolved-non-event-publisher,no:known-non-event-publisher,fixture.Publish(quantity: 5);
