target_type,target_record_key,source_type,source_id,source_record_key,kind,target_id,amount,duration,field_path,semantic_label,target_category,resolution_status,target_record_keys,source_path
GenericItemDefinitionSO,GenericItemDefinitionSO|relic:faction:beastkin:3,FactionArcDefinitionSO,faction-arc:beastkin,FactionArcDefinitionSO|faction-arc:beastkin,references,relic:faction:beastkin:3,,,relicItemIds,relic Item Ids,content-reference,resolved-content,GenericItemDefinitionSO|relic:faction:beastkin:3,Assets/Resources/SO/V20/Factions/Arcs/arc_beastkin.asset
GenericItemDefinitionSO,GenericItemDefinitionSO|relic:faction:demon:1,FactionArcDefinitionSO,faction-arc:demon,FactionArcDefinitionSO|faction-arc:demon,references,relic:faction:demon:1,,,relicItemIds,relic Item Ids,content-reference,resolved-content,GenericItemDefinitionSO|relic:faction:demon:1,Assets/Resources/SO/V20/Factions/Arcs/arc_demon.asset
GenericItemDefinitionSO,GenericItemDefinitionSO|relic:faction:demon:2,FactionArcDefinitionSO,faction-arc:demon,FactionArcDefinitionSO|faction-arc:demon,references,relic:faction:demon:2,,,relicItemIds,relic Item Ids,content-reference,resolved-content,GenericItemDefinitionSO|relic:faction:demon:2,Assets/Resources/SO/V20/Factions/Arcs/arc_demon.asset
GenericItemDefinitionSO,GenericItemDefinitionSO|relic:faction:demon:3,FactionArcDefinitionSO,faction-arc:demon,FactionArcDefinitionSO|faction-arc:demon,references,relic:faction:demon:3,,,relicItemIds,relic Item Ids,content-reference,resolved-content,GenericItemDefinitionSO|relic:faction:demon:3,Assets/Resources/SO/V20/Factions/Arcs/arc_demon.asset
GenericItemDefinitionSO,GenericItemDefinitionSO|relic:faction:golem:1,FactionArcDefinitionSO,faction-arc:golem,FactionArcDefinitionSO|faction-arc:golem,references,relic:faction:golem:1,,,relicItemIds,relic Item Ids,content-reference,resolved-content,GenericItemDefinitionSO|relic:faction:golem:1,Assets/Resources/SO/V20/Factions/Arcs/arc_golem.asset
GenericItemDefinitionSO,GenericItemDefinitionSO|relic:faction:golem:2,FactionArcDefinitionSO,faction-arc:golem,FactionArcDefinitionSO|faction-arc:golem,references,relic:faction:golem:2,,,relicItemIds,relic Item Ids,content-reference,resolved-content,GenericItemDefinitionSO|relic:faction:golem:2,Assets/Resources/SO/V20/Factions/Arcs/arc_golem.asset
GenericItemDefinitionSO,GenericItemDefinitionSO|relic:faction:golem:3,FactionArcDefinitionSO,faction-arc:golem,FactionArcDefinitionSO|faction-arc:golem,references,relic:faction:golem:3,,,relicItemIds,relic Item Ids,content-reference,resolved-content,GenericItemDefinitionSO|relic:faction:golem:3,Assets/Resources/SO/V20/Factions/Arcs/arc_golem.asset
GenericItemDefinitionSO,GenericItemDefinitionSO|relic:faction:harpy:1,FactionArcDefinitionSO,faction-arc:harpy,FactionArcDefinitionSO|faction-arc:harpy,references,relic:faction:harpy:1,,,relicItemIds,relic Item Ids,content-reference,resolved-content,GenericItemDefinitionSO|relic:faction:harpy:1,Assets/Resources/SO/V20/Factions/Arcs/arc_harpy.asset
GenericItemDefinitionSO,GenericItemDefinitionSO|relic:faction:harpy:2,FactionArcDefinitionSO,faction-arc:harpy,FactionArcDefinitionSO|faction-arc:harpy,references,relic:faction:harpy:2,,,relicItemIds,relic Item Ids,content-reference,resolved-content,GenericItemDefinitionSO|relic:faction:harpy:2,Assets/Resources/SO/V20/Factions/Arcs/arc_harpy.asset
GenericItemDefinitionSO,GenericItemDefinitionSO|relic:faction:harpy:3,FactionArcDefinitionSO,faction-arc:harpy,FactionArcDefinitionSO|faction-arc:harpy,references,relic:faction:harpy:3,,,relicItemIds,relic Item Ids,content-reference,resolved-content,GenericItemDefinitionSO|relic:faction:harpy:3,Assets/Resources/SO/V20/Factions/Arcs/arc_harpy.asset
GenericItemDefinitionSO,GenericItemDefinitionSO|relic:faction:kobold:1,FactionArcDefinitionSO,faction-arc:kobold,FactionArcDefinitionSO|faction-arc:kobold,references,relic:faction:kobold:1,,,relicItemIds,relic Item Ids,content-reference,resolved-content,GenericItemDefinitionSO|relic:faction:kobold:1,Assets/Resources/SO/V20/Factions/Arcs/arc_kobold.asset
GenericItemDefinitionSO,GenericItemDefinitionSO|relic:faction:kobold:2,FactionArcDefinitionSO,faction-arc:kobold,FactionArcDefinitionSO|faction-arc:kobold,references,relic:faction:kobold:2,,,relicItemIds,relic Item Ids,content-reference,resolved-content,GenericItemDefinitionSO|relic:faction:kobold:2,Assets/Resources/SO/V20/Factions/Arcs/arc_kobold.asset
GenericItemDefinitionSO,GenericItemDefinitionSO|relic:faction:kobold:3,FactionArcDefinitionSO,faction-arc:kobold,FactionArcDefinitionSO|faction-arc:kobold,references,relic:faction:kobold:3,,,relicItemIds,relic Item Ids,content-reference,resolved-content,GenericItemDefinitionSO|relic:faction:kobold:3,Assets/Resources/SO/V20/Factions/Arcs/arc_kobold.asset
GenericItemDefinitionSO,GenericItemDefinitionSO|relic:faction:myconid:1,FactionArcDefinitionSO,faction-arc:myconid,FactionArcDefinitionSO|faction-arc:myconid,references,relic:faction:myconid:1,,,relicItemIds,relic Item Ids,content-reference,resolved-content,GenericItemDefinitionSO|relic:faction:myconid:1,Assets/Resources/SO/V20/Factions/Arcs/arc_myconid.asset
GenericItemDefinitionSO,GenericItemDefinitionSO|relic:faction:myconid:2,FactionArcDefinitionSO,faction-arc:myconid,FactionArcDefinitionSO|faction-arc:myconid,references,relic:faction:myconid:2,,,relicItemIds,relic Item Ids,content-reference,resolved-content,GenericItemDefinitionSO|relic:faction:myconid:2,Assets/Resources/SO/V20/Factions/Arcs/arc_myconid.asset
GenericItemDefinitionSO,GenericItemDefinitionSO|relic:faction:myconid:3,FactionArcDefinitionSO,faction-arc:myconid,FactionArcDefinitionSO|faction-arc:myconid,references,relic:faction:myconid:3,,,relicItemIds,relic Item Ids,content-reference,resolved-content,GenericItemDefinitionSO|relic:faction:myconid:3,Assets/Resources/SO/V20/Factions/Arcs/arc_myconid.asset
GenericItemDefinitionSO,GenericItemDefinitionSO|equipment-item:shield:tower,FactionChapterDefinitionSO,faction-chapter:beastkin:3,FactionChapterDefinitionSO|faction-chapter:beastkin:3,requires,equipment-item:shield:tower,6,,choices.0.requirements.items.0.itemDefinitionId,item Definition Id,content-reference,resolved-content,CombatShieldSO|equipment-item:shield:tower; GenericItemDefinitionSO|equipment-item:shield:tower,Assets/Resources/SO/V20/Factions/Chapters/chapter_beastkin_3.asset
GenericItemDefinitionSO,GenericItemDefinitionSO|equipment-item:shield:tower,FactionChapterDefinitionSO,faction-chapter:beastkin:3,FactionChapterDefinitionSO|faction-chapter:beastkin:3,requires,equipment-item:shield:tower,3,,choices.1.requirements.items.0.itemDefinitionId,item Definition Id,content-reference,resolved-content,CombatShieldSO|equipment-item:shield:tower; GenericItemDefinitionSO|equipment-item:shield:tower,Assets/Resources/SO/V20/Factions/Chapters/chapter_beastkin_3.asset
GenericItemDefinitionSO,GenericItemDefinitionSO|equipment-item:shield:tower,FactionChapterDefinitionSO,faction-chapter:beastkin:6,FactionChapterDefinitionSO|faction-chapter:beastkin:6,requires,equipment-item:shield:tower,9,,choices.0.requirements.items.0.itemDefinitionId,item Definition Id,content-reference,resolved-content,CombatShieldSO|equipment-item:shield:tower; GenericItemDefinitionSO|equipment-item:shield:tower,Assets/Resources/SO/V20/Factions/Chapters/chapter_beastkin_6.asset
GenericItemDefinitionSO,GenericItemDefinitionSO|equipment-item:shield:tower,FactionChapterDefinitionSO,faction-chapter:beastkin:6,FactionChapterDefinitionSO|faction-chapter:beastkin:6,requires,equipment-item:shield:tower,5,,choices.1.requirements.items.0.itemDefinitionId,item Definition Id,content-reference,resolved-content,CombatShieldSO|equipment-item:shield:tower; GenericItemDefinitionSO|equipment-item:shield:tower,Assets/Resources/SO/V20/Factions/Chapters/chapter_beastkin_6.asset
GenericItemDefinitionSO,GenericItemDefinitionSO|equipment-item:shield:tower,FactionContractDefinitionSO,faction-contract:beastkin:strategic,FactionContractDefinitionSO|faction-contract:beastkin:strategic,requires,equipment-item:shield:tower,4,,completionRequirements.items.0.itemDefinitionId,item Definition Id,content-reference,resolved-content,CombatShieldSO|equipment-item:shield:tower; GenericItemDefinitionSO|equipment-item:shield:tower,Assets/Resources/SO/V20/Factions/Contracts/contract_beastkin_strategic.asset
GenericItemDefinitionSO,GenericItemDefinitionSO|surgery:prosthetic:eye:left,ProductionRecipeSO,recipe:surgery:artificial-eye,ProductionRecipeSO|recipe:surgery:artificial-eye,produces-or-unlocks,surgery:prosthetic:eye:left,1,,outputs.0.itemId,item Id,content-reference,resolved-content,GenericItemDefinitionSO|surgery:prosthetic:eye:left,Assets/Resources/SO/Economy/Recipes/recipe_surgery_artificial_eye.asset
GenericItemDefinitionSO,GenericItemDefinitionSO|surgery:prosthetic:arm:left,ProductionRecipeSO,recipe:surgery:prosthetic-arm,ProductionRecipeSO|recipe:surgery:prosthetic-arm,produces-or-unlocks,surgery:prosthetic:arm:left,1,,outputs.0.itemId,item Id,content-reference,resolved-content,GenericItemDefinitionSO|surgery:prosthetic:arm:left,Assets/Resources/SO/Economy/Recipes/recipe_surgery_prosthetic_arm.asset
GenericItemDefinitionSO,GenericItemDefinitionSO|surgery:prosthetic:leg:left,ProductionRecipeSO,recipe:surgery:prosthetic-leg,ProductionRecipeSO|recipe:surgery:prosthetic-leg,produces-or-unlocks,surgery:prosthetic:leg:left,1,,outputs.0.itemId,item Id,content-reference,resolved-content,GenericItemDefinitionSO|surgery:prosthetic:leg:left,Assets/Resources/SO/Economy/Recipes/recipe_surgery_prosthetic_leg.asset
GenericItemDefinitionSO,GenericItemDefinitionSO|equipment-item:weapon:longsword,SaleItem,sale-item:0,SaleItem|sale-item:0,references,equipment-item:weapon:longsword,,,itemDefinitionId,item Definition Id,content-reference,resolved-content,CombatWeaponSO|equipment-item:weapon:longsword; GenericItemDefinitionSO|equipment-item:weapon:longsword,Assets/Resources/SO/Stock/Item/도란검.asset
GenericItemDefinitionSO,GenericItemDefinitionSO|equipment-item:shield:wood,SaleItem,sale-item:1,SaleItem|sale-item:1,references,equipment-item:shield:wood,,,itemDefinitionId,item Definition Id,content-reference,resolved-content,CombatShieldSO|equipment-item:shield:wood; GenericItemDefinitionSO|equipment-item:shield:wood,Assets/Resources/SO/Stock/Item/도란방패.asset
GenericItemDefinitionSO,GenericItemDefinitionSO|medicine:blood-pack,SurgicalProcedureSO,procedure:blood-transfusion,SurgicalProcedureSO|procedure:blood-transfusion,references,medicine:blood-pack,,,materials.0.itemId,item Id,content-reference,resolved-content,GenericItemDefinitionSO|medicine:blood-pack,Assets/Resources/SO/Medical/Procedures/procedure_blood-transfusion.asset
GenericItemDefinitionSO,GenericItemDefinitionSO|medicine:disinfectant,SurgicalProcedureSO,procedure:corpse-organ-extraction,SurgicalProcedureSO|procedure:corpse-organ-extraction,references,medicine:disinfectant,,,materials.0.itemId,item Id,content-reference,resolved-content,GenericItemDefinitionSO|medicine:disinfectant,Assets/Resources/SO/Medical/Procedures/procedure_corpse-organ-extraction.asset
GenericItemDefinitionSO,GenericItemDefinitionSO|medicine:disinfectant,SurgicalProcedureSO,procedure:foreign-body-removal,SurgicalProcedureSO|procedure:foreign-body-removal,references,medicine:disinfectant,,,materials.0.itemId,item Id,content-reference,resolved-content,GenericItemDefinitionSO|medicine:disinfectant,Assets/Resources/SO/Medical/Procedures/procedure_foreign-body-removal.asset
GenericItemDefinitionSO,GenericItemDefinitionSO|medicine:immunosuppressant,SurgicalProcedureSO,procedure:natural-organ-transplant,SurgicalProcedureSO|procedure:natural-organ-transplant,references,medicine:immunosuppressant,,,materials.1.itemId,item Id,content-reference,resolved-content,GenericItemDefinitionSO|medicine:immunosuppressant,Assets/Resources/SO/Medical/Procedures/procedure_natural-organ-transplant.asset
GenericItemDefinitionSO,GenericItemDefinitionSO|medicine:disinfectant,SurgicalProcedureSO,procedure:organ-repair,SurgicalProcedureSO|procedure:organ-repair,references,medicine:disinfectant,,,materials.1.itemId,item Id,content-reference,resolved-content,GenericItemDefinitionSO|medicine:disinfectant,Assets/Resources/SO/Medical/Procedures/procedure_organ-repair.asset
GenericItemDefinitionSO,GenericItemDefinitionSO|medicine:immunosuppressant,SurgicalProcedureSO,procedure:xenograft,SurgicalProcedureSO|procedure:xenograft,references,medicine:immunosuppressant,,,materials.1.itemId,item Id,content-reference,resolved-content,GenericItemDefinitionSO|medicine:immunosuppressant,Assets/Resources/SO/Medical/Procedures/procedure_xenograft.asset
